"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Croatia (HR)","Generation - Solar  [MW] Intraday / Croatia (HR)","Generation - Solar  [MW] Current / Croatia (HR)","Generation - Wind Offshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Offshore  [MW] Intraday / Croatia (HR)","Generation - Wind Offshore  [MW] Current / Croatia (HR)","Generation - Wind Onshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Onshore  [MW] Intraday / Croatia (HR)","Generation - Wind Onshore  [MW] Current / Croatia (HR)"
"15.03.2022 02:00 - 15.03.2022 03:00","0","0","0","n/e","n/e","n/e","8","10","10"
"15.03.2022 03:00 - 15.03.2022 04:00","0","0","0","n/e","n/e","n/e","7","9","9"
"15.03.2022 04:00 - 15.03.2022 05:00","0","0","0","n/e","n/e","n/e","6","8","8"
"15.03.2022 05:00 - 15.03.2022 06:00","0","0","0","n/e","n/e","n/e","7","8","8"
"15.03.2022 06:00 - 15.03.2022 07:00","1","1","1","n/e","n/e","n/e","8","8","8"
"15.03.2022 07:00 - 15.03.2022 08:00","10","10","10","n/e","n/e","n/e","6","6","6"
"15.03.2022 08:00 - 15.03.2022 09:00","21","21","21","n/e","n/e","n/e","6","6","6"
"15.03.2022 09:00 - 15.03.2022 10:00","31","31","31","n/e","n/e","n/e","7","6","2"
"15.03.2022 10:00 - 15.03.2022 11:00","39","39","39","n/e","n/e","n/e","14","13","13"
"15.03.2022 11:00 - 15.03.2022 12:00","41","41","41","n/e","n/e","n/e","26","25","25"
"15.03.2022 12:00 - 15.03.2022 13:00","40","40","40","n/e","n/e","n/e","40","39","39"
"15.03.2022 13:00 - 15.03.2022 14:00","34","34","34","n/e","n/e","n/e","55","54","54"
"15.03.2022 14:00 - 15.03.2022 15:00","26","26","26","n/e","n/e","n/e","62","60","56"
"15.03.2022 15:00 - 15.03.2022 16:00","19","19","19","n/e","n/e","n/e","63","60","61"
"15.03.2022 16:00 - 15.03.2022 17:00","7","7","7","n/e","n/e","n/e","57","55","55"
"15.03.2022 17:00 - 15.03.2022 18:00","1","1","1","n/e","n/e","n/e","52","50","50"
"15.03.2022 18:00 - 15.03.2022 19:00","0","0","0","n/e","n/e","n/e","46","44","54"
"15.03.2022 19:00 - 15.03.2022 20:00","0","0","0","n/e","n/e","n/e","43","40","41"
"15.03.2022 20:00 - 15.03.2022 21:00","0","0","0","n/e","n/e","n/e","44","41","42"
"15.03.2022 21:00 - 15.03.2022 22:00","0","0","0","n/e","n/e","n/e","55","52","43"
"15.03.2022 22:00 - 15.03.2022 23:00","0","0","0","n/e","n/e","n/e","65","62","58"
"15.03.2022 23:00 - 16.03.2022 00:00","0","0","0","n/e","n/e","n/e","73","71","72"
"16.03.2022 00:00 - 16.03.2022 01:00","0","0","0","n/e","n/e","n/e","83","83","83"
"16.03.2022 01:00 - 16.03.2022 02:00","0","0","0","n/e","n/e","n/e","92","91","91"
"16.03.2022 02:00 - 16.03.2022 03:00","0","0","0","n/e","n/e","n/e","96","97","97"
"16.03.2022 03:00 - 16.03.2022 04:00","0","0","0","n/e","n/e","n/e","100","102","102"
"16.03.2022 04:00 - 16.03.2022 05:00","0","0","0","n/e","n/e","n/e","102","103","103"
"16.03.2022 05:00 - 16.03.2022 06:00","0","0","0","n/e","n/e","n/e","103","102","102"
"16.03.2022 06:00 - 16.03.2022 07:00","1","1","1","n/e","n/e","n/e","101","99","99"
"16.03.2022 07:00 - 16.03.2022 08:00","5","5","5","n/e","n/e","n/e","89","86","86"
"16.03.2022 08:00 - 16.03.2022 09:00","12","12","12","n/e","n/e","n/e","71","69","69"
"16.03.2022 09:00 - 16.03.2022 10:00","20","20","20","n/e","n/e","n/e","54","52","57"
"16.03.2022 10:00 - 16.03.2022 11:00","27","27","27","n/e","n/e","n/e","48","47","47"
"16.03.2022 11:00 - 16.03.2022 12:00","29","29","29","n/e","n/e","n/e","54","53","53"
"16.03.2022 12:00 - 16.03.2022 13:00","30","30","30","n/e","n/e","n/e","66","64","64"
"16.03.2022 13:00 - 16.03.2022 14:00","29","29","29","n/e","n/e","n/e","68","66","65"
"16.03.2022 14:00 - 16.03.2022 15:00","23","23","23","n/e","n/e","n/e","62","59","58"
"16.03.2022 15:00 - 16.03.2022 16:00","17","17","17","n/e","n/e","n/e","50","47","37"
"16.03.2022 16:00 - 16.03.2022 17:00","8","8","8","n/e","n/e","n/e","42","39","29"
"16.03.2022 17:00 - 16.03.2022 18:00","1","1","1","n/e","n/e","n/e","33","31","31"
"16.03.2022 18:00 - 16.03.2022 19:00","0","0","0","n/e","n/e","n/e","29","27","27"
"16.03.2022 19:00 - 16.03.2022 20:00","0","0","0","n/e","n/e","n/e","28","28","28"
"16.03.2022 20:00 - 16.03.2022 21:00","0","0","0","n/e","n/e","n/e","33","33","33"
"16.03.2022 21:00 - 16.03.2022 22:00","0","0","0","n/e","n/e","n/e","48","47","38"
"16.03.2022 22:00 - 16.03.2022 23:00","0","0","0","n/e","n/e","n/e","77","77","48"
"16.03.2022 23:00 - 17.03.2022 00:00","0","0","0","n/e","n/e","n/e","116","115","87"
"17.03.2022 00:00 - 17.03.2022 01:00","0","0","0","n/e","n/e","n/e","194","170","170"
"17.03.2022 01:00 - 17.03.2022 02:00","0","0","0","n/e","n/e","n/e","240","209","209"
"17.03.2022 02:00 - 17.03.2022 03:00","0","0","0","n/e","n/e","n/e","269","240","240"
"17.03.2022 03:00 - 17.03.2022 04:00","0","0","0","n/e","n/e","n/e","297","300","300"
"17.03.2022 04:00 - 17.03.2022 05:00","0","0","0","n/e","n/e","n/e","330","333","333"
"17.03.2022 05:00 - 17.03.2022 06:00","0","0","0","n/e","n/e","n/e","359","359","359"
"17.03.2022 06:00 - 17.03.2022 07:00","2","2","2","n/e","n/e","n/e","378","376","376"
"17.03.2022 07:00 - 17.03.2022 08:00","12","12","12","n/e","n/e","n/e","375","371","371"
"17.03.2022 08:00 - 17.03.2022 09:00","24","24","24","n/e","n/e","n/e","360","356","356"
"17.03.2022 09:00 - 17.03.2022 10:00","33","33","33","n/e","n/e","n/e","352","350","355"
"17.03.2022 10:00 - 17.03.2022 11:00","42","42","42","n/e","n/e","n/e","341","338","343"
"17.03.2022 11:00 - 17.03.2022 12:00","44","44","44","n/e","n/e","n/e","316","314","314"
"17.03.2022 12:00 - 17.03.2022 13:00","43","43","43","n/e","n/e","n/e","299","297","303"
"17.03.2022 13:00 - 17.03.2022 14:00","39","39","39","n/e","n/e","n/e","302","301","276"
"17.03.2022 14:00 - 17.03.2022 15:00","32","32","32","n/e","n/e","n/e","329","328","332"
"17.03.2022 15:00 - 17.03.2022 16:00","22","22","22","n/e","n/e","n/e","365","364","437"
"17.03.2022 16:00 - 17.03.2022 17:00","10","10","10","n/e","n/e","n/e","402","401","455"
"17.03.2022 17:00 - 17.03.2022 18:00","2","2","2","n/e","n/e","n/e","452","452","470"
"17.03.2022 18:00 - 17.03.2022 19:00","0","0","0","n/e","n/e","n/e","500","499","523"
"17.03.2022 19:00 - 17.03.2022 20:00","0","0","0","n/e","n/e","n/e","525","525","524"
"17.03.2022 20:00 - 17.03.2022 21:00","0","0","0","n/e","n/e","n/e","524","524","540"
"17.03.2022 21:00 - 17.03.2022 22:00","0","0","0","n/e","n/e","n/e","519","520","547"
"17.03.2022 22:00 - 17.03.2022 23:00","0","0","0","n/e","n/e","n/e","512","515","536"
"17.03.2022 23:00 - 18.03.2022 00:00","0","0","0","n/e","n/e","n/e","499","502","522"
"18.03.2022 00:00 - 18.03.2022 01:00","0","0","0","n/e","n/e","n/e","501","508","508"
"18.03.2022 01:00 - 18.03.2022 02:00","0","0","0","n/e","n/e","n/e","498","496","496"
"18.03.2022 02:00 - 18.03.2022 03:00","0","0","0","n/e","n/e","n/e","503","503","503"
"18.03.2022 03:00 - 18.03.2022 04:00","0","0","0","n/e","n/e","n/e","510","510","510"
"18.03.2022 04:00 - 18.03.2022 05:00","0","0","0","n/e","n/e","n/e","518","517","517"
"18.03.2022 05:00 - 18.03.2022 06:00","0","0","0","n/e","n/e","n/e","522","522","522"
"18.03.2022 06:00 - 18.03.2022 07:00","2","2","2","n/e","n/e","n/e","522","523","523"
"18.03.2022 07:00 - 18.03.2022 08:00","9","9","9","n/e","n/e","n/e","511","512","512"
"18.03.2022 08:00 - 18.03.2022 09:00","20","20","20","n/e","n/e","n/e","479","481","481"
"18.03.2022 09:00 - 18.03.2022 10:00","30","30","30","n/e","n/e","n/e","453","455","465"
"18.03.2022 10:00 - 18.03.2022 11:00","39","39","39","n/e","n/e","n/e","440","441","441"
"18.03.2022 11:00 - 18.03.2022 12:00","41","41","41","n/e","n/e","n/e","429","430","418"
"18.03.2022 12:00 - 18.03.2022 13:00","39","39","39","n/e","n/e","n/e","415","415","416"
"18.03.2022 13:00 - 18.03.2022 14:00","35","35","35","n/e","n/e","n/e","425","424","424"
"18.03.2022 14:00 - 18.03.2022 15:00","29","29","29","n/e","n/e","n/e","447","446","446"
"18.03.2022 15:00 - 18.03.2022 16:00","22","22","22","n/e","n/e","n/e","465","465","444"
"18.03.2022 16:00 - 18.03.2022 17:00","11","11","11","n/e","n/e","n/e","493","492","474"
"18.03.2022 17:00 - 18.03.2022 18:00","2","2","2","n/e","n/e","n/e","532","532","520"
"18.03.2022 18:00 - 18.03.2022 19:00","0","0","0","n/e","n/e","n/e","566","566","547"
"18.03.2022 19:00 - 18.03.2022 20:00","0","0","0","n/e","n/e","n/e","584","584","585"
"18.03.2022 20:00 - 18.03.2022 21:00","0","0","0","n/e","n/e","n/e","591","592","593"
"18.03.2022 21:00 - 18.03.2022 22:00","0","0","0","n/e","n/e","n/e","594","595","596"
"18.03.2022 22:00 - 18.03.2022 23:00","0","0","0","n/e","n/e","n/e","593","594","595"
"18.03.2022 23:00 - 19.03.2022 00:00","0","0","0","n/e","n/e","n/e","582","583","584"
"19.03.2022 00:00 - 19.03.2022 01:00","0","0","0","n/e","n/e","n/e","577","561","561"
"19.03.2022 01:00 - 19.03.2022 02:00","0","0","0","n/e","n/e","n/e","575","559","559"
"19.03.2022 02:00 - 19.03.2022 03:00","0","0","0","n/e","n/e","n/e","568","560","560"
"19.03.2022 03:00 - 19.03.2022 04:00","0","0","0","n/e","n/e","n/e","564","556","556"
"19.03.2022 04:00 - 19.03.2022 05:00","0","0","0","n/e","n/e","n/e","555","546","546"
"19.03.2022 05:00 - 19.03.2022 06:00","0","0","0","n/e","n/e","n/e","545","545","545"
"19.03.2022 06:00 - 19.03.2022 07:00","2","2","2","n/e","n/e","n/e","536","535","535"
"19.03.2022 07:00 - 19.03.2022 08:00","13","13","13","n/e","n/e","n/e","497","496","496"
"19.03.2022 08:00 - 19.03.2022 09:00","24","24","24","n/e","n/e","n/e","433","433","433"
"19.03.2022 09:00 - 19.03.2022 10:00","32","32","32","n/e","n/e","n/e","376","375","355"
"19.03.2022 10:00 - 19.03.2022 11:00","41","41","41","n/e","n/e","n/e","312","310","300"
"19.03.2022 11:00 - 19.03.2022 12:00","43","43","43","n/e","n/e","n/e","252","248","218"
"19.03.2022 12:00 - 19.03.2022 13:00","41","41","41","n/e","n/e","n/e","204","200","157"
"19.03.2022 13:00 - 19.03.2022 14:00","37","37","37","n/e","n/e","n/e","185","184","127"
"19.03.2022 14:00 - 19.03.2022 15:00","29","29","29","n/e","n/e","n/e","191","190","132"
"19.03.2022 15:00 - 19.03.2022 16:00","22","22","22","n/e","n/e","n/e","208","211","160"
"19.03.2022 16:00 - 19.03.2022 17:00","11","11","11","n/e","n/e","n/e","233","238","225"
"19.03.2022 17:00 - 19.03.2022 18:00","2","2","2","n/e","n/e","n/e","272","274","211"
"19.03.2022 18:00 - 19.03.2022 19:00","0","0","0","n/e","n/e","n/e","390","387","330"
"19.03.2022 19:00 - 19.03.2022 20:00","0","0","0","n/e","n/e","n/e","528","525","416"
"19.03.2022 20:00 - 19.03.2022 21:00","0","0","0","n/e","n/e","n/e","578","574","542"
"19.03.2022 21:00 - 19.03.2022 22:00","0","0","0","n/e","n/e","n/e","606","602","592"
"19.03.2022 22:00 - 19.03.2022 23:00","0","0","0","n/e","n/e","n/e","617","614","577"
"19.03.2022 23:00 - 20.03.2022 00:00","0","0","0","n/e","n/e","n/e","612","610","405"
"20.03.2022 00:00 - 20.03.2022 01:00","0","0","0","n/e","n/e","n/e","498","443","443"
"20.03.2022 01:00 - 20.03.2022 02:00","0","0","0","n/e","n/e","n/e","496","458","458"
"20.03.2022 02:00 - 20.03.2022 03:00","0","0","0","n/e","n/e","n/e","499","480","480"
"20.03.2022 03:00 - 20.03.2022 04:00","0","0","0","n/e","n/e","n/e","500","481","481"
"20.03.2022 04:00 - 20.03.2022 05:00","0","0","0","n/e","n/e","n/e","497","480","480"
"20.03.2022 05:00 - 20.03.2022 06:00","0","0","0","n/e","n/e","n/e","501","484","484"
"20.03.2022 06:00 - 20.03.2022 07:00","3","3","3","n/e","n/e","n/e","503","491","491"
"20.03.2022 07:00 - 20.03.2022 08:00","16","16","16","n/e","n/e","n/e","481","394","394"
"20.03.2022 08:00 - 20.03.2022 09:00","29","29","29","n/e","n/e","n/e","429","324","324"
"20.03.2022 09:00 - 20.03.2022 10:00","40","40","40","n/e","n/e","n/e","393","303","303"
"20.03.2022 10:00 - 20.03.2022 11:00","51","51","51","n/e","n/e","n/e","357","358","347"
"20.03.2022 11:00 - 20.03.2022 12:00","53","53","53","n/e","n/e","n/e","322","322","270"
"20.03.2022 12:00 - 20.03.2022 13:00","53","53","53","n/e","n/e","n/e","299","297","238"
"20.03.2022 13:00 - 20.03.2022 14:00","49","49","49","n/e","n/e","n/e","297","292","235"
"20.03.2022 14:00 - 20.03.2022 15:00","41","41","41","n/e","n/e","n/e","308","300","244"
"20.03.2022 15:00 - 20.03.2022 16:00","31","31","31","n/e","n/e","n/e","314","304","247"
"20.03.2022 16:00 - 20.03.2022 17:00","16","16","16","n/e","n/e","n/e","315","303","266"
"20.03.2022 17:00 - 20.03.2022 18:00","3","3","3","n/e","n/e","n/e","319","307","284"
"20.03.2022 18:00 - 20.03.2022 19:00","0","0","0","n/e","n/e","n/e","341","330","285"
"20.03.2022 19:00 - 20.03.2022 20:00","0","0","0","n/e","n/e","n/e","393","383","304"
"20.03.2022 20:00 - 20.03.2022 21:00","0","0","0","n/e","n/e","n/e","450","444","386"
"20.03.2022 21:00 - 20.03.2022 22:00","0","0","0","n/e","n/e","n/e","487","486","477"
"20.03.2022 22:00 - 20.03.2022 23:00","0","0","0","n/e","n/e","n/e","500","500","494"
"20.03.2022 23:00 - 21.03.2022 00:00","0","0","0","n/e","n/e","n/e","499","499","497"
"21.03.2022 00:00 - 21.03.2022 01:00","0","0","0","n/e","n/e","n/e","447","423","423"
"21.03.2022 01:00 - 21.03.2022 02:00","0","0","0","n/e","n/e","n/e","448","435","435"
"21.03.2022 02:00 - 21.03.2022 03:00","0","0","0","n/e","n/e","n/e","453","440","440"
"21.03.2022 03:00 - 21.03.2022 04:00","0","0","0","n/e","n/e","n/e","470","458","458"
"21.03.2022 04:00 - 21.03.2022 05:00","0","0","0","n/e","n/e","n/e","492","494","494"
"21.03.2022 05:00 - 21.03.2022 06:00","0","0","0","n/e","n/e","n/e","513","521","521"
"21.03.2022 06:00 - 21.03.2022 07:00","3","3","3","n/e","n/e","n/e","532","542","542"
"21.03.2022 07:00 - 21.03.2022 08:00","17","17","17","n/e","n/e","n/e","537","540","540"
"21.03.2022 08:00 - 21.03.2022 09:00","30","30","30","n/e","n/e","n/e","532","531","531"
"21.03.2022 09:00 - 21.03.2022 10:00","40","40","40","n/e","n/e","n/e","536","520","520"
"21.03.2022 10:00 - 21.03.2022 11:00","51","51","51","n/e","n/e","n/e","543","542","504"
"21.03.2022 11:00 - 21.03.2022 12:00","54","54","54","n/e","n/e","n/e","534","532","518"
"21.03.2022 12:00 - 21.03.2022 13:00","54","54","54","n/e","n/e","n/e","521","520","485"
"21.03.2022 13:00 - 21.03.2022 14:00","50","50","50","n/e","n/e","n/e","509","510","513"
"21.03.2022 14:00 - 21.03.2022 15:00","43","43","43","n/e","n/e","n/e","517","517","491"
"21.03.2022 15:00 - 21.03.2022 16:00","31","31","31","n/e","n/e","n/e","536","536","529"
"21.03.2022 16:00 - 21.03.2022 17:00","16","16","16","n/e","n/e","n/e","560","560","573"
"21.03.2022 17:00 - 21.03.2022 18:00","3","3","3","n/e","n/e","n/e","602","603","585"
"21.03.2022 18:00 - 21.03.2022 19:00","0","0","0","n/e","n/e","n/e","649","651","633"
"21.03.2022 19:00 - 21.03.2022 20:00","0","0","0","n/e","n/e","n/e","664","666","705"
"21.03.2022 20:00 - 21.03.2022 21:00","0","0","0","n/e","n/e","n/e","651","652","689"
"21.03.2022 21:00 - 21.03.2022 22:00","0","0","0","n/e","n/e","n/e","639","638","660"
"21.03.2022 22:00 - 21.03.2022 23:00","0","0","0","n/e","n/e","n/e","617","618","639"
"21.03.2022 23:00 - 22.03.2022 00:00","0","0","0","n/e","n/e","n/e","595","596","627"
"22.03.2022 00:00 - 22.03.2022 01:00","0","0","0","n/e","n/e","n/e","594","589","589"
"22.03.2022 01:00 - 22.03.2022 02:00","0","0","0","n/e","n/e","n/e","579","548","548"
"22.03.2022 02:00 - 22.03.2022 03:00","0","0","0","n/e","n/e","n/e","552","531","531"
"22.03.2022 03:00 - 22.03.2022 04:00","0","0","0","n/e","n/e","n/e","531","509","509"
"22.03.2022 04:00 - 22.03.2022 05:00","0","0","0","n/e","n/e","n/e","513","512","512"
"22.03.2022 05:00 - 22.03.2022 06:00","0","0","0","n/e","n/e","n/e","507","505","505"
"22.03.2022 06:00 - 22.03.2022 07:00","3","3","3","n/e","n/e","n/e","502","499","499"
"22.03.2022 07:00 - 22.03.2022 08:00","17","17","17","n/e","n/e","n/e","484","514","514"
"22.03.2022 08:00 - 22.03.2022 09:00","30","30","30","n/e","n/e","n/e","449","485","485"
"22.03.2022 09:00 - 22.03.2022 10:00","40","40","40","n/e","n/e","n/e","432","429","369"
"22.03.2022 10:00 - 22.03.2022 11:00","51","51","51","n/e","n/e","n/e","424","422","306"
"22.03.2022 11:00 - 22.03.2022 12:00","54","54","54","n/e","n/e","n/e","416","415","348"
"22.03.2022 12:00 - 22.03.2022 13:00","52","52","52","n/e","n/e","n/e","416","414","313"
"22.03.2022 13:00 - 22.03.2022 14:00","49","49","49","n/e","n/e","n/e","436","433","417"
"22.03.2022 14:00 - 22.03.2022 15:00","43","43","43","n/e","n/e","n/e","477","473","415"
"22.03.2022 15:00 - 22.03.2022 16:00","31","31","31","n/e","n/e","n/e","523","520","507"
"22.03.2022 16:00 - 22.03.2022 17:00","16","16","16","n/e","n/e","n/e","559","557","558"
"22.03.2022 17:00 - 22.03.2022 18:00","3","3","3","n/e","n/e","n/e","612","611","610"
"22.03.2022 18:00 - 22.03.2022 19:00","0","0","0","n/e","n/e","n/e","662","661","679"
"22.03.2022 19:00 - 22.03.2022 20:00","0","0","0","n/e","n/e","n/e","675","676","673"
"22.03.2022 20:00 - 22.03.2022 21:00","0","0","0","n/e","n/e","n/e","678","682","678"
"22.03.2022 21:00 - 22.03.2022 22:00","0","0","0","n/e","n/e","n/e","672","677","667"
"22.03.2022 22:00 - 22.03.2022 23:00","0","0","0","n/e","n/e","n/e","655","661","676"
"22.03.2022 23:00 - 23.03.2022 00:00","0","0","0","n/e","n/e","n/e","639","643","650"
"23.03.2022 00:00 - 23.03.2022 01:00","0","0","0","n/e","n/e","n/e","628","638","638"
"23.03.2022 01:00 - 23.03.2022 02:00","0","0","0","n/e","n/e","n/e","606","615","615"
"23.03.2022 02:00 - 23.03.2022 03:00","0","0","0","n/e","n/e","n/e","587","599","599"
"23.03.2022 03:00 - 23.03.2022 04:00","0","0","0","n/e","n/e","n/e","571","584","584"
"23.03.2022 04:00 - 23.03.2022 05:00","0","0","0","n/e","n/e","n/e","566","565","565"
"23.03.2022 05:00 - 23.03.2022 06:00","0","0","0","n/e","n/e","n/e","566","560","560"
"23.03.2022 06:00 - 23.03.2022 07:00","3","3","3","n/e","n/e","n/e","552","545","545"
"23.03.2022 07:00 - 23.03.2022 08:00","18","18","18","n/e","n/e","n/e","515","483","483"
"23.03.2022 08:00 - 23.03.2022 09:00","31","31","31","n/e","n/e","n/e","469","461","461"
"23.03.2022 09:00 - 23.03.2022 10:00","41","41","41","n/e","n/e","n/e","431","432","452"
"23.03.2022 10:00 - 23.03.2022 11:00","51","51","51","n/e","n/e","n/e","410","410","420"
"23.03.2022 11:00 - 23.03.2022 12:00","54","54","54","n/e","n/e","n/e","384","386","354"
"23.03.2022 12:00 - 23.03.2022 13:00","53","53","53","n/e","n/e","n/e","366","369","336"
"23.03.2022 13:00 - 23.03.2022 14:00","50","50","50","n/e","n/e","n/e","359","363","333"
"23.03.2022 14:00 - 23.03.2022 15:00","43","43","43","n/e","n/e","n/e","371","375","350"
"23.03.2022 15:00 - 23.03.2022 16:00","31","31","31","n/e","n/e","n/e","385","390","409"
"23.03.2022 16:00 - 23.03.2022 17:00","16","16","16","n/e","n/e","n/e","406","412","417"
"23.03.2022 17:00 - 23.03.2022 18:00","3","3","3","n/e","n/e","n/e","437","445","437"
"23.03.2022 18:00 - 23.03.2022 19:00","0","0","0","n/e","n/e","n/e","473","483","458"
"23.03.2022 19:00 - 23.03.2022 20:00","0","0","0","n/e","n/e","n/e","490","499","480"
"23.03.2022 20:00 - 23.03.2022 21:00","0","0","0","n/e","n/e","n/e","486","494","485"
"23.03.2022 21:00 - 23.03.2022 22:00","0","0","0","n/e","n/e","n/e","461","467","477"
"23.03.2022 22:00 - 23.03.2022 23:00","0","0","0","n/e","n/e","n/e","439","446","472"
"23.03.2022 23:00 - 24.03.2022 00:00","0","0","0","n/e","n/e","n/e","408","413","408"
"24.03.2022 00:00 - 24.03.2022 01:00","0","0","0","n/e","n/e","n/e","366","340","340"
"24.03.2022 01:00 - 24.03.2022 02:00","0","0","0","n/e","n/e","n/e","326","297","297"
"24.03.2022 02:00 - 24.03.2022 03:00","0","0","0","n/e","n/e","n/e","284","265","265"
"24.03.2022 03:00 - 24.03.2022 04:00","0","0","0","n/e","n/e","n/e","240","220","220"
"24.03.2022 04:00 - 24.03.2022 05:00","0","0","0","n/e","n/e","n/e","200","172","172"
"24.03.2022 05:00 - 24.03.2022 06:00","0","0","0","n/e","n/e","n/e","158","144","144"
"24.03.2022 06:00 - 24.03.2022 07:00","4","4","4","n/e","n/e","n/e","116","104","104"
"24.03.2022 07:00 - 24.03.2022 08:00","19","19","19","n/e","n/e","n/e","85","83","83"
"24.03.2022 08:00 - 24.03.2022 09:00","32","32","32","n/e","n/e","n/e","45","43","43"
"24.03.2022 09:00 - 24.03.2022 10:00","42","42","42","n/e","n/e","n/e","17","17","17"
"24.03.2022 10:00 - 24.03.2022 11:00","52","52","52","n/e","n/e","n/e","14","14","7"
"24.03.2022 11:00 - 24.03.2022 12:00","54","54","54","n/e","n/e","n/e","26","26","24"
"24.03.2022 12:00 - 24.03.2022 13:00","53","53","53","n/e","n/e","n/e","39","39","39"
"24.03.2022 13:00 - 24.03.2022 14:00","50","50","50","n/e","n/e","n/e","60","61","93"
"24.03.2022 14:00 - 24.03.2022 15:00","43","43","43","n/e","n/e","n/e","72","72","93"
"24.03.2022 15:00 - 24.03.2022 16:00","32","32","32","n/e","n/e","n/e","79","80","111"
"24.03.2022 16:00 - 24.03.2022 17:00","17","17","17","n/e","n/e","n/e","73","72","116"
"24.03.2022 17:00 - 24.03.2022 18:00","3","3","3","n/e","n/e","n/e","61","60","104"
"24.03.2022 18:00 - 24.03.2022 19:00","0","0","0","n/e","n/e","n/e","51","51","82"
"24.03.2022 19:00 - 24.03.2022 20:00","0","0","0","n/e","n/e","n/e","43","44","80"
"24.03.2022 20:00 - 24.03.2022 21:00","0","0","0","n/e","n/e","n/e","42","42","76"
"24.03.2022 21:00 - 24.03.2022 22:00","0","0","0","n/e","n/e","n/e","44","44","59"
"24.03.2022 22:00 - 24.03.2022 23:00","0","0","0","n/e","n/e","n/e","52","53","53"
"24.03.2022 23:00 - 25.03.2022 00:00","0","0","0","n/e","n/e","n/e","77","78","58"
"25.03.2022 00:00 - 25.03.2022 01:00","0","0","0","n/e","n/e","n/e","83","57","57"
"25.03.2022 01:00 - 25.03.2022 02:00","0","0","0","n/e","n/e","n/e","98","68","68"
"25.03.2022 02:00 - 25.03.2022 03:00","0","0","0","n/e","n/e","n/e","116","95","95"
"25.03.2022 03:00 - 25.03.2022 04:00","0","0","0","n/e","n/e","n/e","136","119","119"
"25.03.2022 04:00 - 25.03.2022 05:00","0","0","0","n/e","n/e","n/e","162","162","162"
"25.03.2022 05:00 - 25.03.2022 06:00","0","0","0","n/e","n/e","n/e","188","186","186"
"25.03.2022 06:00 - 25.03.2022 07:00","4","4","4","n/e","n/e","n/e","203","202","202"
"25.03.2022 07:00 - 25.03.2022 08:00","18","18","18","n/e","n/e","n/e","189","184","184"
"25.03.2022 08:00 - 25.03.2022 09:00","31","31","31","n/e","n/e","n/e","142","131","131"
"25.03.2022 09:00 - 25.03.2022 10:00","41","41","41","n/e","n/e","n/e","97","94","74"
