MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Netherlands (NL),Generation - Solar  [MW] Intraday / Netherlands (NL),Generation - Solar  [MW] Current / Netherlands (NL),Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Offshore  [MW] Intraday / Netherlands (NL),Generation - Wind Offshore  [MW] Current / Netherlands (NL),Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Onshore  [MW] Intraday / Netherlands (NL),Generation - Wind Onshore  [MW] Current / Netherlands (NL)
01.04.2022 06:15 - 01.04.2022 06:30,0,0,n/e,1451,1451,1451,4493,4493,4493
01.04.2022 06:30 - 01.04.2022 06:45,0,0,n/e,1451,1451,1451,4442,4442,4442
01.04.2022 06:45 - 01.04.2022 07:00,0,0,n/e,1452,1452,1452,4393,4393,4393
01.04.2022 07:00 - 01.04.2022 07:15,0,0,n/e,1452,1452,1452,4343,4343,4343
01.04.2022 07:15 - 01.04.2022 07:30,12,12,n/e,1452,1452,1452,4298,4298,4298
01.04.2022 07:30 - 01.04.2022 07:45,27,27,n/e,1452,1452,1452,4253,4253,4253
01.04.2022 07:45 - 01.04.2022 08:00,38,38,n/e,1453,1453,1453,4212,4212,4212
01.04.2022 08:00 - 01.04.2022 08:15,54,54,n/e,1453,1453,1453,4170,4170,4170
01.04.2022 08:15 - 01.04.2022 08:30,197,197,n/e,1453,1453,1453,4146,4146,4146
01.04.2022 08:30 - 01.04.2022 08:45,338,338,n/e,1452,1452,1452,4138,4138,4138
01.04.2022 08:45 - 01.04.2022 09:00,480,480,n/e,1451,1451,1451,4133,4133,4133
01.04.2022 09:00 - 01.04.2022 09:15,626,626,n/e,1450,1450,1450,4127,4127,4127
01.04.2022 09:15 - 01.04.2022 09:30,770,770,n/e,1449,1449,1449,4117,4117,4117
01.04.2022 09:30 - 01.04.2022 09:45,915,915,n/e,1448,1448,1448,4109,4109,4109
01.04.2022 09:45 - 01.04.2022 10:00,1062,1062,n/e,1447,1447,1447,4101,4101,4101
01.04.2022 10:00 - 01.04.2022 10:15,1207,1207,n/e,1446,1446,1446,4094,4094,4094
01.04.2022 10:15 - 01.04.2022 10:30,1351,1351,n/e,1445,1445,1445,4087,4087,4087
01.04.2022 10:30 - 01.04.2022 10:45,1495,1495,n/e,1443,1443,1443,4082,4082,4082
01.04.2022 10:45 - 01.04.2022 11:00,1639,1639,n/e,1442,1442,1442,4080,4080,4080
01.04.2022 11:00 - 01.04.2022 11:15,1784,1784,n/e,1441,1441,1441,4078,4078,4078
01.04.2022 11:15 - 01.04.2022 11:30,2140,2140,n/e,1440,1440,1440,4077,4077,4077
01.04.2022 11:30 - 01.04.2022 11:45,2495,2495,n/e,1441,1441,1441,4080,4080,4080
01.04.2022 11:45 - 01.04.2022 12:00,2850,2850,n/e,1441,1441,1441,4083,4083,4083
01.04.2022 12:00 - 01.04.2022 12:15,3207,3207,n/e,1442,1442,1442,4086,4086,4086
01.04.2022 12:15 - 01.04.2022 12:30,3321,3321,n/e,1442,1442,1442,4093,4093,4093
01.04.2022 12:30 - 01.04.2022 12:45,3433,3433,n/e,1442,1442,1442,4106,4106,4106
01.04.2022 12:45 - 01.04.2022 13:00,3543,3543,n/e,1441,1441,1441,4116,4116,4116
01.04.2022 13:00 - 01.04.2022 13:15,3656,3656,n/e,1441,1441,1441,4128,4128,4128
01.04.2022 13:15 - 01.04.2022 13:30,3705,3705,n/e,1441,1441,1441,4142,4142,4142
01.04.2022 13:30 - 01.04.2022 13:45,3755,3755,n/e,1441,1441,1441,4157,4157,4157
01.04.2022 13:45 - 01.04.2022 14:00,3803,3803,n/e,1441,1441,1441,4172,4172,4172
01.04.2022 14:00 - 01.04.2022 14:15,3851,3851,n/e,1441,1441,1441,4189,4189,4189
01.04.2022 14:15 - 01.04.2022 14:30,3650,3650,n/e,1441,1441,1441,4182,4182,4182
01.04.2022 14:30 - 01.04.2022 14:45,3446,3446,n/e,1441,1441,1441,4153,4153,4153
01.04.2022 14:45 - 01.04.2022 15:00,3245,3245,n/e,1440,1440,1440,4123,4123,4123
01.04.2022 15:00 - 01.04.2022 15:15,3040,3040,n/e,1439,1439,1439,4098,4098,4098
01.04.2022 15:15 - 01.04.2022 15:30,2969,2969,n/e,1438,1438,1438,4068,4068,4068
01.04.2022 15:30 - 01.04.2022 15:45,2897,2897,n/e,1435,1435,1435,4037,4037,4037
01.04.2022 15:45 - 01.04.2022 16:00,2823,2823,n/e,1432,1432,1432,4004,4004,4004
01.04.2022 16:00 - 01.04.2022 16:15,2750,2750,n/e,1429,1429,1429,3976,3976,3976
01.04.2022 16:15 - 01.04.2022 16:30,2629,2629,n/e,1427,1427,1427,3932,3932,3932
01.04.2022 16:30 - 01.04.2022 16:45,2509,2509,n/e,1425,1425,1425,3878,3878,3878
01.04.2022 16:45 - 01.04.2022 17:00,2389,2389,n/e,1423,1423,1423,3823,3823,3823
01.04.2022 17:00 - 01.04.2022 17:15,2268,2268,n/e,1421,1421,1421,3768,3768,3768
01.04.2022 17:15 - 01.04.2022 17:30,2112,2112,n/e,1423,1423,1423,3721,3721,3721
01.04.2022 17:30 - 01.04.2022 17:45,1955,1955,n/e,1429,1429,1429,3685,3685,3685
01.04.2022 17:45 - 01.04.2022 18:00,1798,1798,n/e,1435,1435,1435,3648,3648,3648
01.04.2022 18:00 - 01.04.2022 18:15,1640,1640,n/e,1441,1441,1441,3610,3610,3610
01.04.2022 18:15 - 01.04.2022 18:30,1472,1472,n/e,1440,1440,1440,3566,3566,3566
01.04.2022 18:30 - 01.04.2022 18:45,1309,1309,n/e,1430,1430,1430,3513,3513,3513
01.04.2022 18:45 - 01.04.2022 19:00,1142,1142,n/e,1421,1421,1421,3462,3462,3462
01.04.2022 19:00 - 01.04.2022 19:15,972,972,n/e,1412,1412,1412,3411,3411,3411
01.04.2022 19:15 - 01.04.2022 19:30,816,816,n/e,1400,1400,1400,3348,3348,3348
01.04.2022 19:30 - 01.04.2022 19:45,658,658,n/e,1387,1387,1387,3276,3276,3276
01.04.2022 19:45 - 01.04.2022 20:00,500,500,n/e,1374,1374,1374,3204,3204,3204
01.04.2022 20:00 - 01.04.2022 20:15,342,342,n/e,1361,1361,1361,3131,3131,3131
01.04.2022 20:15 - 01.04.2022 20:30,257,257,n/e,1348,1348,1348,3063,3063,3063
01.04.2022 20:30 - 01.04.2022 20:45,172,172,n/e,1335,1335,1335,3002,3002,3002
01.04.2022 20:45 - 01.04.2022 21:00,89,89,n/e,1323,1323,1323,2940,2940,2940
01.04.2022 21:00 - 01.04.2022 21:15,2,2,n/e,1310,1310,1310,2878,2878,2878
01.04.2022 21:15 - 01.04.2022 21:30,2,2,n/e,1292,1292,1292,2813,2813,2813
01.04.2022 21:30 - 01.04.2022 21:45,1,1,n/e,1268,1268,1268,2742,2742,2742
01.04.2022 21:45 - 01.04.2022 22:00,0,0,n/e,1245,1245,1245,2673,2673,2673
01.04.2022 22:00 - 01.04.2022 22:15,0,0,n/e,1221,1221,1221,2602,2602,2602
01.04.2022 22:15 - 01.04.2022 22:30,0,0,n/e,1199,1199,1199,2526,2526,2526
01.04.2022 22:30 - 01.04.2022 22:45,0,0,n/e,1178,1178,1178,2447,2447,2447
01.04.2022 22:45 - 01.04.2022 23:00,0,0,n/e,1156,1156,1156,2368,2368,2368
01.04.2022 23:00 - 01.04.2022 23:15,0,0,n/e,1135,1135,1135,2287,2287,2287
01.04.2022 23:15 - 01.04.2022 23:30,0,0,n/e,1111,1111,1111,2205,2205,2205
01.04.2022 23:30 - 01.04.2022 23:45,0,0,n/e,1083,1083,1083,2117,2117,2117
01.04.2022 23:45 - 02.04.2022 00:00,0,0,n/e,1055,1055,1055,2031,2031,2031
02.04.2022 00:00 - 02.04.2022 00:15,0,0,n/e,967,967,967,1821,1821,1821
02.04.2022 00:15 - 02.04.2022 00:30,0,0,n/e,926,926,926,1771,1771,1771
02.04.2022 00:30 - 02.04.2022 00:45,0,0,n/e,888,888,888,1723,1723,1723
02.04.2022 00:45 - 02.04.2022 01:00,0,0,n/e,850,850,850,1677,1677,1677
02.04.2022 01:00 - 02.04.2022 01:15,0,0,n/e,811,811,811,1631,1631,1631
02.04.2022 01:15 - 02.04.2022 01:30,0,0,n/e,788,788,788,1576,1576,1576
02.04.2022 01:30 - 02.04.2022 01:45,0,0,n/e,779,779,779,1517,1517,1517
02.04.2022 01:45 - 02.04.2022 02:00,0,0,n/e,771,771,771,1455,1455,1455
02.04.2022 02:00 - 02.04.2022 02:15,0,0,n/e,762,762,762,1396,1396,1396
02.04.2022 02:15 - 02.04.2022 02:30,0,0,n/e,755,755,755,1367,1367,1367
02.04.2022 02:30 - 02.04.2022 02:45,0,0,n/e,748,748,748,1368,1368,1368
02.04.2022 02:45 - 02.04.2022 03:00,0,0,n/e,742,742,742,1372,1372,1372
02.04.2022 03:00 - 02.04.2022 03:15,0,0,n/e,735,735,735,1373,1373,1373
02.04.2022 03:15 - 02.04.2022 03:30,0,0,n/e,730,730,730,1375,1375,1375
02.04.2022 03:30 - 02.04.2022 03:45,0,0,n/e,725,725,725,1375,1375,1375
02.04.2022 03:45 - 02.04.2022 04:00,0,0,n/e,720,720,720,1375,1375,1375
02.04.2022 04:00 - 02.04.2022 04:15,0,0,n/e,715,715,715,1374,1374,1374
02.04.2022 04:15 - 02.04.2022 04:30,0,0,n/e,707,707,707,1373,1373,1373
02.04.2022 04:30 - 02.04.2022 04:45,0,0,n/e,697,697,697,1371,1371,1371
02.04.2022 04:45 - 02.04.2022 05:00,0,0,n/e,686,686,686,1371,1371,1371
02.04.2022 05:00 - 02.04.2022 05:15,0,0,n/e,676,676,676,1370,1370,1370
02.04.2022 05:15 - 02.04.2022 05:30,0,0,n/e,666,666,666,1363,1363,1363
02.04.2022 05:30 - 02.04.2022 05:45,0,0,n/e,655,655,655,1353,1353,1353
02.04.2022 05:45 - 02.04.2022 06:00,0,0,n/e,645,645,645,1339,1339,1339
02.04.2022 06:00 - 02.04.2022 06:15,0,0,n/e,634,634,634,1329,1329,1329
02.04.2022 06:15 - 02.04.2022 06:30,0,0,n/e,625,625,625,1315,1315,1315
02.04.2022 06:30 - 02.04.2022 06:45,0,0,n/e,616,616,616,1304,1304,1304
02.04.2022 06:45 - 02.04.2022 07:00,0,0,n/e,608,608,608,1292,1292,1292
02.04.2022 07:00 - 02.04.2022 07:15,0,0,n/e,599,599,599,1280,1280,1280
02.04.2022 07:15 - 02.04.2022 07:30,29,29,n/e,592,592,592,1267,1267,1267
02.04.2022 07:30 - 02.04.2022 07:45,54,54,n/e,586,586,586,1258,1258,1258
02.04.2022 07:45 - 02.04.2022 08:00,83,83,n/e,580,580,580,1245,1245,1245
02.04.2022 08:00 - 02.04.2022 08:15,115,115,n/e,573,573,573,1237,1237,1237
02.04.2022 08:15 - 02.04.2022 08:30,366,366,n/e,576,576,576,1236,1236,1236
02.04.2022 08:30 - 02.04.2022 08:45,616,616,n/e,587,587,587,1247,1247,1247
02.04.2022 08:45 - 02.04.2022 09:00,871,871,n/e,597,597,597,1259,1259,1259
02.04.2022 09:00 - 02.04.2022 09:15,1125,1125,n/e,608,608,608,1274,1274,1274
02.04.2022 09:15 - 02.04.2022 09:30,1391,1391,n/e,618,618,618,1291,1291,1291
02.04.2022 09:30 - 02.04.2022 09:45,1656,1656,n/e,626,626,626,1310,1310,1310
02.04.2022 09:45 - 02.04.2022 10:00,1919,1919,n/e,634,634,634,1333,1333,1333
02.04.2022 10:00 - 02.04.2022 10:15,2184,2184,n/e,642,642,642,1352,1352,1352
02.04.2022 10:15 - 02.04.2022 10:30,2435,2435,n/e,652,652,652,1377,1377,1377
02.04.2022 10:30 - 02.04.2022 10:45,2684,2684,n/e,662,662,662,1401,1401,1401
02.04.2022 10:45 - 02.04.2022 11:00,2934,2934,n/e,672,672,672,1427,1427,1427
02.04.2022 11:00 - 02.04.2022 11:15,3185,3185,n/e,682,682,682,1451,1451,1451
02.04.2022 11:15 - 02.04.2022 11:30,3404,3404,n/e,692,692,692,1466,1466,1466
02.04.2022 11:30 - 02.04.2022 11:45,3623,3623,n/e,702,702,702,1468,1468,1468
02.04.2022 11:45 - 02.04.2022 12:00,3840,3840,n/e,711,711,711,1469,1469,1469
02.04.2022 12:00 - 02.04.2022 12:15,4061,4061,n/e,720,720,720,1471,1471,1471
02.04.2022 12:15 - 02.04.2022 12:30,4197,4197,n/e,731,731,731,1477,1477,1477
02.04.2022 12:30 - 02.04.2022 12:45,4333,4333,n/e,743,743,743,1486,1486,1486
02.04.2022 12:45 - 02.04.2022 13:00,4471,4471,n/e,754,754,754,1496,1496,1496
02.04.2022 13:00 - 02.04.2022 13:15,4608,4608,n/e,766,766,766,1506,1506,1506
02.04.2022 13:15 - 02.04.2022 13:30,4667,4667,n/e,781,781,781,1515,1515,1515
02.04.2022 13:30 - 02.04.2022 13:45,4724,4724,n/e,799,799,799,1525,1525,1525
02.04.2022 13:45 - 02.04.2022 14:00,4785,4785,n/e,818,818,818,1535,1535,1535
02.04.2022 14:00 - 02.04.2022 14:15,4843,4843,n/e,836,836,836,1543,1543,1543
02.04.2022 14:15 - 02.04.2022 14:30,4630,4630,n/e,846,846,846,1562,1562,1562
02.04.2022 14:30 - 02.04.2022 14:45,4420,4420,n/e,849,849,849,1590,1590,1590
02.04.2022 14:45 - 02.04.2022 15:00,4209,4209,n/e,851,851,851,1618,1618,1618
02.04.2022 15:00 - 02.04.2022 15:15,3998,3998,n/e,853,853,853,1643,1643,1643
02.04.2022 15:15 - 02.04.2022 15:30,3905,3905,n/e,859,859,859,1673,1673,1673
02.04.2022 15:30 - 02.04.2022 15:45,3811,3811,n/e,867,867,867,1699,1699,1699
02.04.2022 15:45 - 02.04.2022 16:00,3719,3719,n/e,874,874,874,1728,1728,1728
02.04.2022 16:00 - 02.04.2022 16:15,3627,3627,n/e,882,882,882,1752,1752,1752
02.04.2022 16:15 - 02.04.2022 16:30,3472,3472,n/e,893,893,893,1783,1783,1783
02.04.2022 16:30 - 02.04.2022 16:45,3318,3318,n/e,905,905,905,1814,1814,1814
02.04.2022 16:45 - 02.04.2022 17:00,3160,3160,n/e,917,917,917,1846,1846,1846
02.04.2022 17:00 - 02.04.2022 17:15,3005,3005,n/e,929,929,929,1876,1876,1876
02.04.2022 17:15 - 02.04.2022 17:30,2758,2758,n/e,921,921,921,1872,1872,1872
02.04.2022 17:30 - 02.04.2022 17:45,2516,2516,n/e,893,893,893,1837,1837,1837
02.04.2022 17:45 - 02.04.2022 18:00,2267,2267,n/e,866,866,866,1801,1801,1801
02.04.2022 18:00 - 02.04.2022 18:15,2024,2024,n/e,838,838,838,1765,1765,1765
02.04.2022 18:15 - 02.04.2022 18:30,1816,1816,n/e,811,811,811,1727,1727,1727
02.04.2022 18:30 - 02.04.2022 18:45,1611,1611,n/e,787,787,787,1687,1687,1687
02.04.2022 18:45 - 02.04.2022 19:00,1406,1406,n/e,762,762,762,1647,1647,1647
02.04.2022 19:00 - 02.04.2022 19:15,1199,1199,n/e,737,737,737,1609,1609,1609
02.04.2022 19:15 - 02.04.2022 19:30,1007,1007,n/e,717,717,717,1572,1572,1572
02.04.2022 19:30 - 02.04.2022 19:45,812,812,n/e,703,703,703,1543,1543,1543
02.04.2022 19:45 - 02.04.2022 20:00,618,618,n/e,688,688,688,1514,1514,1514
02.04.2022 20:00 - 02.04.2022 20:15,425,425,n/e,673,673,673,1484,1484,1484
02.04.2022 20:15 - 02.04.2022 20:30,318,318,n/e,651,651,651,1442,1442,1442
02.04.2022 20:30 - 02.04.2022 20:45,214,214,n/e,623,623,623,1389,1389,1389
02.04.2022 20:45 - 02.04.2022 21:00,110,110,n/e,594,594,594,1333,1333,1333
02.04.2022 21:00 - 02.04.2022 21:15,4,4,n/e,565,565,565,1279,1279,1279
02.04.2022 21:15 - 02.04.2022 21:30,2,2,n/e,541,541,541,1226,1226,1226
02.04.2022 21:30 - 02.04.2022 21:45,2,2,n/e,522,522,522,1174,1174,1174
02.04.2022 21:45 - 02.04.2022 22:00,0,0,n/e,503,503,503,1126,1126,1126
02.04.2022 22:00 - 02.04.2022 22:15,0,0,n/e,484,484,484,1075,1075,1075
02.04.2022 22:15 - 02.04.2022 22:30,0,0,n/e,470,470,470,1024,1024,1024
02.04.2022 22:30 - 02.04.2022 22:45,0,0,n/e,460,460,460,979,979,979
02.04.2022 22:45 - 02.04.2022 23:00,0,0,n/e,450,450,450,936,936,936
02.04.2022 23:00 - 02.04.2022 23:15,0,0,n/e,440,440,440,892,892,892
02.04.2022 23:15 - 02.04.2022 23:30,0,0,n/e,416,416,416,822,822,822
02.04.2022 23:30 - 02.04.2022 23:45,0,0,n/e,377,377,377,731,731,731
02.04.2022 23:45 - 03.04.2022 00:00,0,0,n/e,339,339,339,634,634,634
03.04.2022 00:00 - 03.04.2022 00:15,0,0,n/e,289,289,289,645,645,645
03.04.2022 00:15 - 03.04.2022 00:30,0,0,n/e,259,259,259,571,571,571
03.04.2022 00:30 - 03.04.2022 00:45,0,0,n/e,235,235,235,509,509,509
03.04.2022 00:45 - 03.04.2022 01:00,0,0,n/e,212,212,212,449,449,449
03.04.2022 01:00 - 03.04.2022 01:15,0,0,n/e,189,189,189,385,385,385
03.04.2022 01:15 - 03.04.2022 01:30,0,0,n/e,173,173,173,334,334,334
03.04.2022 01:30 - 03.04.2022 01:45,0,0,n/e,164,164,164,294,294,294
03.04.2022 01:45 - 03.04.2022 02:00,0,0,n/e,154,154,154,253,253,253
03.04.2022 02:00 - 03.04.2022 02:15,0,0,n/e,145,145,145,211,211,211
03.04.2022 02:15 - 03.04.2022 02:30,0,0,n/e,135,135,135,182,182,182
03.04.2022 02:30 - 03.04.2022 02:45,0,0,n/e,125,125,125,164,164,164
03.04.2022 02:45 - 03.04.2022 03:00,0,0,n/e,115,115,115,145,145,145
03.04.2022 03:00 - 03.04.2022 03:15,0,0,n/e,104,104,104,128,128,128
03.04.2022 03:15 - 03.04.2022 03:30,0,0,n/e,97,97,97,116,116,116
03.04.2022 03:30 - 03.04.2022 03:45,0,0,n/e,91,91,91,112,112,112
03.04.2022 03:45 - 03.04.2022 04:00,0,0,n/e,86,86,86,106,106,106
03.04.2022 04:00 - 03.04.2022 04:15,0,0,n/e,81,81,81,99,99,99
03.04.2022 04:15 - 03.04.2022 04:30,0,0,n/e,79,79,79,98,98,98
03.04.2022 04:30 - 03.04.2022 04:45,0,0,n/e,81,81,81,103,103,103
03.04.2022 04:45 - 03.04.2022 05:00,0,0,n/e,82,82,82,106,106,106
03.04.2022 05:00 - 03.04.2022 05:15,0,0,n/e,84,84,84,108,108,108
03.04.2022 05:15 - 03.04.2022 05:30,0,0,n/e,83,83,83,116,116,116
03.04.2022 05:30 - 03.04.2022 05:45,0,0,n/e,80,80,80,127,127,127
03.04.2022 05:45 - 03.04.2022 06:00,0,0,n/e,76,76,76,137,137,137
03.04.2022 06:00 - 03.04.2022 06:15,0,0,n/e,73,73,73,149,149,149
03.04.2022 06:15 - 03.04.2022 06:30,0,0,n/e,71,71,71,162,162,162
03.04.2022 06:30 - 03.04.2022 06:45,0,0,n/e,69,69,69,180,180,180
03.04.2022 06:45 - 03.04.2022 07:00,0,0,n/e,67,67,67,198,198,198
03.04.2022 07:00 - 03.04.2022 07:15,0,0,n/e,65,65,65,215,215,215
03.04.2022 07:15 - 03.04.2022 07:30,28,28,n/e,64,64,64,234,234,234
03.04.2022 07:30 - 03.04.2022 07:45,60,60,n/e,65,65,65,259,259,259
03.04.2022 07:45 - 03.04.2022 08:00,87,87,n/e,65,65,65,282,282,282
03.04.2022 08:00 - 03.04.2022 08:15,119,119,n/e,65,65,65,306,306,306
03.04.2022 08:15 - 03.04.2022 08:30,388,388,n/e,68,68,68,319,319,319
03.04.2022 08:30 - 03.04.2022 08:45,658,658,n/e,74,74,74,321,321,321
03.04.2022 08:45 - 03.04.2022 09:00,929,929,n/e,80,80,80,321,321,321
03.04.2022 09:00 - 03.04.2022 09:15,1199,1199,n/e,86,86,86,324,324,324
03.04.2022 09:15 - 03.04.2022 09:30,1474,1474,n/e,93,93,93,324,324,324
03.04.2022 09:30 - 03.04.2022 09:45,1747,1747,n/e,100,100,100,330,330,330
03.04.2022 09:45 - 03.04.2022 10:00,2023,2023,n/e,108,108,108,336,336,336
03.04.2022 10:00 - 03.04.2022 10:15,2298,2298,n/e,116,116,116,342,342,342
03.04.2022 10:15 - 03.04.2022 10:30,2556,2556,n/e,127,127,127,350,350,350
03.04.2022 10:30 - 03.04.2022 10:45,2818,2818,n/e,143,143,143,367,367,367
03.04.2022 10:45 - 03.04.2022 11:00,3076,3076,n/e,159,159,159,383,383,383
03.04.2022 11:00 - 03.04.2022 11:15,3335,3335,n/e,174,174,174,397,397,397
03.04.2022 11:15 - 03.04.2022 11:30,3430,3430,n/e,189,189,189,412,412,412
03.04.2022 11:30 - 03.04.2022 11:45,3523,3523,n/e,201,201,201,431,431,431
03.04.2022 11:45 - 03.04.2022 12:00,3618,3618,n/e,213,213,213,449,449,449
03.04.2022 12:00 - 03.04.2022 12:15,3711,3711,n/e,226,226,226,468,468,468
03.04.2022 12:15 - 03.04.2022 12:30,3837,3837,n/e,238,238,238,486,486,486
03.04.2022 12:30 - 03.04.2022 12:45,3963,3963,n/e,249,249,249,510,510,510
03.04.2022 12:45 - 03.04.2022 13:00,4092,4092,n/e,260,260,260,533,533,533
03.04.2022 13:00 - 03.04.2022 13:15,4217,4217,n/e,272,272,272,553,553,553
03.04.2022 13:15 - 03.04.2022 13:30,4270,4270,n/e,283,283,283,576,576,576
03.04.2022 13:30 - 03.04.2022 13:45,4324,4324,n/e,293,293,293,601,601,601
03.04.2022 13:45 - 03.04.2022 14:00,4376,4376,n/e,304,304,304,625,625,625
03.04.2022 14:00 - 03.04.2022 14:15,4429,4429,n/e,314,314,314,648,648,648
03.04.2022 14:15 - 03.04.2022 14:30,4313,4313,n/e,330,330,330,686,686,686
03.04.2022 14:30 - 03.04.2022 14:45,4197,4197,n/e,352,352,352,739,739,739
03.04.2022 14:45 - 03.04.2022 15:00,4080,4080,n/e,373,373,373,792,792,792
03.04.2022 15:00 - 03.04.2022 15:15,3967,3967,n/e,394,394,394,842,842,842
03.04.2022 15:15 - 03.04.2022 15:30,3874,3874,n/e,422,422,422,901,901,901
03.04.2022 15:30 - 03.04.2022 15:45,3780,3780,n/e,457,457,457,957,957,957
03.04.2022 15:45 - 03.04.2022 16:00,3689,3689,n/e,491,491,491,1017,1017,1017
03.04.2022 16:00 - 03.04.2022 16:15,3596,3596,n/e,526,526,526,1077,1077,1077
03.04.2022 16:15 - 03.04.2022 16:30,3443,3443,n/e,557,557,557,1140,1140,1140
03.04.2022 16:30 - 03.04.2022 16:45,3288,3288,n/e,585,585,585,1212,1212,1212
03.04.2022 16:45 - 03.04.2022 17:00,3137,3137,n/e,613,613,613,1284,1284,1284
03.04.2022 17:00 - 03.04.2022 17:15,2982,2982,n/e,640,640,640,1357,1357,1357
03.04.2022 17:15 - 03.04.2022 17:30,2836,2836,n/e,646,646,646,1375,1375,1375
03.04.2022 17:30 - 03.04.2022 17:45,2689,2689,n/e,629,629,629,1343,1343,1343
03.04.2022 17:45 - 03.04.2022 18:00,2544,2544,n/e,612,612,612,1309,1309,1309
03.04.2022 18:00 - 03.04.2022 18:15,2401,2401,n/e,595,595,595,1277,1277,1277
03.04.2022 18:15 - 03.04.2022 18:30,2155,2155,n/e,581,581,581,1246,1246,1246
03.04.2022 18:30 - 03.04.2022 18:45,1912,1912,n/e,567,567,567,1214,1214,1214
03.04.2022 18:45 - 03.04.2022 19:00,1670,1670,n/e,554,554,554,1184,1184,1184
03.04.2022 19:00 - 03.04.2022 19:15,1424,1424,n/e,541,541,541,1154,1154,1154
03.04.2022 19:15 - 03.04.2022 19:30,1200,1200,n/e,528,528,528,1125,1125,1125
03.04.2022 19:30 - 03.04.2022 19:45,970,970,n/e,514,514,514,1102,1102,1102
03.04.2022 19:45 - 03.04.2022 20:00,742,742,n/e,500,500,500,1078,1078,1078
03.04.2022 20:00 - 03.04.2022 20:15,515,515,n/e,487,487,487,1059,1059,1059
03.04.2022 20:15 - 03.04.2022 20:30,386,386,n/e,481,481,481,1061,1061,1061
03.04.2022 20:30 - 03.04.2022 20:45,260,260,n/e,484,484,484,1095,1095,1095
03.04.2022 20:45 - 03.04.2022 21:00,135,135,n/e,486,486,486,1128,1128,1128
03.04.2022 21:00 - 03.04.2022 21:15,4,4,n/e,489,489,489,1161,1161,1161
03.04.2022 21:15 - 03.04.2022 21:30,4,4,n/e,501,501,501,1198,1198,1198
03.04.2022 21:30 - 03.04.2022 21:45,2,2,n/e,522,522,522,1237,1237,1237
03.04.2022 21:45 - 03.04.2022 22:00,1,1,n/e,543,543,543,1278,1278,1278
03.04.2022 22:00 - 03.04.2022 22:15,0,0,n/e,564,564,564,1318,1318,1318
03.04.2022 22:15 - 03.04.2022 22:30,0,0,n/e,594,594,594,1357,1357,1357
03.04.2022 22:30 - 03.04.2022 22:45,0,0,n/e,632,632,632,1395,1395,1395
03.04.2022 22:45 - 03.04.2022 23:00,0,0,n/e,671,671,671,1436,1436,1436
03.04.2022 23:00 - 03.04.2022 23:15,0,0,n/e,710,710,710,1476,1476,1476
03.04.2022 23:15 - 03.04.2022 23:30,0,0,n/e,763,763,763,1549,1549,1549
03.04.2022 23:30 - 03.04.2022 23:45,0,0,n/e,832,832,832,1651,1651,1651
03.04.2022 23:45 - 04.04.2022 00:00,0,0,n/e,900,900,900,1757,1757,1757
04.04.2022 00:00 - 04.04.2022 00:15,0,0,n/e,746,746,746,1790,1790,1790
04.04.2022 00:15 - 04.04.2022 00:30,0,0,n/e,820,820,820,1935,1935,1935
04.04.2022 00:30 - 04.04.2022 00:45,0,0,n/e,905,905,905,2086,2086,2086
04.04.2022 00:45 - 04.04.2022 01:00,0,0,n/e,989,989,989,2236,2236,2236
04.04.2022 01:00 - 04.04.2022 01:15,0,0,n/e,1074,1074,1074,2387,2387,2387
04.04.2022 01:15 - 04.04.2022 01:30,0,0,n/e,1140,1140,1140,2534,2534,2534
04.04.2022 01:30 - 04.04.2022 01:45,0,0,n/e,1188,1188,1188,2682,2682,2682
04.04.2022 01:45 - 04.04.2022 02:00,0,0,n/e,1237,1237,1237,2830,2830,2830
04.04.2022 02:00 - 04.04.2022 02:15,0,0,n/e,1285,1285,1285,2978,2978,2978
04.04.2022 02:15 - 04.04.2022 02:30,0,0,n/e,1324,1324,1324,3110,3110,3110
04.04.2022 02:30 - 04.04.2022 02:45,0,0,n/e,1353,1353,1353,3225,3225,3225
04.04.2022 02:45 - 04.04.2022 03:00,0,0,n/e,1383,1383,1383,3338,3338,3338
04.04.2022 03:00 - 04.04.2022 03:15,0,0,n/e,1413,1413,1413,3455,3455,3455
04.04.2022 03:15 - 04.04.2022 03:30,0,0,n/e,1431,1431,1431,3565,3565,3565
04.04.2022 03:30 - 04.04.2022 03:45,0,0,n/e,1438,1438,1438,3671,3671,3671
04.04.2022 03:45 - 04.04.2022 04:00,0,0,n/e,1445,1445,1445,3775,3775,3775
04.04.2022 04:00 - 04.04.2022 04:15,0,0,n/e,1452,1452,1452,3882,3882,3882
04.04.2022 04:15 - 04.04.2022 04:30,0,0,n/e,1456,1456,1456,3981,3981,3981
04.04.2022 04:30 - 04.04.2022 04:45,0,0,n/e,1457,1457,1457,4073,4073,4073
04.04.2022 04:45 - 04.04.2022 05:00,0,0,n/e,1457,1457,1457,4165,4165,4165
04.04.2022 05:00 - 04.04.2022 05:15,0,0,n/e,1457,1457,1457,4257,4257,4257
04.04.2022 05:15 - 04.04.2022 05:30,0,0,n/e,1457,1457,1457,4341,4341,4341
