MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Solar  [MW] Intraday / Czech Republic (CZ),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Offshore  [MW] Current / Czech Republic (CZ),Generation - Wind Onshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Onshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Onshore  [MW] Current / Czech Republic (CZ)
12.07.2022 15:00 - 12.07.2022 16:00,989,989,989,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 16:00 - 12.07.2022 17:00,838,838,838,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 17:00 - 12.07.2022 18:00,662,662,662,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 18:00 - 12.07.2022 19:00,373,373,373,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 19:00 - 12.07.2022 20:00,130,130,130,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 20:00 - 12.07.2022 21:00,29,29,29,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 21:00 - 12.07.2022 22:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 22:00 - 12.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.07.2022 23:00 - 13.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 00:00 - 13.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 01:00 - 13.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 02:00 - 13.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 03:00 - 13.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 04:00 - 13.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 05:00 - 13.07.2022 06:00,15,15,15,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 06:00 - 13.07.2022 07:00,103,103,103,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 07:00 - 13.07.2022 08:00,335,335,335,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 08:00 - 13.07.2022 09:00,650,650,650,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 09:00 - 13.07.2022 10:00,871,871,871,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 10:00 - 13.07.2022 11:00,1087,1087,1087,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 11:00 - 13.07.2022 12:00,1240,1240,1240,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 12:00 - 13.07.2022 13:00,1340,1340,1340,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 13:00 - 13.07.2022 14:00,1404,1404,1404,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 14:00 - 13.07.2022 15:00,1417,1417,1417,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 15:00 - 13.07.2022 16:00,1206,1206,1206,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 16:00 - 13.07.2022 17:00,972,972,972,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 17:00 - 13.07.2022 18:00,625,625,625,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 18:00 - 13.07.2022 19:00,317,317,317,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 19:00 - 13.07.2022 20:00,115,115,115,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 20:00 - 13.07.2022 21:00,25,25,25,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 21:00 - 13.07.2022 22:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 22:00 - 13.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.07.2022 23:00 - 14.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 00:00 - 14.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 01:00 - 14.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 02:00 - 14.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 03:00 - 14.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 04:00 - 14.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 05:00 - 14.07.2022 06:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 06:00 - 14.07.2022 07:00,92,92,92,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 07:00 - 14.07.2022 08:00,293,293,293,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 08:00 - 14.07.2022 09:00,607,607,607,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 09:00 - 14.07.2022 10:00,854,854,854,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 10:00 - 14.07.2022 11:00,1003,1003,1003,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 11:00 - 14.07.2022 12:00,1089,1089,1089,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 12:00 - 14.07.2022 13:00,1074,1074,1074,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 13:00 - 14.07.2022 14:00,1052,1052,1052,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 14:00 - 14.07.2022 15:00,1031,1031,1031,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 15:00 - 14.07.2022 16:00,899,899,899,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 16:00 - 14.07.2022 17:00,699,699,699,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 17:00 - 14.07.2022 18:00,423,423,423,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 18:00 - 14.07.2022 19:00,211,211,211,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 19:00 - 14.07.2022 20:00,74,74,74,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 20:00 - 14.07.2022 21:00,20,20,20,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 21:00 - 14.07.2022 22:00,4,4,4,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 22:00 - 14.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.07.2022 23:00 - 15.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 00:00 - 15.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 01:00 - 15.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 02:00 - 15.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 03:00 - 15.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 04:00 - 15.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 05:00 - 15.07.2022 06:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 06:00 - 15.07.2022 07:00,111,111,111,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 07:00 - 15.07.2022 08:00,380,380,380,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 08:00 - 15.07.2022 09:00,759,759,759,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 09:00 - 15.07.2022 10:00,1041,1041,1041,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 10:00 - 15.07.2022 11:00,1231,1231,1231,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 11:00 - 15.07.2022 12:00,1325,1325,1325,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 12:00 - 15.07.2022 13:00,1356,1356,1356,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 13:00 - 15.07.2022 14:00,1282,1282,1282,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 14:00 - 15.07.2022 15:00,1148,1148,1148,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 15:00 - 15.07.2022 16:00,1121,1121,1121,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 16:00 - 15.07.2022 17:00,929,929,929,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 17:00 - 15.07.2022 18:00,662,662,662,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 18:00 - 15.07.2022 19:00,362,362,362,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 19:00 - 15.07.2022 20:00,127,127,127,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 20:00 - 15.07.2022 21:00,29,29,29,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 21:00 - 15.07.2022 22:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 22:00 - 15.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.07.2022 23:00 - 16.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 00:00 - 16.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 01:00 - 16.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 02:00 - 16.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 03:00 - 16.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 04:00 - 16.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 05:00 - 16.07.2022 06:00,12,12,12,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 06:00 - 16.07.2022 07:00,97,97,97,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 07:00 - 16.07.2022 08:00,330,330,330,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 08:00 - 16.07.2022 09:00,669,669,669,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 09:00 - 16.07.2022 10:00,936,936,936,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 10:00 - 16.07.2022 11:00,1110,1110,1110,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 11:00 - 16.07.2022 12:00,1172,1172,1172,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 12:00 - 16.07.2022 13:00,1168,1168,1168,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 13:00 - 16.07.2022 14:00,1169,1169,1169,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 14:00 - 16.07.2022 15:00,998,998,998,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 15:00 - 16.07.2022 16:00,903,903,903,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 16:00 - 16.07.2022 17:00,745,745,745,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 17:00 - 16.07.2022 18:00,564,564,564,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 18:00 - 16.07.2022 19:00,331,331,331,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 19:00 - 16.07.2022 20:00,118,118,118,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 20:00 - 16.07.2022 21:00,28,28,28,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 21:00 - 16.07.2022 22:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 22:00 - 16.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.07.2022 23:00 - 17.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 00:00 - 17.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 01:00 - 17.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 02:00 - 17.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 03:00 - 17.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 04:00 - 17.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 05:00 - 17.07.2022 06:00,12,12,12,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 06:00 - 17.07.2022 07:00,110,110,110,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 07:00 - 17.07.2022 08:00,393,393,393,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 08:00 - 17.07.2022 09:00,797,797,797,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 09:00 - 17.07.2022 10:00,1150,1150,1150,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 10:00 - 17.07.2022 11:00,1395,1395,1395,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 11:00 - 17.07.2022 12:00,1520,1520,1520,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 12:00 - 17.07.2022 13:00,1547,1547,1547,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 13:00 - 17.07.2022 14:00,1577,1577,1577,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 14:00 - 17.07.2022 15:00,1473,1473,1473,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 15:00 - 17.07.2022 16:00,1314,1314,1314,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 16:00 - 17.07.2022 17:00,1077,1077,1077,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 17:00 - 17.07.2022 18:00,741,741,741,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 18:00 - 17.07.2022 19:00,370,370,370,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 19:00 - 17.07.2022 20:00,120,120,120,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 20:00 - 17.07.2022 21:00,24,24,24,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 21:00 - 17.07.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 22:00 - 17.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.07.2022 23:00 - 18.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 00:00 - 18.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 01:00 - 18.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 02:00 - 18.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 03:00 - 18.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 04:00 - 18.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 05:00 - 18.07.2022 06:00,13,13,13,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 06:00 - 18.07.2022 07:00,102,102,102,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 07:00 - 18.07.2022 08:00,356,356,356,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 08:00 - 18.07.2022 09:00,732,732,732,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 09:00 - 18.07.2022 10:00,1097,1097,1097,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 10:00 - 18.07.2022 11:00,1362,1362,1362,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 11:00 - 18.07.2022 12:00,1537,1537,1537,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 12:00 - 18.07.2022 13:00,1608,1608,1608,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 13:00 - 18.07.2022 14:00,1568,1568,1568,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 14:00 - 18.07.2022 15:00,1464,1464,1464,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 15:00 - 18.07.2022 16:00,1289,1289,1289,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 16:00 - 18.07.2022 17:00,1028,1028,1028,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 17:00 - 18.07.2022 18:00,671,671,671,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 18:00 - 18.07.2022 19:00,332,332,332,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 19:00 - 18.07.2022 20:00,107,107,107,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 20:00 - 18.07.2022 21:00,26,26,26,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 21:00 - 18.07.2022 22:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 22:00 - 18.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.07.2022 23:00 - 19.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 00:00 - 19.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 01:00 - 19.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 02:00 - 19.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 03:00 - 19.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 04:00 - 19.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 05:00 - 19.07.2022 06:00,11,11,11,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 06:00 - 19.07.2022 07:00,98,98,98,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 07:00 - 19.07.2022 08:00,355,355,355,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 08:00 - 19.07.2022 09:00,741,741,741,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 09:00 - 19.07.2022 10:00,1096,1096,1096,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 10:00 - 19.07.2022 11:00,1362,1362,1362,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 11:00 - 19.07.2022 12:00,1526,1526,1526,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 12:00 - 19.07.2022 13:00,1596,1596,1596,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 13:00 - 19.07.2022 14:00,1579,1579,1579,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 14:00 - 19.07.2022 15:00,1490,1490,1490,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 15:00 - 19.07.2022 16:00,1321,1321,1321,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 16:00 - 19.07.2022 17:00,1050,1050,1050,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 17:00 - 19.07.2022 18:00,707,707,707,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 18:00 - 19.07.2022 19:00,355,355,355,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 19:00 - 19.07.2022 20:00,115,115,115,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 20:00 - 19.07.2022 21:00,21,21,21,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 21:00 - 19.07.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 22:00 - 19.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.07.2022 23:00 - 20.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 00:00 - 20.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 01:00 - 20.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 02:00 - 20.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 03:00 - 20.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 04:00 - 20.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 05:00 - 20.07.2022 06:00,9,9,9,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 06:00 - 20.07.2022 07:00,98,98,98,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 07:00 - 20.07.2022 08:00,352,352,352,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 08:00 - 20.07.2022 09:00,727,727,727,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 09:00 - 20.07.2022 10:00,1085,1085,1085,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 10:00 - 20.07.2022 11:00,1346,1346,1346,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 11:00 - 20.07.2022 12:00,1506,1506,1506,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 12:00 - 20.07.2022 13:00,1580,1580,1580,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 13:00 - 20.07.2022 14:00,1531,1531,1531,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 14:00 - 20.07.2022 15:00,1452,1452,1452,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 15:00 - 20.07.2022 16:00,1304,1304,1304,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 16:00 - 20.07.2022 17:00,1044,1044,1044,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 17:00 - 20.07.2022 18:00,703,703,703,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 18:00 - 20.07.2022 19:00,350,350,350,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 19:00 - 20.07.2022 20:00,112,112,112,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 20:00 - 20.07.2022 21:00,19,19,19,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 21:00 - 20.07.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 22:00 - 20.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.07.2022 23:00 - 21.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 00:00 - 21.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 01:00 - 21.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 02:00 - 21.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 03:00 - 21.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 04:00 - 21.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 05:00 - 21.07.2022 06:00,10,10,10,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 06:00 - 21.07.2022 07:00,94,94,94,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 07:00 - 21.07.2022 08:00,334,334,334,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 08:00 - 21.07.2022 09:00,681,681,681,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 09:00 - 21.07.2022 10:00,972,972,972,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 10:00 - 21.07.2022 11:00,1220,1220,1220,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 11:00 - 21.07.2022 12:00,1365,1365,1365,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 12:00 - 21.07.2022 13:00,1437,1437,1437,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 13:00 - 21.07.2022 14:00,1393,1393,1393,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 14:00 - 21.07.2022 15:00,1247,1247,1247,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 15:00 - 21.07.2022 16:00,1067,1067,1067,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 16:00 - 21.07.2022 17:00,864,864,864,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 17:00 - 21.07.2022 18:00,576,576,576,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 18:00 - 21.07.2022 19:00,257,257,257,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 19:00 - 21.07.2022 20:00,84,84,84,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 20:00 - 21.07.2022 21:00,16,16,16,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 21:00 - 21.07.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 22:00 - 21.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.07.2022 23:00 - 22.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 00:00 - 22.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 01:00 - 22.07.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 02:00 - 22.07.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 03:00 - 22.07.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 04:00 - 22.07.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 05:00 - 22.07.2022 06:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 06:00 - 22.07.2022 07:00,86,86,86,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 07:00 - 22.07.2022 08:00,317,317,317,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 08:00 - 22.07.2022 09:00,674,674,674,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 09:00 - 22.07.2022 10:00,1000,1000,1000,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 10:00 - 22.07.2022 11:00,1256,1256,1256,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 11:00 - 22.07.2022 12:00,1393,1393,1393,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 12:00 - 22.07.2022 13:00,1463,1463,1463,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 13:00 - 22.07.2022 14:00,1483,1483,1483,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 14:00 - 22.07.2022 15:00,1425,1425,1425,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 15:00 - 22.07.2022 16:00,1249,1249,1249,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 16:00 - 22.07.2022 17:00,1014,1014,1014,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 17:00 - 22.07.2022 18:00,687,687,687,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 18:00 - 22.07.2022 19:00,342,342,342,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 19:00 - 22.07.2022 20:00,106,106,106,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 20:00 - 22.07.2022 21:00,16,16,16,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 21:00 - 22.07.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 22:00 - 22.07.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.07.2022 23:00 - 23.07.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.07.2022 00:00 - 23.07.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
