MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)
12.02.2022 08:00 - 12.02.2022 09:00,36,36,36,1270,1270,1270,2413,2413,2413
12.02.2022 09:00 - 12.02.2022 10:00,144,144,144,1268,1268,1268,2561,2561,2561
12.02.2022 10:00 - 12.02.2022 11:00,261,261,261,1316,1316,1316,2737,2737,2737
12.02.2022 11:00 - 12.02.2022 12:00,337,337,337,1332,1332,1332,2872,2872,2872
12.02.2022 12:00 - 12.02.2022 13:00,347,347,347,1352,1352,1352,2932,2932,2932
12.02.2022 13:00 - 12.02.2022 14:00,295,295,295,1340,1340,1340,3010,3010,3010
12.02.2022 14:00 - 12.02.2022 15:00,208,208,208,1335,1335,1335,3089,3089,3089
12.02.2022 15:00 - 12.02.2022 16:00,113,113,113,1342,1342,1342,3129,3129,3129
12.02.2022 16:00 - 12.02.2022 17:00,35,35,35,1334,1334,1334,3151,3151,3151
12.02.2022 17:00 - 12.02.2022 18:00,1,1,1,1285,1285,1285,3221,3221,3221
12.02.2022 18:00 - 12.02.2022 19:00,0,0,0,1301,1301,1301,3153,3153,3153
12.02.2022 19:00 - 12.02.2022 20:00,0,0,0,1354,1354,1354,3150,3150,3150
12.02.2022 20:00 - 12.02.2022 21:00,0,0,0,1323,1323,1323,3298,3298,3298
12.02.2022 21:00 - 12.02.2022 22:00,0,0,0,1299,1299,1299,3341,3341,3341
12.02.2022 22:00 - 12.02.2022 23:00,0,0,0,1300,1300,1300,3288,3288,3288
12.02.2022 23:00 - 13.02.2022 00:00,0,0,0,1277,1277,1277,3272,3272,3272
13.02.2022 00:00 - 13.02.2022 01:00,0,0,0,1332,1332,1332,3441,3441,3441
13.02.2022 01:00 - 13.02.2022 02:00,0,0,0,1372,1372,1372,3423,3423,3423
13.02.2022 02:00 - 13.02.2022 03:00,0,0,0,1377,1377,1377,3461,3461,3461
13.02.2022 03:00 - 13.02.2022 04:00,0,0,0,1370,1370,1370,3441,3441,3441
13.02.2022 04:00 - 13.02.2022 05:00,0,0,0,1354,1354,1354,3327,3327,3327
13.02.2022 05:00 - 13.02.2022 06:00,0,0,0,1354,1354,1354,3140,3140,3140
13.02.2022 06:00 - 13.02.2022 07:00,0,0,0,1404,1404,1404,2948,2948,2948
13.02.2022 07:00 - 13.02.2022 08:00,0,0,0,1403,1403,1403,2846,2846,2846
13.02.2022 08:00 - 13.02.2022 09:00,16,16,16,1400,1400,1400,2699,2699,2699
13.02.2022 09:00 - 13.02.2022 10:00,54,54,54,1375,1375,1375,2448,2448,2448
13.02.2022 10:00 - 13.02.2022 11:00,116,116,116,1397,1397,1397,2370,2370,2370
13.02.2022 11:00 - 13.02.2022 12:00,183,183,183,1391,1391,1391,2348,2348,2348
13.02.2022 12:00 - 13.02.2022 13:00,206,206,206,1372,1372,1372,2297,2297,2297
13.02.2022 13:00 - 13.02.2022 14:00,181,181,181,1357,1357,1357,2263,2263,2263
13.02.2022 14:00 - 13.02.2022 15:00,132,132,132,1329,1329,1329,2225,2225,2225
13.02.2022 15:00 - 13.02.2022 16:00,79,79,79,1327,1327,1327,2275,2275,2275
13.02.2022 16:00 - 13.02.2022 17:00,25,25,25,1331,1331,1331,2297,2297,2297
13.02.2022 17:00 - 13.02.2022 18:00,0,0,0,1321,1321,1321,2443,2443,2443
13.02.2022 18:00 - 13.02.2022 19:00,0,0,0,1348,1348,1348,2490,2490,2490
13.02.2022 19:00 - 13.02.2022 20:00,0,0,0,1412,1412,1412,2455,2455,2455
13.02.2022 20:00 - 13.02.2022 21:00,0,0,0,1427,1427,1427,2567,2567,2567
13.02.2022 21:00 - 13.02.2022 22:00,0,0,0,1422,1422,1422,2570,2570,2570
13.02.2022 22:00 - 13.02.2022 23:00,0,0,0,1401,1401,1401,2548,2548,2548
13.02.2022 23:00 - 14.02.2022 00:00,0,0,0,1393,1393,1393,2609,2609,2609
14.02.2022 00:00 - 14.02.2022 01:00,0,0,0,1324,1324,1324,2807,2807,2807
14.02.2022 01:00 - 14.02.2022 02:00,0,0,0,1291,1291,1291,2938,2938,2938
14.02.2022 02:00 - 14.02.2022 03:00,0,0,0,1259,1259,1259,3077,3077,3077
14.02.2022 03:00 - 14.02.2022 04:00,0,0,0,1254,1254,1254,3182,3182,3182
14.02.2022 04:00 - 14.02.2022 05:00,0,0,0,1233,1233,1233,3297,3297,3297
14.02.2022 05:00 - 14.02.2022 06:00,0,0,0,1250,1250,1250,3238,3238,3238
14.02.2022 06:00 - 14.02.2022 07:00,0,0,0,1289,1289,1289,3196,3196,3196
14.02.2022 07:00 - 14.02.2022 08:00,0,0,0,1278,1278,1278,3211,3211,3211
14.02.2022 08:00 - 14.02.2022 09:00,15,15,15,1268,1268,1268,3313,3313,3313
14.02.2022 09:00 - 14.02.2022 10:00,37,37,37,1259,1259,1259,3182,3182,3182
14.02.2022 10:00 - 14.02.2022 11:00,58,58,58,1358,1358,1358,3158,3158,3158
14.02.2022 11:00 - 14.02.2022 12:00,95,95,95,1381,1381,1381,3047,3047,3047
14.02.2022 12:00 - 14.02.2022 13:00,121,121,121,1369,1369,1369,2868,2868,2868
14.02.2022 13:00 - 14.02.2022 14:00,129,129,129,1369,1369,1369,2771,2771,2771
14.02.2022 14:00 - 14.02.2022 15:00,105,105,105,1337,1337,1337,2598,2598,2598
14.02.2022 15:00 - 14.02.2022 16:00,77,77,77,1337,1337,1337,2488,2488,2488
14.02.2022 16:00 - 14.02.2022 17:00,25,25,25,1332,1332,1332,2284,2284,2284
14.02.2022 17:00 - 14.02.2022 18:00,0,0,0,1350,1350,1350,2497,2497,2497
14.02.2022 18:00 - 14.02.2022 19:00,0,0,0,1359,1359,1359,2589,2589,2589
14.02.2022 19:00 - 14.02.2022 20:00,0,0,0,1373,1373,1373,2644,2644,2644
14.02.2022 20:00 - 14.02.2022 21:00,0,0,0,1356,1356,1356,2809,2809,2809
14.02.2022 21:00 - 14.02.2022 22:00,0,0,0,1344,1344,1344,2834,2834,2834
14.02.2022 22:00 - 14.02.2022 23:00,0,0,0,1342,1342,1342,2846,2846,2846
14.02.2022 23:00 - 15.02.2022 00:00,0,0,0,1370,1370,1370,3017,3017,3017
15.02.2022 00:00 - 15.02.2022 01:00,0,0,0,1364,1364,1364,3287,3287,3287
15.02.2022 01:00 - 15.02.2022 02:00,0,0,0,1388,1388,1388,3221,3221,3221
15.02.2022 02:00 - 15.02.2022 03:00,0,0,0,1386,1386,1386,3045,3045,3045
15.02.2022 03:00 - 15.02.2022 04:00,0,0,0,1368,1368,1368,2898,2898,2898
15.02.2022 04:00 - 15.02.2022 05:00,0,0,0,1382,1382,1382,2853,2853,2853
15.02.2022 05:00 - 15.02.2022 06:00,0,0,0,1383,1383,1383,2742,2742,2742
15.02.2022 06:00 - 15.02.2022 07:00,0,0,0,1366,1366,1366,2663,2663,2663
15.02.2022 07:00 - 15.02.2022 08:00,1,1,1,1339,1339,1339,2643,2643,2643
15.02.2022 08:00 - 15.02.2022 09:00,38,38,38,1275,1275,1275,2552,2552,2552
15.02.2022 09:00 - 15.02.2022 10:00,147,147,147,1154,1154,1154,2302,2302,2302
15.02.2022 10:00 - 15.02.2022 11:00,280,280,280,1127,1127,1127,2240,2240,2240
15.02.2022 11:00 - 15.02.2022 12:00,393,393,393,1171,1171,1171,2271,2271,2271
15.02.2022 12:00 - 15.02.2022 13:00,463,463,463,1217,1217,1217,2340,2340,2340
15.02.2022 13:00 - 15.02.2022 14:00,434,434,434,1204,1204,1204,2442,2442,2442
15.02.2022 14:00 - 15.02.2022 15:00,303,303,303,1191,1191,1191,2477,2477,2477
15.02.2022 15:00 - 15.02.2022 16:00,165,165,165,1183,1183,1183,2550,2550,2550
15.02.2022 16:00 - 15.02.2022 17:00,54,54,54,1130,1130,1130,2570,2570,2570
15.02.2022 17:00 - 15.02.2022 18:00,0,0,0,1154,1154,1154,2777,2777,2777
15.02.2022 18:00 - 15.02.2022 19:00,0,0,0,1284,1284,1284,2900,2900,2900
15.02.2022 19:00 - 15.02.2022 20:00,0,0,0,1408,1408,1408,2885,2885,2885
15.02.2022 20:00 - 15.02.2022 21:00,0,0,0,1418,1418,1418,2954,2954,2954
15.02.2022 21:00 - 15.02.2022 22:00,0,0,0,1407,1407,1407,2695,2695,2695
15.02.2022 22:00 - 15.02.2022 23:00,0,0,0,1400,1400,1400,2479,2479,2479
15.02.2022 23:00 - 16.02.2022 00:00,0,0,0,1414,1414,1414,2366,2366,2366
16.02.2022 00:00 - 16.02.2022 01:00,0,0,0,1419,1419,1419,2406,2406,2406
16.02.2022 01:00 - 16.02.2022 02:00,0,0,0,1421,1421,1421,2260,2260,2260
16.02.2022 02:00 - 16.02.2022 03:00,0,0,0,1390,1390,1390,2146,2146,2146
16.02.2022 03:00 - 16.02.2022 04:00,0,0,0,1214,1214,1214,2043,2043,2043
16.02.2022 04:00 - 16.02.2022 05:00,0,0,0,1119,1119,1119,1840,1840,1840
16.02.2022 05:00 - 16.02.2022 06:00,0,0,0,1064,1064,1064,1588,1588,1588
16.02.2022 06:00 - 16.02.2022 07:00,0,0,0,995,995,995,1426,1426,1426
16.02.2022 07:00 - 16.02.2022 08:00,1,1,1,993,993,993,1352,1352,1352
16.02.2022 08:00 - 16.02.2022 09:00,23,23,23,1017,1017,1017,1289,1289,1289
16.02.2022 09:00 - 16.02.2022 10:00,60,60,60,1004,1004,1004,1198,1198,1198
16.02.2022 10:00 - 16.02.2022 11:00,80,80,80,1033,1033,1033,1143,1143,1143
16.02.2022 11:00 - 16.02.2022 12:00,76,76,76,1095,1095,1095,1171,1171,1171
16.02.2022 12:00 - 16.02.2022 13:00,58,58,58,1214,1214,1214,1226,1226,1226
16.02.2022 13:00 - 16.02.2022 14:00,50,50,50,1138,1138,1138,1453,1453,1453
16.02.2022 14:00 - 16.02.2022 15:00,43,43,43,1186,1186,1186,1948,1948,1948
16.02.2022 15:00 - 16.02.2022 16:00,33,33,33,1187,1187,1187,2349,2349,2349
16.02.2022 16:00 - 16.02.2022 17:00,21,21,21,1228,1228,1228,2604,2604,2604
16.02.2022 17:00 - 16.02.2022 18:00,1,1,1,1207,1207,1207,2758,2758,2758
16.02.2022 18:00 - 16.02.2022 19:00,0,0,0,1211,1211,1211,2696,2696,2696
16.02.2022 19:00 - 16.02.2022 20:00,0,0,0,1358,1358,1358,2890,2890,2890
16.02.2022 20:00 - 16.02.2022 21:00,0,0,0,1417,1417,1417,2948,2948,2948
16.02.2022 21:00 - 16.02.2022 22:00,0,0,0,1352,1352,1352,2562,2562,2562
16.02.2022 22:00 - 16.02.2022 23:00,0,0,0,1271,1271,1271,2232,2232,2232
16.02.2022 23:00 - 17.02.2022 00:00,0,0,0,1338,1338,1338,2184,2184,2184
17.02.2022 00:00 - 17.02.2022 01:00,0,0,0,889,889,889,2474,2474,2474
17.02.2022 01:00 - 17.02.2022 02:00,0,0,0,891,891,891,2579,2579,2579
17.02.2022 02:00 - 17.02.2022 03:00,0,0,0,970,970,970,2523,2523,2523
17.02.2022 03:00 - 17.02.2022 04:00,0,0,0,1062,1062,1062,2474,2474,2474
17.02.2022 04:00 - 17.02.2022 05:00,0,0,0,1128,1128,1128,2307,2307,2307
17.02.2022 05:00 - 17.02.2022 06:00,0,0,0,1116,1116,1116,2193,2193,2193
17.02.2022 06:00 - 17.02.2022 07:00,0,0,0,1110,1110,1110,2146,2146,2146
17.02.2022 07:00 - 17.02.2022 08:00,1,1,1,1180,1180,1180,2106,2106,2106
17.02.2022 08:00 - 17.02.2022 09:00,25,25,25,1188,1188,1188,2045,2045,2045
17.02.2022 09:00 - 17.02.2022 10:00,89,89,89,1232,1232,1232,1925,1925,1925
17.02.2022 10:00 - 17.02.2022 11:00,165,165,165,1377,1377,1377,1967,1967,1967
17.02.2022 11:00 - 17.02.2022 12:00,226,226,226,1329,1329,1329,2244,2244,2244
17.02.2022 12:00 - 17.02.2022 13:00,216,216,216,1318,1318,1318,2579,2579,2579
17.02.2022 13:00 - 17.02.2022 14:00,159,159,159,1352,1352,1352,2839,2839,2839
17.02.2022 14:00 - 17.02.2022 15:00,182,182,182,1293,1293,1293,3048,3048,3048
17.02.2022 15:00 - 17.02.2022 16:00,135,135,135,1303,1303,1303,3240,3240,3240
17.02.2022 16:00 - 17.02.2022 17:00,54,54,54,1320,1320,1320,3167,3167,3167
17.02.2022 17:00 - 17.02.2022 18:00,2,2,2,1280,1280,1280,3177,3177,3177
17.02.2022 18:00 - 17.02.2022 19:00,0,0,0,1196,1196,1196,3184,3184,3184
17.02.2022 19:00 - 17.02.2022 20:00,0,0,0,1227,1227,1227,3189,3189,3189
17.02.2022 20:00 - 17.02.2022 21:00,0,0,0,1279,1279,1279,3418,3418,3418
17.02.2022 21:00 - 17.02.2022 22:00,0,0,0,1276,1276,1276,3393,3393,3393
17.02.2022 22:00 - 17.02.2022 23:00,0,0,0,1256,1256,1256,3378,3378,3378
17.02.2022 23:00 - 18.02.2022 00:00,0,0,0,1236,1236,1236,3458,3458,3458
18.02.2022 00:00 - 18.02.2022 01:00,0,0,0,1279,1279,1279,3491,3491,3491
18.02.2022 01:00 - 18.02.2022 02:00,0,0,0,1265,1265,1265,3419,3419,3419
18.02.2022 02:00 - 18.02.2022 03:00,0,0,0,1327,1327,1327,3376,3376,3376
18.02.2022 03:00 - 18.02.2022 04:00,0,0,0,1331,1331,1331,3367,3367,3367
18.02.2022 04:00 - 18.02.2022 05:00,0,0,0,1385,1385,1385,3263,3263,3263
18.02.2022 05:00 - 18.02.2022 06:00,0,0,0,1348,1348,1348,2926,2926,2926
18.02.2022 06:00 - 18.02.2022 07:00,0,0,0,1278,1278,1278,2493,2493,2493
18.02.2022 07:00 - 18.02.2022 08:00,3,3,3,1157,1157,1157,2148,2148,2148
18.02.2022 08:00 - 18.02.2022 09:00,51,51,51,1091,1091,1091,1879,1879,1879
18.02.2022 09:00 - 18.02.2022 10:00,162,162,162,1021,1021,1021,1582,1582,1582
18.02.2022 10:00 - 18.02.2022 11:00,248,248,248,1079,1079,1079,1387,1387,1387
18.02.2022 11:00 - 18.02.2022 12:00,241,241,241,1129,1129,1129,1239,1239,1239
18.02.2022 12:00 - 18.02.2022 13:00,162,162,162,1168,1168,1168,1234,1234,1234
18.02.2022 13:00 - 18.02.2022 14:00,81,81,81,1159,1159,1159,1621,1621,1621
18.02.2022 14:00 - 18.02.2022 15:00,55,55,55,1199,1199,1199,2429,2429,2429
18.02.2022 15:00 - 18.02.2022 16:00,38,38,38,1222,1222,1222,3078,3078,3078
18.02.2022 16:00 - 18.02.2022 17:00,21,21,21,1269,1269,1269,3365,3365,3365
18.02.2022 17:00 - 18.02.2022 18:00,1,1,1,1339,1339,1339,3326,3326,3326
18.02.2022 18:00 - 18.02.2022 19:00,0,0,0,1299,1299,1299,3026,3026,3026
18.02.2022 19:00 - 18.02.2022 20:00,0,0,0,1347,1347,1347,2732,2732,2732
18.02.2022 20:00 - 18.02.2022 21:00,0,0,0,1426,1426,1426,2559,2559,2559
18.02.2022 21:00 - 18.02.2022 22:00,0,0,0,1389,1389,1389,2180,2180,2180
18.02.2022 22:00 - 18.02.2022 23:00,0,0,0,1246,1246,1246,2010,2010,2010
18.02.2022 23:00 - 19.02.2022 00:00,0,0,0,1082,1082,1082,2245,2245,2245
19.02.2022 00:00 - 19.02.2022 01:00,0,0,0,1159,1159,1159,2126,2126,2126
19.02.2022 01:00 - 19.02.2022 02:00,0,0,0,1151,1151,1151,2186,2186,2186
19.02.2022 02:00 - 19.02.2022 03:00,0,0,0,1131,1131,1131,2725,2725,2725
19.02.2022 03:00 - 19.02.2022 04:00,0,0,0,1105,1105,1105,3163,3163,3163
19.02.2022 04:00 - 19.02.2022 05:00,0,0,0,1097,1097,1097,3346,3346,3346
19.02.2022 05:00 - 19.02.2022 06:00,0,0,0,1097,1097,1097,3431,3431,3431
19.02.2022 06:00 - 19.02.2022 07:00,0,0,0,1156,1156,1156,3376,3376,3376
19.02.2022 07:00 - 19.02.2022 08:00,2,2,2,1258,1258,1258,3289,3289,3289
19.02.2022 08:00 - 19.02.2022 09:00,57,57,57,1357,1357,1357,3153,3153,3153
19.02.2022 09:00 - 19.02.2022 10:00,184,184,184,1400,1400,1400,2911,2911,2911
19.02.2022 10:00 - 19.02.2022 11:00,312,312,312,1429,1429,1429,2872,2872,2872
19.02.2022 11:00 - 19.02.2022 12:00,396,396,396,1388,1388,1388,2876,2876,2876
19.02.2022 12:00 - 19.02.2022 13:00,429,429,429,1376,1376,1376,2910,2910,2910
19.02.2022 13:00 - 19.02.2022 14:00,386,386,386,1358,1358,1358,2906,2906,2906
19.02.2022 14:00 - 19.02.2022 15:00,294,294,294,1339,1339,1339,2857,2857,2857
19.02.2022 15:00 - 19.02.2022 16:00,194,194,194,1344,1344,1344,2845,2845,2845
19.02.2022 16:00 - 19.02.2022 17:00,80,80,80,1339,1339,1339,2823,2823,2823
19.02.2022 17:00 - 19.02.2022 18:00,5,5,5,1318,1318,1318,2809,2809,2809
19.02.2022 18:00 - 19.02.2022 19:00,0,0,0,1298,1298,1298,2656,2656,2656
19.02.2022 19:00 - 19.02.2022 20:00,0,0,0,1362,1362,1362,2480,2480,2480
19.02.2022 20:00 - 19.02.2022 21:00,0,0,0,1367,1367,1367,2418,2418,2418
19.02.2022 21:00 - 19.02.2022 22:00,0,0,0,1239,1239,1239,2197,2197,2197
19.02.2022 22:00 - 19.02.2022 23:00,0,0,0,1080,1080,1080,1907,1907,1907
19.02.2022 23:00 - 20.02.2022 00:00,0,0,0,936,936,936,1569,1569,1569
20.02.2022 00:00 - 20.02.2022 01:00,0,0,0,1179,1179,1179,2059,2059,2059
20.02.2022 01:00 - 20.02.2022 02:00,0,0,0,986,986,986,1831,1831,1831
20.02.2022 02:00 - 20.02.2022 03:00,0,0,0,803,803,803,1550,1550,1550
20.02.2022 03:00 - 20.02.2022 04:00,0,0,0,695,695,695,1334,1334,1334
20.02.2022 04:00 - 20.02.2022 05:00,0,0,0,632,632,632,1093,1093,1093
20.02.2022 05:00 - 20.02.2022 06:00,0,0,0,625,625,625,877,877,877
20.02.2022 06:00 - 20.02.2022 07:00,0,0,0,625,625,625,779,779,779
20.02.2022 07:00 - 20.02.2022 08:00,4,4,4,660,660,660,776,776,776
20.02.2022 08:00 - 20.02.2022 09:00,67,67,67,959,959,959,846,846,846
20.02.2022 09:00 - 20.02.2022 10:00,186,186,186,1072,1072,1072,1017,1017,1017
20.02.2022 10:00 - 20.02.2022 11:00,254,254,254,1081,1081,1081,1378,1378,1378
20.02.2022 11:00 - 20.02.2022 12:00,233,233,233,1092,1092,1092,1869,1869,1869
20.02.2022 12:00 - 20.02.2022 13:00,138,138,138,1207,1207,1207,2297,2297,2297
20.02.2022 13:00 - 20.02.2022 14:00,82,82,82,1278,1278,1278,2743,2743,2743
20.02.2022 14:00 - 20.02.2022 15:00,63,63,63,1296,1296,1296,3028,3028,3028
20.02.2022 15:00 - 20.02.2022 16:00,42,42,42,1284,1284,1284,3236,3236,3236
20.02.2022 16:00 - 20.02.2022 17:00,21,21,21,1312,1312,1312,3165,3165,3165
20.02.2022 17:00 - 20.02.2022 18:00,2,2,2,1319,1319,1319,2971,2971,2971
20.02.2022 18:00 - 20.02.2022 19:00,0,0,0,1309,1309,1309,2681,2681,2681
20.02.2022 19:00 - 20.02.2022 20:00,0,0,0,1318,1318,1318,2475,2475,2475
20.02.2022 20:00 - 20.02.2022 21:00,0,0,0,1312,1312,1312,2464,2464,2464
20.02.2022 21:00 - 20.02.2022 22:00,0,0,0,1277,1277,1277,2338,2338,2338
20.02.2022 22:00 - 20.02.2022 23:00,0,0,0,1335,1335,1335,2202,2202,2202
20.02.2022 23:00 - 21.02.2022 00:00,0,0,0,1379,1379,1379,2246,2246,2246
21.02.2022 00:00 - 21.02.2022 01:00,0,0,0,1292,1292,1292,2257,2257,2257
21.02.2022 01:00 - 21.02.2022 02:00,0,0,0,1221,1221,1221,2604,2604,2604
21.02.2022 02:00 - 21.02.2022 03:00,0,0,0,1286,1286,1286,3130,3130,3130
21.02.2022 03:00 - 21.02.2022 04:00,0,0,0,1340,1340,1340,3451,3451,3451
21.02.2022 04:00 - 21.02.2022 05:00,0,0,0,1349,1349,1349,3552,3552,3552
21.02.2022 05:00 - 21.02.2022 06:00,0,0,0,1370,1370,1370,3481,3481,3481
21.02.2022 06:00 - 21.02.2022 07:00,0,0,0,1401,1401,1401,3404,3404,3404
21.02.2022 07:00 - 21.02.2022 08:00,4,4,4,1372,1372,1372,3249,3249,3249
21.02.2022 08:00 - 21.02.2022 09:00,70,70,70,1362,1362,1362,2876,2876,2876
21.02.2022 09:00 - 21.02.2022 10:00,194,194,194,1349,1349,1349,2414,2414,2414
21.02.2022 10:00 - 21.02.2022 11:00,331,331,331,1360,1360,1360,2261,2261,2261
21.02.2022 11:00 - 21.02.2022 12:00,442,442,442,1298,1298,1298,2291,2291,2291
21.02.2022 12:00 - 21.02.2022 13:00,482,482,482,1317,1317,1317,2358,2358,2358
21.02.2022 13:00 - 21.02.2022 14:00,429,429,429,1300,1300,1300,2465,2465,2465
21.02.2022 14:00 - 21.02.2022 15:00,355,355,355,1303,1303,1303,2601,2601,2601
21.02.2022 15:00 - 21.02.2022 16:00,245,245,245,1347,1347,1347,2691,2691,2691
21.02.2022 16:00 - 21.02.2022 17:00,107,107,107,1368,1368,1368,2581,2581,2581
21.02.2022 17:00 - 21.02.2022 18:00,8,8,8,1375,1375,1375,2421,2421,2421
21.02.2022 18:00 - 21.02.2022 19:00,0,0,0,1350,1350,1350,2299,2299,2299
21.02.2022 19:00 - 21.02.2022 20:00,0,0,0,1370,1370,1370,2172,2172,2172
21.02.2022 20:00 - 21.02.2022 21:00,0,0,0,1337,1337,1337,2255,2255,2255
21.02.2022 21:00 - 21.02.2022 22:00,0,0,0,1268,1268,1268,2227,2227,2227
21.02.2022 22:00 - 21.02.2022 23:00,0,0,0,1250,1250,1250,2153,2153,2153
21.02.2022 23:00 - 22.02.2022 00:00,0,0,0,1235,1235,1235,2116,2116,2116
22.02.2022 00:00 - 22.02.2022 01:00,0,0,0,1267,1267,1267,2064,2064,2064
22.02.2022 01:00 - 22.02.2022 02:00,0,0,0,1310,1310,1310,1825,1825,1825
22.02.2022 02:00 - 22.02.2022 03:00,0,0,0,1352,1352,1352,1564,1564,1564
22.02.2022 03:00 - 22.02.2022 04:00,0,0,0,1370,1370,1370,1332,1332,1332
22.02.2022 04:00 - 22.02.2022 05:00,0,0,0,1337,1337,1337,1124,1124,1124
22.02.2022 05:00 - 22.02.2022 06:00,0,0,0,1247,1247,1247,910,910,910
22.02.2022 06:00 - 22.02.2022 07:00,0,0,0,1136,1136,1136,714,714,714
22.02.2022 07:00 - 22.02.2022 08:00,8,8,8,922,922,922,519,519,519
22.02.2022 08:00 - 22.02.2022 09:00,94,94,94,578,578,578,366,366,366
22.02.2022 09:00 - 22.02.2022 10:00,243,243,243,327,327,327,292,292,292
22.02.2022 10:00 - 22.02.2022 11:00,398,398,398,252,252,252,322,322,322
22.02.2022 11:00 - 22.02.2022 12:00,496,496,496,309,309,309,495,495,495
22.02.2022 12:00 - 22.02.2022 13:00,417,417,417,526,526,526,697,697,697
22.02.2022 13:00 - 22.02.2022 14:00,275,275,275,732,732,732,862,862,862
22.02.2022 14:00 - 22.02.2022 15:00,182,182,182,808,808,808,1019,1019,1019
22.02.2022 15:00 - 22.02.2022 16:00,109,109,109,859,859,859,1206,1206,1206
22.02.2022 16:00 - 22.02.2022 17:00,44,44,44,942,942,942,1451,1451,1451
22.02.2022 17:00 - 22.02.2022 18:00,4,4,4,1079,1079,1079,1558,1558,1558
22.02.2022 18:00 - 22.02.2022 19:00,0,0,0,1094,1094,1094,1597,1597,1597
22.02.2022 19:00 - 22.02.2022 20:00,0,0,0,1142,1142,1142,1872,1872,1872
22.02.2022 20:00 - 22.02.2022 21:00,0,0,0,1251,1251,1251,2384,2384,2384
22.02.2022 21:00 - 22.02.2022 22:00,0,0,0,1278,1278,1278,2636,2636,2636
22.02.2022 22:00 - 22.02.2022 23:00,0,0,0,1303,1303,1303,2808,2808,2808
22.02.2022 23:00 - 23.02.2022 00:00,0,0,0,1263,1263,1263,3103,3103,3103
23.02.2022 00:00 - 23.02.2022 01:00,0,0,0,1378,1378,1378,3446,3446,3446
23.02.2022 01:00 - 23.02.2022 02:00,0,0,0,1376,1376,1376,3372,3372,3372
23.02.2022 02:00 - 23.02.2022 03:00,0,0,0,1368,1368,1368,3317,3317,3317
23.02.2022 03:00 - 23.02.2022 04:00,0,0,0,1359,1359,1359,3266,3266,3266
23.02.2022 04:00 - 23.02.2022 05:00,0,0,0,1365,1365,1365,3167,3167,3167
23.02.2022 05:00 - 23.02.2022 06:00,0,0,0,1358,1358,1358,2984,2984,2984
23.02.2022 06:00 - 23.02.2022 07:00,0,0,0,1391,1391,1391,2829,2829,2829
23.02.2022 07:00 - 23.02.2022 08:00,11,11,11,1391,1391,1391,2629,2629,2629
23.02.2022 08:00 - 23.02.2022 09:00,129,129,129,1357,1357,1357,2320,2320,2320
23.02.2022 09:00 - 23.02.2022 10:00,321,321,321,1329,1329,1329,2044,2044,2044
23.02.2022 10:00 - 23.02.2022 11:00,510,510,510,1359,1359,1359,2084,2084,2084
23.02.2022 11:00 - 23.02.2022 12:00,647,647,647,1348,1348,1348,2341,2341,2341
23.02.2022 12:00 - 23.02.2022 13:00,703,703,703,1297,1297,1297,2637,2637,2637
23.02.2022 13:00 - 23.02.2022 14:00,669,669,669,1255,1255,1255,2865,2865,2865
23.02.2022 14:00 - 23.02.2022 15:00,552,552,552,1268,1268,1268,3122,3122,3122
23.02.2022 15:00 - 23.02.2022 16:00,361,361,361,1287,1287,1287,3273,3273,3273
23.02.2022 16:00 - 23.02.2022 17:00,154,154,154,1280,1280,1280,3329,3329,3329
23.02.2022 17:00 - 23.02.2022 18:00,14,14,14,1265,1265,1265,3284,3284,3284
23.02.2022 18:00 - 23.02.2022 19:00,0,0,0,1209,1209,1209,3208,3208,3208
23.02.2022 19:00 - 23.02.2022 20:00,0,0,0,1281,1281,1281,3149,3149,3149
23.02.2022 20:00 - 23.02.2022 21:00,0,0,0,1305,1305,1305,3273,3273,3273
23.02.2022 21:00 - 23.02.2022 22:00,0,0,0,1297,1297,1297,3283,3283,3283
23.02.2022 22:00 - 23.02.2022 23:00,0,0,0,1314,1314,1314,3267,3267,3267
23.02.2022 23:00 - 24.02.2022 00:00,0,0,0,1297,1297,1297,3364,3364,3364
24.02.2022 00:00 - 24.02.2022 01:00,0,0,0,1292,1292,1292,3669,3669,3669
24.02.2022 01:00 - 24.02.2022 02:00,0,0,0,1277,1277,1277,3593,3593,3593
24.02.2022 02:00 - 24.02.2022 03:00,0,0,0,1293,1293,1293,3450,3450,3450
24.02.2022 03:00 - 24.02.2022 04:00,0,0,0,1305,1305,1305,3465,3465,3465
24.02.2022 04:00 - 24.02.2022 05:00,0,0,0,1349,1349,1349,3363,3363,3363
24.02.2022 05:00 - 24.02.2022 06:00,0,0,0,1327,1327,1327,2869,2869,2869
24.02.2022 06:00 - 24.02.2022 07:00,0,0,0,1280,1280,1280,2478,2478,2478
