"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Spain (ES)","Actual Total Load [MW] - Spain (ES)"
"01.09.2022 20:15 - 01.09.2022 20:30","30807","30668"
"01.09.2022 20:30 - 01.09.2022 20:45","31018","31024"
"01.09.2022 20:45 - 01.09.2022 21:00","31236","31504"
"01.09.2022 21:00 - 01.09.2022 21:15","31769","31872"
"01.09.2022 21:15 - 01.09.2022 21:30","31709","31944"
"01.09.2022 21:30 - 01.09.2022 21:45","31390","31584"
"01.09.2022 21:45 - 01.09.2022 22:00","30865","30912"
"01.09.2022 22:00 - 01.09.2022 22:15","30276","30124"
"01.09.2022 22:15 - 01.09.2022 22:30","29575","29788"
"01.09.2022 22:30 - 01.09.2022 22:45","28898","29112"
"01.09.2022 22:45 - 01.09.2022 23:00","28279","28460"
"01.09.2022 23:00 - 01.09.2022 23:15","27550","27904"
"01.09.2022 23:15 - 01.09.2022 23:30","27123","27468"
"01.09.2022 23:30 - 01.09.2022 23:45","26813","26984"
"01.09.2022 23:45 - 02.09.2022 00:00","26587","26556"
"02.09.2022 00:00 - 02.09.2022 00:15","26582","26724"
"02.09.2022 00:15 - 02.09.2022 00:30","26289","26564"
"02.09.2022 00:30 - 02.09.2022 00:45","25991","26264"
"02.09.2022 00:45 - 02.09.2022 01:00","25691","25892"
"02.09.2022 01:00 - 02.09.2022 01:15","25394","25396"
"02.09.2022 01:15 - 02.09.2022 01:30","25091","25228"
"02.09.2022 01:30 - 02.09.2022 01:45","24789","24940"
"02.09.2022 01:45 - 02.09.2022 02:00","24497","24680"
"02.09.2022 02:00 - 02.09.2022 02:15","24163","24420"
"02.09.2022 02:15 - 02.09.2022 02:30","23927","24120"
"02.09.2022 02:30 - 02.09.2022 02:45","23732","23928"
"02.09.2022 02:45 - 02.09.2022 03:00","23574","23900"
"02.09.2022 03:00 - 02.09.2022 03:15","23404","23748"
"02.09.2022 03:15 - 02.09.2022 03:30","23304","23580"
"02.09.2022 03:30 - 02.09.2022 03:45","23223","23520"
"02.09.2022 03:45 - 02.09.2022 04:00","23158","23560"
"02.09.2022 04:00 - 02.09.2022 04:15","23077","23524"
"02.09.2022 04:15 - 02.09.2022 04:30","23033","23432"
"02.09.2022 04:30 - 02.09.2022 04:45","23001","23360"
"02.09.2022 04:45 - 02.09.2022 05:00","23010","23364"
"02.09.2022 05:00 - 02.09.2022 05:15","22866","23612"
"02.09.2022 05:15 - 02.09.2022 05:30","23065","23600"
"02.09.2022 05:30 - 02.09.2022 05:45","23402","23780"
"02.09.2022 05:45 - 02.09.2022 06:00","23850","24000"
"02.09.2022 06:00 - 02.09.2022 06:15","24348","24760"
"02.09.2022 06:15 - 02.09.2022 06:30","24908","25292"
"02.09.2022 06:30 - 02.09.2022 06:45","25470","25720"
"02.09.2022 06:45 - 02.09.2022 07:00","26005","26176"
"02.09.2022 07:00 - 02.09.2022 07:15","26668","27124"
"02.09.2022 07:15 - 02.09.2022 07:30","27074","27608"
"02.09.2022 07:30 - 02.09.2022 07:45","27383","27788"
"02.09.2022 07:45 - 02.09.2022 08:00","27625","27672"
"02.09.2022 08:00 - 02.09.2022 08:15","27806","28080"
"02.09.2022 08:15 - 02.09.2022 08:30","28031","28496"
"02.09.2022 08:30 - 02.09.2022 08:45","28296","28612"
"02.09.2022 08:45 - 02.09.2022 09:00","28594","28932"
"02.09.2022 09:00 - 02.09.2022 09:15","28926","29488"
"02.09.2022 09:15 - 02.09.2022 09:30","29238","29896"
"02.09.2022 09:30 - 02.09.2022 09:45","29535","30000"
"02.09.2022 09:45 - 02.09.2022 10:00","29810","30268"
"02.09.2022 10:00 - 02.09.2022 10:15","30117","30624"
"02.09.2022 10:15 - 02.09.2022 10:30","30341","30832"
"02.09.2022 10:30 - 02.09.2022 10:45","30539","30984"
"02.09.2022 10:45 - 02.09.2022 11:00","30719","31204"
"02.09.2022 11:00 - 02.09.2022 11:15","30878","31272"
"02.09.2022 11:15 - 02.09.2022 11:30","31058","31396"
"02.09.2022 11:30 - 02.09.2022 11:45","31253","31676"
"02.09.2022 11:45 - 02.09.2022 12:00","31460","31724"
"02.09.2022 12:00 - 02.09.2022 12:15","31686","31944"
"02.09.2022 12:15 - 02.09.2022 12:30","31895","32292"
"02.09.2022 12:30 - 02.09.2022 12:45","32093","32472"
"02.09.2022 12:45 - 02.09.2022 13:00","32270","32560"
"02.09.2022 13:00 - 02.09.2022 13:15","32512","32536"
"02.09.2022 13:15 - 02.09.2022 13:30","32613","32704"
"02.09.2022 13:30 - 02.09.2022 13:45","32660","32828"
"02.09.2022 13:45 - 02.09.2022 14:00","32650","32724"
"02.09.2022 14:00 - 02.09.2022 14:15","32690","32668"
"02.09.2022 14:15 - 02.09.2022 14:30","32564","32584"
"02.09.2022 14:30 - 02.09.2022 14:45","32386","32584"
"02.09.2022 14:45 - 02.09.2022 15:00","32177","32316"
"02.09.2022 15:00 - 02.09.2022 15:15","31902","31932"
"02.09.2022 15:15 - 02.09.2022 15:30","31721","31760"
"02.09.2022 15:30 - 02.09.2022 15:45","31589","31716"
"02.09.2022 15:45 - 02.09.2022 16:00","31502","31640"
"02.09.2022 16:00 - 02.09.2022 16:15","31419","31508"
"02.09.2022 16:15 - 02.09.2022 16:30","31380","31336"
"02.09.2022 16:30 - 02.09.2022 16:45","31347","31336"
"02.09.2022 16:45 - 02.09.2022 17:00","31311","31352"
"02.09.2022 17:00 - 02.09.2022 17:15","31304","31248"
"02.09.2022 17:15 - 02.09.2022 17:30","31238","31356"
"02.09.2022 17:30 - 02.09.2022 17:45","31147","31004"
"02.09.2022 17:45 - 02.09.2022 18:00","31038","30812"
"02.09.2022 18:00 - 02.09.2022 18:15","30917","30572"
"02.09.2022 18:15 - 02.09.2022 18:30","30794","30460"
"02.09.2022 18:30 - 02.09.2022 18:45","30675","30408"
"02.09.2022 18:45 - 02.09.2022 19:00","30567","30256"
"02.09.2022 19:00 - 02.09.2022 19:15","30425","30216"
"02.09.2022 19:15 - 02.09.2022 19:30","30354","30060"
"02.09.2022 19:30 - 02.09.2022 19:45","30310","29964"
"02.09.2022 19:45 - 02.09.2022 20:00","30306","29676"
"02.09.2022 20:00 - 02.09.2022 20:15","30251","29624"
"02.09.2022 20:15 - 02.09.2022 20:30","30363","29628"
"02.09.2022 20:30 - 02.09.2022 20:45","30534","29940"
"02.09.2022 20:45 - 02.09.2022 21:00","30695","30392"
"02.09.2022 21:00 - 02.09.2022 21:15","31153","30812"
"02.09.2022 21:15 - 02.09.2022 21:30","31028","30796"
"02.09.2022 21:30 - 02.09.2022 21:45","30655","30332"
"02.09.2022 21:45 - 02.09.2022 22:00","30093","29692"
"02.09.2022 22:00 - 02.09.2022 22:15","29427","28960"
"02.09.2022 22:15 - 02.09.2022 22:30","28754","28548"
"02.09.2022 22:30 - 02.09.2022 22:45","28144","27928"
"02.09.2022 22:45 - 02.09.2022 23:00","27611","27324"
"02.09.2022 23:00 - 02.09.2022 23:15","27026","26912"
"02.09.2022 23:15 - 02.09.2022 23:30","26648","26480"
"02.09.2022 23:30 - 02.09.2022 23:45","26341","26068"
"02.09.2022 23:45 - 03.09.2022 00:00","26082","25560"
"03.09.2022 00:00 - 03.09.2022 00:15","25927","25704"
"03.09.2022 00:15 - 03.09.2022 00:30","25670","25516"
"03.09.2022 00:30 - 03.09.2022 00:45","25385","25252"
"03.09.2022 00:45 - 03.09.2022 01:00","25082","25004"
"03.09.2022 01:00 - 03.09.2022 01:15","24767","24484"
"03.09.2022 01:15 - 03.09.2022 01:30","24458","24196"
"03.09.2022 01:30 - 03.09.2022 01:45","24161","24112"
"03.09.2022 01:45 - 03.09.2022 02:00","23880","23724"
"03.09.2022 02:00 - 03.09.2022 02:15","23573","23308"
"03.09.2022 02:15 - 03.09.2022 02:30","23340","23132"
"03.09.2022 02:30 - 03.09.2022 02:45","23136","22848"
"03.09.2022 02:45 - 03.09.2022 03:00","22958","22692"
"03.09.2022 03:00 - 03.09.2022 03:15","22769","22536"
"03.09.2022 03:15 - 03.09.2022 03:30","22634","22384"
"03.09.2022 03:30 - 03.09.2022 03:45","22516","22260"
"03.09.2022 03:45 - 03.09.2022 04:00","22410","22192"
"03.09.2022 04:00 - 03.09.2022 04:15","22301","22168"
"03.09.2022 04:15 - 03.09.2022 04:30","22210","22052"
"03.09.2022 04:30 - 03.09.2022 04:45","22123","21848"
"03.09.2022 04:45 - 03.09.2022 05:00","22049","21724"
"03.09.2022 05:00 - 03.09.2022 05:15","21931","21708"
"03.09.2022 05:15 - 03.09.2022 05:30","21910","21620"
"03.09.2022 05:30 - 03.09.2022 05:45","21927","21480"
"03.09.2022 05:45 - 03.09.2022 06:00","21980","21496"
"03.09.2022 06:00 - 03.09.2022 06:15","22020","21748"
"03.09.2022 06:15 - 03.09.2022 06:30","22128","21864"
"03.09.2022 06:30 - 03.09.2022 06:45","22253","22012"
"03.09.2022 06:45 - 03.09.2022 07:00","22391","22192"
"03.09.2022 07:00 - 03.09.2022 07:15","22535","22476"
"03.09.2022 07:15 - 03.09.2022 07:30","22673","22468"
"03.09.2022 07:30 - 03.09.2022 07:45","22806","22512"
"03.09.2022 07:45 - 03.09.2022 08:00","22953","22356"
"03.09.2022 08:00 - 03.09.2022 08:15","23012","22540"
"03.09.2022 08:15 - 03.09.2022 08:30","23261","22736"
"03.09.2022 08:30 - 03.09.2022 08:45","23590","23108"
"03.09.2022 08:45 - 03.09.2022 09:00","23979","23492"
"03.09.2022 09:00 - 03.09.2022 09:15","24429","24072"
"03.09.2022 09:15 - 03.09.2022 09:30","24850","24512"
"03.09.2022 09:30 - 03.09.2022 09:45","25245","24676"
"03.09.2022 09:45 - 03.09.2022 10:00","25602","25008"
"03.09.2022 10:00 - 03.09.2022 10:15","26034","25356"
"03.09.2022 10:15 - 03.09.2022 10:30","26285","25644"
"03.09.2022 10:30 - 03.09.2022 10:45","26472","25756"
"03.09.2022 10:45 - 03.09.2022 11:00","26610","25884"
"03.09.2022 11:00 - 03.09.2022 11:15","26728","26164"
"03.09.2022 11:15 - 03.09.2022 11:30","26828","26192"
"03.09.2022 11:30 - 03.09.2022 11:45","26935","26356"
"03.09.2022 11:45 - 03.09.2022 12:00","27051","26452"
"03.09.2022 12:00 - 03.09.2022 12:15","27166","26572"
"03.09.2022 12:15 - 03.09.2022 12:30","27298","26700"
"03.09.2022 12:30 - 03.09.2022 12:45","27435","26848"
"03.09.2022 12:45 - 03.09.2022 13:00","27565","26888"
"03.09.2022 13:00 - 03.09.2022 13:15","27747","26860"
"03.09.2022 13:15 - 03.09.2022 13:30","27830","27112"
"03.09.2022 13:30 - 03.09.2022 13:45","27871","27364"
"03.09.2022 13:45 - 03.09.2022 14:00","27867","27380"
"03.09.2022 14:00 - 03.09.2022 14:15","27914","27272"
"03.09.2022 14:15 - 03.09.2022 14:30","27806","27240"
"03.09.2022 14:30 - 03.09.2022 14:45","27645","27100"
"03.09.2022 14:45 - 03.09.2022 15:00","27451","26812"
"03.09.2022 15:00 - 03.09.2022 15:15","27209","26496"
"03.09.2022 15:15 - 03.09.2022 15:30","27021","26408"
"03.09.2022 15:30 - 03.09.2022 15:45","26868","26184"
"03.09.2022 15:45 - 03.09.2022 16:00","26747","26032"
"03.09.2022 16:00 - 03.09.2022 16:15","26620","25900"
"03.09.2022 16:15 - 03.09.2022 16:30","26539","25940"
"03.09.2022 16:30 - 03.09.2022 16:45","26469","25792"
"03.09.2022 16:45 - 03.09.2022 17:00","26410","25680"
"03.09.2022 17:00 - 03.09.2022 17:15","26336","25884"
"03.09.2022 17:15 - 03.09.2022 17:30","26303","25736"
"03.09.2022 17:30 - 03.09.2022 17:45","26286","25824"
"03.09.2022 17:45 - 03.09.2022 18:00","26281","25876"
"03.09.2022 18:00 - 03.09.2022 18:15","26276","25912"
"03.09.2022 18:15 - 03.09.2022 18:30","26284","25960"
"03.09.2022 18:30 - 03.09.2022 18:45","26294","25872"
"03.09.2022 18:45 - 03.09.2022 19:00","26306","26008"
"03.09.2022 19:00 - 03.09.2022 19:15","26300","25972"
"03.09.2022 19:15 - 03.09.2022 19:30","26323","26008"
"03.09.2022 19:30 - 03.09.2022 19:45","26357","26112"
"03.09.2022 19:45 - 03.09.2022 20:00","26427","26216"
"03.09.2022 20:00 - 03.09.2022 20:15","26404","26164"
"03.09.2022 20:15 - 03.09.2022 20:30","26626","26232"
"03.09.2022 20:30 - 03.09.2022 20:45","26942","26612"
"03.09.2022 20:45 - 03.09.2022 21:00","27272","27276"
"03.09.2022 21:00 - 03.09.2022 21:15","27934","27812"
"03.09.2022 21:15 - 03.09.2022 21:30","27979","27892"
"03.09.2022 21:30 - 03.09.2022 21:45","27754","27520"
"03.09.2022 21:45 - 03.09.2022 22:00","27321","27104"
"03.09.2022 22:00 - 03.09.2022 22:15","26775","26704"
"03.09.2022 22:15 - 03.09.2022 22:30","26215","26152"
"03.09.2022 22:30 - 03.09.2022 22:45","25716","25644"
"03.09.2022 22:45 - 03.09.2022 23:00","25287","25300"
"03.09.2022 23:00 - 03.09.2022 23:15","24841","24892"
"03.09.2022 23:15 - 03.09.2022 23:30","24519","24560"
"03.09.2022 23:30 - 03.09.2022 23:45","24233","24108"
"03.09.2022 23:45 - 04.09.2022 00:00","23967","23816"
"04.09.2022 00:00 - 04.09.2022 00:15","23612","23476"
"04.09.2022 00:15 - 04.09.2022 00:30","23289","23316"
"04.09.2022 00:30 - 04.09.2022 00:45","22970","22832"
"04.09.2022 00:45 - 04.09.2022 01:00","22657","22616"
"04.09.2022 01:00 - 04.09.2022 01:15","22332","22212"
"04.09.2022 01:15 - 04.09.2022 01:30","22043","21944"
"04.09.2022 01:30 - 04.09.2022 01:45","21770","21560"
"04.09.2022 01:45 - 04.09.2022 02:00","21517","21436"
"04.09.2022 02:00 - 04.09.2022 02:15","21243","21228"
"04.09.2022 02:15 - 04.09.2022 02:30","21034","21012"
"04.09.2022 02:30 - 04.09.2022 02:45","20849","20884"
"04.09.2022 02:45 - 04.09.2022 03:00","20687","20756"
"04.09.2022 03:00 - 04.09.2022 03:15","20512","20484"
"04.09.2022 03:15 - 04.09.2022 03:30","20391","20384"
"04.09.2022 03:30 - 04.09.2022 03:45","20288","20224"
"04.09.2022 03:45 - 04.09.2022 04:00","20197","20268"
"04.09.2022 04:00 - 04.09.2022 04:15","20110","20052"
"04.09.2022 04:15 - 04.09.2022 04:30","20026","20024"
"04.09.2022 04:30 - 04.09.2022 04:45","19941","19968"
"04.09.2022 04:45 - 04.09.2022 05:00","19865","19792"
"04.09.2022 05:00 - 04.09.2022 05:15","19734","19916"
"04.09.2022 05:15 - 04.09.2022 05:30","19724","19760"
"04.09.2022 05:30 - 04.09.2022 05:45","19763","19728"
"04.09.2022 05:45 - 04.09.2022 06:00","19835","19752"
"04.09.2022 06:00 - 04.09.2022 06:15","19947","20020"
"04.09.2022 06:15 - 04.09.2022 06:30","20025","19928"
"04.09.2022 06:30 - 04.09.2022 06:45","20078","20032"
"04.09.2022 06:45 - 04.09.2022 07:00","20106","20224"
"04.09.2022 07:00 - 04.09.2022 07:15","20137","20544"
"04.09.2022 07:15 - 04.09.2022 07:30","20122","20200"
"04.09.2022 07:30 - 04.09.2022 07:45","20095","20164"
"04.09.2022 07:45 - 04.09.2022 08:00","20084","20100"
"04.09.2022 08:00 - 04.09.2022 08:15","19955","20060"
"04.09.2022 08:15 - 04.09.2022 08:30","20071","20084"
"04.09.2022 08:30 - 04.09.2022 08:45","20289","20408"
"04.09.2022 08:45 - 04.09.2022 09:00","20586","20560"
"04.09.2022 09:00 - 04.09.2022 09:15","20931","21004"
"04.09.2022 09:15 - 04.09.2022 09:30","21286","21152"
"04.09.2022 09:30 - 04.09.2022 09:45","21626","21560"
"04.09.2022 09:45 - 04.09.2022 10:00","21942","21820"
"04.09.2022 10:00 - 04.09.2022 10:15","22297","21948"
"04.09.2022 10:15 - 04.09.2022 10:30","22560","22184"
"04.09.2022 10:30 - 04.09.2022 10:45","22794","22392"
"04.09.2022 10:45 - 04.09.2022 11:00","23002","22684"
"04.09.2022 11:00 - 04.09.2022 11:15","23223","22368"
"04.09.2022 11:15 - 04.09.2022 11:30","23391","22984"
"04.09.2022 11:30 - 04.09.2022 11:45","23545","23128"
"04.09.2022 11:45 - 04.09.2022 12:00","23692","23208"
"04.09.2022 12:00 - 04.09.2022 12:15","23823","23468"
"04.09.2022 12:15 - 04.09.2022 12:30","23981","23548"
"04.09.2022 12:30 - 04.09.2022 12:45","24154","23624"
"04.09.2022 12:45 - 04.09.2022 13:00","24339","23860"
"04.09.2022 13:00 - 04.09.2022 13:15","24547","24032"
"04.09.2022 13:15 - 04.09.2022 13:30","24736","24332"
"04.09.2022 13:30 - 04.09.2022 13:45","24915","24512"
"04.09.2022 13:45 - 04.09.2022 14:00","25059","24908"
"04.09.2022 14:00 - 04.09.2022 14:15","25324","25064"
"04.09.2022 14:15 - 04.09.2022 14:30","25313","24800"
"04.09.2022 14:30 - 04.09.2022 14:45","25193","24656"
"04.09.2022 14:45 - 04.09.2022 15:00","25000","24584"
"04.09.2022 15:00 - 04.09.2022 15:15","24723","24304"
"04.09.2022 15:15 - 04.09.2022 15:30","24520","24048"
"04.09.2022 15:30 - 04.09.2022 15:45","24373","23968"
"04.09.2022 15:45 - 04.09.2022 16:00","24277","23860"
"04.09.2022 16:00 - 04.09.2022 16:15","24175","23748"
"04.09.2022 16:15 - 04.09.2022 16:30","24145","23836"
"04.09.2022 16:30 - 04.09.2022 16:45","24129","23764"
"04.09.2022 16:45 - 04.09.2022 17:00","24127","23724"
"04.09.2022 17:00 - 04.09.2022 17:15","24110","23884"
"04.09.2022 17:15 - 04.09.2022 17:30","24137","23872"
"04.09.2022 17:30 - 04.09.2022 17:45","24181","24040"
"04.09.2022 17:45 - 04.09.2022 18:00","24237","24004"
"04.09.2022 18:00 - 04.09.2022 18:15","24292","24244"
"04.09.2022 18:15 - 04.09.2022 18:30","24360","24348"
"04.09.2022 18:30 - 04.09.2022 18:45","24431","24264"
"04.09.2022 18:45 - 04.09.2022 19:00","24509","24584"
"04.09.2022 19:00 - 04.09.2022 19:15","24547","24736"
"04.09.2022 19:15 - 04.09.2022 19:30","24665","24752"
"04.09.2022 19:30 - 04.09.2022 19:45","24816","24948"
"04.09.2022 19:45 - 04.09.2022 20:00","25015","25168"
"04.09.2022 20:00 - 04.09.2022 20:15","25147","25464"
"04.09.2022 20:15 - 04.09.2022 20:30","25487","25524"
"04.09.2022 20:30 - 04.09.2022 20:45","25905","26212"
"04.09.2022 20:45 - 04.09.2022 21:00","26335","26832"
"04.09.2022 21:00 - 04.09.2022 21:15","27043","27600"
"04.09.2022 21:15 - 04.09.2022 21:30","27247","27808"
"04.09.2022 21:30 - 04.09.2022 21:45","27232","27700"
"04.09.2022 21:45 - 04.09.2022 22:00","27035","27572"
"04.09.2022 22:00 - 04.09.2022 22:15","26811","27292"
"04.09.2022 22:15 - 04.09.2022 22:30","26428","26904"
"04.09.2022 22:30 - 04.09.2022 22:45","26034","26528"
"04.09.2022 22:45 - 04.09.2022 23:00","25644","26032"
"04.09.2022 23:00 - 04.09.2022 23:15","25241","25536"
"04.09.2022 23:15 - 04.09.2022 23:30","24874","25060"
"04.09.2022 23:30 - 04.09.2022 23:45","24526","24656"
"04.09.2022 23:45 - 05.09.2022 00:00","24194","24296"
"05.09.2022 00:00 - 05.09.2022 00:15","23996","23936"
"05.09.2022 00:15 - 05.09.2022 00:30","23624","23596"
"05.09.2022 00:30 - 05.09.2022 00:45","23272","23060"
"05.09.2022 00:45 - 05.09.2022 01:00","22947","22800"
"05.09.2022 01:00 - 05.09.2022 01:15","22588","22632"
"05.09.2022 01:15 - 05.09.2022 01:30","22329","22288"
"05.09.2022 01:30 - 05.09.2022 01:45","22108","22012"
"05.09.2022 01:45 - 05.09.2022 02:00","21920","21868"
"05.09.2022 02:00 - 05.09.2022 02:15","21725","21504"
"05.09.2022 02:15 - 05.09.2022 02:30","21584","21404"
"05.09.2022 02:30 - 05.09.2022 02:45","21456","21288"
"05.09.2022 02:45 - 05.09.2022 03:00","21345","21168"
"05.09.2022 03:00 - 05.09.2022 03:15","21205","21040"
"05.09.2022 03:15 - 05.09.2022 03:30","21142","21044"
"05.09.2022 03:30 - 05.09.2022 03:45","21107","20908"
"05.09.2022 03:45 - 05.09.2022 04:00","21096","20824"
"05.09.2022 04:00 - 05.09.2022 04:15","21073","20908"
"05.09.2022 04:15 - 05.09.2022 04:30","21082","20916"
"05.09.2022 04:30 - 05.09.2022 04:45","21096","20940"
"05.09.2022 04:45 - 05.09.2022 05:00","21155","20960"
"05.09.2022 05:00 - 05.09.2022 05:15","21030","21052"
"05.09.2022 05:15 - 05.09.2022 05:30","21312","21284"
"05.09.2022 05:30 - 05.09.2022 05:45","21759","21560"
"05.09.2022 05:45 - 05.09.2022 06:00","22339","21992"
"05.09.2022 06:00 - 05.09.2022 06:15","22999","22944"
"05.09.2022 06:15 - 05.09.2022 06:30","23705","23624"
"05.09.2022 06:30 - 05.09.2022 06:45","24405","24292"
"05.09.2022 06:45 - 05.09.2022 07:00","25064","24832"
"05.09.2022 07:00 - 05.09.2022 07:15","25898","26020"
"05.09.2022 07:15 - 05.09.2022 07:30","26377","26544"
"05.09.2022 07:30 - 05.09.2022 07:45","26726","26876"
"05.09.2022 07:45 - 05.09.2022 08:00","26982","26924"
"05.09.2022 08:00 - 05.09.2022 08:15","27166","27424"
"05.09.2022 08:15 - 05.09.2022 08:30","27386","27788"
"05.09.2022 08:30 - 05.09.2022 08:45","27651","28068"
"05.09.2022 08:45 - 05.09.2022 09:00","27950","28272"
"05.09.2022 09:00 - 05.09.2022 09:15","28307","28800"
"05.09.2022 09:15 - 05.09.2022 09:30","28596","29168"
"05.09.2022 09:30 - 05.09.2022 09:45","28847","29300"
"05.09.2022 09:45 - 05.09.2022 10:00","29060","29352"
"05.09.2022 10:00 - 05.09.2022 10:15","29289","29656"
"05.09.2022 10:15 - 05.09.2022 10:30","29445","29868"
"05.09.2022 10:30 - 05.09.2022 10:45","29584","30036"
"05.09.2022 10:45 - 05.09.2022 11:00","29716","30108"
"05.09.2022 11:00 - 05.09.2022 11:15","29813","30288"
"05.09.2022 11:15 - 05.09.2022 11:30","29972","30676"
"05.09.2022 11:30 - 05.09.2022 11:45","30160","30868"
"05.09.2022 11:45 - 05.09.2022 12:00","30369","31280"
"05.09.2022 12:00 - 05.09.2022 12:15","30607","31280"
"05.09.2022 12:15 - 05.09.2022 12:30","30821","31528"
"05.09.2022 12:30 - 05.09.2022 12:45","31019","31736"
"05.09.2022 12:45 - 05.09.2022 13:00","31190","31840"
"05.09.2022 13:00 - 05.09.2022 13:15","31425","31920"
"05.09.2022 13:15 - 05.09.2022 13:30","31511","32212"
"05.09.2022 13:30 - 05.09.2022 13:45","31542","32276"
"05.09.2022 13:45 - 05.09.2022 14:00","31521","32144"
"05.09.2022 14:00 - 05.09.2022 14:15","31518","31944"
"05.09.2022 14:15 - 05.09.2022 14:30","31417","32096"
"05.09.2022 14:30 - 05.09.2022 14:45","31288","31720"
"05.09.2022 14:45 - 05.09.2022 15:00","31153","31440"
"05.09.2022 15:00 - 05.09.2022 15:15","30946","31060"
"05.09.2022 15:15 - 05.09.2022 15:30","30870","30976"
"05.09.2022 15:30 - 05.09.2022 15:45","30852","30760"
"05.09.2022 15:45 - 05.09.2022 16:00","30883","30560"
"05.09.2022 16:00 - 05.09.2022 16:15","30927","30708"
"05.09.2022 16:15 - 05.09.2022 16:30","31008","30556"
"05.09.2022 16:30 - 05.09.2022 16:45","31091","30720"
"05.09.2022 16:45 - 05.09.2022 17:00","31162","30672"
"05.09.2022 17:00 - 05.09.2022 17:15","31290","30708"
"05.09.2022 17:15 - 05.09.2022 17:30","31293","30796"
"05.09.2022 17:30 - 05.09.2022 17:45","31248","30760"
"05.09.2022 17:45 - 05.09.2022 18:00","31163","30832"
"05.09.2022 18:00 - 05.09.2022 18:15","31060","30700"
"05.09.2022 18:15 - 05.09.2022 18:30","30946","30744"
"05.09.2022 18:30 - 05.09.2022 18:45","30839","30672"
"05.09.2022 18:45 - 05.09.2022 19:00","30747","30576"
"05.09.2022 19:00 - 05.09.2022 19:15","30612","30580"
"05.09.2022 19:15 - 05.09.2022 19:30","30563","30444"
"05.09.2022 19:30 - 05.09.2022 19:45","30547","30460"
"05.09.2022 19:45 - 05.09.2022 20:00","30584","30348"
"05.09.2022 20:00 - 05.09.2022 20:15","30533","30252"
"05.09.2022 20:15 - 05.09.2022 20:30","30741","30520"
"05.09.2022 20:30 - 05.09.2022 20:45","31045","30964"
"05.09.2022 20:45 - 05.09.2022 21:00","31351","31508"
"05.09.2022 21:00 - 05.09.2022 21:15","32042","32076"
"05.09.2022 21:15 - 05.09.2022 21:30","32001","32064"
"05.09.2022 21:30 - 05.09.2022 21:45","31645","31612"
"05.09.2022 21:45 - 05.09.2022 22:00","31046","31024"
"05.09.2022 22:00 - 05.09.2022 22:15","30318","30180"
"05.09.2022 22:15 - 05.09.2022 22:30","29575","29616"
"05.09.2022 22:30 - 05.09.2022 22:45","28910","28884"
"05.09.2022 22:45 - 05.09.2022 23:00","28331","28280"
"05.09.2022 23:00 - 05.09.2022 23:15","27729","27640"
"05.09.2022 23:15 - 05.09.2022 23:30","27286","27172"
"05.09.2022 23:30 - 05.09.2022 23:45","26892","26512"
"05.09.2022 23:45 - 06.09.2022 00:00","26532","25960"
