Time (CET/CEST),Day-ahead Total Load Forecast [MW] - United Kindom (UK),Actual Total Load [MW] - United Kindom (UK)
17.08.2022 14:30 - 17.08.2022 15:00,27321,27321
17.08.2022 15:00 - 17.08.2022 15:30,27546,27546
17.08.2022 15:30 - 17.08.2022 16:00,28378,28378
17.08.2022 16:00 - 17.08.2022 16:30,29214,29214
17.08.2022 16:30 - 17.08.2022 17:00,29698,29698
17.08.2022 17:00 - 17.08.2022 17:30,29495,29495
17.08.2022 17:30 - 17.08.2022 18:00,29485,29485
17.08.2022 18:00 - 17.08.2022 18:30,29504,29504
17.08.2022 18:30 - 17.08.2022 19:00,29414,29414
17.08.2022 19:00 - 17.08.2022 19:30,29022,29022
17.08.2022 19:30 - 17.08.2022 20:00,28944,28944
17.08.2022 20:00 - 17.08.2022 20:30,28375,28375
17.08.2022 20:30 - 17.08.2022 21:00,27108,27108
17.08.2022 21:00 - 17.08.2022 21:30,25549,25549
17.08.2022 21:30 - 17.08.2022 22:00,24493,24493
17.08.2022 22:00 - 17.08.2022 22:30,23131,23131
17.08.2022 22:30 - 17.08.2022 23:00,22100,22100
17.08.2022 23:00 - 17.08.2022 23:30,21140,21140
17.08.2022 23:30 - 18.08.2022 00:00,20761,20761
18.08.2022 00:00 - 18.08.2022 00:30,20065,20065
18.08.2022 00:30 - 18.08.2022 01:00,19972,19972
18.08.2022 01:00 - 18.08.2022 01:30,19562,19562
18.08.2022 01:30 - 18.08.2022 02:00,19233,19233
18.08.2022 02:00 - 18.08.2022 02:30,19087,19087
18.08.2022 02:30 - 18.08.2022 03:00,19007,19007
18.08.2022 03:00 - 18.08.2022 03:30,19002,19002
18.08.2022 03:30 - 18.08.2022 04:00,19121,19121
18.08.2022 04:00 - 18.08.2022 04:30,19731,19731
18.08.2022 04:30 - 18.08.2022 05:00,20304,20304
18.08.2022 05:00 - 18.08.2022 05:30,21865,21865
18.08.2022 05:30 - 18.08.2022 06:00,23056,23056
18.08.2022 06:00 - 18.08.2022 06:30,24282,24282
18.08.2022 06:30 - 18.08.2022 07:00,25259,25259
18.08.2022 07:00 - 18.08.2022 07:30,26569,26569
18.08.2022 07:30 - 18.08.2022 08:00,27000,27000
18.08.2022 08:00 - 18.08.2022 08:30,27314,27314
18.08.2022 08:30 - 18.08.2022 09:00,27357,27357
18.08.2022 09:00 - 18.08.2022 09:30,27201,27201
18.08.2022 09:30 - 18.08.2022 10:00,27040,27040
18.08.2022 10:00 - 18.08.2022 10:30,26867,26867
18.08.2022 10:30 - 18.08.2022 11:00,26866,26866
18.08.2022 11:00 - 18.08.2022 11:30,26838,26838
18.08.2022 11:30 - 18.08.2022 12:00,26383,26383
18.08.2022 12:00 - 18.08.2022 12:30,26052,26052
18.08.2022 12:30 - 18.08.2022 13:00,25931,25931
18.08.2022 13:00 - 18.08.2022 13:30,26116,26116
18.08.2022 13:30 - 18.08.2022 14:00,26078,26078
18.08.2022 14:00 - 18.08.2022 14:30,26267,26267
18.08.2022 14:30 - 18.08.2022 15:00,26595,26595
18.08.2022 15:00 - 18.08.2022 15:30,26916,26916
18.08.2022 15:30 - 18.08.2022 16:00,27725,27725
18.08.2022 16:00 - 18.08.2022 16:30,28881,28881
18.08.2022 16:30 - 18.08.2022 17:00,29258,29258
18.08.2022 17:00 - 18.08.2022 17:30,29572,29572
18.08.2022 17:30 - 18.08.2022 18:00,29557,29557
18.08.2022 18:00 - 18.08.2022 18:30,29111,29111
18.08.2022 18:30 - 18.08.2022 19:00,28905,28905
18.08.2022 19:00 - 18.08.2022 19:30,28250,28250
18.08.2022 19:30 - 18.08.2022 20:00,28093,28093
18.08.2022 20:00 - 18.08.2022 20:30,27571,27571
18.08.2022 20:30 - 18.08.2022 21:00,26477,26477
18.08.2022 21:00 - 18.08.2022 21:30,25377,25377
18.08.2022 21:30 - 18.08.2022 22:00,24181,24181
18.08.2022 22:00 - 18.08.2022 22:30,22529,22529
18.08.2022 22:30 - 18.08.2022 23:00,21339,21339
18.08.2022 23:00 - 18.08.2022 23:30,20801,20801
18.08.2022 23:30 - 19.08.2022 00:00,20288,20288
19.08.2022 00:00 - 19.08.2022 00:30,19969,19969
19.08.2022 00:30 - 19.08.2022 01:00,19941,19941
19.08.2022 01:00 - 19.08.2022 01:30,19688,19688
19.08.2022 01:30 - 19.08.2022 02:00,19425,19425
19.08.2022 02:00 - 19.08.2022 02:30,19310,19310
19.08.2022 02:30 - 19.08.2022 03:00,19278,19278
19.08.2022 03:00 - 19.08.2022 03:30,19347,19347
19.08.2022 03:30 - 19.08.2022 04:00,18994,18994
19.08.2022 04:00 - 19.08.2022 04:30,19507,19507
19.08.2022 04:30 - 19.08.2022 05:00,19809,19809
19.08.2022 05:00 - 19.08.2022 05:30,20891,20891
19.08.2022 05:30 - 19.08.2022 06:00,21853,21853
19.08.2022 06:00 - 19.08.2022 06:30,23405,23405
19.08.2022 06:30 - 19.08.2022 07:00,24440,24440
19.08.2022 07:00 - 19.08.2022 07:30,25190,25190
19.08.2022 07:30 - 19.08.2022 08:00,25224,25224
19.08.2022 08:00 - 19.08.2022 08:30,25165,25165
19.08.2022 08:30 - 19.08.2022 09:00,25168,25168
19.08.2022 09:00 - 19.08.2022 09:30,24550,24550
19.08.2022 09:30 - 19.08.2022 10:00,24259,24259
19.08.2022 10:00 - 19.08.2022 10:30,24144,24144
19.08.2022 10:30 - 19.08.2022 11:00,23824,23824
19.08.2022 11:00 - 19.08.2022 11:30,23859,23859
19.08.2022 11:30 - 19.08.2022 12:00,23523,23523
19.08.2022 12:00 - 19.08.2022 12:30,23083,23083
19.08.2022 12:30 - 19.08.2022 13:00,22611,22611
19.08.2022 13:00 - 19.08.2022 13:30,22310,22310
19.08.2022 13:30 - 19.08.2022 14:00,22305,22305
19.08.2022 14:00 - 19.08.2022 14:30,22383,22383
19.08.2022 14:30 - 19.08.2022 15:00,22673,22673
19.08.2022 15:00 - 19.08.2022 15:30,23128,23128
19.08.2022 15:30 - 19.08.2022 16:00,24138,24138
19.08.2022 16:00 - 19.08.2022 16:30,24994,24994
19.08.2022 16:30 - 19.08.2022 17:00,25697,25697
19.08.2022 17:00 - 19.08.2022 17:30,26212,26212
19.08.2022 17:30 - 19.08.2022 18:00,26560,26560
19.08.2022 18:00 - 19.08.2022 18:30,26689,26689
19.08.2022 18:30 - 19.08.2022 19:00,26738,26738
19.08.2022 19:00 - 19.08.2022 19:30,26490,26490
19.08.2022 19:30 - 19.08.2022 20:00,26451,26451
19.08.2022 20:00 - 19.08.2022 20:30,26418,26418
19.08.2022 20:30 - 19.08.2022 21:00,25531,25531
19.08.2022 21:00 - 19.08.2022 21:30,24126,24126
19.08.2022 21:30 - 19.08.2022 22:00,22930,22930
19.08.2022 22:00 - 19.08.2022 22:30,21797,21797
19.08.2022 22:30 - 19.08.2022 23:00,20809,20809
19.08.2022 23:00 - 19.08.2022 23:30,20075,20075
19.08.2022 23:30 - 20.08.2022 00:00,19492,19492
20.08.2022 00:00 - 20.08.2022 00:30,18933,18933
20.08.2022 00:30 - 20.08.2022 01:00,18747,18747
20.08.2022 01:00 - 20.08.2022 01:30,18218,18218
20.08.2022 01:30 - 20.08.2022 02:00,17743,17743
20.08.2022 02:00 - 20.08.2022 02:30,17234,17234
20.08.2022 02:30 - 20.08.2022 03:00,17133,17133
20.08.2022 03:00 - 20.08.2022 03:30,16944,16944
20.08.2022 03:30 - 20.08.2022 04:00,16829,16829
20.08.2022 04:00 - 20.08.2022 04:30,16845,16845
20.08.2022 04:30 - 20.08.2022 05:00,16789,16789
20.08.2022 05:00 - 20.08.2022 05:30,17072,17072
20.08.2022 05:30 - 20.08.2022 06:00,17470,17470
20.08.2022 06:00 - 20.08.2022 06:30,18275,18275
20.08.2022 06:30 - 20.08.2022 07:00,18824,18824
20.08.2022 07:00 - 20.08.2022 07:30,19497,19497
20.08.2022 07:30 - 20.08.2022 08:00,19853,19853
20.08.2022 08:00 - 20.08.2022 08:30,20001,20001
20.08.2022 08:30 - 20.08.2022 09:00,19748,19748
20.08.2022 09:00 - 20.08.2022 09:30,19634,19634
20.08.2022 09:30 - 20.08.2022 10:00,19385,19385
20.08.2022 10:00 - 20.08.2022 10:30,19603,19603
20.08.2022 10:30 - 20.08.2022 11:00,19511,19511
20.08.2022 11:00 - 20.08.2022 11:30,19409,19409
20.08.2022 11:30 - 20.08.2022 12:00,19113,19113
20.08.2022 12:00 - 20.08.2022 12:30,18420,18420
20.08.2022 12:30 - 20.08.2022 13:00,17900,17900
20.08.2022 13:00 - 20.08.2022 13:30,17590,17590
20.08.2022 13:30 - 20.08.2022 14:00,17340,17340
20.08.2022 14:00 - 20.08.2022 14:30,17588,17588
20.08.2022 14:30 - 20.08.2022 15:00,17965,17965
20.08.2022 15:00 - 20.08.2022 15:30,18828,18828
20.08.2022 15:30 - 20.08.2022 16:00,20163,20163
20.08.2022 16:00 - 20.08.2022 16:30,21369,21369
20.08.2022 16:30 - 20.08.2022 17:00,22408,22408
20.08.2022 17:00 - 20.08.2022 17:30,23128,23128
20.08.2022 17:30 - 20.08.2022 18:00,23500,23500
20.08.2022 18:00 - 20.08.2022 18:30,23742,23742
20.08.2022 18:30 - 20.08.2022 19:00,23858,23858
20.08.2022 19:00 - 20.08.2022 19:30,23850,23850
20.08.2022 19:30 - 20.08.2022 20:00,24071,24071
20.08.2022 20:00 - 20.08.2022 20:30,23948,23948
20.08.2022 20:30 - 20.08.2022 21:00,23329,23329
20.08.2022 21:00 - 20.08.2022 21:30,22403,22403
20.08.2022 21:30 - 20.08.2022 22:00,21621,21621
20.08.2022 22:00 - 20.08.2022 22:30,20447,20447
20.08.2022 22:30 - 20.08.2022 23:00,19609,19609
20.08.2022 23:00 - 20.08.2022 23:30,18776,18776
20.08.2022 23:30 - 21.08.2022 00:00,18416,18416
21.08.2022 00:00 - 21.08.2022 00:30,18080,18080
21.08.2022 00:30 - 21.08.2022 01:00,17886,17886
21.08.2022 01:00 - 21.08.2022 01:30,17451,17451
21.08.2022 01:30 - 21.08.2022 02:00,17177,17177
21.08.2022 02:00 - 21.08.2022 02:30,16978,16978
21.08.2022 02:30 - 21.08.2022 03:00,16853,16853
21.08.2022 03:00 - 21.08.2022 03:30,16862,16862
21.08.2022 03:30 - 21.08.2022 04:00,16859,16859
21.08.2022 04:00 - 21.08.2022 04:30,16755,16755
21.08.2022 04:30 - 21.08.2022 05:00,16680,16680
21.08.2022 05:00 - 21.08.2022 05:30,16990,16990
21.08.2022 05:30 - 21.08.2022 06:00,17220,17220
21.08.2022 06:00 - 21.08.2022 06:30,18020,18020
21.08.2022 06:30 - 21.08.2022 07:00,18307,18307
21.08.2022 07:00 - 21.08.2022 07:30,19261,19261
21.08.2022 07:30 - 21.08.2022 08:00,19610,19610
21.08.2022 08:00 - 21.08.2022 08:30,20295,20295
21.08.2022 08:30 - 21.08.2022 09:00,20608,20608
21.08.2022 09:00 - 21.08.2022 09:30,20979,20979
21.08.2022 09:30 - 21.08.2022 10:00,20978,20978
21.08.2022 10:00 - 21.08.2022 10:30,20935,20935
21.08.2022 10:30 - 21.08.2022 11:00,20958,20958
21.08.2022 11:00 - 21.08.2022 11:30,21259,21259
21.08.2022 11:30 - 21.08.2022 12:00,21293,21293
21.08.2022 12:00 - 21.08.2022 12:30,21078,21078
21.08.2022 12:30 - 21.08.2022 13:00,20963,20963
21.08.2022 13:00 - 21.08.2022 13:30,20871,20871
21.08.2022 13:30 - 21.08.2022 14:00,20743,20743
21.08.2022 14:00 - 21.08.2022 14:30,21194,21194
21.08.2022 14:30 - 21.08.2022 15:00,21790,21790
21.08.2022 15:00 - 21.08.2022 15:30,22528,22528
21.08.2022 15:30 - 21.08.2022 16:00,23416,23416
21.08.2022 16:00 - 21.08.2022 16:30,24086,24086
21.08.2022 16:30 - 21.08.2022 17:00,24688,24688
21.08.2022 17:00 - 21.08.2022 17:30,25295,25295
21.08.2022 17:30 - 21.08.2022 18:00,25771,25771
21.08.2022 18:00 - 21.08.2022 18:30,25609,25609
21.08.2022 18:30 - 21.08.2022 19:00,25319,25319
21.08.2022 19:00 - 21.08.2022 19:30,25262,25262
21.08.2022 19:30 - 21.08.2022 20:00,25453,25453
21.08.2022 20:00 - 21.08.2022 20:30,25527,25527
21.08.2022 20:30 - 21.08.2022 21:00,24665,24665
21.08.2022 21:00 - 21.08.2022 21:30,23571,23571
21.08.2022 21:30 - 21.08.2022 22:00,22420,22420
21.08.2022 22:00 - 21.08.2022 22:30,21582,21582
21.08.2022 22:30 - 21.08.2022 23:00,20885,20885
21.08.2022 23:00 - 21.08.2022 23:30,20272,20272
21.08.2022 23:30 - 22.08.2022 00:00,19746,19746
22.08.2022 00:00 - 22.08.2022 00:30,19361,19361
22.08.2022 00:30 - 22.08.2022 01:00,19210,19210
22.08.2022 01:00 - 22.08.2022 01:30,18841,18841
22.08.2022 01:30 - 22.08.2022 02:00,18501,18501
22.08.2022 02:00 - 22.08.2022 02:30,18215,18215
22.08.2022 02:30 - 22.08.2022 03:00,18286,18286
22.08.2022 03:00 - 22.08.2022 03:30,18159,18159
22.08.2022 03:30 - 22.08.2022 04:00,18190,18190
22.08.2022 04:00 - 22.08.2022 04:30,18661,18661
22.08.2022 04:30 - 22.08.2022 05:00,19395,19395
22.08.2022 05:00 - 22.08.2022 05:30,21052,21052
22.08.2022 05:30 - 22.08.2022 06:00,22688,22688
22.08.2022 06:00 - 22.08.2022 06:30,24455,24455
22.08.2022 06:30 - 22.08.2022 07:00,25388,25388
22.08.2022 07:00 - 22.08.2022 07:30,26581,26581
22.08.2022 07:30 - 22.08.2022 08:00,27124,27124
22.08.2022 08:00 - 22.08.2022 08:30,27739,27739
22.08.2022 08:30 - 22.08.2022 09:00,27557,27557
22.08.2022 09:00 - 22.08.2022 09:30,27469,27469
22.08.2022 09:30 - 22.08.2022 10:00,27327,27327
22.08.2022 10:00 - 22.08.2022 10:30,27330,27330
22.08.2022 10:30 - 22.08.2022 11:00,27421,27421
22.08.2022 11:00 - 22.08.2022 11:30,27600,27600
22.08.2022 11:30 - 22.08.2022 12:00,27808,27808
22.08.2022 12:00 - 22.08.2022 12:30,27688,27688
22.08.2022 12:30 - 22.08.2022 13:00,27925,27925
22.08.2022 13:00 - 22.08.2022 13:30,28008,28008
22.08.2022 13:30 - 22.08.2022 14:00,28056,28056
22.08.2022 14:00 - 22.08.2022 14:30,28135,28135
22.08.2022 14:30 - 22.08.2022 15:00,28395,28395
22.08.2022 15:00 - 22.08.2022 15:30,28643,28643
22.08.2022 15:30 - 22.08.2022 16:00,29116,29116
22.08.2022 16:00 - 22.08.2022 16:30,30246,30246
22.08.2022 16:30 - 22.08.2022 17:00,30717,30717
22.08.2022 17:00 - 22.08.2022 17:30,30545,30545
22.08.2022 17:30 - 22.08.2022 18:00,30850,30850
22.08.2022 18:00 - 22.08.2022 18:30,30636,30636
22.08.2022 18:30 - 22.08.2022 19:00,29907,29907
22.08.2022 19:00 - 22.08.2022 19:30,29574,29574
22.08.2022 19:30 - 22.08.2022 20:00,29195,29195
22.08.2022 20:00 - 22.08.2022 20:30,28479,28479
22.08.2022 20:30 - 22.08.2022 21:00,27480,27480
22.08.2022 21:00 - 22.08.2022 21:30,26302,26302
22.08.2022 21:30 - 22.08.2022 22:00,25050,25050
22.08.2022 22:00 - 22.08.2022 22:30,23093,23093
22.08.2022 22:30 - 22.08.2022 23:00,22326,22326
22.08.2022 23:00 - 22.08.2022 23:30,21553,21553
22.08.2022 23:30 - 23.08.2022 00:00,21004,21004
23.08.2022 00:00 - 23.08.2022 00:30,20523,20523
23.08.2022 00:30 - 23.08.2022 01:00,20283,20283
23.08.2022 01:00 - 23.08.2022 01:30,19842,19842
23.08.2022 01:30 - 23.08.2022 02:00,19498,19498
23.08.2022 02:00 - 23.08.2022 02:30,19279,19279
23.08.2022 02:30 - 23.08.2022 03:00,19057,19057
23.08.2022 03:00 - 23.08.2022 03:30,19128,19128
23.08.2022 03:30 - 23.08.2022 04:00,19173,19173
23.08.2022 04:00 - 23.08.2022 04:30,19613,19613
23.08.2022 04:30 - 23.08.2022 05:00,20244,20244
23.08.2022 05:00 - 23.08.2022 05:30,21688,21688
23.08.2022 05:30 - 23.08.2022 06:00,23151,23151
23.08.2022 06:00 - 23.08.2022 06:30,24634,24634
23.08.2022 06:30 - 23.08.2022 07:00,25656,25656
23.08.2022 07:00 - 23.08.2022 07:30,27357,27357
23.08.2022 07:30 - 23.08.2022 08:00,27908,27908
23.08.2022 08:00 - 23.08.2022 08:30,28053,28053
23.08.2022 08:30 - 23.08.2022 09:00,27915,27915
23.08.2022 09:00 - 23.08.2022 09:30,27534,27534
23.08.2022 09:30 - 23.08.2022 10:00,27212,27212
23.08.2022 10:00 - 23.08.2022 10:30,27086,27086
23.08.2022 10:30 - 23.08.2022 11:00,26823,26823
23.08.2022 11:00 - 23.08.2022 11:30,26856,26856
23.08.2022 11:30 - 23.08.2022 12:00,26404,26404
23.08.2022 12:00 - 23.08.2022 12:30,26629,26629
23.08.2022 12:30 - 23.08.2022 13:00,26486,26486
23.08.2022 13:00 - 23.08.2022 13:30,26254,26254
23.08.2022 13:30 - 23.08.2022 14:00,26382,26382
23.08.2022 14:00 - 23.08.2022 14:30,26703,26703
23.08.2022 14:30 - 23.08.2022 15:00,27157,27157
23.08.2022 15:00 - 23.08.2022 15:30,27694,27694
23.08.2022 15:30 - 23.08.2022 16:00,28634,28634
23.08.2022 16:00 - 23.08.2022 16:30,29476,29476
23.08.2022 16:30 - 23.08.2022 17:00,29981,29981
23.08.2022 17:00 - 23.08.2022 17:30,29867,29867
23.08.2022 17:30 - 23.08.2022 18:00,29917,29917
23.08.2022 18:00 - 23.08.2022 18:30,29816,29816
23.08.2022 18:30 - 23.08.2022 19:00,29278,29278
23.08.2022 19:00 - 23.08.2022 19:30,29207,29207
23.08.2022 19:30 - 23.08.2022 20:00,29248,29248
23.08.2022 20:00 - 23.08.2022 20:30,28431,28431
23.08.2022 20:30 - 23.08.2022 21:00,27021,27021
23.08.2022 21:00 - 23.08.2022 21:30,25828,25828
23.08.2022 21:30 - 23.08.2022 22:00,24802,24802
23.08.2022 22:00 - 23.08.2022 22:30,23309,23309
23.08.2022 22:30 - 23.08.2022 23:00,22380,22380
23.08.2022 23:00 - 23.08.2022 23:30,21357,21357
23.08.2022 23:30 - 24.08.2022 00:00,20706,20706
24.08.2022 00:00 - 24.08.2022 00:30,19958,19958
24.08.2022 00:30 - 24.08.2022 01:00,19710,19710
24.08.2022 01:00 - 24.08.2022 01:30,19345,19345
24.08.2022 01:30 - 24.08.2022 02:00,19132,19132
24.08.2022 02:00 - 24.08.2022 02:30,19158,19158
24.08.2022 02:30 - 24.08.2022 03:00,19189,19189
24.08.2022 03:00 - 24.08.2022 03:30,19222,19222
24.08.2022 03:30 - 24.08.2022 04:00,19164,19164
24.08.2022 04:00 - 24.08.2022 04:30,19761,19761
24.08.2022 04:30 - 24.08.2022 05:00,20516,20516
24.08.2022 05:00 - 24.08.2022 05:30,22014,22014
24.08.2022 05:30 - 24.08.2022 06:00,23455,23455
24.08.2022 06:00 - 24.08.2022 06:30,25246,25246
24.08.2022 06:30 - 24.08.2022 07:00,26156,26156
24.08.2022 07:00 - 24.08.2022 07:30,27741,27741
24.08.2022 07:30 - 24.08.2022 08:00,28060,28060
24.08.2022 08:00 - 24.08.2022 08:30,28565,28565
24.08.2022 08:30 - 24.08.2022 09:00,28410,28410
24.08.2022 09:00 - 24.08.2022 09:30,28229,28229
24.08.2022 09:30 - 24.08.2022 10:00,28094,28094
24.08.2022 10:00 - 24.08.2022 10:30,27858,27858
24.08.2022 10:30 - 24.08.2022 11:00,27806,27806
24.08.2022 11:00 - 24.08.2022 11:30,27594,27594
24.08.2022 11:30 - 24.08.2022 12:00,27536,27536
24.08.2022 12:00 - 24.08.2022 12:30,27131,27131
24.08.2022 12:30 - 24.08.2022 13:00,26962,26962
24.08.2022 13:00 - 24.08.2022 13:30,26509,26509
24.08.2022 13:30 - 24.08.2022 14:00,26526,26526
24.08.2022 14:00 - 24.08.2022 14:30,26816,26816
24.08.2022 14:30 - 24.08.2022 15:00,26931,26931
24.08.2022 15:00 - 24.08.2022 15:30,27588,27588
24.08.2022 15:30 - 24.08.2022 16:00,28339,28339
24.08.2022 16:00 - 24.08.2022 16:30,29110,29110
24.08.2022 16:30 - 24.08.2022 17:00,29876,29876
24.08.2022 17:00 - 24.08.2022 17:30,29726,29726
24.08.2022 17:30 - 24.08.2022 18:00,29841,29841
24.08.2022 18:00 - 24.08.2022 18:30,29652,29652
24.08.2022 18:30 - 24.08.2022 19:00,29571,29571
24.08.2022 19:00 - 24.08.2022 19:30,29299,29299
24.08.2022 19:30 - 24.08.2022 20:00,29024,29024
24.08.2022 20:00 - 24.08.2022 20:30,28224,28224
24.08.2022 20:30 - 24.08.2022 21:00,26932,26932
24.08.2022 21:00 - 24.08.2022 21:30,25768,25768
24.08.2022 21:30 - 24.08.2022 22:00,24495,24495
24.08.2022 22:00 - 24.08.2022 22:30,23318,23318
24.08.2022 22:30 - 24.08.2022 23:00,22511,22511
24.08.2022 23:00 - 24.08.2022 23:30,21571,21571
24.08.2022 23:30 - 25.08.2022 00:00,21166,21166
25.08.2022 00:00 - 25.08.2022 00:30,20686,20686
25.08.2022 00:30 - 25.08.2022 01:00,20528,20528
25.08.2022 01:00 - 25.08.2022 01:30,20083,20083
25.08.2022 01:30 - 25.08.2022 02:00,19729,19729
25.08.2022 02:00 - 25.08.2022 02:30,19628,19628
25.08.2022 02:30 - 25.08.2022 03:00,19550,19550
25.08.2022 03:00 - 25.08.2022 03:30,19513,19513
25.08.2022 03:30 - 25.08.2022 04:00,19482,19482
25.08.2022 04:00 - 25.08.2022 04:30,20112,20112
25.08.2022 04:30 - 25.08.2022 05:00,20638,20638
25.08.2022 05:00 - 25.08.2022 05:30,22331,22331
25.08.2022 05:30 - 25.08.2022 06:00,23642,23642
25.08.2022 06:00 - 25.08.2022 06:30,25402,25402
25.08.2022 06:30 - 25.08.2022 07:00,26634,26634
25.08.2022 07:00 - 25.08.2022 07:30,28413,28413
25.08.2022 07:30 - 25.08.2022 08:00,28804,28804
25.08.2022 08:00 - 25.08.2022 08:30,29668,29668
25.08.2022 08:30 - 25.08.2022 09:00,29974,29974
25.08.2022 09:00 - 25.08.2022 09:30,29292,29292
25.08.2022 09:30 - 25.08.2022 10:00,28839,28839
25.08.2022 10:00 - 25.08.2022 10:30,28530,28530
25.08.2022 10:30 - 25.08.2022 11:00,28341,28341
25.08.2022 11:00 - 25.08.2022 11:30,28373,28373
25.08.2022 11:30 - 25.08.2022 12:00,28060,28060
25.08.2022 12:00 - 25.08.2022 12:30,27602,27602
25.08.2022 12:30 - 25.08.2022 13:00,26953,26953
25.08.2022 13:00 - 25.08.2022 13:30,26431,26431
25.08.2022 13:30 - 25.08.2022 14:00,26135,26135
25.08.2022 14:00 - 25.08.2022 14:30,26590,26590
25.08.2022 14:30 - 25.08.2022 15:00,26443,26443
25.08.2022 15:00 - 25.08.2022 15:30,26452,26452
25.08.2022 15:30 - 25.08.2022 16:00,27030,27030
25.08.2022 16:00 - 25.08.2022 16:30,28013,28013
25.08.2022 16:30 - 25.08.2022 17:00,28540,28540
25.08.2022 17:00 - 25.08.2022 17:30,29014,29014
25.08.2022 17:30 - 25.08.2022 18:00,29468,29468
25.08.2022 18:00 - 25.08.2022 18:30,29268,29268
25.08.2022 18:30 - 25.08.2022 19:00,29146,29146
25.08.2022 19:00 - 25.08.2022 19:30,28937,28937
25.08.2022 19:30 - 25.08.2022 20:00,28889,28889
25.08.2022 20:00 - 25.08.2022 20:30,28187,28187
25.08.2022 20:30 - 25.08.2022 21:00,26919,26919
25.08.2022 21:00 - 25.08.2022 21:30,25748,25748
25.08.2022 21:30 - 25.08.2022 22:00,24484,24484
25.08.2022 22:00 - 25.08.2022 22:30,23056,23056
25.08.2022 22:30 - 25.08.2022 23:00,21907,21907
25.08.2022 23:00 - 25.08.2022 23:30,20884,20884
25.08.2022 23:30 - 26.08.2022 00:00,20334,20334
26.08.2022 00:00 - 26.08.2022 00:30,19880,19880
26.08.2022 00:30 - 26.08.2022 01:00,19691,19691
26.08.2022 01:00 - 26.08.2022 01:30,19356,19356
26.08.2022 01:30 - 26.08.2022 02:00,18998,18998
26.08.2022 02:00 - 26.08.2022 02:30,18795,18795
26.08.2022 02:30 - 26.08.2022 03:00,18735,18735
26.08.2022 03:00 - 26.08.2022 03:30,18756,18756
26.08.2022 03:30 - 26.08.2022 04:00,18837,18837
26.08.2022 04:00 - 26.08.2022 04:30,19358,19358
26.08.2022 04:30 - 26.08.2022 05:00,20057,20057
26.08.2022 05:00 - 26.08.2022 05:30,21208,21208
26.08.2022 05:30 - 26.08.2022 06:00,22378,22378
26.08.2022 06:00 - 26.08.2022 06:30,23950,23950
26.08.2022 06:30 - 26.08.2022 07:00,24747,24747
26.08.2022 07:00 - 26.08.2022 07:30,25857,25857
26.08.2022 07:30 - 26.08.2022 08:00,25761,25761
26.08.2022 08:00 - 26.08.2022 08:30,25616,25616
26.08.2022 08:30 - 26.08.2022 09:00,25290,25290
26.08.2022 09:00 - 26.08.2022 09:30,24815,24815
26.08.2022 09:30 - 26.08.2022 10:00,24384,24384
26.08.2022 10:00 - 26.08.2022 10:30,23889,23889
26.08.2022 10:30 - 26.08.2022 11:00,23771,23771
26.08.2022 11:00 - 26.08.2022 11:30,24207,24207
26.08.2022 11:30 - 26.08.2022 12:00,24039,24039
26.08.2022 12:00 - 26.08.2022 12:30,23682,23682
26.08.2022 12:30 - 26.08.2022 13:00,23636,23636
26.08.2022 13:00 - 26.08.2022 13:30,23707,23707
26.08.2022 13:30 - 26.08.2022 14:00,23663,23663
26.08.2022 14:00 - 26.08.2022 14:30,24097,24097
26.08.2022 14:30 - 26.08.2022 15:00,24203,24203
26.08.2022 15:00 - 26.08.2022 15:30,25164,25164
26.08.2022 15:30 - 26.08.2022 16:00,25878,25878
26.08.2022 16:00 - 26.08.2022 16:30,27111,27111
26.08.2022 16:30 - 26.08.2022 17:00,27749,27749
26.08.2022 17:00 - 26.08.2022 17:30,27953,27953
26.08.2022 17:30 - 26.08.2022 18:00,28049,28049
26.08.2022 18:00 - 26.08.2022 18:30,27632,27632
26.08.2022 18:30 - 26.08.2022 19:00,27590,27590
26.08.2022 19:00 - 26.08.2022 19:30,27212,27212
26.08.2022 19:30 - 26.08.2022 20:00,27170,27170
26.08.2022 20:00 - 26.08.2022 20:30,26546,26546
26.08.2022 20:30 - 26.08.2022 21:00,25466,25466
26.08.2022 21:00 - 26.08.2022 21:30,24392,24392
26.08.2022 21:30 - 26.08.2022 22:00,23315,23315
26.08.2022 22:00 - 26.08.2022 22:30,22105,22105
26.08.2022 22:30 - 26.08.2022 23:00,21286,21286
26.08.2022 23:00 - 26.08.2022 23:30,20349,20349
26.08.2022 23:30 - 27.08.2022 00:00,19860,19860
27.08.2022 00:00 - 27.08.2022 00:30,19147,19147
27.08.2022 00:30 - 27.08.2022 01:00,19217,19217
27.08.2022 01:00 - 27.08.2022 01:30,18881,18881
27.08.2022 01:30 - 27.08.2022 02:00,18614,18614
27.08.2022 02:00 - 27.08.2022 02:30,18375,18375
27.08.2022 02:30 - 27.08.2022 03:00,18214,18214
27.08.2022 03:00 - 27.08.2022 03:30,18146,18146
27.08.2022 03:30 - 27.08.2022 04:00,18134,18134
27.08.2022 04:00 - 27.08.2022 04:30,18340,18340
27.08.2022 04:30 - 27.08.2022 05:00,18643,18643
27.08.2022 05:00 - 27.08.2022 05:30,19148,19148
27.08.2022 05:30 - 27.08.2022 06:00,19508,19508
27.08.2022 06:00 - 27.08.2022 06:30,20405,20405
