Time (CET/CEST),Day-ahead Total Load Forecast [MW] - Ireland (IE),Actual Total Load [MW] - Ireland (IE)
10.01.2022 14:00 - 10.01.2022 14:30,4688,4489
10.01.2022 14:30 - 10.01.2022 15:00,4630,4445
10.01.2022 15:00 - 10.01.2022 15:30,4645,4396
10.01.2022 15:30 - 10.01.2022 16:00,4647,4378
10.01.2022 16:00 - 10.01.2022 16:30,4667,4409
10.01.2022 16:30 - 10.01.2022 17:00,4715,4397
10.01.2022 17:00 - 10.01.2022 17:30,4808,N/A
10.01.2022 17:30 - 10.01.2022 18:00,4996,N/A
10.01.2022 18:00 - 10.01.2022 18:30,5270,4838
10.01.2022 18:30 - 10.01.2022 19:00,5397,4984
10.01.2022 19:00 - 10.01.2022 19:30,5349,4973
10.01.2022 19:30 - 10.01.2022 20:00,5238,4855
10.01.2022 20:00 - 10.01.2022 20:30,5097,4722
10.01.2022 20:30 - 10.01.2022 21:00,4985,4586
10.01.2022 21:00 - 10.01.2022 21:30,4829,4446
10.01.2022 21:30 - 10.01.2022 22:00,4688,4314
10.01.2022 22:00 - 10.01.2022 22:30,4551,4204
10.01.2022 22:30 - 10.01.2022 23:00,4345,4051
10.01.2022 23:00 - 10.01.2022 23:30,4126,3860
10.01.2022 23:30 - 11.01.2022 00:00,3938,3680
11.01.2022 00:00 - 11.01.2022 00:30,3881,3574
11.01.2022 00:30 - 11.01.2022 01:00,3774,3517
11.01.2022 01:00 - 11.01.2022 01:30,3623,3385
11.01.2022 01:30 - 11.01.2022 02:00,3489,3283
11.01.2022 02:00 - 11.01.2022 02:30,3381,3185
11.01.2022 02:30 - 11.01.2022 03:00,3292,3109
11.01.2022 03:00 - 11.01.2022 03:30,3221,3060
11.01.2022 03:30 - 11.01.2022 04:00,3167,3040
11.01.2022 04:00 - 11.01.2022 04:30,3130,2992
11.01.2022 04:30 - 11.01.2022 05:00,3116,2977
11.01.2022 05:00 - 11.01.2022 05:30,3105,2974
11.01.2022 05:30 - 11.01.2022 06:00,3109,2975
11.01.2022 06:00 - 11.01.2022 06:30,3132,2980
11.01.2022 06:30 - 11.01.2022 07:00,3199,3035
11.01.2022 07:00 - 11.01.2022 07:30,3390,3153
11.01.2022 07:30 - 11.01.2022 08:00,3640,3344
11.01.2022 08:00 - 11.01.2022 08:30,4014,3611
11.01.2022 08:30 - 11.01.2022 09:00,4366,3979
11.01.2022 09:00 - 11.01.2022 09:30,4550,4203
11.01.2022 09:30 - 11.01.2022 10:00,4543,4263
11.01.2022 10:00 - 11.01.2022 10:30,4591,N/A
11.01.2022 10:30 - 11.01.2022 11:00,4659,N/A
11.01.2022 11:00 - 11.01.2022 11:30,4688,4440
11.01.2022 11:30 - 11.01.2022 12:00,4696,4450
11.01.2022 12:00 - 11.01.2022 12:30,4717,4432
11.01.2022 12:30 - 11.01.2022 13:00,4735,4427
11.01.2022 13:00 - 11.01.2022 13:30,4734,4407
11.01.2022 13:30 - 11.01.2022 14:00,4774,4434
11.01.2022 14:00 - 11.01.2022 14:30,4745,4446
11.01.2022 14:30 - 11.01.2022 15:00,4667,4363
11.01.2022 15:00 - 11.01.2022 15:30,4664,4335
11.01.2022 15:30 - 11.01.2022 16:00,4657,4314
11.01.2022 16:00 - 11.01.2022 16:30,4688,4345
11.01.2022 16:30 - 11.01.2022 17:00,4751,4379
11.01.2022 17:00 - 11.01.2022 17:30,4842,4444
11.01.2022 17:30 - 11.01.2022 18:00,5038,4574
11.01.2022 18:00 - 11.01.2022 18:30,5293,4864
11.01.2022 18:30 - 11.01.2022 19:00,5434,5057
11.01.2022 19:00 - 11.01.2022 19:30,5402,5051
11.01.2022 19:30 - 11.01.2022 20:00,5301,4911
11.01.2022 20:00 - 11.01.2022 20:30,5167,4780
11.01.2022 20:30 - 11.01.2022 21:00,5029,4669
11.01.2022 21:00 - 11.01.2022 21:30,4916,4531
11.01.2022 21:30 - 11.01.2022 22:00,4796,4435
11.01.2022 22:00 - 11.01.2022 22:30,4649,4298
11.01.2022 22:30 - 11.01.2022 23:00,4428,4132
11.01.2022 23:00 - 11.01.2022 23:30,4227,3937
11.01.2022 23:30 - 12.01.2022 00:00,4011,3744
12.01.2022 00:00 - 12.01.2022 00:30,3935,3629
12.01.2022 00:30 - 12.01.2022 01:00,3820,3575
12.01.2022 01:00 - 12.01.2022 01:30,N/A,3441
12.01.2022 01:30 - 12.01.2022 02:00,N/A,3369
12.01.2022 02:00 - 12.01.2022 02:30,N/A,3255
12.01.2022 02:30 - 12.01.2022 03:00,N/A,3180
12.01.2022 03:00 - 12.01.2022 03:30,N/A,3119
12.01.2022 03:30 - 12.01.2022 04:00,N/A,3100
12.01.2022 04:00 - 12.01.2022 04:30,N/A,3071
12.01.2022 04:30 - 12.01.2022 05:00,N/A,3059
12.01.2022 05:00 - 12.01.2022 05:30,N/A,3058
12.01.2022 05:30 - 12.01.2022 06:00,N/A,3048
12.01.2022 06:00 - 12.01.2022 06:30,N/A,3051
12.01.2022 06:30 - 12.01.2022 07:00,N/A,3115
12.01.2022 07:00 - 12.01.2022 07:30,N/A,3195
12.01.2022 07:30 - 12.01.2022 08:00,N/A,3382
12.01.2022 08:00 - 12.01.2022 08:30,N/A,3674
12.01.2022 08:30 - 12.01.2022 09:00,N/A,4029
12.01.2022 09:00 - 12.01.2022 09:30,N/A,4272
12.01.2022 09:30 - 12.01.2022 10:00,N/A,4315
12.01.2022 10:00 - 12.01.2022 10:30,N/A,4379
12.01.2022 10:30 - 12.01.2022 11:00,N/A,4456
12.01.2022 11:00 - 12.01.2022 11:30,N/A,4481
12.01.2022 11:30 - 12.01.2022 12:00,N/A,4468
12.01.2022 12:00 - 12.01.2022 12:30,N/A,4469
12.01.2022 12:30 - 12.01.2022 13:00,N/A,4460
12.01.2022 13:00 - 12.01.2022 13:30,N/A,4429
12.01.2022 13:30 - 12.01.2022 14:00,N/A,4446
12.01.2022 14:00 - 12.01.2022 14:30,N/A,4468
12.01.2022 14:30 - 12.01.2022 15:00,N/A,4393
12.01.2022 15:00 - 12.01.2022 15:30,N/A,4349
12.01.2022 15:30 - 12.01.2022 16:00,N/A,4346
12.01.2022 16:00 - 12.01.2022 16:30,N/A,4357
12.01.2022 16:30 - 12.01.2022 17:00,N/A,4406
12.01.2022 17:00 - 12.01.2022 17:30,N/A,N/A
12.01.2022 17:30 - 12.01.2022 18:00,N/A,N/A
12.01.2022 18:00 - 12.01.2022 18:30,N/A,4852
12.01.2022 18:30 - 12.01.2022 19:00,N/A,5095
12.01.2022 19:00 - 12.01.2022 19:30,N/A,5094
12.01.2022 19:30 - 12.01.2022 20:00,N/A,4966
12.01.2022 20:00 - 12.01.2022 20:30,N/A,4839
12.01.2022 20:30 - 12.01.2022 21:00,N/A,4707
12.01.2022 21:00 - 12.01.2022 21:30,N/A,4588
12.01.2022 21:30 - 12.01.2022 22:00,N/A,4455
12.01.2022 22:00 - 12.01.2022 22:30,N/A,4344
12.01.2022 22:30 - 12.01.2022 23:00,N/A,4160
12.01.2022 23:00 - 12.01.2022 23:30,N/A,3981
12.01.2022 23:30 - 13.01.2022 00:00,N/A,3788
13.01.2022 00:00 - 13.01.2022 00:30,N/A,3657
13.01.2022 00:30 - 13.01.2022 01:00,N/A,3586
13.01.2022 01:00 - 13.01.2022 01:30,3742,3446
13.01.2022 01:30 - 13.01.2022 02:00,3602,3368
13.01.2022 02:00 - 13.01.2022 02:30,3473,3268
13.01.2022 02:30 - 13.01.2022 03:00,3373,3186
13.01.2022 03:00 - 13.01.2022 03:30,3297,3134
13.01.2022 03:30 - 13.01.2022 04:00,3235,3093
13.01.2022 04:00 - 13.01.2022 04:30,3178,3057
13.01.2022 04:30 - 13.01.2022 05:00,3166,3052
13.01.2022 05:00 - 13.01.2022 05:30,3161,3056
13.01.2022 05:30 - 13.01.2022 06:00,3156,3040
13.01.2022 06:00 - 13.01.2022 06:30,3189,3061
13.01.2022 06:30 - 13.01.2022 07:00,3255,3122
13.01.2022 07:00 - 13.01.2022 07:30,3444,3254
13.01.2022 07:30 - 13.01.2022 08:00,3695,3466
13.01.2022 08:00 - 13.01.2022 08:30,4069,3712
13.01.2022 08:30 - 13.01.2022 09:00,4438,4060
13.01.2022 09:00 - 13.01.2022 09:30,4623,4304
13.01.2022 09:30 - 13.01.2022 10:00,4609,4368
13.01.2022 10:00 - 13.01.2022 10:30,4661,4443
13.01.2022 10:30 - 13.01.2022 11:00,4734,4534
13.01.2022 11:00 - 13.01.2022 11:30,4748,4557
13.01.2022 11:30 - 13.01.2022 12:00,4752,4571
13.01.2022 12:00 - 13.01.2022 12:30,4761,4590
13.01.2022 12:30 - 13.01.2022 13:00,4772,4577
13.01.2022 13:00 - 13.01.2022 13:30,4788,4586
13.01.2022 13:30 - 13.01.2022 14:00,4802,4625
13.01.2022 14:00 - 13.01.2022 14:30,4767,4637
13.01.2022 14:30 - 13.01.2022 15:00,4693,4576
13.01.2022 15:00 - 13.01.2022 15:30,4701,4542
13.01.2022 15:30 - 13.01.2022 16:00,4708,4535
13.01.2022 16:00 - 13.01.2022 16:30,4712,4561
13.01.2022 16:30 - 13.01.2022 17:00,4766,4604
13.01.2022 17:00 - 13.01.2022 17:30,4835,4657
13.01.2022 17:30 - 13.01.2022 18:00,5007,4782
13.01.2022 18:00 - 13.01.2022 18:30,5290,4987
13.01.2022 18:30 - 13.01.2022 19:00,5473,5136
13.01.2022 19:00 - 13.01.2022 19:30,5454,5084
13.01.2022 19:30 - 13.01.2022 20:00,5351,4989
13.01.2022 20:00 - 13.01.2022 20:30,5233,4849
13.01.2022 20:30 - 13.01.2022 21:00,5112,4744
13.01.2022 21:00 - 13.01.2022 21:30,4970,4619
13.01.2022 21:30 - 13.01.2022 22:00,4854,4496
13.01.2022 22:00 - 13.01.2022 22:30,4702,4352
13.01.2022 22:30 - 13.01.2022 23:00,4495,4172
13.01.2022 23:00 - 13.01.2022 23:30,4255,4005
13.01.2022 23:30 - 14.01.2022 00:00,4070,3797
14.01.2022 00:00 - 14.01.2022 00:30,4005,3690
14.01.2022 00:30 - 14.01.2022 01:00,3920,3611
14.01.2022 01:00 - 14.01.2022 01:30,3763,3474
14.01.2022 01:30 - 14.01.2022 02:00,3638,3359
14.01.2022 02:00 - 14.01.2022 02:30,3511,3268
14.01.2022 02:30 - 14.01.2022 03:00,3398,3202
14.01.2022 03:00 - 14.01.2022 03:30,3312,3130
14.01.2022 03:30 - 14.01.2022 04:00,3264,3094
14.01.2022 04:00 - 14.01.2022 04:30,3212,3056
14.01.2022 04:30 - 14.01.2022 05:00,3180,3039
14.01.2022 05:00 - 14.01.2022 05:30,3179,3027
14.01.2022 05:30 - 14.01.2022 06:00,3177,3035
14.01.2022 06:00 - 14.01.2022 06:30,3207,3046
14.01.2022 06:30 - 14.01.2022 07:00,3284,3108
14.01.2022 07:00 - 14.01.2022 07:30,3462,3219
14.01.2022 07:30 - 14.01.2022 08:00,3707,3418
14.01.2022 08:00 - 14.01.2022 08:30,4071,3692
14.01.2022 08:30 - 14.01.2022 09:00,4423,4055
14.01.2022 09:00 - 14.01.2022 09:30,4607,4288
14.01.2022 09:30 - 14.01.2022 10:00,4581,4378
14.01.2022 10:00 - 14.01.2022 10:30,4628,4447
14.01.2022 10:30 - 14.01.2022 11:00,4707,4521
14.01.2022 11:00 - 14.01.2022 11:30,4726,4538
14.01.2022 11:30 - 14.01.2022 12:00,4718,4547
14.01.2022 12:00 - 14.01.2022 12:30,4729,4564
14.01.2022 12:30 - 14.01.2022 13:00,4728,4555
14.01.2022 13:00 - 14.01.2022 13:30,4725,4568
14.01.2022 13:30 - 14.01.2022 14:00,4740,4571
14.01.2022 14:00 - 14.01.2022 14:30,4700,4562
14.01.2022 14:30 - 14.01.2022 15:00,4613,4502
14.01.2022 15:00 - 14.01.2022 15:30,4600,4462
14.01.2022 15:30 - 14.01.2022 16:00,4597,4443
14.01.2022 16:00 - 14.01.2022 16:30,4600,N/A
14.01.2022 16:30 - 14.01.2022 17:00,4643,N/A
14.01.2022 17:00 - 14.01.2022 17:30,4696,4490
14.01.2022 17:30 - 14.01.2022 18:00,4832,4584
14.01.2022 18:00 - 14.01.2022 18:30,5093,4764
14.01.2022 18:30 - 14.01.2022 19:00,5296,4938
14.01.2022 19:00 - 14.01.2022 19:30,5302,4937
14.01.2022 19:30 - 14.01.2022 20:00,5212,4831
14.01.2022 20:00 - 14.01.2022 20:30,5097,4705
14.01.2022 20:30 - 14.01.2022 21:00,4964,4597
14.01.2022 21:00 - 14.01.2022 21:30,4810,4476
14.01.2022 21:30 - 14.01.2022 22:00,4658,4328
14.01.2022 22:00 - 14.01.2022 22:30,4516,4200
14.01.2022 22:30 - 14.01.2022 23:00,4345,4037
14.01.2022 23:00 - 14.01.2022 23:30,4173,3875
14.01.2022 23:30 - 15.01.2022 00:00,4041,3730
15.01.2022 00:00 - 15.01.2022 00:30,4031,3666
15.01.2022 00:30 - 15.01.2022 01:00,3988,3633
15.01.2022 01:00 - 15.01.2022 01:30,3834,3493
15.01.2022 01:30 - 15.01.2022 02:00,3673,3386
15.01.2022 02:00 - 15.01.2022 02:30,3529,3270
15.01.2022 02:30 - 15.01.2022 03:00,3414,3172
15.01.2022 03:00 - 15.01.2022 03:30,3319,3094
15.01.2022 03:30 - 15.01.2022 04:00,3244,3053
15.01.2022 04:00 - 15.01.2022 04:30,3182,3002
15.01.2022 04:30 - 15.01.2022 05:00,3140,2973
15.01.2022 05:00 - 15.01.2022 05:30,3113,2960
15.01.2022 05:30 - 15.01.2022 06:00,3085,2944
15.01.2022 06:00 - 15.01.2022 06:30,3082,2929
15.01.2022 06:30 - 15.01.2022 07:00,3096,2954
15.01.2022 07:00 - 15.01.2022 07:30,3177,3001
15.01.2022 07:30 - 15.01.2022 08:00,3276,3089
15.01.2022 08:00 - 15.01.2022 08:30,3401,3167
15.01.2022 08:30 - 15.01.2022 09:00,3536,3295
15.01.2022 09:00 - 15.01.2022 09:30,3654,3411
15.01.2022 09:30 - 15.01.2022 10:00,3767,3526
15.01.2022 10:00 - 15.01.2022 10:30,3987,3690
15.01.2022 10:30 - 15.01.2022 11:00,4162,3859
15.01.2022 11:00 - 15.01.2022 11:30,4281,3965
15.01.2022 11:30 - 15.01.2022 12:00,4377,4040
15.01.2022 12:00 - 15.01.2022 12:30,4430,4100
15.01.2022 12:30 - 15.01.2022 13:00,4460,4134
15.01.2022 13:00 - 15.01.2022 13:30,4474,4166
15.01.2022 13:30 - 15.01.2022 14:00,4487,4194
15.01.2022 14:00 - 15.01.2022 14:30,4461,4182
15.01.2022 14:30 - 15.01.2022 15:00,4397,4146
15.01.2022 15:00 - 15.01.2022 15:30,4336,4072
15.01.2022 15:30 - 15.01.2022 16:00,4297,4035
15.01.2022 16:00 - 15.01.2022 16:30,4281,4032
15.01.2022 16:30 - 15.01.2022 17:00,4294,4030
15.01.2022 17:00 - 15.01.2022 17:30,4361,4071
15.01.2022 17:30 - 15.01.2022 18:00,4495,4159
15.01.2022 18:00 - 15.01.2022 18:30,4797,4361
15.01.2022 18:30 - 15.01.2022 19:00,5017,4537
15.01.2022 19:00 - 15.01.2022 19:30,5008,4542
15.01.2022 19:30 - 15.01.2022 20:00,4920,4473
15.01.2022 20:00 - 15.01.2022 20:30,4778,4341
15.01.2022 20:30 - 15.01.2022 21:00,4629,4198
15.01.2022 21:00 - 15.01.2022 21:30,4501,4103
15.01.2022 21:30 - 15.01.2022 22:00,4366,3992
15.01.2022 22:00 - 15.01.2022 22:30,4235,3879
15.01.2022 22:30 - 15.01.2022 23:00,4106,3757
15.01.2022 23:00 - 15.01.2022 23:30,3964,3640
15.01.2022 23:30 - 16.01.2022 00:00,3841,3530
16.01.2022 00:00 - 16.01.2022 00:30,3861,3490
16.01.2022 00:30 - 16.01.2022 01:00,3830,3453
16.01.2022 01:00 - 16.01.2022 01:30,3710,3349
16.01.2022 01:30 - 16.01.2022 02:00,3565,3250
16.01.2022 02:00 - 16.01.2022 02:30,3438,3152
16.01.2022 02:30 - 16.01.2022 03:00,3321,3066
16.01.2022 03:00 - 16.01.2022 03:30,3220,2980
16.01.2022 03:30 - 16.01.2022 04:00,3139,2925
16.01.2022 04:00 - 16.01.2022 04:30,3090,N/A
16.01.2022 04:30 - 16.01.2022 05:00,3053,N/A
16.01.2022 05:00 - 16.01.2022 05:30,3024,N/A
16.01.2022 05:30 - 16.01.2022 06:00,2987,N/A
16.01.2022 06:00 - 16.01.2022 06:30,2968,N/A
16.01.2022 06:30 - 16.01.2022 07:00,2971,N/A
16.01.2022 07:00 - 16.01.2022 07:30,3023,N/A
16.01.2022 07:30 - 16.01.2022 08:00,3063,N/A
16.01.2022 08:00 - 16.01.2022 08:30,3117,N/A
16.01.2022 08:30 - 16.01.2022 09:00,3184,N/A
16.01.2022 09:00 - 16.01.2022 09:30,3246,N/A
16.01.2022 09:30 - 16.01.2022 10:00,3312,N/A
16.01.2022 10:00 - 16.01.2022 10:30,3483,N/A
16.01.2022 10:30 - 16.01.2022 11:00,3665,N/A
16.01.2022 11:00 - 16.01.2022 11:30,3839,N/A
16.01.2022 11:30 - 16.01.2022 12:00,3973,N/A
16.01.2022 12:00 - 16.01.2022 12:30,4084,N/A
16.01.2022 12:30 - 16.01.2022 13:00,4154,N/A
16.01.2022 13:00 - 16.01.2022 13:30,4234,N/A
16.01.2022 13:30 - 16.01.2022 14:00,4297,N/A
16.01.2022 14:00 - 16.01.2022 14:30,4309,N/A
16.01.2022 14:30 - 16.01.2022 15:00,4263,N/A
16.01.2022 15:00 - 16.01.2022 15:30,4193,N/A
16.01.2022 15:30 - 16.01.2022 16:00,4143,N/A
16.01.2022 16:00 - 16.01.2022 16:30,4113,N/A
16.01.2022 16:30 - 16.01.2022 17:00,4111,N/A
16.01.2022 17:00 - 16.01.2022 17:30,4163,N/A
16.01.2022 17:30 - 16.01.2022 18:00,4305,N/A
16.01.2022 18:00 - 16.01.2022 18:30,4573,4278
16.01.2022 18:30 - 16.01.2022 19:00,4815,4530
16.01.2022 19:00 - 16.01.2022 19:30,4857,4590
16.01.2022 19:30 - 16.01.2022 20:00,4815,4535
16.01.2022 20:00 - 16.01.2022 20:30,4709,4412
16.01.2022 20:30 - 16.01.2022 21:00,4595,4325
16.01.2022 21:00 - 16.01.2022 21:30,4505,4213
16.01.2022 21:30 - 16.01.2022 22:00,4403,4110
16.01.2022 22:00 - 16.01.2022 22:30,4268,4011
16.01.2022 22:30 - 16.01.2022 23:00,4117,3872
16.01.2022 23:00 - 16.01.2022 23:30,3936,3721
16.01.2022 23:30 - 17.01.2022 00:00,3779,3572
17.01.2022 00:00 - 17.01.2022 00:30,3753,3508
17.01.2022 00:30 - 17.01.2022 01:00,3687,3458
17.01.2022 01:00 - 17.01.2022 01:30,3554,3333
17.01.2022 01:30 - 17.01.2022 02:00,3425,3263
17.01.2022 02:00 - 17.01.2022 02:30,3313,3177
17.01.2022 02:30 - 17.01.2022 03:00,3219,3119
17.01.2022 03:00 - 17.01.2022 03:30,3130,3050
17.01.2022 03:30 - 17.01.2022 04:00,3075,3020
17.01.2022 04:00 - 17.01.2022 04:30,3043,2984
17.01.2022 04:30 - 17.01.2022 05:00,3022,2968
17.01.2022 05:00 - 17.01.2022 05:30,3014,2969
17.01.2022 05:30 - 17.01.2022 06:00,3014,2966
17.01.2022 06:00 - 17.01.2022 06:30,3050,2998
17.01.2022 06:30 - 17.01.2022 07:00,3134,3072
17.01.2022 07:00 - 17.01.2022 07:30,3319,3205
17.01.2022 07:30 - 17.01.2022 08:00,3576,3431
17.01.2022 08:00 - 17.01.2022 08:30,3967,3721
17.01.2022 08:30 - 17.01.2022 09:00,4337,4116
17.01.2022 09:00 - 17.01.2022 09:30,4535,4363
17.01.2022 09:30 - 17.01.2022 10:00,4536,4450
17.01.2022 10:00 - 17.01.2022 10:30,4603,4546
17.01.2022 10:30 - 17.01.2022 11:00,4690,4659
17.01.2022 11:00 - 17.01.2022 11:30,4707,4657
17.01.2022 11:30 - 17.01.2022 12:00,4728,4665
17.01.2022 12:00 - 17.01.2022 12:30,4741,4656
17.01.2022 12:30 - 17.01.2022 13:00,4749,4660
17.01.2022 13:00 - 17.01.2022 13:30,4776,4625
17.01.2022 13:30 - 17.01.2022 14:00,4797,4656
17.01.2022 14:00 - 17.01.2022 14:30,4768,4666
17.01.2022 14:30 - 17.01.2022 15:00,4697,4557
17.01.2022 15:00 - 17.01.2022 15:30,4699,4528
17.01.2022 15:30 - 17.01.2022 16:00,4709,4498
17.01.2022 16:00 - 17.01.2022 16:30,4740,N/A
17.01.2022 16:30 - 17.01.2022 17:00,4785,N/A
17.01.2022 17:00 - 17.01.2022 17:30,4860,N/A
17.01.2022 17:30 - 17.01.2022 18:00,5036,N/A
17.01.2022 18:00 - 17.01.2022 18:30,5298,N/A
17.01.2022 18:30 - 17.01.2022 19:00,5486,N/A
17.01.2022 19:00 - 17.01.2022 19:30,5455,5221
17.01.2022 19:30 - 17.01.2022 20:00,5343,5088
17.01.2022 20:00 - 17.01.2022 20:30,5206,4947
17.01.2022 20:30 - 17.01.2022 21:00,5064,4840
17.01.2022 21:00 - 17.01.2022 21:30,4919,4680
17.01.2022 21:30 - 17.01.2022 22:00,4782,4525
17.01.2022 22:00 - 17.01.2022 22:30,4632,4413
17.01.2022 22:30 - 17.01.2022 23:00,4417,4217
17.01.2022 23:00 - 17.01.2022 23:30,4202,4061
17.01.2022 23:30 - 18.01.2022 00:00,4008,3872
18.01.2022 00:00 - 18.01.2022 00:30,3931,3729
18.01.2022 00:30 - 18.01.2022 01:00,3822,3665
18.01.2022 01:00 - 18.01.2022 01:30,3666,3514
18.01.2022 01:30 - 18.01.2022 02:00,3516,3424
18.01.2022 02:00 - 18.01.2022 02:30,3407,3360
18.01.2022 02:30 - 18.01.2022 03:00,3309,3283
18.01.2022 03:00 - 18.01.2022 03:30,3241,3203
18.01.2022 03:30 - 18.01.2022 04:00,3184,3139
18.01.2022 04:00 - 18.01.2022 04:30,3139,3100
18.01.2022 04:30 - 18.01.2022 05:00,3123,3128
18.01.2022 05:00 - 18.01.2022 05:30,3124,3086
18.01.2022 05:30 - 18.01.2022 06:00,3111,3089
18.01.2022 06:00 - 18.01.2022 06:30,3139,3125
18.01.2022 06:30 - 18.01.2022 07:00,3214,3202
18.01.2022 07:00 - 18.01.2022 07:30,3407,3326
18.01.2022 07:30 - 18.01.2022 08:00,3662,3527
18.01.2022 08:00 - 18.01.2022 08:30,4048,3808
18.01.2022 08:30 - 18.01.2022 09:00,4409,4196
18.01.2022 09:00 - 18.01.2022 09:30,4590,4450
18.01.2022 09:30 - 18.01.2022 10:00,4564,4512
18.01.2022 10:00 - 18.01.2022 10:30,4611,4561
18.01.2022 10:30 - 18.01.2022 11:00,4672,4657
18.01.2022 11:00 - 18.01.2022 11:30,4684,4676
18.01.2022 11:30 - 18.01.2022 12:00,4696,4653
18.01.2022 12:00 - 18.01.2022 12:30,4698,4645
18.01.2022 12:30 - 18.01.2022 13:00,4707,4649
18.01.2022 13:00 - 18.01.2022 13:30,4717,4674
18.01.2022 13:30 - 18.01.2022 14:00,4753,4704
18.01.2022 14:00 - 18.01.2022 14:30,4725,4738
18.01.2022 14:30 - 18.01.2022 15:00,4658,4625
18.01.2022 15:00 - 18.01.2022 15:30,4658,4604
18.01.2022 15:30 - 18.01.2022 16:00,4652,4592
18.01.2022 16:00 - 18.01.2022 16:30,4690,4596
18.01.2022 16:30 - 18.01.2022 17:00,4750,4654
18.01.2022 17:00 - 18.01.2022 17:30,4831,4679
18.01.2022 17:30 - 18.01.2022 18:00,4997,4784
18.01.2022 18:00 - 18.01.2022 18:30,5257,4937
18.01.2022 18:30 - 18.01.2022 19:00,5442,5113
18.01.2022 19:00 - 18.01.2022 19:30,5420,5080
18.01.2022 19:30 - 18.01.2022 20:00,5326,4986
18.01.2022 20:00 - 18.01.2022 20:30,5191,4831
18.01.2022 20:30 - 18.01.2022 21:00,5063,4730
18.01.2022 21:00 - 18.01.2022 21:30,4927,4592
18.01.2022 21:30 - 18.01.2022 22:00,4797,4454
18.01.2022 22:00 - 18.01.2022 22:30,4663,4347
18.01.2022 22:30 - 18.01.2022 23:00,4453,4148
18.01.2022 23:00 - 18.01.2022 23:30,4229,3969
18.01.2022 23:30 - 19.01.2022 00:00,4016,3757
19.01.2022 00:00 - 19.01.2022 00:30,3955,3630
19.01.2022 00:30 - 19.01.2022 01:00,3842,3573
19.01.2022 01:00 - 19.01.2022 01:30,3674,3448
19.01.2022 01:30 - 19.01.2022 02:00,3541,3362
19.01.2022 02:00 - 19.01.2022 02:30,3421,3268
19.01.2022 02:30 - 19.01.2022 03:00,3324,3207
19.01.2022 03:00 - 19.01.2022 03:30,3241,3131
19.01.2022 03:30 - 19.01.2022 04:00,3189,3080
19.01.2022 04:00 - 19.01.2022 04:30,3137,3040
19.01.2022 04:30 - 19.01.2022 05:00,3101,2989
19.01.2022 05:00 - 19.01.2022 05:30,3106,2976
19.01.2022 05:30 - 19.01.2022 06:00,3101,2999
19.01.2022 06:00 - 19.01.2022 06:30,3146,2972
19.01.2022 06:30 - 19.01.2022 07:00,3224,3081
19.01.2022 07:00 - 19.01.2022 07:30,3419,3233
19.01.2022 07:30 - 19.01.2022 08:00,3670,3386
19.01.2022 08:00 - 19.01.2022 08:30,4060,3666
19.01.2022 08:30 - 19.01.2022 09:00,4422,4024
19.01.2022 09:00 - 19.01.2022 09:30,4594,4253
19.01.2022 09:30 - 19.01.2022 10:00,4557,4281
19.01.2022 10:00 - 19.01.2022 10:30,4605,4355
19.01.2022 10:30 - 19.01.2022 11:00,4677,4400
19.01.2022 11:00 - 19.01.2022 11:30,4692,4393
19.01.2022 11:30 - 19.01.2022 12:00,4692,4420
19.01.2022 12:00 - 19.01.2022 12:30,4696,4438
19.01.2022 12:30 - 19.01.2022 13:00,4698,4424
19.01.2022 13:00 - 19.01.2022 13:30,4713,4401
19.01.2022 13:30 - 19.01.2022 14:00,4740,4470
19.01.2022 14:00 - 19.01.2022 14:30,4717,4483
19.01.2022 14:30 - 19.01.2022 15:00,4639,4407
19.01.2022 15:00 - 19.01.2022 15:30,4646,4390
19.01.2022 15:30 - 19.01.2022 16:00,4645,4400
19.01.2022 16:00 - 19.01.2022 16:30,4684,4424
19.01.2022 16:30 - 19.01.2022 17:00,4740,4472
19.01.2022 17:00 - 19.01.2022 17:30,4822,4497
19.01.2022 17:30 - 19.01.2022 18:00,4982,4617
19.01.2022 18:00 - 19.01.2022 18:30,5235,4774
19.01.2022 18:30 - 19.01.2022 19:00,5441,5032
19.01.2022 19:00 - 19.01.2022 19:30,5428,5082
19.01.2022 19:30 - 19.01.2022 20:00,5329,4969
19.01.2022 20:00 - 19.01.2022 20:30,5207,4836
19.01.2022 20:30 - 19.01.2022 21:00,5095,4706
19.01.2022 21:00 - 19.01.2022 21:30,4950,4575
19.01.2022 21:30 - 19.01.2022 22:00,4815,4442
19.01.2022 22:00 - 19.01.2022 22:30,4664,4323
19.01.2022 22:30 - 19.01.2022 23:00,4469,4140
19.01.2022 23:00 - 19.01.2022 23:30,4242,3956
19.01.2022 23:30 - 20.01.2022 00:00,4041,3774
20.01.2022 00:00 - 20.01.2022 00:30,3970,3651
20.01.2022 00:30 - 20.01.2022 01:00,3877,3584
20.01.2022 01:00 - 20.01.2022 01:30,3710,3457
20.01.2022 01:30 - 20.01.2022 02:00,3572,3368
20.01.2022 02:00 - 20.01.2022 02:30,3454,3263
20.01.2022 02:30 - 20.01.2022 03:00,3344,3191
20.01.2022 03:00 - 20.01.2022 03:30,3270,3118
20.01.2022 03:30 - 20.01.2022 04:00,3218,3077
20.01.2022 04:00 - 20.01.2022 04:30,3178,3050
