MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Greece (GR),Generation - Solar  [MW] Intraday / Greece (GR),Generation - Solar  [MW] Day Ahead/ Greece (GR),Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR),Generation - Wind Offshore  [MW] Intraday / Greece (GR),Generation - Wind Offshore  [MW] Current / Greece (GR),Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR),Generation - Wind Onshore  [MW] Intraday / Greece (GR),Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)
19.03.2022 07:00 - 19.03.2022 08:00,774,774,774,n/e,n/e,n/e,2377,2377,2377
19.03.2022 08:00 - 19.03.2022 09:00,1275,1275,1275,n/e,n/e,n/e,2400,2400,2400
19.03.2022 09:00 - 19.03.2022 10:00,1645,1645,1645,n/e,n/e,n/e,2400,2400,2400
19.03.2022 10:00 - 19.03.2022 11:00,1874,1874,1874,n/e,n/e,n/e,2402,2402,2402
19.03.2022 11:00 - 19.03.2022 12:00,1972,1972,1972,n/e,n/e,n/e,2405,2405,2405
19.03.2022 12:00 - 19.03.2022 13:00,1925,1883,1925,n/e,n/e,n/e,2408,2412,2408
19.03.2022 13:00 - 19.03.2022 14:00,1717,1663,1717,n/e,n/e,n/e,2423,2428,2423
19.03.2022 14:00 - 19.03.2022 15:00,1368,1317,1368,n/e,n/e,n/e,2445,2444,2445
19.03.2022 15:00 - 19.03.2022 16:00,893,856,893,n/e,n/e,n/e,2458,2449,2458
19.03.2022 16:00 - 19.03.2022 17:00,361,344,361,n/e,n/e,n/e,2448,2433,2448
19.03.2022 17:00 - 19.03.2022 18:00,44,42,44,n/e,n/e,n/e,2414,2392,2414
19.03.2022 18:00 - 19.03.2022 19:00,0,0,0,n/e,n/e,n/e,2383,2347,2383
19.03.2022 19:00 - 19.03.2022 20:00,0,0,0,n/e,n/e,n/e,2355,2310,2355
19.03.2022 20:00 - 19.03.2022 21:00,0,0,0,n/e,n/e,n/e,2335,2285,2335
19.03.2022 21:00 - 19.03.2022 22:00,0,0,0,n/e,n/e,n/e,2329,2286,2329
19.03.2022 22:00 - 19.03.2022 23:00,0,0,0,n/e,n/e,n/e,2340,2315,2340
19.03.2022 23:00 - 20.03.2022 00:00,0,0,0,n/e,n/e,n/e,2352,2352,2352
20.03.2022 00:00 - 20.03.2022 01:00,0,0,0,n/e,n/e,n/e,2360,2360,2360
20.03.2022 01:00 - 20.03.2022 02:00,0,0,0,n/e,n/e,n/e,2377,2377,2377
20.03.2022 02:00 - 20.03.2022 03:00,0,0,0,n/e,n/e,n/e,2403,2403,2403
20.03.2022 03:00 - 20.03.2022 04:00,0,0,0,n/e,n/e,n/e,2429,2429,2429
20.03.2022 04:00 - 20.03.2022 05:00,0,0,0,n/e,n/e,n/e,2454,2454,2454
20.03.2022 05:00 - 20.03.2022 06:00,13,13,13,n/e,n/e,n/e,2475,2475,2475
20.03.2022 06:00 - 20.03.2022 07:00,295,295,295,n/e,n/e,n/e,2485,2485,2485
20.03.2022 07:00 - 20.03.2022 08:00,872,872,872,n/e,n/e,n/e,2503,2503,2503
20.03.2022 08:00 - 20.03.2022 09:00,1400,1400,1400,n/e,n/e,n/e,2527,2527,2527
20.03.2022 09:00 - 20.03.2022 10:00,1742,1742,1742,n/e,n/e,n/e,2540,2540,2540
20.03.2022 10:00 - 20.03.2022 11:00,1927,1927,1927,n/e,n/e,n/e,2555,2555,2555
20.03.2022 11:00 - 20.03.2022 12:00,1975,1975,1975,n/e,n/e,n/e,2575,2575,2575
20.03.2022 12:00 - 20.03.2022 13:00,1904,1962,1904,n/e,n/e,n/e,2579,2485,2579
20.03.2022 13:00 - 20.03.2022 14:00,1701,1753,1701,n/e,n/e,n/e,2577,2486,2577
20.03.2022 14:00 - 20.03.2022 15:00,1362,1400,1362,n/e,n/e,n/e,2573,2479,2573
20.03.2022 15:00 - 20.03.2022 16:00,890,913,890,n/e,n/e,n/e,2563,2468,2563
20.03.2022 16:00 - 20.03.2022 17:00,364,372,364,n/e,n/e,n/e,2533,2450,2533
20.03.2022 17:00 - 20.03.2022 18:00,48,47,48,n/e,n/e,n/e,2484,2418,2484
20.03.2022 18:00 - 20.03.2022 19:00,0,0,0,n/e,n/e,n/e,2455,2390,2455
20.03.2022 19:00 - 20.03.2022 20:00,0,0,0,n/e,n/e,n/e,2439,2363,2439
20.03.2022 20:00 - 20.03.2022 21:00,0,0,0,n/e,n/e,n/e,2419,2340,2419
20.03.2022 21:00 - 20.03.2022 22:00,0,0,0,n/e,n/e,n/e,2427,2343,2427
20.03.2022 22:00 - 20.03.2022 23:00,0,0,0,n/e,n/e,n/e,2448,2359,2448
20.03.2022 23:00 - 21.03.2022 00:00,0,0,0,n/e,n/e,n/e,2365,2365,2365
21.03.2022 00:00 - 21.03.2022 01:00,0,0,0,n/e,n/e,n/e,2357,2357,2357
21.03.2022 01:00 - 21.03.2022 02:00,0,0,0,n/e,n/e,n/e,2365,2365,2365
21.03.2022 02:00 - 21.03.2022 03:00,0,0,0,n/e,n/e,n/e,2370,2370,2370
21.03.2022 03:00 - 21.03.2022 04:00,0,0,0,n/e,n/e,n/e,2377,2377,2377
21.03.2022 04:00 - 21.03.2022 05:00,0,0,0,n/e,n/e,n/e,2382,2382,2382
21.03.2022 05:00 - 21.03.2022 06:00,17,17,17,n/e,n/e,n/e,2389,2389,2389
21.03.2022 06:00 - 21.03.2022 07:00,311,311,311,n/e,n/e,n/e,2400,2400,2400
21.03.2022 07:00 - 21.03.2022 08:00,891,891,891,n/e,n/e,n/e,2413,2413,2413
21.03.2022 08:00 - 21.03.2022 09:00,1421,1421,1421,n/e,n/e,n/e,2437,2437,2437
21.03.2022 09:00 - 21.03.2022 10:00,1763,1763,1763,n/e,n/e,n/e,2456,2456,2456
21.03.2022 10:00 - 21.03.2022 11:00,1926,1926,1926,n/e,n/e,n/e,2467,2467,2467
21.03.2022 11:00 - 21.03.2022 12:00,1936,1936,1936,n/e,n/e,n/e,2461,2461,2461
21.03.2022 12:00 - 21.03.2022 13:00,1804,1865,1804,n/e,n/e,n/e,2454,2486,2454
21.03.2022 13:00 - 21.03.2022 14:00,1552,1605,1552,n/e,n/e,n/e,2448,2497,2448
21.03.2022 14:00 - 21.03.2022 15:00,1210,1248,1210,n/e,n/e,n/e,2443,2494,2443
21.03.2022 15:00 - 21.03.2022 16:00,784,807,784,n/e,n/e,n/e,2439,2479,2439
21.03.2022 16:00 - 21.03.2022 17:00,322,332,322,n/e,n/e,n/e,2407,2434,2407
21.03.2022 17:00 - 21.03.2022 18:00,43,44,43,n/e,n/e,n/e,2356,2378,2356
21.03.2022 18:00 - 21.03.2022 19:00,0,0,0,n/e,n/e,n/e,2324,2353,2324
21.03.2022 19:00 - 21.03.2022 20:00,0,0,0,n/e,n/e,n/e,2315,2334,2315
21.03.2022 20:00 - 21.03.2022 21:00,0,0,0,n/e,n/e,n/e,2304,2320,2304
21.03.2022 21:00 - 21.03.2022 22:00,0,0,0,n/e,n/e,n/e,2296,2314,2296
21.03.2022 22:00 - 21.03.2022 23:00,0,0,0,n/e,n/e,n/e,2296,2320,2296
21.03.2022 23:00 - 22.03.2022 00:00,0,0,0,n/e,n/e,n/e,2337,2337,2337
22.03.2022 00:00 - 22.03.2022 01:00,0,0,0,n/e,n/e,n/e,2346,2346,2346
22.03.2022 01:00 - 22.03.2022 02:00,0,0,0,n/e,n/e,n/e,2359,2359,2359
22.03.2022 02:00 - 22.03.2022 03:00,0,0,0,n/e,n/e,n/e,2368,2368,2368
22.03.2022 03:00 - 22.03.2022 04:00,0,0,0,n/e,n/e,n/e,2374,2374,2374
22.03.2022 04:00 - 22.03.2022 05:00,0,0,0,n/e,n/e,n/e,2375,2375,2375
22.03.2022 05:00 - 22.03.2022 06:00,19,19,19,n/e,n/e,n/e,2374,2374,2374
22.03.2022 06:00 - 22.03.2022 07:00,312,312,312,n/e,n/e,n/e,2364,2364,2364
22.03.2022 07:00 - 22.03.2022 08:00,882,882,882,n/e,n/e,n/e,2365,2365,2365
22.03.2022 08:00 - 22.03.2022 09:00,1401,1401,1401,n/e,n/e,n/e,2390,2390,2390
22.03.2022 09:00 - 22.03.2022 10:00,1738,1738,1738,n/e,n/e,n/e,2402,2402,2402
22.03.2022 10:00 - 22.03.2022 11:00,1893,1893,1893,n/e,n/e,n/e,2407,2407,2407
22.03.2022 11:00 - 22.03.2022 12:00,1879,1879,1879,n/e,n/e,n/e,2409,2409,2409
22.03.2022 12:00 - 22.03.2022 13:00,1723,2123,1723,n/e,n/e,n/e,2419,2458,2419
22.03.2022 13:00 - 22.03.2022 14:00,1458,1851,1458,n/e,n/e,n/e,2436,2487,2436
22.03.2022 14:00 - 22.03.2022 15:00,1117,1428,1117,n/e,n/e,n/e,2432,2496,2432
22.03.2022 15:00 - 22.03.2022 16:00,708,884,708,n/e,n/e,n/e,2402,2477,2402
22.03.2022 16:00 - 22.03.2022 17:00,284,335,284,n/e,n/e,n/e,2338,2403,2338
22.03.2022 17:00 - 22.03.2022 18:00,38,39,38,n/e,n/e,n/e,2276,2319,2276
22.03.2022 18:00 - 22.03.2022 19:00,0,0,0,n/e,n/e,n/e,2273,2302,2273
22.03.2022 19:00 - 22.03.2022 20:00,0,0,0,n/e,n/e,n/e,2308,2315,2308
22.03.2022 20:00 - 22.03.2022 21:00,0,0,0,n/e,n/e,n/e,2316,2331,2316
22.03.2022 21:00 - 22.03.2022 22:00,0,0,0,n/e,n/e,n/e,2314,2343,2314
22.03.2022 22:00 - 22.03.2022 23:00,0,0,0,n/e,n/e,n/e,2322,2375,2322
22.03.2022 23:00 - 23.03.2022 00:00,0,0,0,n/e,n/e,n/e,2409,2409,2409
23.03.2022 00:00 - 23.03.2022 01:00,0,0,0,n/e,n/e,n/e,2423,2423,2423
23.03.2022 01:00 - 23.03.2022 02:00,0,0,0,n/e,n/e,n/e,2432,2432,2432
23.03.2022 02:00 - 23.03.2022 03:00,0,0,0,n/e,n/e,n/e,2431,2431,2431
23.03.2022 03:00 - 23.03.2022 04:00,0,0,0,n/e,n/e,n/e,2434,2434,2434
23.03.2022 04:00 - 23.03.2022 05:00,0,0,0,n/e,n/e,n/e,2439,2439,2439
23.03.2022 05:00 - 23.03.2022 06:00,18,18,18,n/e,n/e,n/e,2441,2441,2441
23.03.2022 06:00 - 23.03.2022 07:00,294,294,294,n/e,n/e,n/e,2442,2442,2442
23.03.2022 07:00 - 23.03.2022 08:00,853,853,853,n/e,n/e,n/e,2447,2447,2447
23.03.2022 08:00 - 23.03.2022 09:00,1394,1394,1394,n/e,n/e,n/e,2463,2463,2463
23.03.2022 09:00 - 23.03.2022 10:00,1783,1783,1783,n/e,n/e,n/e,2476,2476,2476
23.03.2022 10:00 - 23.03.2022 11:00,2020,2020,2020,n/e,n/e,n/e,2483,2483,2483
23.03.2022 11:00 - 23.03.2022 12:00,2129,2129,2129,n/e,n/e,n/e,2472,2472,2472
23.03.2022 12:00 - 23.03.2022 13:00,2109,2166,2109,n/e,n/e,n/e,2455,2464,2455
23.03.2022 13:00 - 23.03.2022 14:00,1942,1989,1942,n/e,n/e,n/e,2437,2460,2437
23.03.2022 14:00 - 23.03.2022 15:00,1613,1643,1613,n/e,n/e,n/e,2424,2452,2424
23.03.2022 15:00 - 23.03.2022 16:00,1099,1110,1099,n/e,n/e,n/e,2415,2447,2415
23.03.2022 16:00 - 23.03.2022 17:00,470,472,470,n/e,n/e,n/e,2381,2405,2381
23.03.2022 17:00 - 23.03.2022 18:00,66,67,66,n/e,n/e,n/e,2305,2321,2305
23.03.2022 18:00 - 23.03.2022 19:00,0,0,0,n/e,n/e,n/e,2235,2246,2235
23.03.2022 19:00 - 23.03.2022 20:00,0,0,0,n/e,n/e,n/e,2157,2189,2157
23.03.2022 20:00 - 23.03.2022 21:00,0,0,0,n/e,n/e,n/e,2099,2144,2099
23.03.2022 21:00 - 23.03.2022 22:00,0,0,0,n/e,n/e,n/e,2059,2109,2059
23.03.2022 22:00 - 23.03.2022 23:00,0,0,0,n/e,n/e,n/e,2037,2089,2037
23.03.2022 23:00 - 24.03.2022 00:00,0,0,0,n/e,n/e,n/e,2058,2058,2058
24.03.2022 00:00 - 24.03.2022 01:00,0,0,0,n/e,n/e,n/e,1984,1984,1984
24.03.2022 01:00 - 24.03.2022 02:00,0,0,0,n/e,n/e,n/e,1969,1969,1969
24.03.2022 02:00 - 24.03.2022 03:00,0,0,0,n/e,n/e,n/e,1938,1938,1938
24.03.2022 03:00 - 24.03.2022 04:00,0,0,0,n/e,n/e,n/e,1904,1904,1904
24.03.2022 04:00 - 24.03.2022 05:00,0,0,0,n/e,n/e,n/e,1858,1858,1858
24.03.2022 05:00 - 24.03.2022 06:00,32,32,32,n/e,n/e,n/e,1803,1803,1803
24.03.2022 06:00 - 24.03.2022 07:00,397,397,397,n/e,n/e,n/e,1727,1727,1727
24.03.2022 07:00 - 24.03.2022 08:00,1105,1105,1105,n/e,n/e,n/e,1639,1639,1639
24.03.2022 08:00 - 24.03.2022 09:00,1775,1775,1775,n/e,n/e,n/e,1597,1597,1597
24.03.2022 09:00 - 24.03.2022 10:00,2240,2240,2240,n/e,n/e,n/e,1612,1612,1612
24.03.2022 10:00 - 24.03.2022 11:00,2507,2507,2507,n/e,n/e,n/e,1604,1604,1604
24.03.2022 11:00 - 24.03.2022 12:00,2589,2589,2589,n/e,n/e,n/e,1533,1533,1533
24.03.2022 12:00 - 24.03.2022 13:00,2527,2528,2527,n/e,n/e,n/e,1415,1284,1415
24.03.2022 13:00 - 24.03.2022 14:00,2285,2292,2285,n/e,n/e,n/e,1288,1153,1288
24.03.2022 14:00 - 24.03.2022 15:00,1852,1861,1852,n/e,n/e,n/e,1130,1011,1130
24.03.2022 15:00 - 24.03.2022 16:00,1232,1236,1232,n/e,n/e,n/e,922,834,922
24.03.2022 16:00 - 24.03.2022 17:00,524,522,524,n/e,n/e,n/e,706,635,706
24.03.2022 17:00 - 24.03.2022 18:00,76,75,76,n/e,n/e,n/e,549,530,549
24.03.2022 18:00 - 24.03.2022 19:00,0,0,0,n/e,n/e,n/e,478,508,478
24.03.2022 19:00 - 24.03.2022 20:00,0,0,0,n/e,n/e,n/e,451,514,451
24.03.2022 20:00 - 24.03.2022 21:00,0,0,0,n/e,n/e,n/e,446,513,446
24.03.2022 21:00 - 24.03.2022 22:00,0,0,0,n/e,n/e,n/e,466,519,466
24.03.2022 22:00 - 24.03.2022 23:00,0,0,0,n/e,n/e,n/e,491,537,491
24.03.2022 23:00 - 25.03.2022 00:00,0,0,0,n/e,n/e,n/e,570,570,570
25.03.2022 00:00 - 25.03.2022 01:00,0,0,0,n/e,n/e,n/e,695,695,695
25.03.2022 01:00 - 25.03.2022 02:00,0,0,0,n/e,n/e,n/e,727,727,727
25.03.2022 02:00 - 25.03.2022 03:00,0,0,0,n/e,n/e,n/e,750,750,750
25.03.2022 03:00 - 25.03.2022 04:00,0,0,0,n/e,n/e,n/e,767,767,767
25.03.2022 04:00 - 25.03.2022 05:00,0,0,0,n/e,n/e,n/e,778,778,778
25.03.2022 05:00 - 25.03.2022 06:00,35,35,35,n/e,n/e,n/e,775,775,775
25.03.2022 06:00 - 25.03.2022 07:00,360,360,360,n/e,n/e,n/e,753,753,753
25.03.2022 07:00 - 25.03.2022 08:00,1060,1060,1060,n/e,n/e,n/e,696,696,696
25.03.2022 08:00 - 25.03.2022 09:00,1717,1717,1717,n/e,n/e,n/e,626,626,626
25.03.2022 09:00 - 25.03.2022 10:00,2174,2174,2174,n/e,n/e,n/e,605,605,605
25.03.2022 10:00 - 25.03.2022 11:00,2436,2436,2436,n/e,n/e,n/e,650,650,650
25.03.2022 11:00 - 25.03.2022 12:00,2513,2513,2513,n/e,n/e,n/e,733,733,733
25.03.2022 12:00 - 25.03.2022 13:00,2435,2455,2435,n/e,n/e,n/e,821,797,821
25.03.2022 13:00 - 25.03.2022 14:00,2182,2202,2182,n/e,n/e,n/e,868,864,868
25.03.2022 14:00 - 25.03.2022 15:00,1750,1769,1750,n/e,n/e,n/e,854,856,854
25.03.2022 15:00 - 25.03.2022 16:00,1154,1165,1154,n/e,n/e,n/e,790,806,790
25.03.2022 16:00 - 25.03.2022 17:00,473,471,473,n/e,n/e,n/e,714,730,714
25.03.2022 17:00 - 25.03.2022 18:00,67,66,67,n/e,n/e,n/e,661,689,661
25.03.2022 18:00 - 25.03.2022 19:00,0,0,0,n/e,n/e,n/e,673,693,673
25.03.2022 19:00 - 25.03.2022 20:00,0,0,0,n/e,n/e,n/e,710,726,710
25.03.2022 20:00 - 25.03.2022 21:00,0,0,0,n/e,n/e,n/e,712,721,712
25.03.2022 21:00 - 25.03.2022 22:00,0,0,0,n/e,n/e,n/e,662,667,662
25.03.2022 22:00 - 25.03.2022 23:00,0,0,0,n/e,n/e,n/e,629,644,629
25.03.2022 23:00 - 26.03.2022 00:00,0,0,0,n/e,n/e,n/e,678,678,678
26.03.2022 00:00 - 26.03.2022 01:00,0,0,0,n/e,n/e,n/e,919,919,919
26.03.2022 01:00 - 26.03.2022 02:00,0,0,0,n/e,n/e,n/e,1062,1062,1062
26.03.2022 02:00 - 26.03.2022 03:00,0,0,0,n/e,n/e,n/e,1154,1154,1154
26.03.2022 03:00 - 26.03.2022 04:00,0,0,0,n/e,n/e,n/e,1169,1169,1169
26.03.2022 04:00 - 26.03.2022 05:00,0,0,0,n/e,n/e,n/e,1147,1147,1147
26.03.2022 05:00 - 26.03.2022 06:00,43,43,43,n/e,n/e,n/e,1100,1100,1100
26.03.2022 06:00 - 26.03.2022 07:00,426,426,426,n/e,n/e,n/e,1019,1019,1019
26.03.2022 07:00 - 26.03.2022 08:00,1187,1187,1187,n/e,n/e,n/e,907,907,907
26.03.2022 08:00 - 26.03.2022 09:00,1897,1897,1897,n/e,n/e,n/e,796,796,796
26.03.2022 09:00 - 26.03.2022 10:00,2388,2388,2388,n/e,n/e,n/e,691,691,691
26.03.2022 10:00 - 26.03.2022 11:00,2661,2661,2661,n/e,n/e,n/e,608,608,608
26.03.2022 11:00 - 26.03.2022 12:00,2735,2735,2735,n/e,n/e,n/e,552,552,552
26.03.2022 12:00 - 26.03.2022 13:00,2640,2717,2640,n/e,n/e,n/e,522,575,522
26.03.2022 13:00 - 26.03.2022 14:00,2354,2429,2354,n/e,n/e,n/e,500,567,500
26.03.2022 14:00 - 26.03.2022 15:00,1881,1939,1881,n/e,n/e,n/e,502,552,502
26.03.2022 15:00 - 26.03.2022 16:00,1232,1265,1232,n/e,n/e,n/e,516,542,516
26.03.2022 16:00 - 26.03.2022 17:00,510,519,510,n/e,n/e,n/e,503,509,503
26.03.2022 17:00 - 26.03.2022 18:00,75,76,75,n/e,n/e,n/e,451,461,451
26.03.2022 18:00 - 26.03.2022 19:00,0,0,0,n/e,n/e,n/e,441,439,441
26.03.2022 19:00 - 26.03.2022 20:00,0,0,0,n/e,n/e,n/e,431,422,431
26.03.2022 20:00 - 26.03.2022 21:00,0,0,0,n/e,n/e,n/e,415,417,415
26.03.2022 21:00 - 26.03.2022 22:00,0,0,0,n/e,n/e,n/e,402,410,402
26.03.2022 22:00 - 26.03.2022 23:00,0,0,0,n/e,n/e,n/e,371,390,371
26.03.2022 23:00 - 27.03.2022 00:00,0,0,0,n/e,n/e,n/e,366,366,366
27.03.2022 00:00 - 27.03.2022 01:00,0,0,0,n/e,n/e,n/e,329,329,329
27.03.2022 01:00 - 27.03.2022 02:00,0,0,0,n/e,n/e,n/e,317,317,317
27.03.2022 02:00 - 27.03.2022 03:00,,,,,,,,,
27.03.2022 03:00 - 27.03.2022 04:00,0,0,0,n/e,n/e,n/e,295,295,295
27.03.2022 04:00 - 27.03.2022 05:00,0,0,0,n/e,n/e,n/e,273,273,273
27.03.2022 05:00 - 27.03.2022 06:00,0,0,0,n/e,n/e,n/e,257,257,257
27.03.2022 06:00 - 27.03.2022 07:00,45,45,45,n/e,n/e,n/e,241,241,241
27.03.2022 07:00 - 27.03.2022 08:00,425,425,425,n/e,n/e,n/e,216,216,216
27.03.2022 08:00 - 27.03.2022 09:00,1172,1172,1172,n/e,n/e,n/e,184,184,184
27.03.2022 09:00 - 27.03.2022 10:00,1878,1878,1878,n/e,n/e,n/e,150,150,150
27.03.2022 10:00 - 27.03.2022 11:00,2369,2369,2369,n/e,n/e,n/e,144,144,144
27.03.2022 11:00 - 27.03.2022 12:00,2642,2642,2642,n/e,n/e,n/e,172,172,172
27.03.2022 12:00 - 27.03.2022 13:00,2717,2734,2717,n/e,n/e,n/e,208,147,208
27.03.2022 13:00 - 27.03.2022 14:00,2616,2633,2616,n/e,n/e,n/e,274,216,274
27.03.2022 14:00 - 27.03.2022 15:00,2321,2341,2321,n/e,n/e,n/e,355,289,355
27.03.2022 15:00 - 27.03.2022 16:00,1833,1850,1833,n/e,n/e,n/e,413,353,413
27.03.2022 16:00 - 27.03.2022 17:00,1181,1190,1181,n/e,n/e,n/e,444,367,444
27.03.2022 17:00 - 27.03.2022 18:00,488,490,488,n/e,n/e,n/e,454,351,454
27.03.2022 18:00 - 27.03.2022 19:00,75,75,75,n/e,n/e,n/e,462,346,462
27.03.2022 19:00 - 27.03.2022 20:00,0,0,0,n/e,n/e,n/e,485,353,485
27.03.2022 20:00 - 27.03.2022 21:00,0,0,0,n/e,n/e,n/e,480,364,480
27.03.2022 21:00 - 27.03.2022 22:00,0,0,0,n/e,n/e,n/e,451,356,451
27.03.2022 22:00 - 27.03.2022 23:00,0,0,0,n/e,n/e,n/e,435,339,435
27.03.2022 23:00 - 28.03.2022 00:00,0,0,0,n/e,n/e,n/e,315,315,315
28.03.2022 00:00 - 28.03.2022 01:00,0,0,0,n/e,n/e,n/e,301,301,301
28.03.2022 01:00 - 28.03.2022 02:00,0,0,0,n/e,n/e,n/e,283,283,283
28.03.2022 02:00 - 28.03.2022 03:00,0,0,0,n/e,n/e,n/e,290,290,290
28.03.2022 03:00 - 28.03.2022 04:00,0,0,0,n/e,n/e,n/e,322,322,322
28.03.2022 04:00 - 28.03.2022 05:00,0,0,0,n/e,n/e,n/e,335,335,335
28.03.2022 05:00 - 28.03.2022 06:00,0,0,0,n/e,n/e,n/e,327,327,327
28.03.2022 06:00 - 28.03.2022 07:00,33,33,33,n/e,n/e,n/e,305,305,305
28.03.2022 07:00 - 28.03.2022 08:00,240,240,240,n/e,n/e,n/e,280,280,280
28.03.2022 08:00 - 28.03.2022 09:00,646,646,646,n/e,n/e,n/e,263,263,263
28.03.2022 09:00 - 28.03.2022 10:00,1087,1087,1087,n/e,n/e,n/e,257,257,257
28.03.2022 10:00 - 28.03.2022 11:00,1432,1083,1432,n/e,n/e,n/e,256,329,256
28.03.2022 11:00 - 28.03.2022 12:00,1623,1263,1623,n/e,n/e,n/e,291,363,291
28.03.2022 12:00 - 28.03.2022 13:00,1636,1294,1636,n/e,n/e,n/e,366,455,366
28.03.2022 13:00 - 28.03.2022 14:00,1485,1186,1485,n/e,n/e,n/e,448,577,448
28.03.2022 14:00 - 28.03.2022 15:00,1208,990,1208,n/e,n/e,n/e,522,648,522
28.03.2022 15:00 - 28.03.2022 16:00,865,759,865,n/e,n/e,n/e,550,665,550
28.03.2022 16:00 - 28.03.2022 17:00,519,497,519,n/e,n/e,n/e,557,657,557
28.03.2022 17:00 - 28.03.2022 18:00,208,216,208,n/e,n/e,n/e,525,642,525
28.03.2022 18:00 - 28.03.2022 19:00,36,38,36,n/e,n/e,n/e,511,618,511
28.03.2022 19:00 - 28.03.2022 20:00,0,0,0,n/e,n/e,n/e,530,605,530
28.03.2022 20:00 - 28.03.2022 21:00,0,0,0,n/e,n/e,n/e,514,602,514
28.03.2022 21:00 - 28.03.2022 22:00,0,0,0,n/e,n/e,n/e,463,596,463
28.03.2022 22:00 - 28.03.2022 23:00,0,0,0,n/e,n/e,n/e,424,588,424
28.03.2022 23:00 - 29.03.2022 00:00,0,0,0,n/e,n/e,n/e,567,567,567
29.03.2022 00:00 - 29.03.2022 01:00,0,0,0,n/e,n/e,n/e,587,587,587
29.03.2022 01:00 - 29.03.2022 02:00,0,0,0,n/e,n/e,n/e,565,565,565
29.03.2022 02:00 - 29.03.2022 03:00,0,0,0,n/e,n/e,n/e,530,530,530
29.03.2022 03:00 - 29.03.2022 04:00,0,0,0,n/e,n/e,n/e,481,481,481
29.03.2022 04:00 - 29.03.2022 05:00,0,0,0,n/e,n/e,n/e,443,443,443
29.03.2022 05:00 - 29.03.2022 06:00,0,0,0,n/e,n/e,n/e,416,416,416
29.03.2022 06:00 - 29.03.2022 07:00,35,35,35,n/e,n/e,n/e,404,404,404
29.03.2022 07:00 - 29.03.2022 08:00,294,294,294,n/e,n/e,n/e,394,394,394
29.03.2022 08:00 - 29.03.2022 09:00,806,806,806,n/e,n/e,n/e,392,392,392
29.03.2022 09:00 - 29.03.2022 10:00,1331,1331,1331,n/e,n/e,n/e,435,435,435
29.03.2022 10:00 - 29.03.2022 11:00,1733,1733,1733,n/e,n/e,n/e,503,503,503
29.03.2022 11:00 - 29.03.2022 12:00,1968,1968,1968,n/e,n/e,n/e,583,583,583
29.03.2022 12:00 - 29.03.2022 13:00,2033,2172,2033,n/e,n/e,n/e,647,635,647
29.03.2022 13:00 - 29.03.2022 14:00,1948,2083,1948,n/e,n/e,n/e,679,674,679
29.03.2022 14:00 - 29.03.2022 15:00,1704,1832,1704,n/e,n/e,n/e,699,669,699
29.03.2022 15:00 - 29.03.2022 16:00,1345,1448,1345,n/e,n/e,n/e,685,643,685
29.03.2022 16:00 - 29.03.2022 17:00,876,943,876,n/e,n/e,n/e,656,617,656
29.03.2022 17:00 - 29.03.2022 18:00,366,396,366,n/e,n/e,n/e,611,590,611
29.03.2022 18:00 - 29.03.2022 19:00,60,64,60,n/e,n/e,n/e,574,560,574
29.03.2022 19:00 - 29.03.2022 20:00,0,0,0,n/e,n/e,n/e,575,554,575
29.03.2022 20:00 - 29.03.2022 21:00,0,0,0,n/e,n/e,n/e,572,558,572
29.03.2022 21:00 - 29.03.2022 22:00,0,0,0,n/e,n/e,n/e,565,556,565
29.03.2022 22:00 - 29.03.2022 23:00,0,0,0,n/e,n/e,n/e,558,540,558
29.03.2022 23:00 - 30.03.2022 00:00,0,0,0,n/e,n/e,n/e,528,528,528
30.03.2022 00:00 - 30.03.2022 01:00,0,0,0,n/e,n/e,n/e,529,529,529
30.03.2022 01:00 - 30.03.2022 02:00,0,0,0,n/e,n/e,n/e,503,503,503
30.03.2022 02:00 - 30.03.2022 03:00,0,0,0,n/e,n/e,n/e,476,476,476
30.03.2022 03:00 - 30.03.2022 04:00,0,0,0,n/e,n/e,n/e,453,453,453
30.03.2022 04:00 - 30.03.2022 05:00,0,0,0,n/e,n/e,n/e,432,432,432
30.03.2022 05:00 - 30.03.2022 06:00,0,0,0,n/e,n/e,n/e,410,410,410
30.03.2022 06:00 - 30.03.2022 07:00,54,54,54,n/e,n/e,n/e,403,403,403
30.03.2022 07:00 - 30.03.2022 08:00,395,395,395,n/e,n/e,n/e,427,427,427
30.03.2022 08:00 - 30.03.2022 09:00,992,992,992,n/e,n/e,n/e,489,489,489
30.03.2022 09:00 - 30.03.2022 10:00,1528,1528,1528,n/e,n/e,n/e,563,563,563
30.03.2022 10:00 - 30.03.2022 11:00,1906,1906,1906,n/e,n/e,n/e,665,665,665
30.03.2022 11:00 - 30.03.2022 12:00,2132,2132,2132,n/e,n/e,n/e,812,812,812
30.03.2022 12:00 - 30.03.2022 13:00,2210,2373,2210,n/e,n/e,n/e,979,807,979
30.03.2022 13:00 - 30.03.2022 14:00,2129,2259,2129,n/e,n/e,n/e,1152,1012,1152
30.03.2022 14:00 - 30.03.2022 15:00,1863,1955,1863,n/e,n/e,n/e,1319,1184,1319
