"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Greece (GR)","Generation - Solar  [MW] Intraday / Greece (GR)","Generation - Solar  [MW] Current / Greece (GR)","Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Offshore  [MW] Intraday / Greece (GR)","Generation - Wind Offshore  [MW] Current / Greece (GR)","Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Onshore  [MW] Intraday / Greece (GR)","Generation - Wind Onshore  [MW] Current / Greece (GR)"
"25.07.2022 02:00 - 25.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","518","518","n/e"
"25.07.2022 03:00 - 25.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","588","588","n/e"
"25.07.2022 04:00 - 25.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","646","646","n/e"
"25.07.2022 05:00 - 25.07.2022 06:00","21","21","n/e","n/e","n/e","n/e","693","693","n/e"
"25.07.2022 06:00 - 25.07.2022 07:00","211","211","n/e","n/e","n/e","n/e","720","720","n/e"
"25.07.2022 07:00 - 25.07.2022 08:00","784","784","n/e","n/e","n/e","n/e","727","727","n/e"
"25.07.2022 08:00 - 25.07.2022 09:00","1488","1488","n/e","n/e","n/e","n/e","740","740","n/e"
"25.07.2022 09:00 - 25.07.2022 10:00","2086","2086","n/e","n/e","n/e","n/e","784","784","n/e"
"25.07.2022 10:00 - 25.07.2022 11:00","2481","2481","n/e","n/e","n/e","n/e","836","836","n/e"
"25.07.2022 11:00 - 25.07.2022 12:00","2683","2683","n/e","n/e","n/e","n/e","903","903","n/e"
"25.07.2022 12:00 - 25.07.2022 13:00","2716","2724","n/e","n/e","n/e","n/e","954","935","n/e"
"25.07.2022 13:00 - 25.07.2022 14:00","2600","2620","n/e","n/e","n/e","n/e","960","956","n/e"
"25.07.2022 14:00 - 25.07.2022 15:00","2356","2377","n/e","n/e","n/e","n/e","945","945","n/e"
"25.07.2022 15:00 - 25.07.2022 16:00","1971","1998","n/e","n/e","n/e","n/e","915","919","n/e"
"25.07.2022 16:00 - 25.07.2022 17:00","1450","1472","n/e","n/e","n/e","n/e","858","859","n/e"
"25.07.2022 17:00 - 25.07.2022 18:00","826","839","n/e","n/e","n/e","n/e","796","781","n/e"
"25.07.2022 18:00 - 25.07.2022 19:00","274","278","n/e","n/e","n/e","n/e","732","705","n/e"
"25.07.2022 19:00 - 25.07.2022 20:00","34","34","n/e","n/e","n/e","n/e","672","631","n/e"
"25.07.2022 20:00 - 25.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","618","573","n/e"
"25.07.2022 21:00 - 25.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","553","535","n/e"
"25.07.2022 22:00 - 25.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","522","515","n/e"
"25.07.2022 23:00 - 26.07.2022 00:00","0","0","n/e","n/e","n/e","n/e","517","517","n/e"
"26.07.2022 00:00 - 26.07.2022 01:00","0","0","n/e","n/e","n/e","n/e","608","608","n/e"
"26.07.2022 01:00 - 26.07.2022 02:00","0","0","n/e","n/e","n/e","n/e","655","655","n/e"
"26.07.2022 02:00 - 26.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","703","703","n/e"
"26.07.2022 03:00 - 26.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","763","763","n/e"
"26.07.2022 04:00 - 26.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","808","808","n/e"
"26.07.2022 05:00 - 26.07.2022 06:00","20","20","n/e","n/e","n/e","n/e","838","838","n/e"
"26.07.2022 06:00 - 26.07.2022 07:00","212","212","n/e","n/e","n/e","n/e","848","848","n/e"
"26.07.2022 07:00 - 26.07.2022 08:00","797","797","n/e","n/e","n/e","n/e","837","837","n/e"
"26.07.2022 08:00 - 26.07.2022 09:00","1516","1516","n/e","n/e","n/e","n/e","834","834","n/e"
"26.07.2022 09:00 - 26.07.2022 10:00","2120","2120","n/e","n/e","n/e","n/e","853","853","n/e"
"26.07.2022 10:00 - 26.07.2022 11:00","2526","2526","n/e","n/e","n/e","n/e","872","872","n/e"
"26.07.2022 11:00 - 26.07.2022 12:00","2751","2751","n/e","n/e","n/e","n/e","882","882","n/e"
"26.07.2022 12:00 - 26.07.2022 13:00","2814","2837","n/e","n/e","n/e","n/e","880","853","n/e"
"26.07.2022 13:00 - 26.07.2022 14:00","2742","2759","n/e","n/e","n/e","n/e","874","877","n/e"
"26.07.2022 14:00 - 26.07.2022 15:00","2514","2527","n/e","n/e","n/e","n/e","866","872","n/e"
"26.07.2022 15:00 - 26.07.2022 16:00","2117","2130","n/e","n/e","n/e","n/e","861","860","n/e"
"26.07.2022 16:00 - 26.07.2022 17:00","1551","1560","n/e","n/e","n/e","n/e","839","848","n/e"
"26.07.2022 17:00 - 26.07.2022 18:00","869","878","n/e","n/e","n/e","n/e","775","814","n/e"
"26.07.2022 18:00 - 26.07.2022 19:00","279","281","n/e","n/e","n/e","n/e","677","736","n/e"
"26.07.2022 19:00 - 26.07.2022 20:00","32","32","n/e","n/e","n/e","n/e","577","623","n/e"
"26.07.2022 20:00 - 26.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","474","491","n/e"
"26.07.2022 21:00 - 26.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","385","383","n/e"
"26.07.2022 22:00 - 26.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","327","312","n/e"
"26.07.2022 23:00 - 27.07.2022 00:00","0","0","n/e","n/e","n/e","n/e","290","290","n/e"
"27.07.2022 00:00 - 27.07.2022 01:00","0","0","n/e","n/e","n/e","n/e","284","284","n/e"
"27.07.2022 01:00 - 27.07.2022 02:00","0","0","n/e","n/e","n/e","n/e","300","300","n/e"
"27.07.2022 02:00 - 27.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","334","334","n/e"
"27.07.2022 03:00 - 27.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","378","378","n/e"
"27.07.2022 04:00 - 27.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","440","440","n/e"
"27.07.2022 05:00 - 27.07.2022 06:00","19","19","n/e","n/e","n/e","n/e","508","508","n/e"
"27.07.2022 06:00 - 27.07.2022 07:00","208","208","n/e","n/e","n/e","n/e","574","574","n/e"
"27.07.2022 07:00 - 27.07.2022 08:00","793","793","n/e","n/e","n/e","n/e","607","607","n/e"
"27.07.2022 08:00 - 27.07.2022 09:00","1510","1510","n/e","n/e","n/e","n/e","630","630","n/e"
"27.07.2022 09:00 - 27.07.2022 10:00","2112","2112","n/e","n/e","n/e","n/e","692","692","n/e"
"27.07.2022 10:00 - 27.07.2022 11:00","2519","2519","n/e","n/e","n/e","n/e","753","753","n/e"
"27.07.2022 11:00 - 27.07.2022 12:00","2737","2737","n/e","n/e","n/e","n/e","801","801","n/e"
"27.07.2022 12:00 - 27.07.2022 13:00","2789","2766","n/e","n/e","n/e","n/e","852","855","n/e"
"27.07.2022 13:00 - 27.07.2022 14:00","2691","2667","n/e","n/e","n/e","n/e","904","923","n/e"
"27.07.2022 14:00 - 27.07.2022 15:00","2444","2421","n/e","n/e","n/e","n/e","947","955","n/e"
"27.07.2022 15:00 - 27.07.2022 16:00","2037","2028","n/e","n/e","n/e","n/e","968","975","n/e"
"27.07.2022 16:00 - 27.07.2022 17:00","1481","1482","n/e","n/e","n/e","n/e","966","975","n/e"
"27.07.2022 17:00 - 27.07.2022 18:00","827","833","n/e","n/e","n/e","n/e","922","932","n/e"
"27.07.2022 18:00 - 27.07.2022 19:00","262","264","n/e","n/e","n/e","n/e","846","865","n/e"
"27.07.2022 19:00 - 27.07.2022 20:00","30","30","n/e","n/e","n/e","n/e","787","788","n/e"
"27.07.2022 20:00 - 27.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","733","727","n/e"
"27.07.2022 21:00 - 27.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","697","690","n/e"
"27.07.2022 22:00 - 27.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","696","691","n/e"
"27.07.2022 23:00 - 28.07.2022 00:00","0","0","n/e","n/e","n/e","n/e","729","729","n/e"
"28.07.2022 00:00 - 28.07.2022 01:00","0","0","n/e","n/e","n/e","n/e","749","749","n/e"
"28.07.2022 01:00 - 28.07.2022 02:00","0","0","n/e","n/e","n/e","n/e","862","862","n/e"
"28.07.2022 02:00 - 28.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","1007","1007","n/e"
"28.07.2022 03:00 - 28.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","1156","1156","n/e"
"28.07.2022 04:00 - 28.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","1279","1279","n/e"
"28.07.2022 05:00 - 28.07.2022 06:00","18","18","n/e","n/e","n/e","n/e","1361","1361","n/e"
"28.07.2022 06:00 - 28.07.2022 07:00","204","204","n/e","n/e","n/e","n/e","1420","1420","n/e"
"28.07.2022 07:00 - 28.07.2022 08:00","782","782","n/e","n/e","n/e","n/e","1494","1494","n/e"
"28.07.2022 08:00 - 28.07.2022 09:00","1487","1487","n/e","n/e","n/e","n/e","1611","1611","n/e"
"28.07.2022 09:00 - 28.07.2022 10:00","2075","2075","n/e","n/e","n/e","n/e","1752","1752","n/e"
"28.07.2022 10:00 - 28.07.2022 11:00","2459","2459","n/e","n/e","n/e","n/e","1859","1859","n/e"
"28.07.2022 11:00 - 28.07.2022 12:00","2656","2656","n/e","n/e","n/e","n/e","1923","1923","n/e"
"28.07.2022 12:00 - 28.07.2022 13:00","2693","2750","n/e","n/e","n/e","n/e","1953","1899","n/e"
"28.07.2022 13:00 - 28.07.2022 14:00","2586","2657","n/e","n/e","n/e","n/e","1972","1900","n/e"
"28.07.2022 14:00 - 28.07.2022 15:00","2332","2417","n/e","n/e","n/e","n/e","1973","1892","n/e"
"28.07.2022 15:00 - 28.07.2022 16:00","1931","2023","n/e","n/e","n/e","n/e","1951","1882","n/e"
"28.07.2022 16:00 - 28.07.2022 17:00","1399","1471","n/e","n/e","n/e","n/e","1926","1857","n/e"
"28.07.2022 17:00 - 28.07.2022 18:00","781","824","n/e","n/e","n/e","n/e","1882","1800","n/e"
"28.07.2022 18:00 - 28.07.2022 19:00","249","262","n/e","n/e","n/e","n/e","1831","1698","n/e"
"28.07.2022 19:00 - 28.07.2022 20:00","29","29","n/e","n/e","n/e","n/e","1806","1628","n/e"
"28.07.2022 20:00 - 28.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","1806","1619","n/e"
"28.07.2022 21:00 - 28.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","1832","1673","n/e"
"28.07.2022 22:00 - 28.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","1894","1774","n/e"
"28.07.2022 23:00 - 29.07.2022 00:00","0","0","n/e","n/e","n/e","n/e","1899","1899","n/e"
"29.07.2022 00:00 - 29.07.2022 01:00","0","0","n/e","n/e","n/e","n/e","2004","2004","n/e"
"29.07.2022 01:00 - 29.07.2022 02:00","0","0","n/e","n/e","n/e","n/e","2059","2059","n/e"
"29.07.2022 02:00 - 29.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","2083","2083","n/e"
"29.07.2022 03:00 - 29.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","2093","2093","n/e"
"29.07.2022 04:00 - 29.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","2097","2097","n/e"
"29.07.2022 05:00 - 29.07.2022 06:00","18","18","n/e","n/e","n/e","n/e","2104","2104","n/e"
"29.07.2022 06:00 - 29.07.2022 07:00","202","202","n/e","n/e","n/e","n/e","2103","2103","n/e"
"29.07.2022 07:00 - 29.07.2022 08:00","784","784","n/e","n/e","n/e","n/e","2083","2083","n/e"
"29.07.2022 08:00 - 29.07.2022 09:00","1503","1503","n/e","n/e","n/e","n/e","2068","2068","n/e"
"29.07.2022 09:00 - 29.07.2022 10:00","2107","2107","n/e","n/e","n/e","n/e","2046","2046","n/e"
"29.07.2022 10:00 - 29.07.2022 11:00","2514","2514","n/e","n/e","n/e","n/e","2012","2012","n/e"
"29.07.2022 11:00 - 29.07.2022 12:00","2742","2742","n/e","n/e","n/e","n/e","1985","1985","n/e"
"29.07.2022 12:00 - 29.07.2022 13:00","2804","2811","n/e","n/e","n/e","n/e","1953","1855","n/e"
"29.07.2022 13:00 - 29.07.2022 14:00","2727","2736","n/e","n/e","n/e","n/e","1918","1830","n/e"
"29.07.2022 14:00 - 29.07.2022 15:00","2496","2507","n/e","n/e","n/e","n/e","1874","1785","n/e"
"29.07.2022 15:00 - 29.07.2022 16:00","2099","2118","n/e","n/e","n/e","n/e","1820","1732","n/e"
"29.07.2022 16:00 - 29.07.2022 17:00","1535","1549","n/e","n/e","n/e","n/e","1745","1655","n/e"
"29.07.2022 17:00 - 29.07.2022 18:00","853","865","n/e","n/e","n/e","n/e","1643","1552","n/e"
"29.07.2022 18:00 - 29.07.2022 19:00","265","269","n/e","n/e","n/e","n/e","1504","1424","n/e"
"29.07.2022 19:00 - 29.07.2022 20:00","28","29","n/e","n/e","n/e","n/e","1373","1316","n/e"
"29.07.2022 20:00 - 29.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","1265","1229","n/e"
"29.07.2022 21:00 - 29.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","1190","1160","n/e"
"29.07.2022 22:00 - 29.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","1166","1142","n/e"
"29.07.2022 23:00 - 30.07.2022 00:00","0","0","n/e","n/e","n/e","n/e","1165","1165","n/e"
"30.07.2022 00:00 - 30.07.2022 01:00","0","0","n/e","n/e","n/e","n/e","1268","1268","n/e"
"30.07.2022 01:00 - 30.07.2022 02:00","0","0","n/e","n/e","n/e","n/e","1342","1342","n/e"
"30.07.2022 02:00 - 30.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","1415","1415","n/e"
"30.07.2022 03:00 - 30.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","1473","1473","n/e"
"30.07.2022 04:00 - 30.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","1503","1503","n/e"
"30.07.2022 05:00 - 30.07.2022 06:00","17","17","n/e","n/e","n/e","n/e","1503","1503","n/e"
"30.07.2022 06:00 - 30.07.2022 07:00","201","201","n/e","n/e","n/e","n/e","1475","1475","n/e"
"30.07.2022 07:00 - 30.07.2022 08:00","786","786","n/e","n/e","n/e","n/e","1422","1422","n/e"
"30.07.2022 08:00 - 30.07.2022 09:00","1509","1509","n/e","n/e","n/e","n/e","1393","1393","n/e"
"30.07.2022 09:00 - 30.07.2022 10:00","2114","2114","n/e","n/e","n/e","n/e","1391","1391","n/e"
"30.07.2022 10:00 - 30.07.2022 11:00","2522","2522","n/e","n/e","n/e","n/e","1378","1378","n/e"
"30.07.2022 11:00 - 30.07.2022 12:00","2748","2748","n/e","n/e","n/e","n/e","1367","1367","n/e"
"30.07.2022 12:00 - 30.07.2022 13:00","2805","2807","n/e","n/e","n/e","n/e","1351","1316","n/e"
"30.07.2022 13:00 - 30.07.2022 14:00","2723","2726","n/e","n/e","n/e","n/e","1323","1277","n/e"
"30.07.2022 14:00 - 30.07.2022 15:00","2486","2489","n/e","n/e","n/e","n/e","1267","1205","n/e"
"30.07.2022 15:00 - 30.07.2022 16:00","2082","2095","n/e","n/e","n/e","n/e","1174","1105","n/e"
"30.07.2022 16:00 - 30.07.2022 17:00","1517","1526","n/e","n/e","n/e","n/e","1058","983","n/e"
"30.07.2022 17:00 - 30.07.2022 18:00","842","851","n/e","n/e","n/e","n/e","924","862","n/e"
"30.07.2022 18:00 - 30.07.2022 19:00","261","264","n/e","n/e","n/e","n/e","788","732","n/e"
"30.07.2022 19:00 - 30.07.2022 20:00","28","28","n/e","n/e","n/e","n/e","675","614","n/e"
"30.07.2022 20:00 - 30.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","587","498","n/e"
"30.07.2022 21:00 - 30.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","496","419","n/e"
"30.07.2022 22:00 - 30.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","450","378","n/e"
"30.07.2022 23:00 - 31.07.2022 00:00","0","0","n/e","n/e","n/e","n/e","374","374","n/e"
"31.07.2022 00:00 - 31.07.2022 01:00","0","0","n/e","n/e","n/e","n/e","431","431","n/e"
"31.07.2022 01:00 - 31.07.2022 02:00","0","0","n/e","n/e","n/e","n/e","462","462","n/e"
"31.07.2022 02:00 - 31.07.2022 03:00","0","0","n/e","n/e","n/e","n/e","503","503","n/e"
"31.07.2022 03:00 - 31.07.2022 04:00","0","0","n/e","n/e","n/e","n/e","541","541","n/e"
"31.07.2022 04:00 - 31.07.2022 05:00","0","0","n/e","n/e","n/e","n/e","574","574","n/e"
"31.07.2022 05:00 - 31.07.2022 06:00","16","16","n/e","n/e","n/e","n/e","594","594","n/e"
"31.07.2022 06:00 - 31.07.2022 07:00","196","196","n/e","n/e","n/e","n/e","594","594","n/e"
"31.07.2022 07:00 - 31.07.2022 08:00","775","775","n/e","n/e","n/e","n/e","578","578","n/e"
"31.07.2022 08:00 - 31.07.2022 09:00","1492","1492","n/e","n/e","n/e","n/e","554","554","n/e"
"31.07.2022 09:00 - 31.07.2022 10:00","2092","2092","n/e","n/e","n/e","n/e","537","537","n/e"
"31.07.2022 10:00 - 31.07.2022 11:00","2492","2492","n/e","n/e","n/e","n/e","536","536","n/e"
"31.07.2022 11:00 - 31.07.2022 12:00","2706","2706","n/e","n/e","n/e","n/e","551","551","n/e"
"31.07.2022 12:00 - 31.07.2022 13:00","2750","2740","n/e","n/e","n/e","n/e","576","506","n/e"
"31.07.2022 13:00 - 31.07.2022 14:00","2631","2613","n/e","n/e","n/e","n/e","617","599","n/e"
"31.07.2022 14:00 - 31.07.2022 15:00","2363","2334","n/e","n/e","n/e","n/e","665","654","n/e"
"31.07.2022 15:00 - 31.07.2022 16:00","1940","1915","n/e","n/e","n/e","n/e","725","699","n/e"
"31.07.2022 16:00 - 31.07.2022 17:00","1383","1361","n/e","n/e","n/e","n/e","767","713","n/e"
"31.07.2022 17:00 - 31.07.2022 18:00","761","755","n/e","n/e","n/e","n/e","757","703","n/e"
"31.07.2022 18:00 - 31.07.2022 19:00","237","237","n/e","n/e","n/e","n/e","727","690","n/e"
"31.07.2022 19:00 - 31.07.2022 20:00","25","25","n/e","n/e","n/e","n/e","695","656","n/e"
"31.07.2022 20:00 - 31.07.2022 21:00","0","0","n/e","n/e","n/e","n/e","640","613","n/e"
"31.07.2022 21:00 - 31.07.2022 22:00","0","0","n/e","n/e","n/e","n/e","588","580","n/e"
"31.07.2022 22:00 - 31.07.2022 23:00","0","0","n/e","n/e","n/e","n/e","561","568","n/e"
"31.07.2022 23:00 - 01.08.2022 00:00","0","0","n/e","n/e","n/e","n/e","594","594","n/e"
"01.08.2022 00:00 - 01.08.2022 01:00","0","0","n/e","n/e","n/e","n/e","682","682","n/e"
"01.08.2022 01:00 - 01.08.2022 02:00","0","0","n/e","n/e","n/e","n/e","788","788","n/e"
"01.08.2022 02:00 - 01.08.2022 03:00","0","0","n/e","n/e","n/e","n/e","921","921","n/e"
"01.08.2022 03:00 - 01.08.2022 04:00","0","0","n/e","n/e","n/e","n/e","1072","1072","n/e"
"01.08.2022 04:00 - 01.08.2022 05:00","0","0","n/e","n/e","n/e","n/e","1196","1196","n/e"
"01.08.2022 05:00 - 01.08.2022 06:00","16","16","n/e","n/e","n/e","n/e","1281","1281","n/e"
"01.08.2022 06:00 - 01.08.2022 07:00","182","182","n/e","n/e","n/e","n/e","1337","1337","n/e"
"01.08.2022 07:00 - 01.08.2022 08:00","712","712","n/e","n/e","n/e","n/e","1361","1361","n/e"
"01.08.2022 08:00 - 01.08.2022 09:00","1382","1382","n/e","n/e","n/e","n/e","1363","1363","n/e"
"01.08.2022 09:00 - 01.08.2022 10:00","1961","1961","n/e","n/e","n/e","n/e","1326","1326","n/e"
"01.08.2022 10:00 - 01.08.2022 11:00","2359","2359","n/e","n/e","n/e","n/e","1258","1258","n/e"
"01.08.2022 11:00 - 01.08.2022 12:00","2586","2586","n/e","n/e","n/e","n/e","1188","1188","n/e"
"01.08.2022 12:00 - 01.08.2022 13:00","2654","2658","n/e","n/e","n/e","n/e","1128","1039","n/e"
"01.08.2022 13:00 - 01.08.2022 14:00","2585","2583","n/e","n/e","n/e","n/e","1092","1047","n/e"
"01.08.2022 14:00 - 01.08.2022 15:00","2359","2356","n/e","n/e","n/e","n/e","1055","1023","n/e"
"01.08.2022 15:00 - 01.08.2022 16:00","1984","1978","n/e","n/e","n/e","n/e","1035","986","n/e"
"01.08.2022 16:00 - 01.08.2022 17:00","1457","1448","n/e","n/e","n/e","n/e","989","928","n/e"
"01.08.2022 17:00 - 01.08.2022 18:00","814","814","n/e","n/e","n/e","n/e","916","852","n/e"
"01.08.2022 18:00 - 01.08.2022 19:00","250","250","n/e","n/e","n/e","n/e","821","768","n/e"
"01.08.2022 19:00 - 01.08.2022 20:00","25","24","n/e","n/e","n/e","n/e","748","689","n/e"
"01.08.2022 20:00 - 01.08.2022 21:00","0","0","n/e","n/e","n/e","n/e","721","646","n/e"
"01.08.2022 21:00 - 01.08.2022 22:00","0","0","n/e","n/e","n/e","n/e","714","646","n/e"
"01.08.2022 22:00 - 01.08.2022 23:00","0","0","n/e","n/e","n/e","n/e","732","673","n/e"
"01.08.2022 23:00 - 02.08.2022 00:00","0","0","n/e","n/e","n/e","n/e","727","727","n/e"
"02.08.2022 00:00 - 02.08.2022 01:00","0","0","n/e","n/e","n/e","n/e","725","725","n/e"
"02.08.2022 01:00 - 02.08.2022 02:00","0","0","n/e","n/e","n/e","n/e","800","800","n/e"
"02.08.2022 02:00 - 02.08.2022 03:00","0","0","n/e","n/e","n/e","n/e","886","886","n/e"
"02.08.2022 03:00 - 02.08.2022 04:00","0","0","n/e","n/e","n/e","n/e","995","995","n/e"
"02.08.2022 04:00 - 02.08.2022 05:00","0","0","n/e","n/e","n/e","n/e","1108","1108","n/e"
"02.08.2022 05:00 - 02.08.2022 06:00","15","15","n/e","n/e","n/e","n/e","1204","1204","n/e"
"02.08.2022 06:00 - 02.08.2022 07:00","191","191","n/e","n/e","n/e","n/e","1255","1255","n/e"
"02.08.2022 07:00 - 02.08.2022 08:00","770","770","n/e","n/e","n/e","n/e","1274","1274","n/e"
"02.08.2022 08:00 - 02.08.2022 09:00","1491","1491","n/e","n/e","n/e","n/e","1310","1310","n/e"
"02.08.2022 09:00 - 02.08.2022 10:00","2091","2091","n/e","n/e","n/e","n/e","1320","1320","n/e"
"02.08.2022 10:00 - 02.08.2022 11:00","2491","2491","n/e","n/e","n/e","n/e","1283","1283","n/e"
"02.08.2022 11:00 - 02.08.2022 12:00","2708","2708","n/e","n/e","n/e","n/e","1260","1260","n/e"
"02.08.2022 12:00 - 02.08.2022 13:00","2768","2757","n/e","n/e","n/e","n/e","1269","1186","n/e"
"02.08.2022 13:00 - 02.08.2022 14:00","2687","2669","n/e","n/e","n/e","n/e","1298","1209","n/e"
"02.08.2022 14:00 - 02.08.2022 15:00","2448","2432","n/e","n/e","n/e","n/e","1339","1240","n/e"
"02.08.2022 15:00 - 02.08.2022 16:00","2056","2036","n/e","n/e","n/e","n/e","1383","1281","n/e"
"02.08.2022 16:00 - 02.08.2022 17:00","1502","1484","n/e","n/e","n/e","n/e","1403","1315","n/e"
"02.08.2022 17:00 - 02.08.2022 18:00","833","828","n/e","n/e","n/e","n/e","1375","1301","n/e"
"02.08.2022 18:00 - 02.08.2022 19:00","251","250","n/e","n/e","n/e","n/e","1289","1234","n/e"
"02.08.2022 19:00 - 02.08.2022 20:00","23","23","n/e","n/e","n/e","n/e","1208","1162","n/e"
"02.08.2022 20:00 - 02.08.2022 21:00","0","0","n/e","n/e","n/e","n/e","1133","1100","n/e"
"02.08.2022 21:00 - 02.08.2022 22:00","0","0","n/e","n/e","n/e","n/e","1082","1047","n/e"
"02.08.2022 22:00 - 02.08.2022 23:00","0","0","n/e","n/e","n/e","n/e","1057","1031","n/e"
"02.08.2022 23:00 - 03.08.2022 00:00","0","0","n/e","n/e","n/e","n/e","1039","1039","n/e"
"03.08.2022 00:00 - 03.08.2022 01:00","0","0","n/e","n/e","n/e","n/e","1078","1078","n/e"
"03.08.2022 01:00 - 03.08.2022 02:00","0","0","n/e","n/e","n/e","n/e","1143","1143","n/e"
"03.08.2022 02:00 - 03.08.2022 03:00","0","0","n/e","n/e","n/e","n/e","1239","1239","n/e"
"03.08.2022 03:00 - 03.08.2022 04:00","0","0","n/e","n/e","n/e","n/e","1345","1345","n/e"
"03.08.2022 04:00 - 03.08.2022 05:00","0","0","n/e","n/e","n/e","n/e","1465","1465","n/e"
"03.08.2022 05:00 - 03.08.2022 06:00","14","14","n/e","n/e","n/e","n/e","1589","1589","n/e"
"03.08.2022 06:00 - 03.08.2022 07:00","188","188","n/e","n/e","n/e","n/e","1695","1695","n/e"
"03.08.2022 07:00 - 03.08.2022 08:00","761","761","n/e","n/e","n/e","n/e","1795","1795","n/e"
"03.08.2022 08:00 - 03.08.2022 09:00","1473","1473","n/e","n/e","n/e","n/e","1907","1907","n/e"
"03.08.2022 09:00 - 03.08.2022 10:00","2053","2053","n/e","n/e","n/e","n/e","2011","2011","n/e"
"03.08.2022 10:00 - 03.08.2022 11:00","2423","2423","n/e","n/e","n/e","n/e","2092","2092","n/e"
"03.08.2022 11:00 - 03.08.2022 12:00","2603","2603","n/e","n/e","n/e","n/e","2137","2137","n/e"
"03.08.2022 12:00 - 03.08.2022 13:00","2627","2587","n/e","n/e","n/e","n/e","2149","2226","n/e"
"03.08.2022 13:00 - 03.08.2022 14:00","2516","2477","n/e","n/e","n/e","n/e","2147","2244","n/e"
"03.08.2022 14:00 - 03.08.2022 15:00","2264","2238","n/e","n/e","n/e","n/e","2137","2239","n/e"
"03.08.2022 15:00 - 03.08.2022 16:00","1887","1869","n/e","n/e","n/e","n/e","2111","2219","n/e"
"03.08.2022 16:00 - 03.08.2022 17:00","1381","1368","n/e","n/e","n/e","n/e","2057","2174","n/e"
"03.08.2022 17:00 - 03.08.2022 18:00","771","772","n/e","n/e","n/e","n/e","1960","2083","n/e"
"03.08.2022 18:00 - 03.08.2022 19:00","235","236","n/e","n/e","n/e","n/e","1824","1943","n/e"
"03.08.2022 19:00 - 03.08.2022 20:00","22","21","n/e","n/e","n/e","n/e","1690","1809","n/e"
"03.08.2022 20:00 - 03.08.2022 21:00","0","0","n/e","n/e","n/e","n/e","1569","1723","n/e"
"03.08.2022 21:00 - 03.08.2022 22:00","0","0","n/e","n/e","n/e","n/e","1487","1667","n/e"
"03.08.2022 22:00 - 03.08.2022 23:00","0","0","n/e","n/e","n/e","n/e","1455","1641","n/e"
"03.08.2022 23:00 - 04.08.2022 00:00","0","0","n/e","n/e","n/e","n/e","1642","1642","n/e"
"04.08.2022 00:00 - 04.08.2022 01:00","0","0","n/e","n/e","n/e","n/e","1753","1753","n/e"
"04.08.2022 01:00 - 04.08.2022 02:00","0","0","n/e","n/e","n/e","n/e","1807","1807","n/e"
"04.08.2022 02:00 - 04.08.2022 03:00","0","0","n/e","n/e","n/e","n/e","1877","1877","n/e"
"04.08.2022 03:00 - 04.08.2022 04:00","0","0","n/e","n/e","n/e","n/e","1947","1947","n/e"
"04.08.2022 04:00 - 04.08.2022 05:00","0","0","n/e","n/e","n/e","n/e","2011","2011","n/e"
"04.08.2022 05:00 - 04.08.2022 06:00","12","12","n/e","n/e","n/e","n/e","2078","2078","n/e"
