"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Poland (PL)","Generation - Solar  [MW] Intraday / Poland (PL)","Generation - Solar  [MW] Current / Poland (PL)","Generation - Wind Offshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Offshore  [MW] Intraday / Poland (PL)","Generation - Wind Offshore  [MW] Current / Poland (PL)","Generation - Wind Onshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Onshore  [MW] Intraday / Poland (PL)","Generation - Wind Onshore  [MW] Current / Poland (PL)"
"11.01.2022 15:00 - 11.01.2022 16:00","124","126","118","n/e","n/e","n/e","151","145","122"
"11.01.2022 16:00 - 11.01.2022 17:00","0","0","0","n/e","n/e","n/e","207","191","191"
"11.01.2022 17:00 - 11.01.2022 18:00","0","0","0","n/e","n/e","n/e","266","244","250"
"11.01.2022 18:00 - 11.01.2022 19:00","0","0","0","n/e","n/e","n/e","318","297","309"
"11.01.2022 19:00 - 11.01.2022 20:00","0","0","0","n/e","n/e","n/e","360","356","404"
"11.01.2022 20:00 - 11.01.2022 21:00","0","0","0","n/e","n/e","n/e","392","412","709"
"11.01.2022 21:00 - 11.01.2022 22:00","0","0","0","n/e","n/e","n/e","423","446","750"
"11.01.2022 22:00 - 11.01.2022 23:00","0","0","0","n/e","n/e","n/e","450","468","851"
"11.01.2022 23:00 - 12.01.2022 00:00","0","0","0","n/e","n/e","n/e","467","491","874"
"12.01.2022 00:00 - 12.01.2022 01:00","0","0","0","n/e","n/e","n/e","498","881","881"
"12.01.2022 01:00 - 12.01.2022 02:00","0","0","0","n/e","n/e","n/e","526","933","933"
"12.01.2022 02:00 - 12.01.2022 03:00","0","0","0","n/e","n/e","n/e","545","919","919"
"12.01.2022 03:00 - 12.01.2022 04:00","0","0","0","n/e","n/e","n/e","552","866","866"
"12.01.2022 04:00 - 12.01.2022 05:00","0","0","0","n/e","n/e","n/e","568","707","707"
"12.01.2022 05:00 - 12.01.2022 06:00","0","0","0","n/e","n/e","n/e","595","649","649"
"12.01.2022 06:00 - 12.01.2022 07:00","0","0","0","n/e","n/e","n/e","631","588","588"
"12.01.2022 07:00 - 12.01.2022 08:00","3","2","2","n/e","n/e","n/e","669","603","582"
"12.01.2022 08:00 - 12.01.2022 09:00","159","165","168","n/e","n/e","n/e","696","713","686"
"12.01.2022 09:00 - 12.01.2022 10:00","538","541","450","n/e","n/e","n/e","724","755","724"
"12.01.2022 10:00 - 12.01.2022 11:00","900","892","621","n/e","n/e","n/e","778","796","746"
"12.01.2022 11:00 - 12.01.2022 12:00","1075","1069","715","n/e","n/e","n/e","832","837","771"
"12.01.2022 12:00 - 12.01.2022 13:00","1063","1068","708","n/e","n/e","n/e","863","868","851"
"12.01.2022 13:00 - 12.01.2022 14:00","855","878","635","n/e","n/e","n/e","912","965","1020"
"12.01.2022 14:00 - 12.01.2022 15:00","451","464","309","n/e","n/e","n/e","955","1061","1045"
"12.01.2022 15:00 - 12.01.2022 16:00","94","95","72","n/e","n/e","n/e","1026","1122","1098"
"12.01.2022 16:00 - 12.01.2022 17:00","0","0","0","n/e","n/e","n/e","1208","1268","1305"
"12.01.2022 17:00 - 12.01.2022 18:00","0","0","0","n/e","n/e","n/e","1458","1484","1462"
"12.01.2022 18:00 - 12.01.2022 19:00","0","0","0","n/e","n/e","n/e","1728","1745","1690"
"12.01.2022 19:00 - 12.01.2022 20:00","0","0","0","n/e","n/e","n/e","2023","2048","1924"
"12.01.2022 20:00 - 12.01.2022 21:00","0","0","0","n/e","n/e","n/e","2335","2360","2212"
"12.01.2022 21:00 - 12.01.2022 22:00","0","0","0","n/e","n/e","n/e","2638","2631","2124"
"12.01.2022 22:00 - 12.01.2022 23:00","0","0","0","n/e","n/e","n/e","2957","2928","2423"
"12.01.2022 23:00 - 13.01.2022 00:00","0","0","0","n/e","n/e","n/e","3310","3272","2860"
"13.01.2022 00:00 - 13.01.2022 01:00","0","0","0","n/e","n/e","n/e","3548","3413","3413"
"13.01.2022 01:00 - 13.01.2022 02:00","0","0","0","n/e","n/e","n/e","3889","3772","3772"
"13.01.2022 02:00 - 13.01.2022 03:00","0","0","0","n/e","n/e","n/e","4236","4107","4107"
"13.01.2022 03:00 - 13.01.2022 04:00","0","0","0","n/e","n/e","n/e","4552","4367","4367"
"13.01.2022 04:00 - 13.01.2022 05:00","0","0","0","n/e","n/e","n/e","4789","4537","4537"
"13.01.2022 05:00 - 13.01.2022 06:00","0","0","0","n/e","n/e","n/e","4956","4722","4722"
"13.01.2022 06:00 - 13.01.2022 07:00","0","0","0","n/e","n/e","n/e","5109","4915","4915"
"13.01.2022 07:00 - 13.01.2022 08:00","3","2","2","n/e","n/e","n/e","5251","5118","5089"
"13.01.2022 08:00 - 13.01.2022 09:00","80","65","72","n/e","n/e","n/e","5367","5297","5222"
"13.01.2022 09:00 - 13.01.2022 10:00","232","208","218","n/e","n/e","n/e","5434","5388","5314"
"13.01.2022 10:00 - 13.01.2022 11:00","338","350","351","n/e","n/e","n/e","5444","5400","5362"
"13.01.2022 11:00 - 13.01.2022 12:00","380","440","425","n/e","n/e","n/e","5469","5431","5425"
"13.01.2022 12:00 - 13.01.2022 13:00","373","453","435","n/e","n/e","n/e","5533","5495","5516"
"13.01.2022 13:00 - 13.01.2022 14:00","308","383","372","n/e","n/e","n/e","5588","5547","5554"
"13.01.2022 14:00 - 13.01.2022 15:00","175","220","213","n/e","n/e","n/e","5623","5581","5545"
"13.01.2022 15:00 - 13.01.2022 16:00","41","54","57","n/e","n/e","n/e","5668","5617","5601"
"13.01.2022 16:00 - 13.01.2022 17:00","0","0","1","n/e","n/e","n/e","5728","5668","5677"
"13.01.2022 17:00 - 13.01.2022 18:00","0","0","0","n/e","n/e","n/e","5766","5720","5730"
"13.01.2022 18:00 - 13.01.2022 19:00","0","0","0","n/e","n/e","n/e","5785","5764","5809"
"13.01.2022 19:00 - 13.01.2022 20:00","0","0","0","n/e","n/e","n/e","5810","5799","5940"
"13.01.2022 20:00 - 13.01.2022 21:00","0","0","0","n/e","n/e","n/e","5849","5834","5950"
"13.01.2022 21:00 - 13.01.2022 22:00","0","0","0","n/e","n/e","n/e","5887","5865","5975"
"13.01.2022 22:00 - 13.01.2022 23:00","0","0","0","n/e","n/e","n/e","5915","5890","6003"
"13.01.2022 23:00 - 14.01.2022 00:00","0","0","0","n/e","n/e","n/e","5928","5916","6009"
"14.01.2022 00:00 - 14.01.2022 01:00","0","0","0","n/e","n/e","n/e","5982","5930","5930"
"14.01.2022 01:00 - 14.01.2022 02:00","0","0","0","n/e","n/e","n/e","5997","5955","5955"
"14.01.2022 02:00 - 14.01.2022 03:00","0","0","0","n/e","n/e","n/e","6017","5976","5976"
"14.01.2022 03:00 - 14.01.2022 04:00","0","0","0","n/e","n/e","n/e","6039","5987","5987"
"14.01.2022 04:00 - 14.01.2022 05:00","0","0","0","n/e","n/e","n/e","6062","6035","6035"
"14.01.2022 05:00 - 14.01.2022 06:00","0","0","0","n/e","n/e","n/e","6075","6059","6059"
"14.01.2022 06:00 - 14.01.2022 07:00","0","0","0","n/e","n/e","n/e","6083","6110","6110"
"14.01.2022 07:00 - 14.01.2022 08:00","2","1","1","n/e","n/e","n/e","6094","6145","6118"
"14.01.2022 08:00 - 14.01.2022 09:00","71","80","87","n/e","n/e","n/e","6105","6145","6088"
"14.01.2022 09:00 - 14.01.2022 10:00","239","274","284","n/e","n/e","n/e","6116","6153","6147"
"14.01.2022 10:00 - 14.01.2022 11:00","418","468","381","n/e","n/e","n/e","6126","6154","6129"
"14.01.2022 11:00 - 14.01.2022 12:00","537","579","420","n/e","n/e","n/e","6126","6135","6143"
"14.01.2022 12:00 - 14.01.2022 13:00","573","611","578","n/e","n/e","n/e","6117","6106","6143"
"14.01.2022 13:00 - 14.01.2022 14:00","513","551","513","n/e","n/e","n/e","6108","6073","6120"
"14.01.2022 14:00 - 14.01.2022 15:00","315","337","296","n/e","n/e","n/e","6055","5990","6077"
"14.01.2022 15:00 - 14.01.2022 16:00","79","82","72","n/e","n/e","n/e","5925","5836","5917"
"14.01.2022 16:00 - 14.01.2022 17:00","0","0","0","n/e","n/e","n/e","5733","5621","5682"
"14.01.2022 17:00 - 14.01.2022 18:00","0","0","0","n/e","n/e","n/e","5483","5331","5398"
"14.01.2022 18:00 - 14.01.2022 19:00","0","0","0","n/e","n/e","n/e","5182","5004","5363"
"14.01.2022 19:00 - 14.01.2022 20:00","0","0","0","n/e","n/e","n/e","4877","4713","5300"
"14.01.2022 20:00 - 14.01.2022 21:00","0","0","0","n/e","n/e","n/e","4636","4507","5331"
"14.01.2022 21:00 - 14.01.2022 22:00","0","0","0","n/e","n/e","n/e","4454","4368","5269"
"14.01.2022 22:00 - 14.01.2022 23:00","0","0","0","n/e","n/e","n/e","4299","4219","5008"
"14.01.2022 23:00 - 15.01.2022 00:00","0","0","0","n/e","n/e","n/e","4152","4021","4570"
"15.01.2022 00:00 - 15.01.2022 01:00","0","0","0","n/e","n/e","n/e","3963","4316","4316"
"15.01.2022 01:00 - 15.01.2022 02:00","0","0","0","n/e","n/e","n/e","3776","4235","4235"
"15.01.2022 02:00 - 15.01.2022 03:00","0","0","0","n/e","n/e","n/e","3648","4164","4164"
"15.01.2022 03:00 - 15.01.2022 04:00","0","0","0","n/e","n/e","n/e","3561","4170","4170"
"15.01.2022 04:00 - 15.01.2022 05:00","0","0","0","n/e","n/e","n/e","3434","3928","3928"
"15.01.2022 05:00 - 15.01.2022 06:00","0","0","0","n/e","n/e","n/e","3203","3785","3785"
"15.01.2022 06:00 - 15.01.2022 07:00","0","0","0","n/e","n/e","n/e","2915","3530","3530"
"15.01.2022 07:00 - 15.01.2022 08:00","8","6","6","n/e","n/e","n/e","2651","3130","3140"
"15.01.2022 08:00 - 15.01.2022 09:00","290","300","323","n/e","n/e","n/e","2421","2930","2917"
"15.01.2022 09:00 - 15.01.2022 10:00","959","986","713","n/e","n/e","n/e","2274","2806","2532"
"15.01.2022 10:00 - 15.01.2022 11:00","1586","1634","1136","n/e","n/e","n/e","2015","2317","2073"
"15.01.2022 11:00 - 15.01.2022 12:00","1893","1962","1387","n/e","n/e","n/e","1715","1934","1803"
"15.01.2022 12:00 - 15.01.2022 13:00","1871","1941","1362","n/e","n/e","n/e","1596","1575","1928"
"15.01.2022 13:00 - 15.01.2022 14:00","1532","1580","1097","n/e","n/e","n/e","1497","1447","1949"
"15.01.2022 14:00 - 15.01.2022 15:00","853","873","575","n/e","n/e","n/e","1421","1354","1811"
"15.01.2022 15:00 - 15.01.2022 16:00","199","203","166","n/e","n/e","n/e","1424","1354","1465"
"15.01.2022 16:00 - 15.01.2022 17:00","0","0","2","n/e","n/e","n/e","1472","1389","1410"
"15.01.2022 17:00 - 15.01.2022 18:00","0","0","0","n/e","n/e","n/e","1469","1384","1442"
"15.01.2022 18:00 - 15.01.2022 19:00","0","0","0","n/e","n/e","n/e","1394","1303","1320"
"15.01.2022 19:00 - 15.01.2022 20:00","0","0","0","n/e","n/e","n/e","1297","1192","1148"
"15.01.2022 20:00 - 15.01.2022 21:00","0","0","0","n/e","n/e","n/e","1209","1101","975"
"15.01.2022 21:00 - 15.01.2022 22:00","0","0","0","n/e","n/e","n/e","1143","1045","869"
"15.01.2022 22:00 - 15.01.2022 23:00","0","0","0","n/e","n/e","n/e","1103","1006","821"
"15.01.2022 23:00 - 16.01.2022 00:00","0","0","0","n/e","n/e","n/e","1078","984","832"
"16.01.2022 00:00 - 16.01.2022 01:00","0","0","0","n/e","n/e","n/e","898","844","844"
"16.01.2022 01:00 - 16.01.2022 02:00","0","0","0","n/e","n/e","n/e","907","818","818"
"16.01.2022 02:00 - 16.01.2022 03:00","0","0","0","n/e","n/e","n/e","944","850","850"
"16.01.2022 03:00 - 16.01.2022 04:00","0","0","0","n/e","n/e","n/e","999","909","909"
"16.01.2022 04:00 - 16.01.2022 05:00","0","0","0","n/e","n/e","n/e","1048","982","982"
"16.01.2022 05:00 - 16.01.2022 06:00","0","0","0","n/e","n/e","n/e","1090","1021","1021"
"16.01.2022 06:00 - 16.01.2022 07:00","0","0","0","n/e","n/e","n/e","1137","1093","1093"
"16.01.2022 07:00 - 16.01.2022 08:00","6","5","4","n/e","n/e","n/e","1209","1204","1196"
"16.01.2022 08:00 - 16.01.2022 09:00","226","232","240","n/e","n/e","n/e","1325","1320","1430"
"16.01.2022 09:00 - 16.01.2022 10:00","759","765","746","n/e","n/e","n/e","1465","1471","1788"
"16.01.2022 10:00 - 16.01.2022 11:00","1258","1267","990","n/e","n/e","n/e","1509","1504","1643"
"16.01.2022 11:00 - 16.01.2022 12:00","1486","1507","1210","n/e","n/e","n/e","1521","1500","1475"
"16.01.2022 12:00 - 16.01.2022 13:00","1442","1473","1172","n/e","n/e","n/e","1684","1657","1534"
"16.01.2022 13:00 - 16.01.2022 14:00","1131","1157","922","n/e","n/e","n/e","1956","1934","1987"
"16.01.2022 14:00 - 16.01.2022 15:00","605","608","547","n/e","n/e","n/e","2382","2355","2384"
"16.01.2022 15:00 - 16.01.2022 16:00","140","137","113","n/e","n/e","n/e","3000","2902","2570"
"16.01.2022 16:00 - 16.01.2022 17:00","0","0","2","n/e","n/e","n/e","3631","3473","3415"
"16.01.2022 17:00 - 16.01.2022 18:00","0","0","0","n/e","n/e","n/e","4148","3951","4408"
"16.01.2022 18:00 - 16.01.2022 19:00","0","0","0","n/e","n/e","n/e","4570","4336","4708"
"16.01.2022 19:00 - 16.01.2022 20:00","0","0","0","n/e","n/e","n/e","4968","4688","5039"
"16.01.2022 20:00 - 16.01.2022 21:00","0","0","0","n/e","n/e","n/e","5323","5059","5617"
"16.01.2022 21:00 - 16.01.2022 22:00","0","0","0","n/e","n/e","n/e","5586","5402","5657"
"16.01.2022 22:00 - 16.01.2022 23:00","0","0","0","n/e","n/e","n/e","5800","5656","5865"
"16.01.2022 23:00 - 17.01.2022 00:00","0","0","0","n/e","n/e","n/e","5966","5860","5889"
"17.01.2022 00:00 - 17.01.2022 01:00","0","0","0","n/e","n/e","n/e","6044","6052","6052"
"17.01.2022 01:00 - 17.01.2022 02:00","0","0","0","n/e","n/e","n/e","6130","6157","6157"
"17.01.2022 02:00 - 17.01.2022 03:00","0","0","0","n/e","n/e","n/e","6145","6152","6152"
"17.01.2022 03:00 - 17.01.2022 04:00","0","0","0","n/e","n/e","n/e","6133","6103","6103"
"17.01.2022 04:00 - 17.01.2022 05:00","0","0","0","n/e","n/e","n/e","6126","6035","6035"
"17.01.2022 05:00 - 17.01.2022 06:00","0","0","0","n/e","n/e","n/e","6114","5850","5850"
"17.01.2022 06:00 - 17.01.2022 07:00","0","0","0","n/e","n/e","n/e","6113","5373","5373"
"17.01.2022 07:00 - 17.01.2022 08:00","2","2","2","n/e","n/e","n/e","6119","5411","5393"
"17.01.2022 08:00 - 17.01.2022 09:00","61","64","57","n/e","n/e","n/e","6119","5511","5411"
"17.01.2022 09:00 - 17.01.2022 10:00","239","242","201","n/e","n/e","n/e","6098","5529","5483"
"17.01.2022 10:00 - 17.01.2022 11:00","556","534","507","n/e","n/e","n/e","6083","6011","5615"
"17.01.2022 11:00 - 17.01.2022 12:00","854","812","680","n/e","n/e","n/e","6091","5993","5736"
"17.01.2022 12:00 - 17.01.2022 13:00","1016","976","800","n/e","n/e","n/e","6084","5999","5672"
"17.01.2022 13:00 - 17.01.2022 14:00","1032","1014","792","n/e","n/e","n/e","6082","6022","5835"
"17.01.2022 14:00 - 17.01.2022 15:00","720","714","508","n/e","n/e","n/e","6063","5994","5847"
"17.01.2022 15:00 - 17.01.2022 16:00","214","210","142","n/e","n/e","n/e","5949","5881","5756"
"17.01.2022 16:00 - 17.01.2022 17:00","1","1","5","n/e","n/e","n/e","5702","5662","5865"
"17.01.2022 17:00 - 17.01.2022 18:00","0","0","0","n/e","n/e","n/e","5358","5326","5374"
"17.01.2022 18:00 - 17.01.2022 19:00","0","0","0","n/e","n/e","n/e","4973","4965","4903"
"17.01.2022 19:00 - 17.01.2022 20:00","0","0","0","n/e","n/e","n/e","4621","4650","4864"
"17.01.2022 20:00 - 17.01.2022 21:00","0","0","0","n/e","n/e","n/e","4340","4390","4317"
"17.01.2022 21:00 - 17.01.2022 22:00","0","0","0","n/e","n/e","n/e","4143","4221","4066"
"17.01.2022 22:00 - 17.01.2022 23:00","0","0","0","n/e","n/e","n/e","4092","4150","4040"
"17.01.2022 23:00 - 18.01.2022 00:00","0","0","0","n/e","n/e","n/e","4146","4140","4086"
"18.01.2022 00:00 - 18.01.2022 01:00","0","0","0","n/e","n/e","n/e","4037","3983","3983"
"18.01.2022 01:00 - 18.01.2022 02:00","0","0","0","n/e","n/e","n/e","4054","4025","4025"
"18.01.2022 02:00 - 18.01.2022 03:00","0","0","0","n/e","n/e","n/e","4068","4073","4073"
"18.01.2022 03:00 - 18.01.2022 04:00","0","0","0","n/e","n/e","n/e","4016","4050","4050"
"18.01.2022 04:00 - 18.01.2022 05:00","0","0","0","n/e","n/e","n/e","3865","4032","4032"
"18.01.2022 05:00 - 18.01.2022 06:00","0","0","0","n/e","n/e","n/e","3596","3733","3733"
"18.01.2022 06:00 - 18.01.2022 07:00","0","0","0","n/e","n/e","n/e","3225","3260","3260"
"18.01.2022 07:00 - 18.01.2022 08:00","10","7","8","n/e","n/e","n/e","2841","2786","2819"
"18.01.2022 08:00 - 18.01.2022 09:00","321","284","268","n/e","n/e","n/e","2491","2610","2925"
"18.01.2022 09:00 - 18.01.2022 10:00","1028","939","754","n/e","n/e","n/e","2184","2275","2552"
"18.01.2022 10:00 - 18.01.2022 11:00","1666","1552","1080","n/e","n/e","n/e","1817","1911","1984"
"18.01.2022 11:00 - 18.01.2022 12:00","1966","1849","1202","n/e","n/e","n/e","1539","1656","1570"
"18.01.2022 12:00 - 18.01.2022 13:00","1930","1835","1117","n/e","n/e","n/e","1452","1400","1372"
"18.01.2022 13:00 - 18.01.2022 14:00","1577","1524","866","n/e","n/e","n/e","1385","1366","1307"
"18.01.2022 14:00 - 18.01.2022 15:00","907","889","473","n/e","n/e","n/e","1357","1361","1306"
"18.01.2022 15:00 - 18.01.2022 16:00","235","235","128","n/e","n/e","n/e","1459","1456","1385"
"18.01.2022 16:00 - 18.01.2022 17:00","1","2","6","n/e","n/e","n/e","1681","1610","1622"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","0","n/e","n/e","n/e","1872","1750","2005"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","0","n/e","n/e","n/e","1972","1853","2164"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","0","n/e","n/e","n/e","2057","1933","2250"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","0","n/e","n/e","n/e","2185","2049","2360"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","0","n/e","n/e","n/e","2334","2228","2483"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","0","n/e","n/e","n/e","2518","2434","2560"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","0","n/e","n/e","n/e","2770","2640","2808"
"19.01.2022 00:00 - 19.01.2022 01:00","0","0","0","n/e","n/e","n/e","2742","3045","3045"
"19.01.2022 01:00 - 19.01.2022 02:00","0","0","0","n/e","n/e","n/e","2953","3199","3199"
"19.01.2022 02:00 - 19.01.2022 03:00","0","0","0","n/e","n/e","n/e","3149","3383","3383"
"19.01.2022 03:00 - 19.01.2022 04:00","0","0","0","n/e","n/e","n/e","3261","3381","3381"
"19.01.2022 04:00 - 19.01.2022 05:00","0","0","0","n/e","n/e","n/e","3282","3055","3055"
"19.01.2022 05:00 - 19.01.2022 06:00","0","0","0","n/e","n/e","n/e","3209","2943","2943"
"19.01.2022 06:00 - 19.01.2022 07:00","0","0","0","n/e","n/e","n/e","3065","2884","2884"
"19.01.2022 07:00 - 19.01.2022 08:00","6","5","5","n/e","n/e","n/e","2915","2926","2898"
"19.01.2022 08:00 - 19.01.2022 09:00","176","186","189","n/e","n/e","n/e","2786","2853","2828"
"19.01.2022 09:00 - 19.01.2022 10:00","585","612","465","n/e","n/e","n/e","2694","2750","2793"
"19.01.2022 10:00 - 19.01.2022 11:00","1024","1073","754","n/e","n/e","n/e","2614","2376","2665"
"19.01.2022 11:00 - 19.01.2022 12:00","1290","1370","952","n/e","n/e","n/e","2524","2321","2367"
"19.01.2022 12:00 - 19.01.2022 13:00","1334","1435","1006","n/e","n/e","n/e","2447","2319","2187"
"19.01.2022 13:00 - 19.01.2022 14:00","1167","1263","927","n/e","n/e","n/e","2423","2324","2033"
"19.01.2022 14:00 - 19.01.2022 15:00","727","781","671","n/e","n/e","n/e","2501","2362","2087"
"19.01.2022 15:00 - 19.01.2022 16:00","212","226","222","n/e","n/e","n/e","2780","2554","2581"
"19.01.2022 16:00 - 19.01.2022 17:00","3","4","10","n/e","n/e","n/e","3266","3019","3131"
"19.01.2022 17:00 - 19.01.2022 18:00","0","0","0","n/e","n/e","n/e","3804","3592","3613"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","0","n/e","n/e","n/e","4276","4106","4194"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","0","n/e","n/e","n/e","4654","4565","4687"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","0","n/e","n/e","n/e","4925","4936","5195"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","0","n/e","n/e","n/e","5119","5199","5500"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","0","n/e","n/e","n/e","5279","5401","5781"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","0","n/e","n/e","n/e","5412","5587","5962"
"20.01.2022 00:00 - 20.01.2022 01:00","0","0","0","n/e","n/e","n/e","6063","6042","6042"
"20.01.2022 01:00 - 20.01.2022 02:00","0","0","0","n/e","n/e","n/e","6170","6076","6076"
"20.01.2022 02:00 - 20.01.2022 03:00","0","0","0","n/e","n/e","n/e","6246","6112","6112"
"20.01.2022 03:00 - 20.01.2022 04:00","0","0","0","n/e","n/e","n/e","6295","6157","6157"
"20.01.2022 04:00 - 20.01.2022 05:00","0","0","0","n/e","n/e","n/e","6316","6165","6165"
"20.01.2022 05:00 - 20.01.2022 06:00","0","0","0","n/e","n/e","n/e","6250","6127","6127"
"20.01.2022 06:00 - 20.01.2022 07:00","0","0","0","n/e","n/e","n/e","6149","6043","6043"
"20.01.2022 07:00 - 20.01.2022 08:00","6","4","4","n/e","n/e","n/e","6103","5996","6023"
"20.01.2022 08:00 - 20.01.2022 09:00","204","206","202","n/e","n/e","n/e","6021","5954","6144"
"20.01.2022 09:00 - 20.01.2022 10:00","705","716","627","n/e","n/e","n/e","5867","5983","6026"
"20.01.2022 10:00 - 20.01.2022 11:00","1264","1285","882","n/e","n/e","n/e","5824","5978","6090"
"20.01.2022 11:00 - 20.01.2022 12:00","1595","1624","1114","n/e","n/e","n/e","5953","6017","6163"
"20.01.2022 12:00 - 20.01.2022 13:00","1637","1628","1160","n/e","n/e","n/e","6046","6034","6182"
"20.01.2022 13:00 - 20.01.2022 14:00","1430","1356","672","n/e","n/e","n/e","5977","6021","6118"
"20.01.2022 14:00 - 20.01.2022 15:00","890","836","457","n/e","n/e","n/e","5860","5960","6116"
"20.01.2022 15:00 - 20.01.2022 16:00","256","251","228","n/e","n/e","n/e","5776","5885","6059"
"20.01.2022 16:00 - 20.01.2022 17:00","4","4","12","n/e","n/e","n/e","5688","5791","5900"
"20.01.2022 17:00 - 20.01.2022 18:00","0","0","0","n/e","n/e","n/e","5642","5714","5800"
"20.01.2022 18:00 - 20.01.2022 19:00","0","0","0","n/e","n/e","n/e","5655","5711","5699"
"20.01.2022 19:00 - 20.01.2022 20:00","0","0","0","n/e","n/e","n/e","5669","5753","5731"
"20.01.2022 20:00 - 20.01.2022 21:00","0","0","0","n/e","n/e","n/e","5660","5795","5749"
"20.01.2022 21:00 - 20.01.2022 22:00","0","0","0","n/e","n/e","n/e","5660","5821","5755"
"20.01.2022 22:00 - 20.01.2022 23:00","0","0","0","n/e","n/e","n/e","5682","5835","5715"
"20.01.2022 23:00 - 21.01.2022 00:00","0","0","0","n/e","n/e","n/e","5714","5861","5683"
"21.01.2022 00:00 - 21.01.2022 01:00","0","0","0","n/e","n/e","n/e","5697","5731","5731"
"21.01.2022 01:00 - 21.01.2022 02:00","0","0","0","n/e","n/e","n/e","5760","5803","5803"
"21.01.2022 02:00 - 21.01.2022 03:00","0","0","0","n/e","n/e","n/e","5841","5836","5836"
"21.01.2022 03:00 - 21.01.2022 04:00","0","0","0","n/e","n/e","n/e","5889","5920","5920"
"21.01.2022 04:00 - 21.01.2022 05:00","0","0","0","n/e","n/e","n/e","5878","5993","5993"
"21.01.2022 05:00 - 21.01.2022 06:00","0","0","0","n/e","n/e","n/e","5803","5940","5940"
"21.01.2022 06:00 - 21.01.2022 07:00","0","0","0","n/e","n/e","n/e","5680","5834","5834"
"21.01.2022 07:00 - 21.01.2022 08:00","15","11","9","n/e","n/e","n/e","5560","5929","5958"
"21.01.2022 08:00 - 21.01.2022 09:00","300","291","283","n/e","n/e","n/e","5462","5795","5858"
"21.01.2022 09:00 - 21.01.2022 10:00","938","922","868","n/e","n/e","n/e","5274","5547","5660"
"21.01.2022 10:00 - 21.01.2022 11:00","1528","1513","1280","n/e","n/e","n/e","5352","5328","5501"
