"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ France (FR)","Generation - Solar  [MW] Intraday / France (FR)","Generation - Solar  [MW] Current / France (FR)","Generation - Wind Offshore  [MW] Day Ahead/ France (FR)","Generation - Wind Offshore  [MW] Intraday / France (FR)","Generation - Wind Offshore  [MW] Current / France (FR)","Generation - Wind Onshore  [MW] Day Ahead/ France (FR)","Generation - Wind Onshore  [MW] Intraday / France (FR)","Generation - Wind Onshore  [MW] Current / France (FR)"
"27.06.2022 22:00 - 27.06.2022 23:00","0","n/e","0","n/e","n/e","n/e","2474","n/e","2196"
"27.06.2022 23:00 - 28.06.2022 00:00","0","n/e","0","n/e","n/e","n/e","2345","n/e","2117"
"28.06.2022 00:00 - 28.06.2022 01:00","0","n/e","0","n/e","n/e","n/e","1949","n/e","1994"
"28.06.2022 01:00 - 28.06.2022 02:00","0","n/e","0","n/e","n/e","n/e","1934","n/e","1992"
"28.06.2022 02:00 - 28.06.2022 03:00","0","n/e","0","n/e","n/e","n/e","1920","n/e","1992"
"28.06.2022 03:00 - 28.06.2022 04:00","0","n/e","0","n/e","n/e","n/e","1841","n/e","1891"
"28.06.2022 04:00 - 28.06.2022 05:00","0","n/e","0","n/e","n/e","n/e","1764","n/e","1792"
"28.06.2022 05:00 - 28.06.2022 06:00","0","n/e","0","n/e","n/e","n/e","1687","n/e","1695"
"28.06.2022 06:00 - 28.06.2022 07:00","12","n/e","12","n/e","n/e","n/e","1691","n/e","1699"
"28.06.2022 07:00 - 28.06.2022 08:00","625","n/e","627","n/e","n/e","n/e","1696","n/e","1609"
"28.06.2022 08:00 - 28.06.2022 09:00","1951","n/e","1966","n/e","n/e","n/e","1703","n/e","1605"
"28.06.2022 09:00 - 28.06.2022 10:00","4125","n/e","3989","n/e","n/e","n/e","1595","n/e","1528"
"28.06.2022 10:00 - 28.06.2022 11:00","6445","n/e","6081","n/e","n/e","n/e","1489","n/e","1541"
"28.06.2022 11:00 - 28.06.2022 12:00","8199","n/e","7670","n/e","n/e","n/e","1384","n/e","1503"
"28.06.2022 12:00 - 28.06.2022 13:00","9314","n/e","8809","n/e","n/e","n/e","1591","n/e","1600"
"28.06.2022 13:00 - 28.06.2022 14:00","9780","n/e","9457","n/e","n/e","n/e","1799","n/e","1710"
"28.06.2022 14:00 - 28.06.2022 15:00","9732","n/e","9509","n/e","n/e","n/e","2006","n/e","1826"
"28.06.2022 15:00 - 28.06.2022 16:00","9489","n/e","9351","n/e","n/e","n/e","2090","n/e","1931"
"28.06.2022 16:00 - 28.06.2022 17:00","8750","n/e","8563","n/e","n/e","n/e","2175","n/e","2039"
"28.06.2022 17:00 - 28.06.2022 18:00","7514","n/e","7360","n/e","n/e","n/e","2261","n/e","2147"
"28.06.2022 18:00 - 28.06.2022 19:00","5733","n/e","5523","n/e","n/e","n/e","2269","n/e","2155"
"28.06.2022 19:00 - 28.06.2022 20:00","3451","n/e","3352","n/e","n/e","n/e","2277","n/e","2164"
"28.06.2022 20:00 - 28.06.2022 21:00","1530","n/e","1486","n/e","n/e","n/e","2284","n/e","2175"
"28.06.2022 21:00 - 28.06.2022 22:00","344","n/e","335","n/e","n/e","n/e","2292","n/e","2202"
"28.06.2022 22:00 - 28.06.2022 23:00","0","n/e","0","n/e","n/e","n/e","2300","n/e","2230"
"28.06.2022 23:00 - 29.06.2022 00:00","0","n/e","0","n/e","n/e","n/e","2308","n/e","2259"
"29.06.2022 00:00 - 29.06.2022 01:00","0","n/e","0","n/e","n/e","n/e","2189","n/e","1920"
"29.06.2022 01:00 - 29.06.2022 02:00","0","n/e","0","n/e","n/e","n/e","2111","n/e","1804"
"29.06.2022 02:00 - 29.06.2022 03:00","0","n/e","0","n/e","n/e","n/e","2035","n/e","1692"
"29.06.2022 03:00 - 29.06.2022 04:00","0","n/e","0","n/e","n/e","n/e","1953","n/e","1602"
"29.06.2022 04:00 - 29.06.2022 05:00","0","n/e","0","n/e","n/e","n/e","1872","n/e","1515"
"29.06.2022 05:00 - 29.06.2022 06:00","0","n/e","0","n/e","n/e","n/e","1791","n/e","1430"
"29.06.2022 06:00 - 29.06.2022 07:00","9","n/e","9","n/e","n/e","n/e","1834","n/e","1425"
"29.06.2022 07:00 - 29.06.2022 08:00","666","n/e","687","n/e","n/e","n/e","1879","n/e","1231"
"29.06.2022 08:00 - 29.06.2022 09:00","2063","n/e","2112","n/e","n/e","n/e","1923","n/e","1191"
"29.06.2022 09:00 - 29.06.2022 10:00","4222","n/e","4244","n/e","n/e","n/e","1698","n/e","1081"
"29.06.2022 10:00 - 29.06.2022 11:00","6402","n/e","6713","n/e","n/e","n/e","1473","n/e","913"
"29.06.2022 11:00 - 29.06.2022 12:00","8074","n/e","8207","n/e","n/e","n/e","1250","n/e","850"
"29.06.2022 12:00 - 29.06.2022 13:00","9072","n/e","9272","n/e","n/e","n/e","1353","n/e","987"
"29.06.2022 13:00 - 29.06.2022 14:00","9558","n/e","9629","n/e","n/e","n/e","1456","n/e","1126"
"29.06.2022 14:00 - 29.06.2022 15:00","9575","n/e","9496","n/e","n/e","n/e","1559","n/e","1265"
"29.06.2022 15:00 - 29.06.2022 16:00","9072","n/e","9063","n/e","n/e","n/e","1652","n/e","1360"
"29.06.2022 16:00 - 29.06.2022 17:00","8119","n/e","8077","n/e","n/e","n/e","1745","n/e","1457"
"29.06.2022 17:00 - 29.06.2022 18:00","6718","n/e","6716","n/e","n/e","n/e","1839","n/e","1554"
"29.06.2022 18:00 - 29.06.2022 19:00","4819","n/e","4966","n/e","n/e","n/e","1733","n/e","1551"
"29.06.2022 19:00 - 29.06.2022 20:00","2853","n/e","2935","n/e","n/e","n/e","1629","n/e","1549"
"29.06.2022 20:00 - 29.06.2022 21:00","1221","n/e","1279","n/e","n/e","n/e","1524","n/e","1548"
"29.06.2022 21:00 - 29.06.2022 22:00","254","n/e","270","n/e","n/e","n/e","1523","n/e","1501"
"29.06.2022 22:00 - 29.06.2022 23:00","0","n/e","0","n/e","n/e","n/e","1522","n/e","1459"
"29.06.2022 23:00 - 30.06.2022 00:00","0","n/e","0","n/e","n/e","n/e","1521","n/e","1419"
"30.06.2022 00:00 - 30.06.2022 01:00","0","n/e","0","n/e","n/e","n/e","1673","n/e","1494"
"30.06.2022 01:00 - 30.06.2022 02:00","0","n/e","0","n/e","n/e","n/e","1734","n/e","1548"
"30.06.2022 02:00 - 30.06.2022 03:00","0","n/e","0","n/e","n/e","n/e","1796","n/e","1605"
"30.06.2022 03:00 - 30.06.2022 04:00","0","n/e","0","n/e","n/e","n/e","1752","n/e","1566"
"30.06.2022 04:00 - 30.06.2022 05:00","0","n/e","0","n/e","n/e","n/e","1708","n/e","1527"
"30.06.2022 05:00 - 30.06.2022 06:00","0","n/e","0","n/e","n/e","n/e","1665","n/e","1492"
"30.06.2022 06:00 - 30.06.2022 07:00","10","n/e","10","n/e","n/e","n/e","1432","n/e","1263"
"30.06.2022 07:00 - 30.06.2022 08:00","514","n/e","468","n/e","n/e","n/e","1200","n/e","943"
"30.06.2022 08:00 - 30.06.2022 09:00","1531","n/e","1432","n/e","n/e","n/e","969","n/e","861"
"30.06.2022 09:00 - 30.06.2022 10:00","3089","n/e","2869","n/e","n/e","n/e","1101","n/e","1089"
"30.06.2022 10:00 - 30.06.2022 11:00","4421","n/e","4179","n/e","n/e","n/e","1233","n/e","1214"
"30.06.2022 11:00 - 30.06.2022 12:00","5516","n/e","5286","n/e","n/e","n/e","1366","n/e","1341"
"30.06.2022 12:00 - 30.06.2022 13:00","6344","n/e","6023","n/e","n/e","n/e","1686","n/e","1655"
"30.06.2022 13:00 - 30.06.2022 14:00","6639","n/e","6323","n/e","n/e","n/e","2007","n/e","1972"
"30.06.2022 14:00 - 30.06.2022 15:00","6926","n/e","6384","n/e","n/e","n/e","2328","n/e","2289"
"30.06.2022 15:00 - 30.06.2022 16:00","6565","n/e","6120","n/e","n/e","n/e","2599","n/e","2475"
"30.06.2022 16:00 - 30.06.2022 17:00","6122","n/e","5252","n/e","n/e","n/e","2871","n/e","2662"
"30.06.2022 17:00 - 30.06.2022 18:00","5256","n/e","4570","n/e","n/e","n/e","3142","n/e","2850"
"30.06.2022 18:00 - 30.06.2022 19:00","4039","n/e","3562","n/e","n/e","n/e","2997","n/e","2658"
"30.06.2022 19:00 - 30.06.2022 20:00","2553","n/e","2343","n/e","n/e","n/e","2853","n/e","2466"
"30.06.2022 20:00 - 30.06.2022 21:00","1183","n/e","1114","n/e","n/e","n/e","2708","n/e","2274"
"30.06.2022 21:00 - 30.06.2022 22:00","282","n/e","277","n/e","n/e","n/e","2586","n/e","2211"
"30.06.2022 22:00 - 30.06.2022 23:00","0","n/e","0","n/e","n/e","n/e","2464","n/e","2148"
"30.06.2022 23:00 - 01.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","2342","n/e","2086"
"01.07.2022 00:00 - 01.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","2134","n/e","2215"
"01.07.2022 01:00 - 01.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","2205","n/e","2165"
"01.07.2022 02:00 - 01.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","2277","n/e","2119"
"01.07.2022 03:00 - 01.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","2262","n/e","2129"
"01.07.2022 04:00 - 01.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","2247","n/e","2141"
"01.07.2022 05:00 - 01.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","2231","n/e","2153"
"01.07.2022 06:00 - 01.07.2022 07:00","7","n/e","7","n/e","n/e","n/e","2094","n/e","1981"
"01.07.2022 07:00 - 01.07.2022 08:00","613","n/e","629","n/e","n/e","n/e","1957","n/e","1868"
"01.07.2022 08:00 - 01.07.2022 09:00","2032","n/e","2063","n/e","n/e","n/e","1821","n/e","1690"
"01.07.2022 09:00 - 01.07.2022 10:00","4306","n/e","4342","n/e","n/e","n/e","1817","n/e","1672"
"01.07.2022 10:00 - 01.07.2022 11:00","6662","n/e","6652","n/e","n/e","n/e","1813","n/e","1861"
"01.07.2022 11:00 - 01.07.2022 12:00","8399","n/e","8439","n/e","n/e","n/e","1809","n/e","1879"
"01.07.2022 12:00 - 01.07.2022 13:00","9509","n/e","9455","n/e","n/e","n/e","1893","n/e","1948"
"01.07.2022 13:00 - 01.07.2022 14:00","10005","n/e","9803","n/e","n/e","n/e","1977","n/e","2020"
"01.07.2022 14:00 - 01.07.2022 15:00","10001","n/e","9661","n/e","n/e","n/e","2063","n/e","2090"
"01.07.2022 15:00 - 01.07.2022 16:00","9409","n/e","9276","n/e","n/e","n/e","1948","n/e","1944"
"01.07.2022 16:00 - 01.07.2022 17:00","8686","n/e","8532","n/e","n/e","n/e","1834","n/e","1798"
"01.07.2022 17:00 - 01.07.2022 18:00","7405","n/e","7388","n/e","n/e","n/e","1718","n/e","1654"
"01.07.2022 18:00 - 01.07.2022 19:00","5684","n/e","5654","n/e","n/e","n/e","1549","n/e","1515"
"01.07.2022 19:00 - 01.07.2022 20:00","3530","n/e","3513","n/e","n/e","n/e","1380","n/e","1377"
"01.07.2022 20:00 - 01.07.2022 21:00","1573","n/e","1552","n/e","n/e","n/e","1212","n/e","1240"
"01.07.2022 21:00 - 01.07.2022 22:00","345","n/e","341","n/e","n/e","n/e","1189","n/e","1226"
"01.07.2022 22:00 - 01.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","1166","n/e","1214"
"01.07.2022 23:00 - 02.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","1144","n/e","1200"
"02.07.2022 00:00 - 02.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","1099","n/e","1042"
"02.07.2022 01:00 - 02.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","1063","n/e","995"
"02.07.2022 02:00 - 02.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","1029","n/e","952"
"02.07.2022 03:00 - 02.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","1071","n/e","1028"
"02.07.2022 04:00 - 02.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","1114","n/e","1107"
"02.07.2022 05:00 - 02.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","1158","n/e","1188"
"02.07.2022 06:00 - 02.07.2022 07:00","11","n/e","11","n/e","n/e","n/e","1339","n/e","1263"
"02.07.2022 07:00 - 02.07.2022 08:00","707","n/e","713","n/e","n/e","n/e","1520","n/e","1522"
"02.07.2022 08:00 - 02.07.2022 09:00","2239","n/e","2248","n/e","n/e","n/e","1702","n/e","1712"
"02.07.2022 09:00 - 02.07.2022 10:00","4601","n/e","4580","n/e","n/e","n/e","1395","n/e","1419"
"02.07.2022 10:00 - 02.07.2022 11:00","6917","n/e","7169","n/e","n/e","n/e","1088","n/e","1069"
"02.07.2022 11:00 - 02.07.2022 12:00","8648","n/e","8907","n/e","n/e","n/e","783","n/e","807"
"02.07.2022 12:00 - 02.07.2022 13:00","9767","n/e","9881","n/e","n/e","n/e","807","n/e","843"
"02.07.2022 13:00 - 02.07.2022 14:00","10323","n/e","10384","n/e","n/e","n/e","832","n/e","884"
"02.07.2022 14:00 - 02.07.2022 15:00","10410","n/e","10430","n/e","n/e","n/e","858","n/e","929"
"02.07.2022 15:00 - 02.07.2022 16:00","9972","n/e","10049","n/e","n/e","n/e","894","n/e","965"
"02.07.2022 16:00 - 02.07.2022 17:00","9043","n/e","9183","n/e","n/e","n/e","931","n/e","1004"
"02.07.2022 17:00 - 02.07.2022 18:00","7675","n/e","7802","n/e","n/e","n/e","968","n/e","1046"
"02.07.2022 18:00 - 02.07.2022 19:00","5767","n/e","5869","n/e","n/e","n/e","970","n/e","1114"
"02.07.2022 19:00 - 02.07.2022 20:00","3471","n/e","3489","n/e","n/e","n/e","971","n/e","1184"
"02.07.2022 20:00 - 02.07.2022 21:00","1508","n/e","1527","n/e","n/e","n/e","973","n/e","1255"
"02.07.2022 21:00 - 02.07.2022 22:00","324","n/e","321","n/e","n/e","n/e","1164","n/e","1324"
"02.07.2022 22:00 - 02.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","1355","n/e","1394"
"02.07.2022 23:00 - 03.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","1547","n/e","1466"
"03.07.2022 00:00 - 03.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","1593","n/e","1547"
"03.07.2022 01:00 - 03.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","1559","n/e","1448"
"03.07.2022 02:00 - 03.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","1526","n/e","1351"
"03.07.2022 03:00 - 03.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","1487","n/e","1348"
"03.07.2022 04:00 - 03.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","1448","n/e","1346"
"03.07.2022 05:00 - 03.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","1410","n/e","1345"
"03.07.2022 06:00 - 03.07.2022 07:00","10","n/e","10","n/e","n/e","n/e","1325","n/e","1235"
"03.07.2022 07:00 - 03.07.2022 08:00","648","n/e","658","n/e","n/e","n/e","1243","n/e","1132"
"03.07.2022 08:00 - 03.07.2022 09:00","2060","n/e","2108","n/e","n/e","n/e","1161","n/e","1022"
"03.07.2022 09:00 - 03.07.2022 10:00","4270","n/e","4302","n/e","n/e","n/e","1066","n/e","947"
"03.07.2022 10:00 - 03.07.2022 11:00","6476","n/e","6480","n/e","n/e","n/e","970","n/e","956"
"03.07.2022 11:00 - 03.07.2022 12:00","8200","n/e","8096","n/e","n/e","n/e","875","n/e","909"
"03.07.2022 12:00 - 03.07.2022 13:00","9267","n/e","9169","n/e","n/e","n/e","1117","n/e","1074"
"03.07.2022 13:00 - 03.07.2022 14:00","9705","n/e","9512","n/e","n/e","n/e","1359","n/e","1245"
"03.07.2022 14:00 - 03.07.2022 15:00","9768","n/e","9524","n/e","n/e","n/e","1600","n/e","1417"
"03.07.2022 15:00 - 03.07.2022 16:00","9225","n/e","8994","n/e","n/e","n/e","1904","n/e","1815"
"03.07.2022 16:00 - 03.07.2022 17:00","8264","n/e","8130","n/e","n/e","n/e","2207","n/e","2214"
"03.07.2022 17:00 - 03.07.2022 18:00","6874","n/e","6740","n/e","n/e","n/e","2510","n/e","2615"
"03.07.2022 18:00 - 03.07.2022 19:00","5092","n/e","5021","n/e","n/e","n/e","2362","n/e","2547"
"03.07.2022 19:00 - 03.07.2022 20:00","3016","n/e","2979","n/e","n/e","n/e","2214","n/e","2479"
"03.07.2022 20:00 - 03.07.2022 21:00","1292","n/e","1278","n/e","n/e","n/e","2066","n/e","2411"
"03.07.2022 21:00 - 03.07.2022 22:00","279","n/e","268","n/e","n/e","n/e","2192","n/e","2436"
"03.07.2022 22:00 - 03.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","2319","n/e","2462"
"03.07.2022 23:00 - 04.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","2445","n/e","2488"
"04.07.2022 00:00 - 04.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","2014","n/e","2035"
"04.07.2022 01:00 - 04.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","1965","n/e","2012"
"04.07.2022 02:00 - 04.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","1917","n/e","1990"
"04.07.2022 03:00 - 04.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","1887","n/e","1962"
"04.07.2022 04:00 - 04.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","1857","n/e","1932"
"04.07.2022 05:00 - 04.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","1829","n/e","1904"
"04.07.2022 06:00 - 04.07.2022 07:00","8","n/e","8","n/e","n/e","n/e","1649","n/e","1715"
"04.07.2022 07:00 - 04.07.2022 08:00","524","n/e","531","n/e","n/e","n/e","1469","n/e","1596"
"04.07.2022 08:00 - 04.07.2022 09:00","1662","n/e","1727","n/e","n/e","n/e","1289","n/e","1471"
"04.07.2022 09:00 - 04.07.2022 10:00","3398","n/e","3610","n/e","n/e","n/e","1069","n/e","1241"
"04.07.2022 10:00 - 04.07.2022 11:00","5422","n/e","5439","n/e","n/e","n/e","850","n/e","978"
"04.07.2022 11:00 - 04.07.2022 12:00","6931","n/e","6917","n/e","n/e","n/e","632","n/e","798"
"04.07.2022 12:00 - 04.07.2022 13:00","8116","n/e","7946","n/e","n/e","n/e","784","n/e","941"
"04.07.2022 13:00 - 04.07.2022 14:00","8743","n/e","8284","n/e","n/e","n/e","937","n/e","1091"
"04.07.2022 14:00 - 04.07.2022 15:00","8768","n/e","8245","n/e","n/e","n/e","1090","n/e","1245"
"04.07.2022 15:00 - 04.07.2022 16:00","8521","n/e","7831","n/e","n/e","n/e","1431","n/e","1481"
"04.07.2022 16:00 - 04.07.2022 17:00","7837","n/e","7079","n/e","n/e","n/e","1772","n/e","1719"
"04.07.2022 17:00 - 04.07.2022 18:00","6667","n/e","5937","n/e","n/e","n/e","2113","n/e","1960"
"04.07.2022 18:00 - 04.07.2022 19:00","5168","n/e","4852","n/e","n/e","n/e","2312","n/e","2086"
"04.07.2022 19:00 - 04.07.2022 20:00","3186","n/e","3065","n/e","n/e","n/e","2511","n/e","2213"
"04.07.2022 20:00 - 04.07.2022 21:00","1416","n/e","1410","n/e","n/e","n/e","2710","n/e","2340"
"04.07.2022 21:00 - 04.07.2022 22:00","310","n/e","301","n/e","n/e","n/e","2847","n/e","2584"
"04.07.2022 22:00 - 04.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","2985","n/e","2827"
"04.07.2022 23:00 - 05.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","3123","n/e","3071"
"05.07.2022 00:00 - 05.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","2846","n/e","3155"
"05.07.2022 01:00 - 05.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","2802","n/e","3103"
"05.07.2022 02:00 - 05.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","2758","n/e","3050"
"05.07.2022 03:00 - 05.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","2574","n/e","2788"
"05.07.2022 04:00 - 05.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","2391","n/e","2527"
"05.07.2022 05:00 - 05.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","2207","n/e","2266"
"05.07.2022 06:00 - 05.07.2022 07:00","9","n/e","9","n/e","n/e","n/e","1978","n/e","2007"
"05.07.2022 07:00 - 05.07.2022 08:00","640","n/e","641","n/e","n/e","n/e","1748","n/e","1754"
"05.07.2022 08:00 - 05.07.2022 09:00","2053","n/e","2076","n/e","n/e","n/e","1518","n/e","1495"
"05.07.2022 09:00 - 05.07.2022 10:00","4290","n/e","4316","n/e","n/e","n/e","1364","n/e","1330"
"05.07.2022 10:00 - 05.07.2022 11:00","6616","n/e","6755","n/e","n/e","n/e","1211","n/e","1115"
"05.07.2022 11:00 - 05.07.2022 12:00","8393","n/e","8438","n/e","n/e","n/e","1058","n/e","1000"
"05.07.2022 12:00 - 05.07.2022 13:00","9492","n/e","9536","n/e","n/e","n/e","1292","n/e","1154"
"05.07.2022 13:00 - 05.07.2022 14:00","10010","n/e","10035","n/e","n/e","n/e","1527","n/e","1319"
"05.07.2022 14:00 - 05.07.2022 15:00","10056","n/e","10170","n/e","n/e","n/e","1762","n/e","1486"
"05.07.2022 15:00 - 05.07.2022 16:00","9707","n/e","9796","n/e","n/e","n/e","2105","n/e","1760"
"05.07.2022 16:00 - 05.07.2022 17:00","8861","n/e","9035","n/e","n/e","n/e","2449","n/e","2033"
"05.07.2022 17:00 - 05.07.2022 18:00","7580","n/e","7647","n/e","n/e","n/e","2793","n/e","2309"
"05.07.2022 18:00 - 05.07.2022 19:00","5749","n/e","5685","n/e","n/e","n/e","3054","n/e","2605"
"05.07.2022 19:00 - 05.07.2022 20:00","3453","n/e","3402","n/e","n/e","n/e","3315","n/e","2903"
"05.07.2022 20:00 - 05.07.2022 21:00","1496","n/e","1483","n/e","n/e","n/e","3577","n/e","3199"
"05.07.2022 21:00 - 05.07.2022 22:00","307","n/e","306","n/e","n/e","n/e","3818","n/e","3414"
"05.07.2022 22:00 - 05.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","4059","n/e","3630"
"05.07.2022 23:00 - 06.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","4300","n/e","3845"
"06.07.2022 00:00 - 06.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","3412","n/e","3536"
"06.07.2022 01:00 - 06.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","3259","n/e","3438"
"06.07.2022 02:00 - 06.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","3106","n/e","3340"
"06.07.2022 03:00 - 06.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","2837","n/e","2977"
"06.07.2022 04:00 - 06.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","2568","n/e","2614"
"06.07.2022 05:00 - 06.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","2299","n/e","2251"
"06.07.2022 06:00 - 06.07.2022 07:00","8","n/e","8","n/e","n/e","n/e","2114","n/e","2128"
"06.07.2022 07:00 - 06.07.2022 08:00","632","n/e","633","n/e","n/e","n/e","1928","n/e","2206"
"06.07.2022 08:00 - 06.07.2022 09:00","2033","n/e","2047","n/e","n/e","n/e","1743","n/e","2027"
"06.07.2022 09:00 - 06.07.2022 10:00","4210","n/e","4168","n/e","n/e","n/e","1634","n/e","1871"
"06.07.2022 10:00 - 06.07.2022 11:00","6421","n/e","6099","n/e","n/e","n/e","1526","n/e","1626"
"06.07.2022 11:00 - 06.07.2022 12:00","8116","n/e","7642","n/e","n/e","n/e","1419","n/e","1467"
"06.07.2022 12:00 - 06.07.2022 13:00","9184","n/e","8839","n/e","n/e","n/e","1580","n/e","1613"
"06.07.2022 13:00 - 06.07.2022 14:00","9755","n/e","9480","n/e","n/e","n/e","1742","n/e","1764"
"06.07.2022 14:00 - 06.07.2022 15:00","9815","n/e","9559","n/e","n/e","n/e","1904","n/e","1917"
"06.07.2022 15:00 - 06.07.2022 16:00","9479","n/e","9256","n/e","n/e","n/e","2111","n/e","2107"
"06.07.2022 16:00 - 06.07.2022 17:00","8640","n/e","8461","n/e","n/e","n/e","2318","n/e","2298"
"06.07.2022 17:00 - 06.07.2022 18:00","7345","n/e","7102","n/e","n/e","n/e","2525","n/e","2491"
"06.07.2022 18:00 - 06.07.2022 19:00","5556","n/e","5320","n/e","n/e","n/e","2731","n/e","2712"
"06.07.2022 19:00 - 06.07.2022 20:00","3340","n/e","3233","n/e","n/e","n/e","2937","n/e","2934"
"06.07.2022 20:00 - 06.07.2022 21:00","1455","n/e","1391","n/e","n/e","n/e","3143","n/e","3155"
"06.07.2022 21:00 - 06.07.2022 22:00","291","n/e","284","n/e","n/e","n/e","3062","n/e","3080"
"06.07.2022 22:00 - 06.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","2981","n/e","3005"
"06.07.2022 23:00 - 07.07.2022 00:00","0","n/e","0","n/e","n/e","n/e","2900","n/e","2931"
"07.07.2022 00:00 - 07.07.2022 01:00","0","n/e","0","n/e","n/e","n/e","2788","n/e","2887"
"07.07.2022 01:00 - 07.07.2022 02:00","0","n/e","0","n/e","n/e","n/e","2784","n/e","2843"
"07.07.2022 02:00 - 07.07.2022 03:00","0","n/e","0","n/e","n/e","n/e","2781","n/e","2799"
"07.07.2022 03:00 - 07.07.2022 04:00","0","n/e","0","n/e","n/e","n/e","2792","n/e","2814"
"07.07.2022 04:00 - 07.07.2022 05:00","0","n/e","0","n/e","n/e","n/e","2805","n/e","2835"
"07.07.2022 05:00 - 07.07.2022 06:00","0","n/e","0","n/e","n/e","n/e","2819","n/e","2857"
"07.07.2022 06:00 - 07.07.2022 07:00","7","n/e","7","n/e","n/e","n/e","2775","n/e","2792"
"07.07.2022 07:00 - 07.07.2022 08:00","628","n/e","637","n/e","n/e","n/e","2732","n/e","2768"
"07.07.2022 08:00 - 07.07.2022 09:00","2074","n/e","2108","n/e","n/e","n/e","2688","n/e","2661"
"07.07.2022 09:00 - 07.07.2022 10:00","4317","n/e","4389","n/e","n/e","n/e","2779","n/e","2774"
"07.07.2022 10:00 - 07.07.2022 11:00","6570","n/e","6516","n/e","n/e","n/e","2870","n/e","2576"
"07.07.2022 11:00 - 07.07.2022 12:00","8198","n/e","8136","n/e","n/e","n/e","2962","n/e","2694"
"07.07.2022 12:00 - 07.07.2022 13:00","9177","n/e","9191","n/e","n/e","n/e","3460","n/e","3172"
"07.07.2022 13:00 - 07.07.2022 14:00","9714","n/e","9638","n/e","n/e","n/e","3959","n/e","3650"
"07.07.2022 14:00 - 07.07.2022 15:00","9801","n/e","9679","n/e","n/e","n/e","4458","n/e","4126"
"07.07.2022 15:00 - 07.07.2022 16:00","9519","n/e","9255","n/e","n/e","n/e","4850","n/e","4599"
"07.07.2022 16:00 - 07.07.2022 17:00","8766","n/e","8480","n/e","n/e","n/e","5241","n/e","5068"
"07.07.2022 17:00 - 07.07.2022 18:00","7490","n/e","7215","n/e","n/e","n/e","5633","n/e","5537"
"07.07.2022 18:00 - 07.07.2022 19:00","5720","n/e","5603","n/e","n/e","n/e","5488","n/e","5360"
"07.07.2022 19:00 - 07.07.2022 20:00","3477","n/e","3419","n/e","n/e","n/e","5344","n/e","5183"
"07.07.2022 20:00 - 07.07.2022 21:00","1508","n/e","1503","n/e","n/e","n/e","5199","n/e","5006"
"07.07.2022 21:00 - 07.07.2022 22:00","299","n/e","298","n/e","n/e","n/e","4986","n/e","4771"
"07.07.2022 22:00 - 07.07.2022 23:00","0","n/e","0","n/e","n/e","n/e","4771","n/e","4536"
