"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Belgium (BE)","Actual Total Load [MW] - Belgium (BE)"
"09.03.2022 06:30 - 09.03.2022 06:45","10492","10503"
"09.03.2022 06:45 - 09.03.2022 07:00","10749","10747"
"09.03.2022 07:00 - 09.03.2022 07:15","10838","10877"
"09.03.2022 07:15 - 09.03.2022 07:30","11007","10906"
"09.03.2022 07:30 - 09.03.2022 07:45","11096","10902"
"09.03.2022 07:45 - 09.03.2022 08:00","11146","10838"
"09.03.2022 08:00 - 09.03.2022 08:15","11235","10900"
"09.03.2022 08:15 - 09.03.2022 08:30","11264","10946"
"09.03.2022 08:30 - 09.03.2022 08:45","11345","10945"
"09.03.2022 08:45 - 09.03.2022 09:00","11366","10925"
"09.03.2022 09:00 - 09.03.2022 09:15","11473","10839"
"09.03.2022 09:15 - 09.03.2022 09:30","11485","10770"
"09.03.2022 09:30 - 09.03.2022 09:45","11514","10782"
"09.03.2022 09:45 - 09.03.2022 10:00","11442","10675"
"09.03.2022 10:00 - 09.03.2022 10:15","11502","10784"
"09.03.2022 10:15 - 09.03.2022 10:30","11452","10600"
"09.03.2022 10:30 - 09.03.2022 10:45","11467","10575"
"09.03.2022 10:45 - 09.03.2022 11:00","11470","10498"
"09.03.2022 11:00 - 09.03.2022 11:15","11619","10383"
"09.03.2022 11:15 - 09.03.2022 11:30","11608","10397"
"09.03.2022 11:30 - 09.03.2022 11:45","11635","10284"
"09.03.2022 11:45 - 09.03.2022 12:00","11576","10228"
"09.03.2022 12:00 - 09.03.2022 12:15","11471","10106"
"09.03.2022 12:15 - 09.03.2022 12:30","11336","10004"
"09.03.2022 12:30 - 09.03.2022 12:45","11387","10048"
"09.03.2022 12:45 - 09.03.2022 13:00","11322","9916"
"09.03.2022 13:00 - 09.03.2022 13:15","11239","9825"
"09.03.2022 13:15 - 09.03.2022 13:30","11247","9839"
"09.03.2022 13:30 - 09.03.2022 13:45","11209","9778"
"09.03.2022 13:45 - 09.03.2022 14:00","11128","9749"
"09.03.2022 14:00 - 09.03.2022 14:15","11021","9671"
"09.03.2022 14:15 - 09.03.2022 14:30","11020","9745"
"09.03.2022 14:30 - 09.03.2022 14:45","11017","9672"
"09.03.2022 14:45 - 09.03.2022 15:00","11021","9698"
"09.03.2022 15:00 - 09.03.2022 15:15","11059","9754"
"09.03.2022 15:15 - 09.03.2022 15:30","10993","9158"
"09.03.2022 15:30 - 09.03.2022 15:45","11017","9150"
"09.03.2022 15:45 - 09.03.2022 16:00","10994","9211"
"09.03.2022 16:00 - 09.03.2022 16:15","10970","9334"
"09.03.2022 16:15 - 09.03.2022 16:30","10986","9368"
"09.03.2022 16:30 - 09.03.2022 16:45","11033","9560"
"09.03.2022 16:45 - 09.03.2022 17:00","11074","9685"
"09.03.2022 17:00 - 09.03.2022 17:15","11032","9752"
"09.03.2022 17:15 - 09.03.2022 17:30","11149","9927"
"09.03.2022 17:30 - 09.03.2022 17:45","11273","10142"
"09.03.2022 17:45 - 09.03.2022 18:00","11453","10385"
"09.03.2022 18:00 - 09.03.2022 18:15","11382","10515"
"09.03.2022 18:15 - 09.03.2022 18:30","11556","10616"
"09.03.2022 18:30 - 09.03.2022 18:45","11715","10782"
"09.03.2022 18:45 - 09.03.2022 19:00","11719","11102"
"09.03.2022 19:00 - 09.03.2022 19:15","11735","11228"
"09.03.2022 19:15 - 09.03.2022 19:30","11610","11153"
"09.03.2022 19:30 - 09.03.2022 19:45","11504","11117"
"09.03.2022 19:45 - 09.03.2022 20:00","11362","11000"
"09.03.2022 20:00 - 09.03.2022 20:15","11203","10905"
"09.03.2022 20:15 - 09.03.2022 20:30","11025","10845"
"09.03.2022 20:30 - 09.03.2022 20:45","10911","10596"
"09.03.2022 20:45 - 09.03.2022 21:00","10732","10499"
"09.03.2022 21:00 - 09.03.2022 21:15","10606","10353"
"09.03.2022 21:15 - 09.03.2022 21:30","10482","10127"
"09.03.2022 21:30 - 09.03.2022 21:45","10334","9919"
"09.03.2022 21:45 - 09.03.2022 22:00","10200","9929"
"09.03.2022 22:00 - 09.03.2022 22:15","10267","9898"
"09.03.2022 22:15 - 09.03.2022 22:30","10371","9908"
"09.03.2022 22:30 - 09.03.2022 22:45","10401","9895"
"09.03.2022 22:45 - 09.03.2022 23:00","10349","9832"
"09.03.2022 23:00 - 09.03.2022 23:15","10340","9969"
"09.03.2022 23:15 - 09.03.2022 23:30","10220","9779"
"09.03.2022 23:30 - 09.03.2022 23:45","10109","9534"
"09.03.2022 23:45 - 10.03.2022 00:00","9920","9369"
"10.03.2022 00:00 - 10.03.2022 00:15","9678","9242"
"10.03.2022 00:15 - 10.03.2022 00:30","9544","9096"
"10.03.2022 00:30 - 10.03.2022 00:45","9443","8952"
"10.03.2022 00:45 - 10.03.2022 01:00","9283","8906"
"10.03.2022 01:00 - 10.03.2022 01:15","9194","8813"
"10.03.2022 01:15 - 10.03.2022 01:30","9049","8607"
"10.03.2022 01:30 - 10.03.2022 01:45","8970","8509"
"10.03.2022 01:45 - 10.03.2022 02:00","8890","8657"
"10.03.2022 02:00 - 10.03.2022 02:15","8846","8420"
"10.03.2022 02:15 - 10.03.2022 02:30","8785","8344"
"10.03.2022 02:30 - 10.03.2022 02:45","8761","8397"
"10.03.2022 02:45 - 10.03.2022 03:00","8726","8468"
"10.03.2022 03:00 - 10.03.2022 03:15","8703","8406"
"10.03.2022 03:15 - 10.03.2022 03:30","8711","8230"
"10.03.2022 03:30 - 10.03.2022 03:45","8690","8374"
"10.03.2022 03:45 - 10.03.2022 04:00","8681","8413"
"10.03.2022 04:00 - 10.03.2022 04:15","8780","8569"
"10.03.2022 04:15 - 10.03.2022 04:30","8790","8611"
"10.03.2022 04:30 - 10.03.2022 04:45","8827","8652"
"10.03.2022 04:45 - 10.03.2022 05:00","8903","8669"
"10.03.2022 05:00 - 10.03.2022 05:15","8965","8762"
"10.03.2022 05:15 - 10.03.2022 05:30","9119","9072"
"10.03.2022 05:30 - 10.03.2022 05:45","9267","9201"
"10.03.2022 05:45 - 10.03.2022 06:00","9441","9323"
"10.03.2022 06:00 - 10.03.2022 06:15","9850","9677"
"10.03.2022 06:15 - 10.03.2022 06:30","10135","10020"
"10.03.2022 06:30 - 10.03.2022 06:45","10357","10273"
"10.03.2022 06:45 - 10.03.2022 07:00","10603","10373"
"10.03.2022 07:00 - 10.03.2022 07:15","10701","10380"
"10.03.2022 07:15 - 10.03.2022 07:30","10857","10447"
"10.03.2022 07:30 - 10.03.2022 07:45","10960","10779"
"10.03.2022 07:45 - 10.03.2022 08:00","11006","10757"
"10.03.2022 08:00 - 10.03.2022 08:15","10983","10613"
"10.03.2022 08:15 - 10.03.2022 08:30","10991","10607"
"10.03.2022 08:30 - 10.03.2022 08:45","11080","10691"
"10.03.2022 08:45 - 10.03.2022 09:00","11109","10686"
"10.03.2022 09:00 - 10.03.2022 09:15","11102","10619"
"10.03.2022 09:15 - 10.03.2022 09:30","11106","10608"
"10.03.2022 09:30 - 10.03.2022 09:45","11133","10614"
"10.03.2022 09:45 - 10.03.2022 10:00","11056","10560"
"10.03.2022 10:00 - 10.03.2022 10:15","11195","10492"
"10.03.2022 10:15 - 10.03.2022 10:30","11141","10421"
"10.03.2022 10:30 - 10.03.2022 10:45","11145","10384"
"10.03.2022 10:45 - 10.03.2022 11:00","11133","10306"
"10.03.2022 11:00 - 10.03.2022 11:15","11201","10244"
"10.03.2022 11:15 - 10.03.2022 11:30","11172","10228"
"10.03.2022 11:30 - 10.03.2022 11:45","11193","10332"
"10.03.2022 11:45 - 10.03.2022 12:00","11140","10234"
"10.03.2022 12:00 - 10.03.2022 12:15","10842","10112"
"10.03.2022 12:15 - 10.03.2022 12:30","10710","9972"
"10.03.2022 12:30 - 10.03.2022 12:45","10740","9895"
"10.03.2022 12:45 - 10.03.2022 13:00","10689","9883"
"10.03.2022 13:00 - 10.03.2022 13:15","10714","9850"
"10.03.2022 13:15 - 10.03.2022 13:30","10726","9799"
"10.03.2022 13:30 - 10.03.2022 13:45","10696","9749"
"10.03.2022 13:45 - 10.03.2022 14:00","10600","9612"
"10.03.2022 14:00 - 10.03.2022 14:15","10516","9613"
"10.03.2022 14:15 - 10.03.2022 14:30","10527","9528"
"10.03.2022 14:30 - 10.03.2022 14:45","10523","9530"
"10.03.2022 14:45 - 10.03.2022 15:00","10517","9603"
"10.03.2022 15:00 - 10.03.2022 15:15","10566","9736"
"10.03.2022 15:15 - 10.03.2022 15:30","10520","9676"
"10.03.2022 15:30 - 10.03.2022 15:45","10540","9556"
"10.03.2022 15:45 - 10.03.2022 16:00","10518","9574"
"10.03.2022 16:00 - 10.03.2022 16:15","10698","9678"
"10.03.2022 16:15 - 10.03.2022 16:30","10717","9633"
"10.03.2022 16:30 - 10.03.2022 16:45","10758","9703"
"10.03.2022 16:45 - 10.03.2022 17:00","10802","9797"
"10.03.2022 17:00 - 10.03.2022 17:15","10936","9847"
"10.03.2022 17:15 - 10.03.2022 17:30","11059","9857"
"10.03.2022 17:30 - 10.03.2022 17:45","11182","10110"
"10.03.2022 17:45 - 10.03.2022 18:00","11366","10441"
"10.03.2022 18:00 - 10.03.2022 18:15","11373","10488"
"10.03.2022 18:15 - 10.03.2022 18:30","11539","10673"
"10.03.2022 18:30 - 10.03.2022 18:45","11714","10861"
"10.03.2022 18:45 - 10.03.2022 19:00","11750","10958"
"10.03.2022 19:00 - 10.03.2022 19:15","11776","10966"
"10.03.2022 19:15 - 10.03.2022 19:30","11652","11013"
"10.03.2022 19:30 - 10.03.2022 19:45","11544","10864"
"10.03.2022 19:45 - 10.03.2022 20:00","11416","10802"
"10.03.2022 20:00 - 10.03.2022 20:15","11290","10755"
"10.03.2022 20:15 - 10.03.2022 20:30","11098","10619"
"10.03.2022 20:30 - 10.03.2022 20:45","10998","10340"
"10.03.2022 20:45 - 10.03.2022 21:00","10817","10150"
"10.03.2022 21:00 - 10.03.2022 21:15","10654","10024"
"10.03.2022 21:15 - 10.03.2022 21:30","10518","9917"
"10.03.2022 21:30 - 10.03.2022 21:45","10384","9746"
"10.03.2022 21:45 - 10.03.2022 22:00","10242","9606"
"10.03.2022 22:00 - 10.03.2022 22:15","10264","9642"
"10.03.2022 22:15 - 10.03.2022 22:30","10353","9635"
"10.03.2022 22:30 - 10.03.2022 22:45","10379","9788"
"10.03.2022 22:45 - 10.03.2022 23:00","10324","9539"
"10.03.2022 23:00 - 10.03.2022 23:15","10237","9527"
"10.03.2022 23:15 - 10.03.2022 23:30","10114","9482"
"10.03.2022 23:30 - 10.03.2022 23:45","10003","9238"
"10.03.2022 23:45 - 11.03.2022 00:00","9833","9130"
"11.03.2022 00:00 - 11.03.2022 00:15","9448","8902"
"11.03.2022 00:15 - 11.03.2022 00:30","9303","8822"
"11.03.2022 00:30 - 11.03.2022 00:45","9204","8815"
"11.03.2022 00:45 - 11.03.2022 01:00","9063","8468"
"11.03.2022 01:00 - 11.03.2022 01:15","9186","8425"
"11.03.2022 01:15 - 11.03.2022 01:30","9047","8406"
"11.03.2022 01:30 - 11.03.2022 01:45","8965","8369"
"11.03.2022 01:45 - 11.03.2022 02:00","8862","8194"
"11.03.2022 02:00 - 11.03.2022 02:15","8906","8113"
"11.03.2022 02:15 - 11.03.2022 02:30","8857","8107"
"11.03.2022 02:30 - 11.03.2022 02:45","8816","8127"
"11.03.2022 02:45 - 11.03.2022 03:00","8773","7843"
"11.03.2022 03:00 - 11.03.2022 03:15","8791","7844"
"11.03.2022 03:15 - 11.03.2022 03:30","8792","7877"
"11.03.2022 03:30 - 11.03.2022 03:45","8782","7940"
"11.03.2022 03:45 - 11.03.2022 04:00","8774","7960"
"11.03.2022 04:00 - 11.03.2022 04:15","8847","7999"
"11.03.2022 04:15 - 11.03.2022 04:30","8865","8154"
"11.03.2022 04:30 - 11.03.2022 04:45","8905","8087"
"11.03.2022 04:45 - 11.03.2022 05:00","8991","8126"
"11.03.2022 05:00 - 11.03.2022 05:15","9118","8098"
"11.03.2022 05:15 - 11.03.2022 05:30","9271","8258"
"11.03.2022 05:30 - 11.03.2022 05:45","9411","8503"
"11.03.2022 05:45 - 11.03.2022 06:00","9594","8786"
"11.03.2022 06:00 - 11.03.2022 06:15","9959","9122"
"11.03.2022 06:15 - 11.03.2022 06:30","10241","9457"
"11.03.2022 06:30 - 11.03.2022 06:45","10472","9706"
"11.03.2022 06:45 - 11.03.2022 07:00","10721","9912"
"11.03.2022 07:00 - 11.03.2022 07:15","10827","9935"
"11.03.2022 07:15 - 11.03.2022 07:30","10965","10133"
"11.03.2022 07:30 - 11.03.2022 07:45","11052","10254"
"11.03.2022 07:45 - 11.03.2022 08:00","11085","10245"
"11.03.2022 08:00 - 11.03.2022 08:15","11038","10126"
"11.03.2022 08:15 - 11.03.2022 08:30","11050","10177"
"11.03.2022 08:30 - 11.03.2022 08:45","11129","10220"
"11.03.2022 08:45 - 11.03.2022 09:00","11155","10383"
"11.03.2022 09:00 - 11.03.2022 09:15","11079","10405"
"11.03.2022 09:15 - 11.03.2022 09:30","11072","10219"
"11.03.2022 09:30 - 11.03.2022 09:45","11099","10265"
"11.03.2022 09:45 - 11.03.2022 10:00","11020","10181"
"11.03.2022 10:00 - 11.03.2022 10:15","10895","9986"
"11.03.2022 10:15 - 11.03.2022 10:30","10842","9804"
"11.03.2022 10:30 - 11.03.2022 10:45","10851","9825"
"11.03.2022 10:45 - 11.03.2022 11:00","10836","9817"
"11.03.2022 11:00 - 11.03.2022 11:15","10876","9709"
"11.03.2022 11:15 - 11.03.2022 11:30","10851","9688"
"11.03.2022 11:30 - 11.03.2022 11:45","10858","9673"
"11.03.2022 11:45 - 11.03.2022 12:00","10810","9763"
"11.03.2022 12:00 - 11.03.2022 12:15","10913","9778"
"11.03.2022 12:15 - 11.03.2022 12:30","10787","9662"
"11.03.2022 12:30 - 11.03.2022 12:45","10820","9594"
"11.03.2022 12:45 - 11.03.2022 13:00","10761","9603"
"11.03.2022 13:00 - 11.03.2022 13:15","10757","9755"
"11.03.2022 13:15 - 11.03.2022 13:30","10771","9997"
"11.03.2022 13:30 - 11.03.2022 13:45","10738","9958"
"11.03.2022 13:45 - 11.03.2022 14:00","10648","9817"
"11.03.2022 14:00 - 11.03.2022 14:15","10556","9241"
"11.03.2022 14:15 - 11.03.2022 14:30","10574","9388"
"11.03.2022 14:30 - 11.03.2022 14:45","10556","9336"
"11.03.2022 14:45 - 11.03.2022 15:00","10555","9516"
"11.03.2022 15:00 - 11.03.2022 15:15","10522","9520"
"11.03.2022 15:15 - 11.03.2022 15:30","10401","9390"
"11.03.2022 15:30 - 11.03.2022 15:45","10423","9271"
"11.03.2022 15:45 - 11.03.2022 16:00","10413","9409"
"11.03.2022 16:00 - 11.03.2022 16:15","10486","9525"
"11.03.2022 16:15 - 11.03.2022 16:30","10509","9642"
"11.03.2022 16:30 - 11.03.2022 16:45","10572","9514"
"11.03.2022 16:45 - 11.03.2022 17:00","10628","9680"
"11.03.2022 17:00 - 11.03.2022 17:15","10585","9526"
"11.03.2022 17:15 - 11.03.2022 17:30","10712","9816"
"11.03.2022 17:30 - 11.03.2022 17:45","10848","9901"
"11.03.2022 17:45 - 11.03.2022 18:00","11037","10088"
"11.03.2022 18:00 - 11.03.2022 18:15","11147","10217"
"11.03.2022 18:15 - 11.03.2022 18:30","11304","10238"
"11.03.2022 18:30 - 11.03.2022 18:45","11480","10333"
"11.03.2022 18:45 - 11.03.2022 19:00","11554","10622"
"11.03.2022 19:00 - 11.03.2022 19:15","11439","10615"
"11.03.2022 19:15 - 11.03.2022 19:30","11317","10508"
"11.03.2022 19:30 - 11.03.2022 19:45","11217","10265"
"11.03.2022 19:45 - 11.03.2022 20:00","11089","10186"
"11.03.2022 20:00 - 11.03.2022 20:15","10951","10121"
"11.03.2022 20:15 - 11.03.2022 20:30","10780","9963"
"11.03.2022 20:30 - 11.03.2022 20:45","10669","9832"
"11.03.2022 20:45 - 11.03.2022 21:00","10504","9760"
"11.03.2022 21:00 - 11.03.2022 21:15","10377","9680"
"11.03.2022 21:15 - 11.03.2022 21:30","10230","9567"
"11.03.2022 21:30 - 11.03.2022 21:45","10082","9484"
"11.03.2022 21:45 - 11.03.2022 22:00","9962","9437"
"11.03.2022 22:00 - 11.03.2022 22:15","10078","9520"
"11.03.2022 22:15 - 11.03.2022 22:30","10156","9642"
"11.03.2022 22:30 - 11.03.2022 22:45","10180","9557"
"11.03.2022 22:45 - 11.03.2022 23:00","10126","9510"
"11.03.2022 23:00 - 11.03.2022 23:15","10143","9541"
"11.03.2022 23:15 - 11.03.2022 23:30","10010","9522"
"11.03.2022 23:30 - 11.03.2022 23:45","9884","9261"
"11.03.2022 23:45 - 12.03.2022 00:00","9719","9194"
"12.03.2022 00:00 - 12.03.2022 00:15","9289","8975"
"12.03.2022 00:15 - 12.03.2022 00:30","9170","8735"
"12.03.2022 00:30 - 12.03.2022 00:45","9086","8600"
"12.03.2022 00:45 - 12.03.2022 01:00","8920","8509"
"12.03.2022 01:00 - 12.03.2022 01:15","8738","8450"
"12.03.2022 01:15 - 12.03.2022 01:30","8620","8241"
"12.03.2022 01:30 - 12.03.2022 01:45","8629","8160"
"12.03.2022 01:45 - 12.03.2022 02:00","8485","8060"
"12.03.2022 02:00 - 12.03.2022 02:15","8466","8057"
"12.03.2022 02:15 - 12.03.2022 02:30","8419","7783"
"12.03.2022 02:30 - 12.03.2022 02:45","8329","7747"
"12.03.2022 02:45 - 12.03.2022 03:00","8322","7782"
"12.03.2022 03:00 - 12.03.2022 03:15","8349","7770"
"12.03.2022 03:15 - 12.03.2022 03:30","8274","7676"
"12.03.2022 03:30 - 12.03.2022 03:45","8292","7683"
"12.03.2022 03:45 - 12.03.2022 04:00","8235","7654"
"12.03.2022 04:00 - 12.03.2022 04:15","8391","7688"
"12.03.2022 04:15 - 12.03.2022 04:30","8352","7698"
"12.03.2022 04:30 - 12.03.2022 04:45","8349","7759"
"12.03.2022 04:45 - 12.03.2022 05:00","8375","7725"
"12.03.2022 05:00 - 12.03.2022 05:15","8390","7749"
"12.03.2022 05:15 - 12.03.2022 05:30","8422","7735"
"12.03.2022 05:30 - 12.03.2022 05:45","8451","7806"
"12.03.2022 05:45 - 12.03.2022 06:00","8547","7899"
"12.03.2022 06:00 - 12.03.2022 06:15","8698","8037"
"12.03.2022 06:15 - 12.03.2022 06:30","8784","8167"
"12.03.2022 06:30 - 12.03.2022 06:45","8901","8250"
"12.03.2022 06:45 - 12.03.2022 07:00","8972","8302"
"12.03.2022 07:00 - 12.03.2022 07:15","8953","8177"
"12.03.2022 07:15 - 12.03.2022 07:30","8937","8405"
"12.03.2022 07:30 - 12.03.2022 07:45","8952","8481"
"12.03.2022 07:45 - 12.03.2022 08:00","9011","8647"
"12.03.2022 08:00 - 12.03.2022 08:15","9185","8742"
"12.03.2022 08:15 - 12.03.2022 08:30","9292","9113"
"12.03.2022 08:30 - 12.03.2022 08:45","9328","9311"
"12.03.2022 08:45 - 12.03.2022 09:00","9356","9208"
"12.03.2022 09:00 - 12.03.2022 09:15","9465","9056"
"12.03.2022 09:15 - 12.03.2022 09:30","9477","9317"
"12.03.2022 09:30 - 12.03.2022 09:45","9538","9413"
"12.03.2022 09:45 - 12.03.2022 10:00","9541","9464"
"12.03.2022 10:00 - 12.03.2022 10:15","9425","9206"
"12.03.2022 10:15 - 12.03.2022 10:30","9342","9312"
"12.03.2022 10:30 - 12.03.2022 10:45","9347","9147"
"12.03.2022 10:45 - 12.03.2022 11:00","9272","8999"
"12.03.2022 11:00 - 12.03.2022 11:15","9220","9438"
"12.03.2022 11:15 - 12.03.2022 11:30","9202","9579"
"12.03.2022 11:30 - 12.03.2022 11:45","9288","9656"
"12.03.2022 11:45 - 12.03.2022 12:00","9201","9576"
"12.03.2022 12:00 - 12.03.2022 12:15","9304","9370"
"12.03.2022 12:15 - 12.03.2022 12:30","9245","9367"
"12.03.2022 12:30 - 12.03.2022 12:45","9234","9339"
"12.03.2022 12:45 - 12.03.2022 13:00","9231","9389"
"12.03.2022 13:00 - 12.03.2022 13:15","9320","8986"
"12.03.2022 13:15 - 12.03.2022 13:30","9177","9113"
"12.03.2022 13:30 - 12.03.2022 13:45","9242","8974"
"12.03.2022 13:45 - 12.03.2022 14:00","9170","8815"
"12.03.2022 14:00 - 12.03.2022 14:15","9216","8470"
"12.03.2022 14:15 - 12.03.2022 14:30","9141","8457"
"12.03.2022 14:30 - 12.03.2022 14:45","9170","8607"
"12.03.2022 14:45 - 12.03.2022 15:00","9180","8764"
"12.03.2022 15:00 - 12.03.2022 15:15","9201","8653"
"12.03.2022 15:15 - 12.03.2022 15:30","9168","8634"
"12.03.2022 15:30 - 12.03.2022 15:45","9123","8670"
"12.03.2022 15:45 - 12.03.2022 16:00","9216","8783"
"12.03.2022 16:00 - 12.03.2022 16:15","9100","8861"
"12.03.2022 16:15 - 12.03.2022 16:30","9166","8969"
"12.03.2022 16:30 - 12.03.2022 16:45","9254","9058"
"12.03.2022 16:45 - 12.03.2022 17:00","9323","9058"
"12.03.2022 17:00 - 12.03.2022 17:15","9379","9256"
"12.03.2022 17:15 - 12.03.2022 17:30","9501","9472"
"12.03.2022 17:30 - 12.03.2022 17:45","9689","9677"
"12.03.2022 17:45 - 12.03.2022 18:00","9917","9689"
"12.03.2022 18:00 - 12.03.2022 18:15","10069","9776"
"12.03.2022 18:15 - 12.03.2022 18:30","10200","9617"
"12.03.2022 18:30 - 12.03.2022 18:45","10284","9638"
"12.03.2022 18:45 - 12.03.2022 19:00","10330","10003"
"12.03.2022 19:00 - 12.03.2022 19:15","10433","9999"
"12.03.2022 19:15 - 12.03.2022 19:30","10308","9990"
"12.03.2022 19:30 - 12.03.2022 19:45","10258","9855"
"12.03.2022 19:45 - 12.03.2022 20:00","10122","9632"
"12.03.2022 20:00 - 12.03.2022 20:15","10089","9414"
"12.03.2022 20:15 - 12.03.2022 20:30","9928","9333"
"12.03.2022 20:30 - 12.03.2022 20:45","9802","8915"
"12.03.2022 20:45 - 12.03.2022 21:00","9706","8835"
"12.03.2022 21:00 - 12.03.2022 21:15","9565","8641"
"12.03.2022 21:15 - 12.03.2022 21:30","9420","8511"
"12.03.2022 21:30 - 12.03.2022 21:45","9354","8469"
"12.03.2022 21:45 - 12.03.2022 22:00","9276","8484"
"12.03.2022 22:00 - 12.03.2022 22:15","9364","8781"
"12.03.2022 22:15 - 12.03.2022 22:30","9334","8762"
"12.03.2022 22:30 - 12.03.2022 22:45","9375","8784"
"12.03.2022 22:45 - 12.03.2022 23:00","9340","8966"
"12.03.2022 23:00 - 12.03.2022 23:15","9381","8874"
"12.03.2022 23:15 - 12.03.2022 23:30","9347","8852"
"12.03.2022 23:30 - 12.03.2022 23:45","9266","8643"
"12.03.2022 23:45 - 13.03.2022 00:00","9059","8544"
"13.03.2022 00:00 - 13.03.2022 00:15","8903","8367"
"13.03.2022 00:15 - 13.03.2022 00:30","8798","8164"
"13.03.2022 00:30 - 13.03.2022 00:45","8697","7962"
"13.03.2022 00:45 - 13.03.2022 01:00","8642","7926"
"13.03.2022 01:00 - 13.03.2022 01:15","8615","7707"
"13.03.2022 01:15 - 13.03.2022 01:30","8480","7509"
"13.03.2022 01:30 - 13.03.2022 01:45","8405","7306"
"13.03.2022 01:45 - 13.03.2022 02:00","8356","7323"
"13.03.2022 02:00 - 13.03.2022 02:15","8187","7495"
"13.03.2022 02:15 - 13.03.2022 02:30","8236","7390"
"13.03.2022 02:30 - 13.03.2022 02:45","8134","7302"
"13.03.2022 02:45 - 13.03.2022 03:00","8064","7332"
"13.03.2022 03:00 - 13.03.2022 03:15","8015","7320"
"13.03.2022 03:15 - 13.03.2022 03:30","7961","7273"
"13.03.2022 03:30 - 13.03.2022 03:45","7930","7260"
"13.03.2022 03:45 - 13.03.2022 04:00","7896","7337"
"13.03.2022 04:00 - 13.03.2022 04:15","7906","7426"
"13.03.2022 04:15 - 13.03.2022 04:30","7929","7356"
"13.03.2022 04:30 - 13.03.2022 04:45","7984","7306"
"13.03.2022 04:45 - 13.03.2022 05:00","8069","7412"
"13.03.2022 05:00 - 13.03.2022 05:15","8009","7576"
"13.03.2022 05:15 - 13.03.2022 05:30","8041","7350"
"13.03.2022 05:30 - 13.03.2022 05:45","8033","7543"
"13.03.2022 05:45 - 13.03.2022 06:00","8052","7473"
"13.03.2022 06:00 - 13.03.2022 06:15","8131","7598"
"13.03.2022 06:15 - 13.03.2022 06:30","8181","7571"
"13.03.2022 06:30 - 13.03.2022 06:45","8263","7783"
"13.03.2022 06:45 - 13.03.2022 07:00","8275","7821"
"13.03.2022 07:00 - 13.03.2022 07:15","8173","7621"
"13.03.2022 07:15 - 13.03.2022 07:30","8225","7762"
"13.03.2022 07:30 - 13.03.2022 07:45","8300","7889"
"13.03.2022 07:45 - 13.03.2022 08:00","8388","7930"
"13.03.2022 08:00 - 13.03.2022 08:15","8443","7949"
"13.03.2022 08:15 - 13.03.2022 08:30","8550","7998"
"13.03.2022 08:30 - 13.03.2022 08:45","8660","8257"
"13.03.2022 08:45 - 13.03.2022 09:00","8696","8232"
"13.03.2022 09:00 - 13.03.2022 09:15","8791","8351"
"13.03.2022 09:15 - 13.03.2022 09:30","8837","8375"
"13.03.2022 09:30 - 13.03.2022 09:45","8924","8518"
"13.03.2022 09:45 - 13.03.2022 10:00","8909","8624"
"13.03.2022 10:00 - 13.03.2022 10:15","9080","8220"
"13.03.2022 10:15 - 13.03.2022 10:30","9073","8501"
"13.03.2022 10:30 - 13.03.2022 10:45","9117","8363"
"13.03.2022 10:45 - 13.03.2022 11:00","9132","8344"
"13.03.2022 11:00 - 13.03.2022 11:15","9166","8297"
"13.03.2022 11:15 - 13.03.2022 11:30","9221","8130"
"13.03.2022 11:30 - 13.03.2022 11:45","9305","8106"
"13.03.2022 11:45 - 13.03.2022 12:00","9326","8240"
"13.03.2022 12:00 - 13.03.2022 12:15","9358","8369"
"13.03.2022 12:15 - 13.03.2022 12:30","9328","8475"
"13.03.2022 12:30 - 13.03.2022 12:45","9290","8306"
"13.03.2022 12:45 - 13.03.2022 13:00","9332","8316"
"13.03.2022 13:00 - 13.03.2022 13:15","9274","8207"
"13.03.2022 13:15 - 13.03.2022 13:30","9177","8410"
"13.03.2022 13:30 - 13.03.2022 13:45","9101","8104"
"13.03.2022 13:45 - 13.03.2022 14:00","9006","8514"
"13.03.2022 14:00 - 13.03.2022 14:15","8917","8086"
"13.03.2022 14:15 - 13.03.2022 14:30","8799","8359"
"13.03.2022 14:30 - 13.03.2022 14:45","8816","8267"
"13.03.2022 14:45 - 13.03.2022 15:00","8852","8336"
