"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"05.01.2022 17:45 - 05.01.2022 18:00","549","744"
"05.01.2022 18:00 - 05.01.2022 18:15","539","744"
"05.01.2022 18:15 - 05.01.2022 18:30","532","746"
"05.01.2022 18:30 - 05.01.2022 18:45","521","745"
"05.01.2022 18:45 - 05.01.2022 19:00","511","744"
"05.01.2022 19:00 - 05.01.2022 19:15","495","737"
"05.01.2022 19:15 - 05.01.2022 19:30","483","730"
"05.01.2022 19:30 - 05.01.2022 19:45","471","719"
"05.01.2022 19:45 - 05.01.2022 20:00","461","709"
"05.01.2022 20:00 - 05.01.2022 20:15","449","694"
"05.01.2022 20:15 - 05.01.2022 20:30","440","681"
"05.01.2022 20:30 - 05.01.2022 20:45","426","671"
"05.01.2022 20:45 - 05.01.2022 21:00","419","659"
"05.01.2022 21:00 - 05.01.2022 21:15","454","643"
"05.01.2022 21:15 - 05.01.2022 21:30","464","633"
"05.01.2022 21:30 - 05.01.2022 21:45","451","622"
"05.01.2022 21:45 - 05.01.2022 22:00","443","609"
"05.01.2022 22:00 - 05.01.2022 22:15","433","613"
"05.01.2022 22:15 - 05.01.2022 22:30","430","615"
"05.01.2022 22:30 - 05.01.2022 22:45","420","605"
"05.01.2022 22:45 - 05.01.2022 23:00","416","591"
"05.01.2022 23:00 - 05.01.2022 23:15","404","585"
"05.01.2022 23:15 - 05.01.2022 23:30","394","578"
"05.01.2022 23:30 - 05.01.2022 23:45","386","564"
"05.01.2022 23:45 - 06.01.2022 00:00","381","560"
"06.01.2022 00:00 - 06.01.2022 00:15","377","549"
"06.01.2022 00:15 - 06.01.2022 00:30","376","544"
"06.01.2022 00:30 - 06.01.2022 00:45","376","537"
"06.01.2022 00:45 - 06.01.2022 01:00","376","533"
"06.01.2022 01:00 - 06.01.2022 01:15","374","526"
"06.01.2022 01:15 - 06.01.2022 01:30","373","523"
"06.01.2022 01:30 - 06.01.2022 01:45","372","517"
"06.01.2022 01:45 - 06.01.2022 02:00","372","515"
"06.01.2022 02:00 - 06.01.2022 02:15","380","512"
"06.01.2022 02:15 - 06.01.2022 02:30","381","511"
"06.01.2022 02:30 - 06.01.2022 02:45","382","509"
"06.01.2022 02:45 - 06.01.2022 03:00","385","507"
"06.01.2022 03:00 - 06.01.2022 03:15","401","508"
"06.01.2022 03:15 - 06.01.2022 03:30","403","506"
"06.01.2022 03:30 - 06.01.2022 03:45","408","509"
"06.01.2022 03:45 - 06.01.2022 04:00","417","510"
"06.01.2022 04:00 - 06.01.2022 04:15","425","511"
"06.01.2022 04:15 - 06.01.2022 04:30","435","511"
"06.01.2022 04:30 - 06.01.2022 04:45","444","513"
"06.01.2022 04:45 - 06.01.2022 05:00","458","520"
"06.01.2022 05:00 - 06.01.2022 05:15","469","534"
"06.01.2022 05:15 - 06.01.2022 05:30","475","541"
"06.01.2022 05:30 - 06.01.2022 05:45","493","546"
"06.01.2022 05:45 - 06.01.2022 06:00","514","559"
"06.01.2022 06:00 - 06.01.2022 06:15","542","575"
"06.01.2022 06:15 - 06.01.2022 06:30","558","594"
"06.01.2022 06:30 - 06.01.2022 06:45","573","614"
"06.01.2022 06:45 - 06.01.2022 07:00","588","634"
"06.01.2022 07:00 - 06.01.2022 07:15","608","656"
"06.01.2022 07:15 - 06.01.2022 07:30","616","672"
"06.01.2022 07:30 - 06.01.2022 07:45","615","682"
"06.01.2022 07:45 - 06.01.2022 08:00","616","698"
"06.01.2022 08:00 - 06.01.2022 08:15","616","719"
"06.01.2022 08:15 - 06.01.2022 08:30","616","723"
"06.01.2022 08:30 - 06.01.2022 08:45","609","724"
"06.01.2022 08:45 - 06.01.2022 09:00","611","737"
"06.01.2022 09:00 - 06.01.2022 09:15","612","733"
"06.01.2022 09:15 - 06.01.2022 09:30","616","731"
"06.01.2022 09:30 - 06.01.2022 09:45","611","732"
"06.01.2022 09:45 - 06.01.2022 10:00","611","734"
"06.01.2022 10:00 - 06.01.2022 10:15","604","737"
"06.01.2022 10:15 - 06.01.2022 10:30","604","736"
"06.01.2022 10:30 - 06.01.2022 10:45","606","736"
"06.01.2022 10:45 - 06.01.2022 11:00","611","736"
"06.01.2022 11:00 - 06.01.2022 11:15","609","734"
"06.01.2022 11:15 - 06.01.2022 11:30","606","741"
"06.01.2022 11:30 - 06.01.2022 11:45","603","746"
"06.01.2022 11:45 - 06.01.2022 12:00","594","751"
"06.01.2022 12:00 - 06.01.2022 12:15","590","748"
"06.01.2022 12:15 - 06.01.2022 12:30","587","741"
"06.01.2022 12:30 - 06.01.2022 12:45","579","735"
"06.01.2022 12:45 - 06.01.2022 13:00","577","733"
"06.01.2022 13:00 - 06.01.2022 13:15","576","725"
"06.01.2022 13:15 - 06.01.2022 13:30","577","721"
"06.01.2022 13:30 - 06.01.2022 13:45","571","715"
"06.01.2022 13:45 - 06.01.2022 14:00","573","712"
"06.01.2022 14:00 - 06.01.2022 14:15","575","706"
"06.01.2022 14:15 - 06.01.2022 14:30","576","702"
"06.01.2022 14:30 - 06.01.2022 14:45","580","698"
"06.01.2022 14:45 - 06.01.2022 15:00","580","697"
"06.01.2022 15:00 - 06.01.2022 15:15","582","688"
"06.01.2022 15:15 - 06.01.2022 15:30","585","690"
"06.01.2022 15:30 - 06.01.2022 15:45","596","690"
"06.01.2022 15:45 - 06.01.2022 16:00","610","688"
"06.01.2022 16:00 - 06.01.2022 16:15","614","687"
"06.01.2022 16:15 - 06.01.2022 16:30","620","690"
"06.01.2022 16:30 - 06.01.2022 16:45","625","690"
"06.01.2022 16:45 - 06.01.2022 17:00","630","696"
"06.01.2022 17:00 - 06.01.2022 17:15","625","717"
"06.01.2022 17:15 - 06.01.2022 17:30","623","727"
"06.01.2022 17:30 - 06.01.2022 17:45","624","734"
"06.01.2022 17:45 - 06.01.2022 18:00","622","744"
"06.01.2022 18:00 - 06.01.2022 18:15","606","743"
"06.01.2022 18:15 - 06.01.2022 18:30","598","744"
"06.01.2022 18:30 - 06.01.2022 18:45","589","748"
"06.01.2022 18:45 - 06.01.2022 19:00","573","749"
"06.01.2022 19:00 - 06.01.2022 19:15","557","742"
"06.01.2022 19:15 - 06.01.2022 19:30","544","728"
"06.01.2022 19:30 - 06.01.2022 19:45","528","723"
"06.01.2022 19:45 - 06.01.2022 20:00","519","712"
"06.01.2022 20:00 - 06.01.2022 20:15","502","698"
"06.01.2022 20:15 - 06.01.2022 20:30","486","685"
"06.01.2022 20:30 - 06.01.2022 20:45","475","672"
"06.01.2022 20:45 - 06.01.2022 21:00","467","660"
"06.01.2022 21:00 - 06.01.2022 21:15","482","645"
"06.01.2022 21:15 - 06.01.2022 21:30","487","631"
"06.01.2022 21:30 - 06.01.2022 21:45","475","624"
"06.01.2022 21:45 - 06.01.2022 22:00","463","611"
"06.01.2022 22:00 - 06.01.2022 22:15","437","617"
"06.01.2022 22:15 - 06.01.2022 22:30","428","612"
"06.01.2022 22:30 - 06.01.2022 22:45","420","605"
"06.01.2022 22:45 - 06.01.2022 23:00","414","599"
"06.01.2022 23:00 - 06.01.2022 23:15","387","585"
"06.01.2022 23:15 - 06.01.2022 23:30","373","577"
"06.01.2022 23:30 - 06.01.2022 23:45","366","569"
"06.01.2022 23:45 - 07.01.2022 00:00","359","566"
"07.01.2022 00:00 - 07.01.2022 00:15","348","555"
"07.01.2022 00:15 - 07.01.2022 00:30","342","547"
"07.01.2022 00:30 - 07.01.2022 00:45","339","543"
"07.01.2022 00:45 - 07.01.2022 01:00","337","533"
"07.01.2022 01:00 - 07.01.2022 01:15","328","525"
"07.01.2022 01:15 - 07.01.2022 01:30","326","523"
"07.01.2022 01:30 - 07.01.2022 01:45","326","520"
"07.01.2022 01:45 - 07.01.2022 02:00","324","517"
"07.01.2022 02:00 - 07.01.2022 02:15","324","512"
"07.01.2022 02:15 - 07.01.2022 02:30","323","508"
"07.01.2022 02:30 - 07.01.2022 02:45","325","507"
"07.01.2022 02:45 - 07.01.2022 03:00","327","509"
"07.01.2022 03:00 - 07.01.2022 03:15","328","508"
"07.01.2022 03:15 - 07.01.2022 03:30","334","507"
"07.01.2022 03:30 - 07.01.2022 03:45","342","505"
"07.01.2022 03:45 - 07.01.2022 04:00","346","508"
"07.01.2022 04:00 - 07.01.2022 04:15","349","510"
"07.01.2022 04:15 - 07.01.2022 04:30","358","511"
"07.01.2022 04:30 - 07.01.2022 04:45","368","516"
"07.01.2022 04:45 - 07.01.2022 05:00","380","526"
"07.01.2022 05:00 - 07.01.2022 05:15","380","535"
"07.01.2022 05:15 - 07.01.2022 05:30","383","544"
"07.01.2022 05:30 - 07.01.2022 05:45","399","549"
"07.01.2022 05:45 - 07.01.2022 06:00","418","566"
"07.01.2022 06:00 - 07.01.2022 06:15","449","584"
"07.01.2022 06:15 - 07.01.2022 06:30","466","601"
"07.01.2022 06:30 - 07.01.2022 06:45","481","619"
"07.01.2022 06:45 - 07.01.2022 07:00","493","645"
"07.01.2022 07:00 - 07.01.2022 07:15","514","667"
"07.01.2022 07:15 - 07.01.2022 07:30","522","686"
"07.01.2022 07:30 - 07.01.2022 07:45","527","697"
"07.01.2022 07:45 - 07.01.2022 08:00","528","713"
"07.01.2022 08:00 - 07.01.2022 08:15","535","730"
"07.01.2022 08:15 - 07.01.2022 08:30","540","738"
"07.01.2022 08:30 - 07.01.2022 08:45","542","732"
"07.01.2022 08:45 - 07.01.2022 09:00","545","737"
"07.01.2022 09:00 - 07.01.2022 09:15","557","746"
"07.01.2022 09:15 - 07.01.2022 09:30","558","747"
"07.01.2022 09:30 - 07.01.2022 09:45","564","742"
"07.01.2022 09:45 - 07.01.2022 10:00","565","746"
"07.01.2022 10:00 - 07.01.2022 10:15","566","750"
"07.01.2022 10:15 - 07.01.2022 10:30","568","754"
"07.01.2022 10:30 - 07.01.2022 10:45","569","756"
"07.01.2022 10:45 - 07.01.2022 11:00","568","756"
"07.01.2022 11:00 - 07.01.2022 11:15","559","756"
"07.01.2022 11:15 - 07.01.2022 11:30","552","764"
"07.01.2022 11:30 - 07.01.2022 11:45","545","774"
"07.01.2022 11:45 - 07.01.2022 12:00","541","778"
"07.01.2022 12:00 - 07.01.2022 12:15","537","775"
"07.01.2022 12:15 - 07.01.2022 12:30","533","765"
"07.01.2022 12:30 - 07.01.2022 12:45","525","759"
"07.01.2022 12:45 - 07.01.2022 13:00","519","756"
"07.01.2022 13:00 - 07.01.2022 13:15","519","753"
"07.01.2022 13:15 - 07.01.2022 13:30","516","754"
"07.01.2022 13:30 - 07.01.2022 13:45","512","743"
"07.01.2022 13:45 - 07.01.2022 14:00","512","739"
"07.01.2022 14:00 - 07.01.2022 14:15","508","733"
"07.01.2022 14:15 - 07.01.2022 14:30","511","731"
"07.01.2022 14:30 - 07.01.2022 14:45","515","728"
"07.01.2022 14:45 - 07.01.2022 15:00","516","724"
"07.01.2022 15:00 - 07.01.2022 15:15","507","716"
"07.01.2022 15:15 - 07.01.2022 15:30","512","712"
"07.01.2022 15:30 - 07.01.2022 15:45","518","701"
"07.01.2022 15:45 - 07.01.2022 16:00","531","705"
"07.01.2022 16:00 - 07.01.2022 16:15","537","704"
"07.01.2022 16:15 - 07.01.2022 16:30","537","703"
"07.01.2022 16:30 - 07.01.2022 16:45","546","704"
"07.01.2022 16:45 - 07.01.2022 17:00","553","713"
"07.01.2022 17:00 - 07.01.2022 17:15","563","725"
"07.01.2022 17:15 - 07.01.2022 17:30","561","729"
"07.01.2022 17:30 - 07.01.2022 17:45","560","735"
"07.01.2022 17:45 - 07.01.2022 18:00","556","743"
"07.01.2022 18:00 - 07.01.2022 18:15","552","742"
"07.01.2022 18:15 - 07.01.2022 18:30","546","744"
"07.01.2022 18:30 - 07.01.2022 18:45","540","744"
"07.01.2022 18:45 - 07.01.2022 19:00","529","744"
"07.01.2022 19:00 - 07.01.2022 19:15","525","736"
"07.01.2022 19:15 - 07.01.2022 19:30","513","726"
"07.01.2022 19:30 - 07.01.2022 19:45","497","718"
"07.01.2022 19:45 - 07.01.2022 20:00","486","706"
"07.01.2022 20:00 - 07.01.2022 20:15","481","693"
"07.01.2022 20:15 - 07.01.2022 20:30","465","678"
"07.01.2022 20:30 - 07.01.2022 20:45","458","666"
"07.01.2022 20:45 - 07.01.2022 21:00","449","657"
"07.01.2022 21:00 - 07.01.2022 21:15","485","643"
"07.01.2022 21:15 - 07.01.2022 21:30","489","632"
"07.01.2022 21:30 - 07.01.2022 21:45","481","624"
"07.01.2022 21:45 - 07.01.2022 22:00","472","615"
"07.01.2022 22:00 - 07.01.2022 22:15","458","620"
"07.01.2022 22:15 - 07.01.2022 22:30","448","620"
"07.01.2022 22:30 - 07.01.2022 22:45","441","610"
"07.01.2022 22:45 - 07.01.2022 23:00","435","604"
"07.01.2022 23:00 - 07.01.2022 23:15","448","592"
"07.01.2022 23:15 - 07.01.2022 23:30","441","588"
"07.01.2022 23:30 - 07.01.2022 23:45","437","579"
"07.01.2022 23:45 - 08.01.2022 00:00","433","570"
"08.01.2022 00:00 - 08.01.2022 00:15","419","567"
"08.01.2022 00:15 - 08.01.2022 00:30","413","563"
"08.01.2022 00:30 - 08.01.2022 00:45","412","554"
"08.01.2022 00:45 - 08.01.2022 01:00","407","550"
"08.01.2022 01:00 - 08.01.2022 01:15","390","545"
"08.01.2022 01:15 - 08.01.2022 01:30","385","537"
"08.01.2022 01:30 - 08.01.2022 01:45","379","532"
"08.01.2022 01:45 - 08.01.2022 02:00","375","529"
"08.01.2022 02:00 - 08.01.2022 02:15","358","526"
"08.01.2022 02:15 - 08.01.2022 02:30","356","524"
"08.01.2022 02:30 - 08.01.2022 02:45","354","518"
"08.01.2022 02:45 - 08.01.2022 03:00","352","516"
"08.01.2022 03:00 - 08.01.2022 03:15","349","513"
"08.01.2022 03:15 - 08.01.2022 03:30","347","511"
"08.01.2022 03:30 - 08.01.2022 03:45","351","508"
"08.01.2022 03:45 - 08.01.2022 04:00","355","505"
"08.01.2022 04:00 - 08.01.2022 04:15","362","508"
"08.01.2022 04:15 - 08.01.2022 04:30","364","508"
"08.01.2022 04:30 - 08.01.2022 04:45","364","510"
"08.01.2022 04:45 - 08.01.2022 05:00","370","513"
"08.01.2022 05:00 - 08.01.2022 05:15","370","515"
"08.01.2022 05:15 - 08.01.2022 05:30","363","516"
"08.01.2022 05:30 - 08.01.2022 05:45","364","517"
"08.01.2022 05:45 - 08.01.2022 06:00","376","523"
"08.01.2022 06:00 - 08.01.2022 06:15","394","525"
"08.01.2022 06:15 - 08.01.2022 06:30","400","532"
"08.01.2022 06:30 - 08.01.2022 06:45","403","530"
"08.01.2022 06:45 - 08.01.2022 07:00","415","535"
"08.01.2022 07:00 - 08.01.2022 07:15","431","549"
"08.01.2022 07:15 - 08.01.2022 07:30","431","555"
"08.01.2022 07:30 - 08.01.2022 07:45","430","559"
"08.01.2022 07:45 - 08.01.2022 08:00","442","569"
"08.01.2022 08:00 - 08.01.2022 08:15","448","582"
"08.01.2022 08:15 - 08.01.2022 08:30","456","587"
"08.01.2022 08:30 - 08.01.2022 08:45","451","582"
"08.01.2022 08:45 - 08.01.2022 09:00","457","588"
"08.01.2022 09:00 - 08.01.2022 09:15","451","598"
"08.01.2022 09:15 - 08.01.2022 09:30","456","607"
"08.01.2022 09:30 - 08.01.2022 09:45","459","611"
"08.01.2022 09:45 - 08.01.2022 10:00","465","617"
"08.01.2022 10:00 - 08.01.2022 10:15","460","624"
"08.01.2022 10:15 - 08.01.2022 10:30","466","630"
"08.01.2022 10:30 - 08.01.2022 10:45","465","631"
"08.01.2022 10:45 - 08.01.2022 11:00","469","636"
"08.01.2022 11:00 - 08.01.2022 11:15","449","641"
"08.01.2022 11:15 - 08.01.2022 11:30","446","648"
"08.01.2022 11:30 - 08.01.2022 11:45","438","654"
"08.01.2022 11:45 - 08.01.2022 12:00","430","662"
"08.01.2022 12:00 - 08.01.2022 12:15","419","661"
"08.01.2022 12:15 - 08.01.2022 12:30","412","665"
"08.01.2022 12:30 - 08.01.2022 12:45","407","658"
"08.01.2022 12:45 - 08.01.2022 13:00","405","649"
"08.01.2022 13:00 - 08.01.2022 13:15","388","642"
"08.01.2022 13:15 - 08.01.2022 13:30","384","636"
"08.01.2022 13:30 - 08.01.2022 13:45","379","628"
"08.01.2022 13:45 - 08.01.2022 14:00","372","625"
"08.01.2022 14:00 - 08.01.2022 14:15","365","625"
"08.01.2022 14:15 - 08.01.2022 14:30","363","622"
"08.01.2022 14:30 - 08.01.2022 14:45","359","618"
"08.01.2022 14:45 - 08.01.2022 15:00","363","614"
"08.01.2022 15:00 - 08.01.2022 15:15","366","614"
"08.01.2022 15:15 - 08.01.2022 15:30","372","612"
"08.01.2022 15:30 - 08.01.2022 15:45","380","611"
"08.01.2022 15:45 - 08.01.2022 16:00","395","620"
"08.01.2022 16:00 - 08.01.2022 16:15","399","622"
"08.01.2022 16:15 - 08.01.2022 16:30","402","626"
"08.01.2022 16:30 - 08.01.2022 16:45","407","628"
"08.01.2022 16:45 - 08.01.2022 17:00","413","637"
"08.01.2022 17:00 - 08.01.2022 17:15","425","652"
"08.01.2022 17:15 - 08.01.2022 17:30","426","656"
"08.01.2022 17:30 - 08.01.2022 17:45","424","663"
"08.01.2022 17:45 - 08.01.2022 18:00","424","667"
"08.01.2022 18:00 - 08.01.2022 18:15","416","668"
"08.01.2022 18:15 - 08.01.2022 18:30","410","671"
"08.01.2022 18:30 - 08.01.2022 18:45","398","669"
"08.01.2022 18:45 - 08.01.2022 19:00","397","666"
"08.01.2022 19:00 - 08.01.2022 19:15","384","659"
"08.01.2022 19:15 - 08.01.2022 19:30","381","653"
"08.01.2022 19:30 - 08.01.2022 19:45","373","645"
"08.01.2022 19:45 - 08.01.2022 20:00","366","636"
"08.01.2022 20:00 - 08.01.2022 20:15","356","626"
"08.01.2022 20:15 - 08.01.2022 20:30","348","618"
"08.01.2022 20:30 - 08.01.2022 20:45","342","609"
"08.01.2022 20:45 - 08.01.2022 21:00","338","600"
"08.01.2022 21:00 - 08.01.2022 21:15","369","589"
"08.01.2022 21:15 - 08.01.2022 21:30","378","580"
"08.01.2022 21:30 - 08.01.2022 21:45","372","573"
"08.01.2022 21:45 - 08.01.2022 22:00","371","574"
"08.01.2022 22:00 - 08.01.2022 22:15","360","584"
"08.01.2022 22:15 - 08.01.2022 22:30","352","585"
"08.01.2022 22:30 - 08.01.2022 22:45","344","575"
"08.01.2022 22:45 - 08.01.2022 23:00","340","570"
"08.01.2022 23:00 - 08.01.2022 23:15","344","562"
"08.01.2022 23:15 - 08.01.2022 23:30","340","555"
"08.01.2022 23:30 - 08.01.2022 23:45","333","549"
"08.01.2022 23:45 - 09.01.2022 00:00","323","541"
"09.01.2022 00:00 - 09.01.2022 00:15","310","532"
"09.01.2022 00:15 - 09.01.2022 00:30","303","521"
"09.01.2022 00:30 - 09.01.2022 00:45","298","518"
"09.01.2022 00:45 - 09.01.2022 01:00","293","510"
"09.01.2022 01:00 - 09.01.2022 01:15","280","502"
"09.01.2022 01:15 - 09.01.2022 01:30","277","497"
"09.01.2022 01:30 - 09.01.2022 01:45","274","493"
"09.01.2022 01:45 - 09.01.2022 02:00","273","487"
"09.01.2022 02:00 - 09.01.2022 02:15","266","485"
"09.01.2022 02:15 - 09.01.2022 02:30","266","482"
"09.01.2022 02:30 - 09.01.2022 02:45","263","480"
"09.01.2022 02:45 - 09.01.2022 03:00","261","479"
"09.01.2022 03:00 - 09.01.2022 03:15","259","479"
"09.01.2022 03:15 - 09.01.2022 03:30","257","476"
"09.01.2022 03:30 - 09.01.2022 03:45","259","472"
"09.01.2022 03:45 - 09.01.2022 04:00","258","474"
"09.01.2022 04:00 - 09.01.2022 04:15","267","472"
"09.01.2022 04:15 - 09.01.2022 04:30","268","472"
"09.01.2022 04:30 - 09.01.2022 04:45","269","472"
"09.01.2022 04:45 - 09.01.2022 05:00","271","472"
"09.01.2022 05:00 - 09.01.2022 05:15","254","476"
"09.01.2022 05:15 - 09.01.2022 05:30","244","477"
"09.01.2022 05:30 - 09.01.2022 05:45","245","480"
"09.01.2022 05:45 - 09.01.2022 06:00","253","483"
"09.01.2022 06:00 - 09.01.2022 06:15","263","484"
"09.01.2022 06:15 - 09.01.2022 06:30","267","486"
"09.01.2022 06:30 - 09.01.2022 06:45","273","485"
"09.01.2022 06:45 - 09.01.2022 07:00","281","490"
"09.01.2022 07:00 - 09.01.2022 07:15","297","501"
"09.01.2022 07:15 - 09.01.2022 07:30","302","503"
"09.01.2022 07:30 - 09.01.2022 07:45","304","507"
"09.01.2022 07:45 - 09.01.2022 08:00","312","518"
"09.01.2022 08:00 - 09.01.2022 08:15","323","528"
"09.01.2022 08:15 - 09.01.2022 08:30","332","531"
"09.01.2022 08:30 - 09.01.2022 08:45","337","525"
"09.01.2022 08:45 - 09.01.2022 09:00","343","532"
"09.01.2022 09:00 - 09.01.2022 09:15","358","540"
"09.01.2022 09:15 - 09.01.2022 09:30","362","547"
"09.01.2022 09:30 - 09.01.2022 09:45","363","554"
"09.01.2022 09:45 - 09.01.2022 10:00","371","565"
"09.01.2022 10:00 - 09.01.2022 10:15","381","573"
"09.01.2022 10:15 - 09.01.2022 10:30","388","584"
"09.01.2022 10:30 - 09.01.2022 10:45","394","587"
"09.01.2022 10:45 - 09.01.2022 11:00","403","595"
"09.01.2022 11:00 - 09.01.2022 11:15","409","604"
"09.01.2022 11:15 - 09.01.2022 11:30","407","610"
"09.01.2022 11:30 - 09.01.2022 11:45","403","619"
"09.01.2022 11:45 - 09.01.2022 12:00","399","631"
"09.01.2022 12:00 - 09.01.2022 12:15","404","632"
"09.01.2022 12:15 - 09.01.2022 12:30","401","629"
"09.01.2022 12:30 - 09.01.2022 12:45","393","626"
"09.01.2022 12:45 - 09.01.2022 13:00","390","621"
"09.01.2022 13:00 - 09.01.2022 13:15","397","609"
"09.01.2022 13:15 - 09.01.2022 13:30","396","601"
"09.01.2022 13:30 - 09.01.2022 13:45","396","592"
"09.01.2022 13:45 - 09.01.2022 14:00","400","588"
"09.01.2022 14:00 - 09.01.2022 14:15","400","582"
"09.01.2022 14:15 - 09.01.2022 14:30","402","580"
"09.01.2022 14:30 - 09.01.2022 14:45","403","574"
"09.01.2022 14:45 - 09.01.2022 15:00","411","571"
"09.01.2022 15:00 - 09.01.2022 15:15","423","569"
"09.01.2022 15:15 - 09.01.2022 15:30","427","563"
"09.01.2022 15:30 - 09.01.2022 15:45","431","562"
"09.01.2022 15:45 - 09.01.2022 16:00","448","562"
"09.01.2022 16:00 - 09.01.2022 16:15","465","563"
"09.01.2022 16:15 - 09.01.2022 16:30","470","564"
"09.01.2022 16:30 - 09.01.2022 16:45","479","568"
"09.01.2022 16:45 - 09.01.2022 17:00","487","577"
"09.01.2022 17:00 - 09.01.2022 17:15","485","588"
"09.01.2022 17:15 - 09.01.2022 17:30","488","612"
"09.01.2022 17:30 - 09.01.2022 17:45","489","620"
"09.01.2022 17:45 - 09.01.2022 18:00","491","628"
"09.01.2022 18:00 - 09.01.2022 18:15","484","634"
"09.01.2022 18:15 - 09.01.2022 18:30","478","636"
"09.01.2022 18:30 - 09.01.2022 18:45","473","638"
"09.01.2022 18:45 - 09.01.2022 19:00","471","638"
"09.01.2022 19:00 - 09.01.2022 19:15","464","631"
"09.01.2022 19:15 - 09.01.2022 19:30","460","627"
"09.01.2022 19:30 - 09.01.2022 19:45","450","622"
"09.01.2022 19:45 - 09.01.2022 20:00","444","618"
"09.01.2022 20:00 - 09.01.2022 20:15","436","613"
"09.01.2022 20:15 - 09.01.2022 20:30","429","609"
"09.01.2022 20:30 - 09.01.2022 20:45","420","598"
"09.01.2022 20:45 - 09.01.2022 21:00","419","592"
"09.01.2022 21:00 - 09.01.2022 21:15","459","585"
"09.01.2022 21:15 - 09.01.2022 21:30","466","576"
"09.01.2022 21:30 - 09.01.2022 21:45","455","567"
"09.01.2022 21:45 - 09.01.2022 22:00","451","565"
"09.01.2022 22:00 - 09.01.2022 22:15","433","581"
"09.01.2022 22:15 - 09.01.2022 22:30","429","583"
"09.01.2022 22:30 - 09.01.2022 22:45","422","575"
"09.01.2022 22:45 - 09.01.2022 23:00","416","570"
"09.01.2022 23:00 - 09.01.2022 23:15","421","567"
"09.01.2022 23:15 - 09.01.2022 23:30","408","560"
"09.01.2022 23:30 - 09.01.2022 23:45","402","550"
"09.01.2022 23:45 - 10.01.2022 00:00","395","544"
"10.01.2022 00:00 - 10.01.2022 00:15","389","537"
"10.01.2022 00:15 - 10.01.2022 00:30","390","528"
"10.01.2022 00:30 - 10.01.2022 00:45","382","522"
"10.01.2022 00:45 - 10.01.2022 01:00","381","514"
"10.01.2022 01:00 - 10.01.2022 01:15","379","506"
"10.01.2022 01:15 - 10.01.2022 01:30","377","499"
"10.01.2022 01:30 - 10.01.2022 01:45","375","496"
"10.01.2022 01:45 - 10.01.2022 02:00","377","493"
"10.01.2022 02:00 - 10.01.2022 02:15","378","491"
"10.01.2022 02:15 - 10.01.2022 02:30","377","489"
"10.01.2022 02:30 - 10.01.2022 02:45","377","486"
"10.01.2022 02:45 - 10.01.2022 03:00","376","484"
"10.01.2022 03:00 - 10.01.2022 03:15","378","488"
"10.01.2022 03:15 - 10.01.2022 03:30","385","490"
"10.01.2022 03:30 - 10.01.2022 03:45","393","490"
"10.01.2022 03:45 - 10.01.2022 04:00","400","490"
"10.01.2022 04:00 - 10.01.2022 04:15","414","491"
"10.01.2022 04:15 - 10.01.2022 04:30","419","492"
"10.01.2022 04:30 - 10.01.2022 04:45","430","495"
"10.01.2022 04:45 - 10.01.2022 05:00","449","500"
"10.01.2022 05:00 - 10.01.2022 05:15","452","514"
"10.01.2022 05:15 - 10.01.2022 05:30","455","523"
"10.01.2022 05:30 - 10.01.2022 05:45","472","539"
"10.01.2022 05:45 - 10.01.2022 06:00","491","558"
"10.01.2022 06:00 - 10.01.2022 06:15","512","581"
"10.01.2022 06:15 - 10.01.2022 06:30","534","602"
"10.01.2022 06:30 - 10.01.2022 06:45","549","620"
"10.01.2022 06:45 - 10.01.2022 07:00","563","644"
"10.01.2022 07:00 - 10.01.2022 07:15","580","665"
"10.01.2022 07:15 - 10.01.2022 07:30","592","685"
"10.01.2022 07:30 - 10.01.2022 07:45","598","705"
"10.01.2022 07:45 - 10.01.2022 08:00","600","723"
"10.01.2022 08:00 - 10.01.2022 08:15","601","744"
"10.01.2022 08:15 - 10.01.2022 08:30","598","750"
