"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Intraday / Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Intraday / Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Intraday / Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"20.08.2022 14:15 - 20.08.2022 14:30","13105","12997","12964","n/e","n/e","n/e","2273","2070","2132"
"20.08.2022 14:30 - 20.08.2022 14:45","13080","12980","12937","n/e","n/e","n/e","2323","2145","2189"
"20.08.2022 14:45 - 20.08.2022 15:00","13044","12955","12896","n/e","n/e","n/e","2382","2226","2244"
"20.08.2022 15:00 - 20.08.2022 15:15","13032","12950","12736","n/e","n/e","n/e","2441","2319","2154"
"20.08.2022 15:15 - 20.08.2022 15:30","12965","12897","12679","n/e","n/e","n/e","2511","2405","2211"
"20.08.2022 15:30 - 20.08.2022 15:45","12877","12826","12605","n/e","n/e","n/e","2584","2488","2267"
"20.08.2022 15:45 - 20.08.2022 16:00","12769","12736","12513","n/e","n/e","n/e","2659","2571","2326"
"20.08.2022 16:00 - 20.08.2022 16:15","12676","12666","12288","n/e","n/e","n/e","2741","2656","2479"
"20.08.2022 16:15 - 20.08.2022 16:30","12537","12538","12162","n/e","n/e","n/e","2815","2739","2537"
"20.08.2022 16:30 - 20.08.2022 16:45","12386","12390","12019","n/e","n/e","n/e","2886","2823","2600"
"20.08.2022 16:45 - 20.08.2022 17:00","12222","12224","11862","n/e","n/e","n/e","2958","2906","2669"
"20.08.2022 17:00 - 20.08.2022 17:15","12097","12095","11773","n/e","n/e","n/e","3023","3000","2819"
"20.08.2022 17:15 - 20.08.2022 17:30","11900","11893","11631","n/e","n/e","n/e","3103","3075","2894"
"20.08.2022 17:30 - 20.08.2022 17:45","11681","11668","11465","n/e","n/e","n/e","3192","3144","2971"
"20.08.2022 17:45 - 20.08.2022 18:00","11407","11390","11242","n/e","n/e","n/e","3289","3210","3050"
"20.08.2022 18:00 - 20.08.2022 18:15","11361","11342","11316","n/e","n/e","n/e","3390","3266","3171"
"20.08.2022 18:15 - 20.08.2022 18:30","10858","10835","10781","n/e","n/e","n/e","3502","3345","3262"
"20.08.2022 18:30 - 20.08.2022 18:45","10198","10171","10122","n/e","n/e","n/e","3619","3437","3348"
"20.08.2022 18:45 - 20.08.2022 19:00","9380","9351","9332","n/e","n/e","n/e","3731","3529","3425"
"20.08.2022 19:00 - 20.08.2022 19:15","8934","8904","9134","n/e","n/e","n/e","3892","3670","3381"
"20.08.2022 19:15 - 20.08.2022 19:30","7743","7725","7836","n/e","n/e","n/e","3957","3721","3446"
"20.08.2022 19:30 - 20.08.2022 19:45","6420","6423","6469","n/e","n/e","n/e","3984","3733","3501"
"20.08.2022 19:45 - 20.08.2022 20:00","5061","5087","5119","n/e","n/e","n/e","3982","3719","3546"
"20.08.2022 20:00 - 20.08.2022 20:15","3898","3955","3793","n/e","n/e","n/e","3960","3670","3621"
"20.08.2022 20:15 - 20.08.2022 20:30","2767","2827","2833","n/e","n/e","n/e","3944","3658","3644"
"20.08.2022 20:30 - 20.08.2022 20:45","1920","1967","2063","n/e","n/e","n/e","3939","3668","3663"
"20.08.2022 20:45 - 20.08.2022 21:00","1333","1357","1468","n/e","n/e","n/e","3946","3697","3677"
"20.08.2022 21:00 - 20.08.2022 21:15","855","842","981","n/e","n/e","n/e","3952","3738","3608"
"20.08.2022 21:15 - 20.08.2022 21:30","687","658","794","n/e","n/e","n/e","3971","3780","3630"
"20.08.2022 21:30 - 20.08.2022 21:45","608","579","702","n/e","n/e","n/e","3993","3817","3649"
"20.08.2022 21:45 - 20.08.2022 22:00","575","559","655","n/e","n/e","n/e","4014","3848","3663"
"20.08.2022 22:00 - 20.08.2022 22:15","548","554","580","n/e","n/e","n/e","4042","3886","3580"
"20.08.2022 22:15 - 20.08.2022 22:30","542","559","563","n/e","n/e","n/e","4058","3903","3589"
"20.08.2022 22:30 - 20.08.2022 22:45","539","558","553","n/e","n/e","n/e","4069","3912","3576"
"20.08.2022 22:45 - 20.08.2022 23:00","536","552","549","n/e","n/e","n/e","4073","3915","3552"
"20.08.2022 23:00 - 20.08.2022 23:15","533","542","604","n/e","n/e","n/e","4084","3917","3668"
"20.08.2022 23:15 - 20.08.2022 23:30","532","535","594","n/e","n/e","n/e","4076","3913","3662"
"20.08.2022 23:30 - 20.08.2022 23:45","530","533","583","n/e","n/e","n/e","4061","3909","3653"
"20.08.2022 23:45 - 21.08.2022 00:00","528","533","572","n/e","n/e","n/e","4041","3905","3642"
"21.08.2022 00:00 - 21.08.2022 00:15","513","603","603","n/e","n/e","n/e","3773","3731","3731"
"21.08.2022 00:15 - 21.08.2022 00:30","503","595","595","n/e","n/e","n/e","3767","3752","3752"
"21.08.2022 00:30 - 21.08.2022 00:45","492","587","587","n/e","n/e","n/e","3771","3775","3775"
"21.08.2022 00:45 - 21.08.2022 01:00","482","579","579","n/e","n/e","n/e","3779","3794","3794"
"21.08.2022 01:00 - 21.08.2022 01:15","468","589","589","n/e","n/e","n/e","3806","3897","3897"
"21.08.2022 01:15 - 21.08.2022 01:30","462","584","584","n/e","n/e","n/e","3803","3879","3879"
"21.08.2022 01:30 - 21.08.2022 01:45","459","579","579","n/e","n/e","n/e","3785","3859","3859"
"21.08.2022 01:45 - 21.08.2022 02:00","459","573","573","n/e","n/e","n/e","3755","3836","3836"
"21.08.2022 02:00 - 21.08.2022 02:15","459","558","558","n/e","n/e","n/e","3723","3903","3903"
"21.08.2022 02:15 - 21.08.2022 02:30","463","560","560","n/e","n/e","n/e","3682","3870","3870"
"21.08.2022 02:30 - 21.08.2022 02:45","468","561","561","n/e","n/e","n/e","3640","3826","3826"
"21.08.2022 02:45 - 21.08.2022 03:00","472","560","560","n/e","n/e","n/e","3599","3775","3775"
"21.08.2022 03:00 - 21.08.2022 03:15","484","575","575","n/e","n/e","n/e","3558","3734","3734"
"21.08.2022 03:15 - 21.08.2022 03:30","479","565","565","n/e","n/e","n/e","3518","3687","3687"
"21.08.2022 03:30 - 21.08.2022 03:45","466","552","552","n/e","n/e","n/e","3478","3639","3639"
"21.08.2022 03:45 - 21.08.2022 04:00","449","537","537","n/e","n/e","n/e","3441","3591","3591"
"21.08.2022 04:00 - 21.08.2022 04:15","427","519","519","n/e","n/e","n/e","3398","3673","3673"
"21.08.2022 04:15 - 21.08.2022 04:30","410","503","503","n/e","n/e","n/e","3369","3612","3612"
"21.08.2022 04:30 - 21.08.2022 04:45","397","484","484","n/e","n/e","n/e","3346","3554","3554"
"21.08.2022 04:45 - 21.08.2022 05:00","386","459","459","n/e","n/e","n/e","3326","3501","3501"
"21.08.2022 05:00 - 21.08.2022 05:15","385","465","465","n/e","n/e","n/e","3310","3627","3627"
"21.08.2022 05:15 - 21.08.2022 05:30","368","412","412","n/e","n/e","n/e","3293","3606","3606"
"21.08.2022 05:30 - 21.08.2022 05:45","345","352","352","n/e","n/e","n/e","3274","3601","3601"
"21.08.2022 05:45 - 21.08.2022 06:00","318","293","293","n/e","n/e","n/e","3251","3603","3603"
"21.08.2022 06:00 - 21.08.2022 06:15","290","226","226","n/e","n/e","n/e","3236","3722","3722"
"21.08.2022 06:15 - 21.08.2022 06:30","262","193","193","n/e","n/e","n/e","3205","3697","3697"
"21.08.2022 06:30 - 21.08.2022 06:45","236","169","169","n/e","n/e","n/e","3168","3679","3679"
"21.08.2022 06:45 - 21.08.2022 07:00","213","149","149","n/e","n/e","n/e","3126","3662","3662"
"21.08.2022 07:00 - 21.08.2022 07:15","193","147","147","n/e","n/e","n/e","3090","3728","3728"
"21.08.2022 07:15 - 21.08.2022 07:30","231","161","161","n/e","n/e","n/e","3038","3689","3689"
"21.08.2022 07:30 - 21.08.2022 07:45","327","242","242","n/e","n/e","n/e","2983","3643","3643"
"21.08.2022 07:45 - 21.08.2022 08:00","490","394","394","n/e","n/e","n/e","2922","3584","3584"
"21.08.2022 08:00 - 21.08.2022 08:15","1314","1211","1211","n/e","n/e","n/e","2870","3422","3422"
"21.08.2022 08:15 - 21.08.2022 08:30","1951","1934","1934","n/e","n/e","n/e","2800","3353","3353"
"21.08.2022 08:30 - 21.08.2022 08:45","2735","2771","2771","n/e","n/e","n/e","2724","3269","3269"
"21.08.2022 08:45 - 21.08.2022 09:00","3615","3675","3675","n/e","n/e","n/e","2644","3172","3172"
"21.08.2022 09:00 - 21.08.2022 09:15","5243","5396","5354","n/e","n/e","n/e","2566","3076","2890"
"21.08.2022 09:15 - 21.08.2022 09:30","6265","6471","6378","n/e","n/e","n/e","2481","2965","2785"
"21.08.2022 09:30 - 21.08.2022 09:45","7194","7479","7350","n/e","n/e","n/e","2397","2854","2687"
"21.08.2022 09:45 - 21.08.2022 10:00","8016","8389","8239","n/e","n/e","n/e","2319","2752","2601"
"21.08.2022 10:00 - 21.08.2022 10:15","9164","9750","9674","n/e","n/e","n/e","2214","2614","2395"
"21.08.2022 10:15 - 21.08.2022 10:30","9818","10435","10297","n/e","n/e","n/e","2171","2558","2371"
"21.08.2022 10:30 - 21.08.2022 10:45","10361","10934","10779","n/e","n/e","n/e","2153","2536","2364"
"21.08.2022 10:45 - 21.08.2022 11:00","10804","11281","11148","n/e","n/e","n/e","2158","2545","2374"
"21.08.2022 11:00 - 21.08.2022 11:15","11333","11627","12034","n/e","n/e","n/e","2155","2544","2255"
"21.08.2022 11:15 - 21.08.2022 11:30","11617","11815","12263","n/e","n/e","n/e","2191","2597","2290"
"21.08.2022 11:30 - 21.08.2022 11:45","11837","11989","12433","n/e","n/e","n/e","2237","2666","2347"
"21.08.2022 11:45 - 21.08.2022 12:00","12010","12152","12562","n/e","n/e","n/e","2293","2746","2424"
"21.08.2022 12:00 - 21.08.2022 12:15","12176","12334","12941","n/e","n/e","n/e","2338","2827","2480"
"21.08.2022 12:15 - 21.08.2022 12:30","12305","12475","13050","n/e","n/e","n/e","2419","2925","2588"
"21.08.2022 12:30 - 21.08.2022 12:45","12433","12602","13148","n/e","n/e","n/e","2516","3030","2707"
"21.08.2022 12:45 - 21.08.2022 13:00","12557","12715","13234","n/e","n/e","n/e","2626","3142","2841"
"21.08.2022 13:00 - 21.08.2022 13:15","12714","12846","13548","n/e","n/e","n/e","2739","3248","2709"
"21.08.2022 13:15 - 21.08.2022 13:30","12804","12930","13592","n/e","n/e","n/e","2871","3384","2886"
"21.08.2022 13:30 - 21.08.2022 13:45","12866","12998","13622","n/e","n/e","n/e","3012","3535","3078"
"21.08.2022 13:45 - 21.08.2022 14:00","12904","13047","13637","n/e","n/e","n/e","3163","3702","3281"
"21.08.2022 14:00 - 21.08.2022 14:15","12953","13125","13693","n/e","n/e","n/e","3318","3871","3602"
"21.08.2022 14:15 - 21.08.2022 14:30","12954","13131","13677","n/e","n/e","n/e","3492","4072","3788"
"21.08.2022 14:30 - 21.08.2022 14:45","12941","13111","13643","n/e","n/e","n/e","3679","4290","3985"
"21.08.2022 14:45 - 21.08.2022 15:00","12911","13067","13591","n/e","n/e","n/e","3876","4520","4192"
"21.08.2022 15:00 - 21.08.2022 15:15","12917","13043","13525","n/e","n/e","n/e","4098","4785","4741"
"21.08.2022 15:15 - 21.08.2022 15:30","12833","12954","13417","n/e","n/e","n/e","4303","5020","4917"
"21.08.2022 15:30 - 21.08.2022 15:45","12715","12844","13280","n/e","n/e","n/e","4507","5249","5091"
"21.08.2022 15:45 - 21.08.2022 16:00","12571","12714","13115","n/e","n/e","n/e","4707","5472","5265"
"21.08.2022 16:00 - 21.08.2022 16:15","12428","12605","12984","n/e","n/e","n/e","4932","5715","5468"
"21.08.2022 16:15 - 21.08.2022 16:30","12260","12437","12729","n/e","n/e","n/e","5123","5927","5639"
"21.08.2022 16:30 - 21.08.2022 16:45","12090","12250","12447","n/e","n/e","n/e","5307","6135","5808"
"21.08.2022 16:45 - 21.08.2022 17:00","11913","12049","12151","n/e","n/e","n/e","5487","6340","5976"
"21.08.2022 17:00 - 21.08.2022 17:15","11796","11873","12000","n/e","n/e","n/e","5676","6558","6256"
"21.08.2022 17:15 - 21.08.2022 17:30","11573","11654","11771","n/e","n/e","n/e","5854","6761","6400"
"21.08.2022 17:30 - 21.08.2022 17:45","11309","11425","11517","n/e","n/e","n/e","6032","6965","6542"
"21.08.2022 17:45 - 21.08.2022 18:00","10983","11154","11204","n/e","n/e","n/e","6208","7164","6691"
"21.08.2022 18:00 - 21.08.2022 18:15","10868","11115","11342","n/e","n/e","n/e","6407","7403","7180"
"21.08.2022 18:15 - 21.08.2022 18:30","10315","10621","10738","n/e","n/e","n/e","6572","7572","7331"
"21.08.2022 18:30 - 21.08.2022 18:45","9619","9968","10012","n/e","n/e","n/e","6727","7717","7477"
"21.08.2022 18:45 - 21.08.2022 19:00","8788","9156","9166","n/e","n/e","n/e","6871","7835","7615"
"21.08.2022 19:00 - 21.08.2022 19:15","8275","8703","8948","n/e","n/e","n/e","7029","7988","7936"
"21.08.2022 19:15 - 21.08.2022 19:30","7152","7533","7667","n/e","n/e","n/e","7153","8043","7999"
"21.08.2022 19:30 - 21.08.2022 19:45","5943","6243","6334","n/e","n/e","n/e","7269","8066","8042"
"21.08.2022 19:45 - 21.08.2022 20:00","4723","4923","5024","n/e","n/e","n/e","7376","8064","8071"
"21.08.2022 20:00 - 21.08.2022 20:15","3699","3787","3811","n/e","n/e","n/e","7494","8049","8463"
"21.08.2022 20:15 - 21.08.2022 20:30","2681","2694","2840","n/e","n/e","n/e","7583","8031","8458"
"21.08.2022 20:30 - 21.08.2022 20:45","1902","1876","2054","n/e","n/e","n/e","7662","8020","8440"
"21.08.2022 20:45 - 21.08.2022 21:00","1344","1310","1444","n/e","n/e","n/e","7733","8016","8414"
"21.08.2022 21:00 - 21.08.2022 21:15","854","834","904","n/e","n/e","n/e","7812","8014","8835"
"21.08.2022 21:15 - 21.08.2022 21:30","701","688","750","n/e","n/e","n/e","7870","8014","8782"
"21.08.2022 21:30 - 21.08.2022 21:45","626","622","678","n/e","n/e","n/e","7922","8015","8715"
"21.08.2022 21:45 - 21.08.2022 22:00","583","591","636","n/e","n/e","n/e","7964","8012","8633"
"21.08.2022 22:00 - 21.08.2022 22:15","544","566","570","n/e","n/e","n/e","8032","8021","8570"
"21.08.2022 22:15 - 21.08.2022 22:30","528","557","559","n/e","n/e","n/e","8039","8006","8522"
"21.08.2022 22:30 - 21.08.2022 22:45","516","550","555","n/e","n/e","n/e","8023","7982","8467"
"21.08.2022 22:45 - 21.08.2022 23:00","508","544","555","n/e","n/e","n/e","7987","7947","8406"
"21.08.2022 23:00 - 21.08.2022 23:15","498","535","577","n/e","n/e","n/e","7952","7924","8606"
"21.08.2022 23:15 - 21.08.2022 23:30","495","532","571","n/e","n/e","n/e","7893","7866","8529"
"21.08.2022 23:30 - 21.08.2022 23:45","494","531","567","n/e","n/e","n/e","7829","7796","8457"
"21.08.2022 23:45 - 22.08.2022 00:00","493","532","562","n/e","n/e","n/e","7764","7718","8394"
"22.08.2022 00:00 - 22.08.2022 00:15","528","583","583","n/e","n/e","n/e","7847","8533","8533"
"22.08.2022 00:15 - 22.08.2022 00:30","520","576","576","n/e","n/e","n/e","7819","8478","8478"
"22.08.2022 00:30 - 22.08.2022 00:45","512","569","569","n/e","n/e","n/e","7782","8424","8424"
"22.08.2022 00:45 - 22.08.2022 01:00","506","562","562","n/e","n/e","n/e","7736","8369","8369"
"22.08.2022 01:00 - 22.08.2022 01:15","500","562","562","n/e","n/e","n/e","7697","8632","8632"
"22.08.2022 01:15 - 22.08.2022 01:30","495","552","552","n/e","n/e","n/e","7635","8542","8542"
"22.08.2022 01:30 - 22.08.2022 01:45","491","541","541","n/e","n/e","n/e","7565","8441","8441"
"22.08.2022 01:45 - 22.08.2022 02:00","486","529","529","n/e","n/e","n/e","7489","8330","8330"
"22.08.2022 02:00 - 22.08.2022 02:15","481","541","541","n/e","n/e","n/e","7414","8427","8427"
"22.08.2022 02:15 - 22.08.2022 02:30","477","528","528","n/e","n/e","n/e","7332","8304","8304"
"22.08.2022 02:30 - 22.08.2022 02:45","474","515","515","n/e","n/e","n/e","7249","8178","8178"
"22.08.2022 02:45 - 22.08.2022 03:00","471","502","502","n/e","n/e","n/e","7167","8047","8047"
"22.08.2022 03:00 - 22.08.2022 03:15","471","508","508","n/e","n/e","n/e","7081","8157","8157"
"22.08.2022 03:15 - 22.08.2022 03:30","464","490","490","n/e","n/e","n/e","7004","8022","8022"
"22.08.2022 03:30 - 22.08.2022 03:45","453","473","473","n/e","n/e","n/e","6931","7894","7894"
"22.08.2022 03:45 - 22.08.2022 04:00","440","456","456","n/e","n/e","n/e","6862","7769","7769"
"22.08.2022 04:00 - 22.08.2022 04:15","429","454","454","n/e","n/e","n/e","6795","7935","7935"
"22.08.2022 04:15 - 22.08.2022 04:30","410","438","438","n/e","n/e","n/e","6728","7810","7810"
"22.08.2022 04:30 - 22.08.2022 04:45","390","421","421","n/e","n/e","n/e","6661","7689","7689"
"22.08.2022 04:45 - 22.08.2022 05:00","368","400","400","n/e","n/e","n/e","6594","7570","7570"
"22.08.2022 05:00 - 22.08.2022 05:15","350","401","401","n/e","n/e","n/e","6525","7651","7651"
"22.08.2022 05:15 - 22.08.2022 05:30","326","366","366","n/e","n/e","n/e","6460","7536","7536"
"22.08.2022 05:30 - 22.08.2022 05:45","301","328","328","n/e","n/e","n/e","6398","7428","7428"
"22.08.2022 05:45 - 22.08.2022 06:00","277","290","290","n/e","n/e","n/e","6339","7323","7323"
"22.08.2022 06:00 - 22.08.2022 06:15","254","284","284","n/e","n/e","n/e","6277","7477","7477"
"22.08.2022 06:15 - 22.08.2022 06:30","231","253","253","n/e","n/e","n/e","6224","7376","7376"
"22.08.2022 06:30 - 22.08.2022 06:45","211","226","226","n/e","n/e","n/e","6176","7284","7284"
"22.08.2022 06:45 - 22.08.2022 07:00","191","202","202","n/e","n/e","n/e","6131","7196","7196"
"22.08.2022 07:00 - 22.08.2022 07:15","174","195","195","n/e","n/e","n/e","6084","6973","6973"
"22.08.2022 07:15 - 22.08.2022 07:30","201","213","213","n/e","n/e","n/e","6047","6896","6896"
"22.08.2022 07:30 - 22.08.2022 07:45","282","293","293","n/e","n/e","n/e","6014","6823","6823"
"22.08.2022 07:45 - 22.08.2022 08:00","421","432","432","n/e","n/e","n/e","5984","6753","6753"
"22.08.2022 08:00 - 22.08.2022 08:15","1195","1193","1193","n/e","n/e","n/e","5955","6507","6507"
"22.08.2022 08:15 - 22.08.2022 08:30","1799","1891","1891","n/e","n/e","n/e","5925","6435","6435"
"22.08.2022 08:30 - 22.08.2022 08:45","2552","2700","2700","n/e","n/e","n/e","5895","6369","6369"
"22.08.2022 08:45 - 22.08.2022 09:00","3410","3580","3580","n/e","n/e","n/e","5865","6309","6309"
"22.08.2022 09:00 - 22.08.2022 09:15","5021","5210","5144","n/e","n/e","n/e","5829","6243","6123"
"22.08.2022 09:15 - 22.08.2022 09:30","6055","6246","6161","n/e","n/e","n/e","5805","6196","6091"
"22.08.2022 09:30 - 22.08.2022 09:45","7014","7220","7139","n/e","n/e","n/e","5786","6157","6065"
"22.08.2022 09:45 - 22.08.2022 10:00","7875","8106","8046","n/e","n/e","n/e","5769","6125","6042"
"22.08.2022 10:00 - 22.08.2022 10:15","9127","9425","9592","n/e","n/e","n/e","5765","6088","6300"
"22.08.2022 10:15 - 22.08.2022 10:30","9807","10124","10227","n/e","n/e","n/e","5736","6070","6275"
"22.08.2022 10:30 - 22.08.2022 10:45","10348","10661","10728","n/e","n/e","n/e","5696","6058","6253"
"22.08.2022 10:45 - 22.08.2022 11:00","10770","11062","11118","n/e","n/e","n/e","5646","6049","6233"
"22.08.2022 11:00 - 22.08.2022 11:15","11240","11500","11806","n/e","n/e","n/e","5597","6052","6141"
"22.08.2022 11:15 - 22.08.2022 11:30","11521","11739","12050","n/e","n/e","n/e","5535","6033","6117"
"22.08.2022 11:30 - 22.08.2022 11:45","11767","11943","12250","n/e","n/e","n/e","5470","6005","6092"
"22.08.2022 11:45 - 22.08.2022 12:00","11983","12121","12415","n/e","n/e","n/e","5404","5969","6068"
"22.08.2022 12:00 - 22.08.2022 12:15","12231","12317","12757","n/e","n/e","n/e","5333","5923","5930"
"22.08.2022 12:15 - 22.08.2022 12:30","12391","12453","12875","n/e","n/e","n/e","5270","5890","5930"
"22.08.2022 12:30 - 22.08.2022 12:45","12525","12571","12980","n/e","n/e","n/e","5211","5865","5936"
"22.08.2022 12:45 - 22.08.2022 13:00","12635","12673","13072","n/e","n/e","n/e","5165","5851","5944"
"22.08.2022 13:00 - 22.08.2022 13:15","12754","12795","13338","n/e","n/e","n/e","5081","5823","5877"
"22.08.2022 13:15 - 22.08.2022 13:30","12835","12861","13394","n/e","n/e","n/e","5082","5831","5915"
"22.08.2022 13:30 - 22.08.2022 13:45","12907","12908","13428","n/e","n/e","n/e","5115","5852","5965"
"22.08.2022 13:45 - 22.08.2022 14:00","12965","12938","13441","n/e","n/e","n/e","5175","5885","6023"
"22.08.2022 14:00 - 22.08.2022 14:15","13058","12983","13557","n/e","n/e","n/e","5239","5908","6039"
"22.08.2022 14:15 - 22.08.2022 14:30","13071","12979","13544","n/e","n/e","n/e","5328","5963","6103"
"22.08.2022 14:30 - 22.08.2022 14:45","13054","12959","13508","n/e","n/e","n/e","5422","6029","6177"
"22.08.2022 14:45 - 22.08.2022 15:00","13008","12921","13450","n/e","n/e","n/e","5520","6104","6260"
"22.08.2022 15:00 - 22.08.2022 15:15","12979","12905","13452","n/e","n/e","n/e","5615","6178","6350"
"22.08.2022 15:15 - 22.08.2022 15:30","12886","12829","13340","n/e","n/e","n/e","5722","6266","6433"
"22.08.2022 15:30 - 22.08.2022 15:45","12773","12731","13198","n/e","n/e","n/e","5837","6359","6521"
"22.08.2022 15:45 - 22.08.2022 16:00","12642","12616","13035","n/e","n/e","n/e","5956","6454","6613"
"22.08.2022 16:00 - 22.08.2022 16:15","12530","12510","13007","n/e","n/e","n/e","6080","6554","6790"
"22.08.2022 16:15 - 22.08.2022 16:30","12367","12369","12826","n/e","n/e","n/e","6207","6652","6884"
"22.08.2022 16:30 - 22.08.2022 16:45","12191","12219","12617","n/e","n/e","n/e","6338","6750","6979"
"22.08.2022 16:45 - 22.08.2022 17:00","11997","12058","12387","n/e","n/e","n/e","6471","6849","7077"
"22.08.2022 17:00 - 22.08.2022 17:15","11855","11944","12381","n/e","n/e","n/e","6606","6944","7204"
"22.08.2022 17:15 - 22.08.2022 17:30","11614","11748","12155","n/e","n/e","n/e","6744","7050","7309"
"22.08.2022 17:30 - 22.08.2022 17:45","11340","11523","11880","n/e","n/e","n/e","6886","7161","7415"
"22.08.2022 17:45 - 22.08.2022 18:00","11006","11238","11531","n/e","n/e","n/e","7033","7277","7523"
"22.08.2022 18:00 - 22.08.2022 18:15","10895","11191","11717","n/e","n/e","n/e","7177","7399","7694"
"22.08.2022 18:15 - 22.08.2022 18:30","10334","10660","11057","n/e","n/e","n/e","7344","7518","7792"
"22.08.2022 18:30 - 22.08.2022 18:45","9625","9964","10260","n/e","n/e","n/e","7522","7638","7886"
